Apparent.Time;Time span;Living Room Light (100W) [VA];Kitchen Light (100W) [VA];Cellar Light (200W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (200W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Nespresso Coffee Machine, Single Cup [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];Electric Kettle / Petra WK288 1.5L [VA];AEG PN 2200 RX 4935365097 [VA];Hand-held Circular Saw / Bosch PKS 46 [VA];Skil 4270 [VA];Polishing Machine / Flex L 602 VR [VA];Hedge Trimmer / Bosch AHS 550-24 ST [VA];Atika LH 2500 G [VA];Lawn Mower / Sabo 32-EL [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];CD/DVD Player / Philips DVDR 725 H [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Miele DG 1450 [VA];Handmixer / Phillips Robust HR 1581 [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [VA];Microwave / Panasonic NN 5259 [VA];Dishwasher NEFF SD6P1F (2011) [VA];Laptop Sony Vaio SVE151G11M [VA];Steam Iron / Phillips GC 4410 [VA];Washing Machine / Bosch WAE 28143 [VA];AEG NM 2701 Premium [VA];Hair Dryer Braun Silencio 1250 [VA];Canister vacuum cleaner / Siemens VS 06 G 1831 [VA];Siemens Kl 20 LA 65 (A+) [VA];Electric Razor Braun Cruzer 5 [VA];Electric Toothbrush Dondodent Professional Clean [VA];Router O2 Box 6431 [VA];
1952;1.08:32:00;0;0;0;0;0;0;0;0;1,348860628246919;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0756048521268173;0,5700000000000001;1,3663905576344524;0;0;0;0;11,695462942644735;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1953;1.08:33:00;0;0;0;0;0;0;0;0;1,3488694006452673;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0756557150227688;0,5700000000000001;1,3664005400132169;0;0;0;0;11,696746998988825;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1954;1.08:34:00;0;0;0;0;0;0;0;0;1,3489000441457804;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0756977968989399;0,5700000000000001;1,3664486417816062;0;0;0;0;11,697771066625394;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1955;1.08:35:00;0;0;0;0;0;0;0;0;1,3489638181710286;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0757722607034406;0,5700000000000001;1,3665808655687364;0;0;0;0;11,698302472301817;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1956;1.08:36:00;0;0;0;0;0;0;0;0;1,349163401671836;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0759081292734167;0,5700000000000001;1,3665824249916227;0;0;0;0;11,698543270156225;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1957;1.08:37:00;0;0;0;0;0;0;0;0;1,3492184030068415;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0759551343419183;0,5700000000000001;1,366791452948788;0;0;0;0;11,699321327027686;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1958;1.08:38:00;0;0;0;0;0;0;0;0;1,3493325769385884;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076009848986382;0,5700000000000001;1,36686470899563;0;0;0;0;11,699734212331393;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1959;1.08:39:00;0;0;0;0;0;0;0;0;1,3493384779559503;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076021141913238;0,5700000000000001;1,3668990178668021;0;0;0;0;11,700222076089617;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1960;1.08:40:00;0;0;0;0;0;0;0;0;1,3493459691529093;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076025168082938;0,5700000000000001;1,367146852638546;0;0;0;0;11,700477038568678;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1961;1.08:41:00;0;0;0;0;0;0;0;0;1,3494766110543226;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0760502290222074;0,5700000000000001;1,3671743444620965;0;0;0;0;11,700597616362007;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1962;1.08:42:00;0;0;0;0;0;0;0;0;1,3496239128411653;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076057435414057;0,5700000000000001;1,3672307391654788;0;0;0;0;11,700598909027555;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1963;1.08:43:00;0;0;0;0;0;0;0;0;1,349863629144644;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076227761366685;0,5700000000000001;1,3674164058224854;0;0;0;0;11,700605810142019;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1964;1.08:44:00;0;0;0;0;0;0;0;0;1,3499402849483355;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0763054255357127;0,5700000000000001;1,3674175131339892;0;0;0;0;11,700792442185039;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1965;1.08:45:00;0;0;0;0;0;0;0;0;1,3500578378816328;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0763202673292533;0,5700000000000001;1,367463888908069;0;0;0;0;11,701074379532386;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1966;1.08:46:00;0;0;0;0;0;0;0;0;1,3501300183517533;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076323687090553;0,5700000000000001;1,3674774760281379;0;0;0;0;11,70149095984064;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1967;1.08:47:00;0;0;0;0;0;0;0;0;1,3502014523154036;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076378861505905;0,5700000000000001;1,3676135721689031;0;0;0;0;11,702506260155173;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1968;1.08:48:00;0;0;0;0;0;0;0;0;1,350210743056182;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0763835732156746;0,5700000000000001;1,3676146885508387;0;0;0;0;11,70308716533931;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1969;1.08:49:00;0;0;0;0;0;0;0;0;1,3502473209667862;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0764021238787929;0,5700000000000001;1,3676872656738293;0;0;0;0;11,703145041678248;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1970;1.08:50:00;0;0;0;0;0;0;0;0;1,3505144297710152;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0764642433990743;0,5700000000000001;1,36781003250593;0;0;0;0;11,703172697405614;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1971;1.08:51:00;0;0;0;0;0;0;0;0;1,350522242594827;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076520994614786;0,5700000000000001;1,3678376775003234;0;0;0;0;11,703707975234218;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1972;1.08:52:00;0;0;0;0;0;0;0;0;1,350580318981324;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0765441266467703;0,5700000000000001;1,3678844496732772;0;0;0;0;11,704188277091285;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1973;1.08:53:00;0;0;0;0;0;0;0;0;1,3506103264782527;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0767243801511304;0,5700000000000001;1,367898326693207;0;0;0;0;11,704264590274464;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1974;1.08:54:00;0;0;0;0;0;0;0;0;1,350610857220199;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0767330281022671;0,5700000000000001;1,367902610200805;0;0;0;0;11,704279306300961;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1975;1.08:55:00;0;0;0;0;0;0;0;0;1,350689615522074;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0767425748343817;0,5700000000000001;1,367948511688448;0;0;0;0;11,704346869994605;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1976;1.08:56:00;0;0;0;0;0;0;0;0;1,350844307989887;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0767920870504122;0,5700000000000001;1,3679569353936025;0;0;0;0;11,704475850416912;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1977;1.08:57:00;0;0;0;0;0;0;0;0;1,3508810529675743;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0767949227984632;0,5700000000000001;1,3679689306094271;0;0;0;0;11,704579760220541;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1978;1.08:58:00;0;0;0;0;0;0;0;0;1,3511057354027889;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0768228722766346;0,5700000000000001;1,3680587158847552;0;0;0;0;11,704591647798516;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1979;1.08:59:00;0;0;0;0;0;0;0;0;1,3511500299953627;0;0;0;0;0;0;0;0;0;0;0;0;0;1,076875907585099;0,5700000000000001;1,3680629004909426;0;0;0;0;11,705209145628316;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1980;1.09:00:00;0;0;0;0;0;0;0;0;1,3511716787821917;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0769257814829964;0,5700000000000001;1,368283963519058;0;0;0;0;11,706781268652449;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1981;1.09:01:00;0;0;0;0;0;0;0;0;1,351229590246539;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0770394522615296;0,5700000000000001;1,368357062267637;0;0;0;0;11,706944277332358;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1982;1.09:02:00;0;0;0;0;0;0;0;0;1,3512412439104236;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0770756931781351;0,5700000000000001;1,3684004437749737;0;0;0;0;11,707397070937295;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1983;1.09:03:00;0;0;0;0;0;0;0;0;1,3512661171903178;0;0;0;0;0;0;0;0;0;0;0;0;0;1,077135979149058;0,5700000000000001;1,3684273415005488;0;0;0;0;11,708296685707271;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1984;1.09:04:00;0;0;0;0;0;0;0;0;1,351272862809705;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0771360000339207;0,5700000000000001;1,3684609364500266;0;0;0;0;11,708525599434672;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1985;1.09:05:00;0;0;0;0;0;0;0;0;1,3514423088867862;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0771730346819999;0,5700000000000001;1,3684973521000672;0;0;0;0;11,708589399877356;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1986;1.09:06:00;0;0;0;0;0;0;0;0;1,3514584001555394;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0771744891462882;0,5700000000000001;1,368604150025693;0;0;0;0;11,709861462773997;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1987;1.09:07:00;0;0;0;0;0;0;0;0;1,3516201607564933;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0772583538378178;0,5700000000000001;1,3687236507182061;0;0;0;0;11,709878625548065;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1988;1.09:08:00;0;0;0;0;0;0;0;0;1,351647124162549;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0772744360020412;0,5700000000000001;1,3688148574262737;0;0;0;0;11,710872175228817;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1989;1.09:09:00;0;0;0;0;0;0;0;0;1,3516997075071664;0;0;0;0;0;0;0;0;0;0;0;0;0;1,077288633124874;0,5700000000000001;1,3688361360225978;0;0;0;0;11,711031208710438;0;3,8000000000000003;0;0;0;0;0;0;2,94703655737705;4,09828245901639;11,7007508196721;
1990;1.09:10:00;0;0;0;0;0;0;0;0;1,3517413372792333;0;0;0;0;0;0;0;0;0;0;0;0;0;1,07729689348424;0,5700000000000001;1,3688419517443793;0;0;0;0;11,711329429601154;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1991;1.09:11:00;0;0;0;0;0;0;0;0;1,351928834856419;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0773410764262012;0,5700000000000001;1,368848384522878;0;0;0;0;11,712387614522342;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1992;1.09:12:00;0;0;0;0;0;0;0;0;1,352121208879066;0;0;0;0;0;0;0;0;0;0;0;0;0;1,077429473176674;0,5700000000000001;1,369074901025326;0;0;0;0;11,712649365222351;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1993;1.09:13:00;0;0;0;0;0;0;0;0;1,3521867393014275;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0775075856405687;0,5700000000000001;1,3690754840666146;0;0;0;0;11,712795017178077;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1994;1.09:14:00;0;0;0;0;0;0;0;0;1,3522020567758928;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0775351468180963;0,5700000000000001;1,3691070449666027;0;0;0;0;11,713374869139187;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1995;1.09:15:00;0;0;0;0;0;0;0;0;1,352253079929471;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0776691772211102;0,5700000000000001;1,3691102179570032;0;0;0;0;11,713400206206828;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1996;1.09:16:00;0;0;0;0;0;0;0;0;1,3523163257062742;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0777580256049952;0,5700000000000001;1,3691701711840587;0;0;0;0;11,713569561532394;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1997;1.09:17:00;0;0;0;0;0;0;0;0;1,3523517837854018;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0778636756157436;0,5700000000000001;1,369239118887291;0;0;0;0;11,714046838128196;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1998;1.09:18:00;0;0;0;0;0;0;0;0;1,3523588814465752;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0780168280526625;0,5700000000000001;1,3692687984184526;0;0;0;0;11,714661157759515;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
1999;1.09:19:00;0;0;0;0;0;0;0;0;1,3524128814714254;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0780738507195704;0,5700000000000001;1,3693101916823784;0;0;0;0;11,71512420494833;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2000;1.09:20:00;0;0;0;0;0;0;0;0;1,3527589691122064;0;0;0;0;0;0;0;0;0;0;0;0;0;1,078167826206731;0,5700000000000001;1,3693501419156084;0;0;0;0;11,715265910177575;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2001;1.09:21:00;0;0;0;0;0;0;0;0;1,3527632976452246;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0781685228564903;0,5700000000000001;1,3693929711415769;0;0;0;0;11,717551730437371;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2002;1.09:22:00;0;0;0;0;0;0;0;0;1,352894800444559;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0782801806492655;0,5700000000000001;1,3695065752027828;0;0;0;0;11,717554045382382;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2003;1.09:23:00;0;0;0;0;0;0;0;0;1,3529987567577637;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0783178541119776;0,5700000000000001;1,3695296473260032;0;0;0;0;11,717597142295237;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2004;1.09:24:00;0;0;0;0;0;0;0;0;1,3532274391187202;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0783343636695308;0,5700000000000001;1,369566272498626;0;0;0;0;11,717726459528187;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2005;1.09:25:00;0;0;0;0;0;0;0;0;1,3536064388812956;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0784256778166084;0,5700000000000001;1,3695821498630611;0;0;0;0;11,717735333564745;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2006;1.09:26:00;0;0;0;0;0;0;0;0;1,353667461127756;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0784723524934685;0,5700000000000001;1,36970372805531;0;0;0;0;11,718686166590684;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2007;1.09:27:00;0;0;0;0;0;0;0;0;1,353748977287936;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0784779482243432;0,5700000000000001;1,3697078029867686;0;0;0;0;11,719609924873785;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2008;1.09:28:00;0;0;0;0;0;0;0;0;1,3537970943321938;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0785246968543996;0,5700000000000001;1,3697293884627135;0;0;0;0;11,720246711650994;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2009;1.09:29:00;0;0;0;0;0;0;0;0;1,3538298641704878;0;0;0;0;0;0;0;0;0;0;0;0;0;1,078546364861521;0,5700000000000001;1,3697351797365356;0;0;0;0;11,721002290715598;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2010;1.09:30:00;0;0;0;0;0;0;0;0;1,3538798604485323;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0785619292195128;0,5700000000000001;1,3697604118419089;0;0;0;0;11,721006472588972;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2011;1.09:31:00;0;0;0;0;0;0;0;0;1,3539418689010159;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0786642690714963;0,5700000000000001;1,3698517111768849;0;0;0;0;11,721425405306231;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2012;1.09:32:00;0;0;0;0;0;0;0;0;1,3540544209474108;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0787143737359686;0,5700000000000001;1,3698679743222606;0;0;0;0;11,721518136541652;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2013;1.09:33:00;0;0;0;0;0;0;0;0;1,354262289920193;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0787561931451488;0,5700000000000001;1,369877092382525;0;0;0;0;11,72178857016544;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09828245901639;11,7007508196721;
2014;1.09:34:00;0;0;0;0;0;0;0;0;1,35445797801006;0;0;0;0;0;0;0;0;0;0;0;0;0;1,078819992878632;0,5700000000000001;1,3699014589666971;0;0;0;0;11,72223885880911;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2015;1.09:35:00;0;0;0;0;0;0;0;0;1,354524004667481;0;0;0;0;0;0;0;0;0;0;0;0;0;1,078891997573277;0,5700000000000001;1,3699207650547862;0;0;0;0;11,722975414857734;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2016;1.09:36:00;0;0;0;0;0;0;0;0;1,354548132986399;0;0;0;0;0;0;0;0;0;0;0;0;0;1,079127860064249;0,5700000000000001;1,3699233097112877;0;0;0;0;11,724269282561236;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2017;1.09:37:00;0;0;0;0;0;0;0;0;1,3546536970607603;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0791415643742226;0,5700000000000001;1,3699507179023869;0;0;0;0;11,724562676321892;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2018;1.09:38:00;0;0;0;0;0;0;0;0;1,3546715167115086;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0791566642405066;0,5700000000000001;1,36995330867942;0;0;0;0;11,724917525904425;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2019;1.09:39:00;0;0;0;0;0;0;0;0;1,3546817139731604;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0792599373821212;0,5700000000000001;1,370027812736711;0;0;0;0;11,725603365199198;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2020;1.09:40:00;0;0;0;0;0;0;0;0;1,3546822492974062;0;0;0;0;0;0;0;0;0;0;0;0;0;1,079352077937942;0,5700000000000001;1,3700820912703613;0;0;0;0;11,72589186395291;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2021;1.09:41:00;0;0;0;0;0;0;0;0;1,3546962614842875;0;0;0;0;0;0;0;0;0;0;0;0;0;1,079387882934293;0,5700000000000001;1,3700877959285942;0;0;0;0;11,726871072201822;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2022;1.09:42:00;0;0;0;0;0;0;0;0;1,35478062758738;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0794050405331486;0,5700000000000001;1,3700941025620446;0;0;0;0;11,727027664487023;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2023;1.09:43:00;0;0;0;0;0;0;0;0;1,3548828349690867;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0794279166490446;0,5700000000000001;1,3702258988204656;0;0;0;0;11,727911568242277;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2024;1.09:44:00;0;0;0;0;0;0;0;0;1,3549485673263109;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0794889902031841;0,5700000000000001;1,3702935692162537;0;0;0;0;11,72830676224317;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2025;1.09:45:00;0;0;0;0;0;0;0;0;1,3549556033378187;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0795557370928524;0,5700000000000001;1,3703774263517035;0;0;0;0;11,729228099737645;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2026;1.09:46:00;0;0;0;0;0;0;0;0;1,3550357020164308;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0795996970038644;0,5700000000000001;1,3704381162956534;0;0;0;0;11,729610951036804;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2027;1.09:47:00;0;0;0;0;0;0;0;0;1,3552653563501298;0;0;0;0;0;0;0;0;0;0;0;0;0;1,079629723982018;0,5700000000000001;1,370491273758806;0;0;0;0;11,730336178938092;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2028;1.09:48:00;0;0;0;0;0;0;0;0;1,35543568268768;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0796391694007814;0,5700000000000001;1,3705412194677555;0;0;0;0;11,73048801492282;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2029;1.09:49:00;0;0;0;0;0;0;0;0;1,3554585408545103;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0798452688041584;0,5700000000000001;1,3706427277768995;0;0;0;0;11,730522460204579;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2030;1.09:50:00;0;0;0;0;0;0;0;0;1,355469630053214;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0798599677611478;0,5700000000000001;1,3707535768193702;0;0;0;0;11,730635112998835;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2031;1.09:51:00;0;0;0;0;0;0;0;0;1,3555474167639592;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0799462349822888;0,5700000000000001;1,3707829156805909;0;0;0;0;11,730657548726365;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2032;1.09:52:00;0;0;0;0;0;0;0;0;1,3555688080925832;0;0;0;0;0;0;0;0;0;0;0;0;0;1,079972925637672;0,5700000000000001;1,3708286162052647;0;0;0;0;11,731291086097649;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2033;1.09:53:00;0;0;0;0;0;0;0;0;1,3556349882343517;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0799829488188597;0,5700000000000001;1,37084910744516;0;0;0;0;11,731430919135642;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2034;1.09:54:00;0;0;0;0;0;0;0;0;1,355768383109139;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0800792508871706;0,5700000000000001;1,3708626251954206;0;0;0;0;11,731876101940557;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2035;1.09:55:00;0;0;0;0;0;0;0;0;1,3557965213894387;0;0;0;0;0;0;0;0;0;0;0;0;0;1,080114141679442;0,5700000000000001;1,370901280969462;0;0;0;0;11,731948976576339;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2036;1.09:56:00;0;0;0;0;0;0;0;0;1,3558017394038078;0;0;0;0;0;0;0;0;0;0;0;0;0;1,080137938490991;0,5700000000000001;1,3710178101126842;0;0;0;0;11,732157643086067;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
2037;1.09:57:00;0;0;0;0;0;0;0;0;1,3559306369445627;0;0;0;0;0;0;0;0;0;0;0;0;0;1,0802155019678612;0,5700000000000001;1,3711018153549408;0;0;0;0;11,732571531367777;0;3,8000000000000003;0;0;0;0;0;0;2,94704868852459;4,09994721311476;11,7007508196721;
