Reactive.Time;Time span;Bathroom Light (20W) [var];Bathroom Mirror Light 10 W (LED) [var];Kitchen Light (20W) [var];Cellar Light (20W) [var];Living Room Light (Energy Saving Lamp, 20W) [var];Bedroom Light (20W) [var];Children Room Light Device (20W) [var];AFK BM-2N [var];Eye Glass Cleaner Grundig UC 5020 [var];Clatronic MS 3249 Milk Foamer [var];Nespresso Coffee Machine, Single Cup [var];AEG PN 2200 RX 4935365097 [var];Hand-held Circular Saw / Bosch PKS 46 [var];Skil 4270 [var];Polishing Machine / Flex L 602 VR [var];Dishwasher NEFF SD6P1F (2011) [var];Christopeit Treadmill TM 2 Pro [var];Lawn Mower / Sabo 32-EL [var];Digitalpiano / Kawai CN-23 [var];Lamp Ikea V1017 Jansjo [var];AEG SB 2E 650 R [var];Cordless Screwdriver / Bosch PSR 18 LI-2 [var];Electric Kettle / Petra WK288 1.5L [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Epson Stylus Color 860 [var];TASKalfa 180 [var];Canon CanoScan LIDE 110 [var];TFT Monitor Samsung S27C750P [var];Active Speaker Trust Tytan 2.1 [var];Gaming Computer [var];Cell Phone Samsung Charging [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Westinghouse Fanaway [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Microwave / Panasonic NN 5259 [var];Kitchen Machine Bosch UM4VE2B [var];Extractor Hood / Miele DA 429-4 [var];Miele DA 61 [var];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [var];Ricecooker / Tristar RK-6112 [var];Steam Cooker / Phillips HD9140 [var];Immersion Blender Noah Hit Top [var];Fondue / Unold 48746 Asia [var];Bauknecht GTE 260 [var];Dryer / Miele T 8626 WP [var];Electronic Hometrainer / Kettler Satura E [var];Hair Dryer Braun Silencio 1250 [var];Laptop Sony Vaio SVE151G11M [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];Phone Siemens Gigaset C320 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];External Harddrive Iomega 3.5" [var];Nintendo Wii [var];Siemens Kl 20 LA 65 (A+) [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];Samsung CLP-315W [var];Fax / Phillips Faxjet 525 Primo (IPF525) [var];Microsoft Xbox 360 [var];Yamaha RX-V667 [var];Router O2 Box 6431 [var];
1819;1.06:19:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8381959909307364;0;0;0,3364440532805913;-47,1570327868852;0,8585103714308255;0;0;0,41733395256451494;0;0;0;1,046205151241811;0,8325828877596115;0,07372621834441791;0,7819203038260731;0;0,7317231006871601;0,1;1,308181720286261;-4,24384163934427;0;0;0;0;0;0;3,625788580304276;0;0;0;0;0;0;0;0;0;0;1,2278156211461055;0;-22,1423426229508;0;0;6,80158131147541;0;0;0,6041319542728196;0;1,69999163934426;-4,14521459016393;4,293708642796824;1,5349532926095009;1,0937662844569394;3,6766563712295213;-19,7047293442623;
1820;1.06:20:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8383003296642446;0;0;0,3364444132452088;-47,1570327868852;0,8585902863132673;0;0;0,4173604751791023;0;0;0;1,0462486039617733;0,8325975516912231;0,07372741020017332;0,7819500136903271;0;0,731771420248108;0,1;1,3081831303443059;-4,23522049180328;0;0;0;0;0;0;3,6262054897506415;0;0;0;0;0;0;0;0;0;0;1,227934134039118;0;-22,1423426229508;0;0;6,80158131147541;0;0;0,604139870248123;0;1,69999163934426;-4,14521459016393;4,293787445000578;1,5349677092570406;1,0938316508819022;3,67677549684083;-19,7047293442623;
1821;1.06:21:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8383053594568137;0;0;0,33644814167610176;-47,1570327868852;0,8586006890412756;0;0;0,4173782362965811;0;0;0;1,0463384799602204;0,8326756803953768;0,07372838871503315;0,7819747798649124;0;0,7317856268440602;0,1;1,3081907333611662;-4,23464147540984;0;0;0;0;0;0;3,626362959224234;0;0;0;0;0;0;0;0;0;0;1,227937217024594;0;-22,1423426229508;0;0;6,80158131147541;0;0;0,6041777558747741;0;1,69999163934426;-4,14521459016393;4,2938938760279015;1,5351508940281005;1,0938629520427874;3,677046951816878;-19,7047293442623;
1822;1.06:22:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8386325520949505;0;0;0,33644976887844547;-47,1570327868852;0,8586361894161256;0;0;0,41738060019804074;0;0;0;1,0463627792094923;0,8326766713287603;0,07372924628055183;0,7820000487380208;0;0,7318218316319012;0,1;1,3081973122565438;-4,23428131147541;0;0;0;0;0;0;3,6263635288092204;0;0;0;0;0;0;0;0;0;0;1,227974971983805;0;-22,1423426229508;0;0;6,80158131147541;0;0;0,604190324539154;0;1,69999163934426;-4,14521459016393;4,294080882608627;1,5353135088698546;1,0938984744944955;3,67709422578457;-19,7047293442623;
1823;1.06:23:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,838720352790539;0;0;0,3364699868170559;-47,1570327868852;0,8586588825267183;0;0;0,41738130399508133;0;0;0;1,0463888800278562;0,8327941830659947;0,07373616043688802;0,7820537262230667;0;0,7318534189408167;0,1;1,3081990290779388;-4,22640262295082;0;0;0;0;0;0;3,6264899661622634;0;0;0;0;0;0;0;0;0;0;1,228013211418958;0;-22,1423426229508;0;0;6,80158131147541;0;0;0,6041960896713433;0;1,69999163934426;-4,14521459016393;4,294456810991521;1,5353284726945955;1,0939875371341787;3,6770974160460024;-19,70469639344263;
1824;1.06:24:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8389140542906866;0;0;0,3364747101290865;-47,083588524590205;0,858942475655524;0;0;0,41745129490153976;0;0;0;1,0465207820262319;0,8328965691724919;0,07373678931648824;0,7820924174685414;0;0,7318719017117907;0,1;1,3082018581302408;-4,2220132295082;0;0;0;0;0;0;3,6271812789863;0;0;0;0;0;0;0;0;0;0;1,2280686139986867;0;-22,1423426229508;0;0;6,80166754098361;0;0;0,6042001673803251;0;1,69999163934426;-4,14521459016393;4,294505180804668;1,535445140934114;1,094113225070788;3,6770976246087743;-19,70469639344263;
1825;1.06:25:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8390272235188188;0;0;0,33648368219944796;-47,083588524590205;0,8589691243540725;0;0;0,4174863458764049;0;0;0;1,0465693894254149;0,832945485299762;0,07373784285958478;0,7820934554839866;0;0,7318921340187174;0,1;1,3082037037894063;-4,21932688524591;0;0;0;0;0;0;3,6272224190556375;0;0;0;0;0;0;0;0;0;0;1,228187490982782;0;-22,1423426229508;0;0;6,80166754098361;0;0;0,6042417901306134;0;1,69999163934426;-4,14521459016393;4,294901861779897;1,5359097847046612;1,0941801178893609;3,677229224564254;-19,70469639344263;
1826;1.06:26:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8390866943365354;0;0;0,3365121494079175;-47,083588524590205;0,858983048283768;0;0;0,4174869869354044;0;0;0;1,0465978154395714;0,8329737751085319;0,07374485025953882;0,7821230418416238;0;0,7318964559429199;0,1;1,3082055128054573;-4,217062295081964;0;0;0;0;0;0;3,6278731065694623;0;0;0;0;0;0;0;0;0;0;1,2281973713233598;0;-22,1423426229508;0;0;6,80166754098361;0;0;0,6042631553838276;0;1,7822131147541;-4,14521459016393;4,295089668441842;1,5359511434754405;1,0942905225730182;3,6773151767804793;-19,70469639344263;
1827;1.06:27:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8392269020625143;0;0;0,33651519810108044;-47,083588524590205;0,8589867362477356;0;0;0,4175474116011603;0;0;0;1,0466172441423183;0,8329857755223474;0,07374765542821049;0,7821687402505789;0;0,7318975637229579;0,1;1,308205944584601;-4,21593736065574;0;0;0;0;0;0;3,628435732948413;0;0;0;0;0;0;0;0;0;0;1,228344810995613;0;-22,1423426229508;0;0;6,80166754098361;0;0;0,604315945514762;0;1,7822131147541;-4,14521459016393;4,295260049853562;1,5359542837965883;1,0943399539223233;3,677327554989676;-19,70469639344263;
1828;1.06:28:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8392793137033758;0;0;0,33651979430762585;-47,083588524590205;0,8589928095186264;0;0;0,417550301642133;0;0;0;1,046661381291619;0,833009895738173;0,07374772110007835;0,7821962495937038;0;0,73192898130398;0,1;1,3082164456928649;-4,21575639344263;0;0;0;0;0;0;3,62885295826722;0;0;0;0;0;0;0;0;0;0;1,2283673131984838;0;-22,1423426229508;0;0;6,80166754098361;0;0;0,6043180891879572;0;1,7822131147541;-4,14521459016393;4,295285632102289;1,5360328126314657;1,0943771056382612;3,6775169456568326;-19,704330491803283;
1829;1.06:29:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,839362134242938;0;0;0,33652349149713107;-47,083588524590205;0,859036321456082;0;0;0,4175526185069644;0;0;0;1,0466858828331047;0,8330847610519462;0,07375129963387111;0,7824146980949653;0;0,7319625761930754;0,1;1,308221250602088;-4,2136268852459;0;0;0;0;0;0;3,6289215294283266;0;0;0;0;0;0;0;0;0;0;1,228380642823497;0;-22,1423426229508;0;0;6,80166754098361;0;0;0,6043473443936658;0;1,7822131147541;-4,14521459016393;4,295430592352203;1,5360447844418217;1,094404922171209;3,677576568702138;-19,704330491803283;
1830;1.06:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8393714026858086;0;0;0,3365390766139153;-47,083588524590205;0,8590750970262646;0;0;0,41759465045140537;0;0;0;1,046729468407162;0,833097747113666;0,07375150574912533;0,7824617395826958;0;0,7319650265720948;0,1;1,3082309696280274;-4,185431147540985;0;0;0;0;0;0;3,6290999997348004;0;0;0;0;0;0;0;0;0;0;1,228399855343523;0;-22,1423426229508;0;0;6,80181950819672;0;0;0,604386377080319;0;1,7822131147541;-4,14521459016393;4,295540517342213;1,5360713831643977;1,0944276772414507;3,6776927583943784;-19,704330491803283;
1831;1.06:31:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,839553314646579;0;0;0,33656871488936874;-47,083588524590205;0,8590914544949383;0;0;0,41765003517720406;0;0;0;1,046833330860549;0,8331447723185003;0,07375392667871475;0,7824857570223474;0;0,7319696010526651;0,1;1,3082371548997114;-4,18214836065574;0;0;0;0;0;0;3,6292222718654465;0;0;0;0;0;0;0;0;0;0;1,2284504525784448;0;-22,1423426229508;0;0;6,801867049180331;0;0;0,6044269443398703;0;1,7822131147541;-4,14521459016393;4,2957182862927725;1,5360772149111843;1,0945436142349503;3,6782523690312097;-19,704330491803283;
1832;1.06:32:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8395657447961866;0;0;0,33657732076846963;-47,083588524590205;0,8591097452404153;0;0;0,41766076959676884;0;0;0;1,0468510284171535;0,8331822016427444;0,07376230818811237;0,7825561051285562;0;0,7320302495489425;0,1;1,3082372510023068;-4,18214836065574;0;0;0;0;0;0;3,6296532730826496;0;0;0;0;0;0;0;0;0;0;1,2285092519228544;0;-22,1423426229508;0;0;6,801867049180331;0;0;0,6044551079813898;0;1,7822131147541;-4,14521459016393;4,295768482938719;1,5361063284873224;1,0945539563369053;3,678503865578178;-19,704330491803283;
1833;1.06:33:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8396129083060375;0;0;0,3365943082299653;-47,083588524590205;0,8593237263332771;0;0;0,4176669409274171;0;0;0;1,0468825548147445;0,8332078277658864;0,07376585174720658;0,7825626559688288;0;0,7320305479483078;0,1;1,3082409600794336;-4,18214836065574;0;0;0;0;0;0;3,629662006194133;0;0;0;0;0;0;0;0;0;0;1,2285184367942015;0;-22,1423426229508;0;0;6,801867049180331;0;0;0,604527929740681;0;1,7822131147541;-4,14521459016393;4,295869528576099;1,5361442635612257;1,0945955063916388;3,678505396159392;-19,704330491803283;
1834;1.06:34:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8396978888828823;0;0;0,33661292718902297;-47,082201639344305;0,8593393263838566;0;0;0,41766874801668363;0;0;0;1,046935128949437;0,8332144833550765;0,0737659272521131;0,7825958046375557;0;0,7320432743460361;0,1;1,3082490319271067;-4,18214836065574;0;0;0;0;0;0;3,6297017531540066;0;0;0;0;0;0;0;0;0;0;1,2286036607122843;0;-22,133368852459;0;0;6,801867049180331;0;0;0,6045635942932012;0;1,7822131147541;-4,14521459016393;4,295898937806577;1,5362919900524672;1,0946229997884376;3,6793147063898584;-19,704330491803283;
1835;1.06:35:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8397545446130026;0;0;0,3366469122884633;-47,082201639344305;0,8593684234252686;0;0;0,41766973817767833;0;0;0;1,046969172787981;0,8332286086443159;0,07376762116403035;0,7826610296184481;0;0,7320692570975394;0,1;1,3082504933580692;-4,16724885245902;0;0;0;0;0;0;3,6297262728557245;0;0;0;0;0;0;0;0;0;0;1,2287254715145002;0;-22,133368852459;0;0;6,801867049180331;0;0;0,6045891317009437;0;1,7822131147541;-4,14521459016393;4,296158400792638;1,536332299627764;1,0946288021066506;3,679583490030931;-19,70421836065574;
1836;1.06:36:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8397788810863054;0;0;0,33666562030127706;-47,082201639344305;0,8594322009031046;0;0;0,4176928728440049;0;0;0;1,0470048311123004;0,8333152166879544;0,07376781590811471;0,7826773243961906;0;0,7320784611689057;0,1;1,3082542305434992;-4,16724885245902;0;0;0;0;0;0;3,629963956139167;0;0;0;0;0;0;0;0;0;0;1,2287904323283272;0;-22,133368852459;0;0;6,801867049180331;0;0;0,604600525975502;0;1,7822131147541;-4,14521459016393;4,296609433337608;1,5363397453283596;1,0946498742548225;3,6797039020704503;-19,70421836065574;
1837;1.06:37:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,839780037625718;0;0;0,33668578370648383;-47,082201639344305;0,8594722004709285;0;0;0,4177075512363633;0;0;0;1,0470192083157608;0,83333590687344;0,07377179194796125;0,7826905299469686;0;0,7320810675278984;0,1;1,3082584130952737;-4,16724885245902;0;0;0;0;0;0;3,630086676801582;0;0;0;0;0;0;0;0;0;0;1,2288761102059522;0;-22,133368852459;0;0;6,801867049180331;0;0;0,6046197179584107;0;1,7822131147541;-4,14521459016393;4,296663376654465;1,5363506453079874;1,0946630234601007;3,679758242577825;-19,70421836065574;
1838;1.06:38:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8398207217509968;0;0;0,336698466028363;-47,082201639344305;0,8594742178354856;0;0;0,41773715404246203;0;0;0;1,0470666047826018;0,8333471769927656;0,07377645171745502;0,7827189393435541;0;0,7321116599114182;0,1;1,30826085079457;-4,16724885245902;0;0;0;0;0;0;3,630280416070937;0;0;0;0;0;0;0;0;0;0;1,2289030533944727;0;-22,133368852459;0;0;6,801867049180331;0;0;0,6046548033714791;0;1,7822131147541;-4,14521459016393;4,297063830073445;1,536400076142409;1,0946715236854503;3,6798952885861342;-19,70421836065574;
1839;1.06:39:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,840026664181922;0;0;0,336729101880137;-47,082201639344305;0,8594757536020055;0;0;0,41774292063545176;0;0;0;1,0470851295921002;0,8333808493223269;0,07378003638998729;0,7827419257074566;0;0,7321582058200167;0,1;1,3082653397002606;-4,16214836065574;0;0;0;0;0;0;3,6304808698800466;0;0;0;0;0;0;0;0;0;0;1,229038967161457;0;-22,133368852459;0;0;6,801867049180331;0;0;0,6046965168329189;0;1,7822131147541;-4,14521459016393;4,297856560418785;1,5364697881470202;1,0946897180558839;3,6799245862844936;-19,70421836065574;
1840;1.06:40:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,840072752656687;0;0;0,33673327155246546;-47,082201639344305;0,8594773529871245;0;0;0,41775267820715617;0;0;0;1,0471146480887015;0,8334067930638932;0,07378064932649193;0,7827481675823111;0;0,7321772367740073;0,1;1,308276899200716;-4,15689770491804;0;0;0;0;0;0;3,630522746309901;0;0;0;0;0;0;0;0;0;0;1,2291153680515925;0;-22,133368852459;0;0;6,80199606557377;0;0;0,6046979417576763;0;1,7822131147541;-4,14521459016393;4,297874372992525;1,5364714971859965;1,0948721391008667;3,6799786887592503;-19,70421836065574;
1841;1.06:41:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,840133222018339;0;0;0,33674027480364205;-47,0598;0,8596172821905486;0;0;0,41776014896990293;0;0;0;1,047138344055155;0,8335544453705233;0,07378083318595736;0,7827694020530697;0;0,7321849676329155;0,1;1,3082773255139581;-4,148223934426234;0;0;0;0;0;0;3,630548180754805;0;0;0;0;0;0;0;0;0;0;1,2291894705364927;0;-22,133368852459;0;0;6,80199606557377;0;0;0,6047029858120837;0;1,7822131147541;-4,14521459016393;4,297881463671322;1,5366098727545086;1,094901567838526;3,6804525393497607;-19,70421836065574;
1842;1.06:42:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8401369977236237;0;0;0,33675979531950834;-47,0598;0,8596311572146675;0;0;0,4177641753278436;0;0;0;1,047214705065827;0,8335744744436557;0,07378188436354449;0,7827729438362363;0;0,7322131332765514;0,1;1,308278175990794;-4,14724885245902;0;0;0;0;0;0;3,630711642060813;0;0;0;0;0;0;0;0;0;0;1,2292358543886985;0;-22,133368852459;0;0;6,80199606557377;0;0;0,6047147612053442;0;1,7822131147541;-4,14521459016393;4,297985647116197;1,5366503540196104;1,0949142591683758;3,6805644605415258;-19,704183606557372;
1843;1.06:43:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8402104371844803;0;0;0,3367746574323168;-47,0598;0,8596499287167823;0;0;0,41776649434742996;0;0;0;1,0472210278399503;0,8335915968629117;0,07378247778081849;0,7827744058357505;0;0,7322156231694616;0,1;1,3082919534207638;-4,1443824590164;0;0;0;0;0;0;3,6310948167923067;0;0;0;0;0;0;0;0;0;0;1,2292358650164694;0;-22,133368852459;0;0;6,80199606557377;0;0;0,604757464692714;0;1,7822131147541;-4,14521459016393;4,298349731746974;1,5367130702143903;1,0949494864659444;3,6807257235862365;-19,704183606557372;
1844;1.06:44:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8404432481113553;0;0;0,33678110193087274;-47,0598;0,8597426784460023;0;0;0,4177871973755721;0;0;0;1,047283171035515;0,8336096075432996;0,07378492091729237;0,7827767502760824;0;0,7322352637122282;0,1;1,3082961119278491;-4,1409662295082;0;0;0;0;0;0;3,6310984593670983;0;0;0;0;0;0;0;0;0;0;1,2292670220788935;0;-22,133368852459;0;0;6,802019016393441;0;0;0,6047802055427448;0;1,7822131147541;-4,14521459016393;4,298473388805182;1,5367623693182848;1,0949716454293115;3,681182935666583;-19,704183606557372;
1845;1.06:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8404756375278328;0;0;0,336791105051744;-47,0598;0,8598164975201339;0;0;0,41779050368330795;0;0;0;1,0473627064042847;0,8336581765010117;0,0737851708128145;0,7827988687837197;0;0,7322463092111482;0,1;1,3083211299723634;-4,11680752459017;0;0;0;0;0;0;3,631225487165203;0;0;0;0;0;0;0;0;0;0;1,2292900194649956;0;-22,133368852459;0;0;6,802019016393441;0;0;0,604802152054136;0;1,7822131147541;-4,14521459016393;4,298644815345587;1,536865646765204;1,0949735261194578;3,6812897885736815;-19,704183606557372;
1846;1.06:46:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,840494859429656;0;0;0,33682863281847575;-47,057937704918004;0,859897083145196;0;0;0,4177915508440899;0;0;0;1,0473640543122567;0,8337042740909628;0,0737866518552293;0,7828095468529227;0;0,7322560295603193;0,1;1,308333984534897;-4,07348426229508;0;0;0;0;0;0;3,6313266746825197;0;0;0;0;0;0;0;0;0;0;1,2292989641085432;0;-22,133368852459;0;0;6,802019016393441;0;0;0,6048223315476817;0;1,7822131147541;-4,14521459016393;4,299123345011897;1,5368766543368821;1,0950030712314152;3,6814556514380623;-19,704183606557372;
1847;1.06:47:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8405069452981693;0;0;0,33684466461680473;-47,057937704918004;0,859901672921712;0;0;0,417869538811089;0;0;0;1,047402258864642;0,8337254805094714;0,07379254289563608;0,782918340170628;0;0,7322743537891359;0,1;1,3083364224280676;-4,07348426229508;0;0;0;0;0;0;3,6316350314236496;0;0;0;0;0;0;0;0;0;0;1,2293370719185723;0;-22,133368852459;0;0;6,80210885245901;0;0;0,6048237411430111;0;1,7822131147541;-4,14521459016393;4,299276489149965;1,5368920472463923;1,0950095755575127;3,681508795246331;-19,70401573770492;
1848;1.06:48:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8406235032612157;0;0;0,33685902322155065;-47,057937704918004;0,859987282081759;0;0;0,41787366100612233;0;0;0;1,0474042920002065;0,8338197921973627;0,07380004353460916;0,7830095894246675;0;0,7323036041273281;0,1;1,3083371307992828;-4,07348426229508;0;0;0;0;0;0;3,6318258896376294;0;0;0;0;0;0;0;0;0;0;1,2294460873774422;0;-22,133368852459;0;0;6,80210885245901;0;0;0,6048833507940977;0;1,7822131147541;-4,14521459016393;4,299413156555875;1,5369601446405001;1,0950440531342123;3,6819103099542527;-19,70401573770492;
1849;1.06:49:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8406317806688186;0;0;0,33688234298370573;-47,057937704918004;0,8601252591610159;0;0;0,41788385341952333;0;0;0;1,0474374705185743;0,8339181002214169;0,0738013983553084;0,783023070037995;0;0,7323199984949439;0,1;1,3083505976891308;-4,07348426229508;0;0;0;0;0;0;3,6321143150953015;0;0;0;0;0;0;0;0;0;0;1,2294916001773606;0;-22,133368852459;0;0;6,80210885245901;0;0;0,6048873822500078;0;1,7822131147541;-4,14521459016393;4,299484753254932;1,5369620776894621;1,0950519138339891;3,682185106579973;-19,70401573770492;
1850;1.06:50:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8406712822923843;0;0;0,3369330260206982;-47,057937704918004;0,8601438924885767;0;0;0,417889115626082;0;0;0;1,047484037465026;0,8339576831618734;0,0738123789183943;0,7830375678708322;0;0,7323357470438893;0,1;1,3083508281187761;-4,038904426229505;0;0;0;0;0;0;3,6321597149395104;0;0;0;0;0;0;0;0;0;0;1,229576110849818;0;-22,133368852459;0;0;6,8023808196721305;0;0;0,6049513842838966;0;1,7822131147541;-4,14521459016393;4,299824831052492;1,5369959481231865;1,0951103074978927;3,6822869083758203;-19,70395327868853;
1851;1.06:51:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8407121637004051;0;0;0,3369678150010491;-47,057937704918004;0,8602082089347121;0;0;0,4179024995499353;0;0;0;1,0475119224101146;0,8340061314295855;0,07381757207498083;0,7830496705080551;0;0,7323462605207675;0,1;1,3083529889548502;-4,029642459016392;0;0;0;0;0;0;3,632160362084011;0;0;0;0;0;0;0;0;0;0;1,229734354492102;0;-22,133368852459;0;0;6,8023808196721305;0;0;0,6049877784387305;0;1,7822131147541;-4,14521459016393;4,2998465685603975;1,5370371269995855;1,0951520578700487;3,6823451530345754;-19,703877540983598;
1852;1.06:52:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,840767694461586;0;0;0,3369718044208057;-47,057937704918004;0,8602333722710757;0;0;0,41791531994439257;0;0;0;1,0475602489917235;0,8340435175406509;0,07382311693180939;0,7830678609621153;0;0,7324192078530779;0,1;1,308353088591152;-4,023424426229511;0;0;0;0;0;0;3,6322533821990577;0;0;0;0;0;0;0;0;0;0;1,2297345948251999;0;-22,133368852459;0;0;6,8023808196721305;0;0;0,6051898501820777;0;1,7822131147541;-4,14521459016393;4,300317173108156;1,5371361968914026;1,095153204348398;3,682592315235027;-19,703877540983598;
1853;1.06:53:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8407828476010268;0;0;0,3370039841871329;-47,057937704918004;0,8602354303877877;0;0;0,417953011487102;0;0;0;1,0476402064152137;0,8340584494213203;0,07382537849755315;0,783068759729384;0;0,7324271509111714;0,1;1,308354214750521;-4,002244426229507;0;0;0;0;0;0;3,6323307309493083;0;0;0;0;0;0;0;0;0;0;1,2298309235324614;0;-22,133368852459;0;0;6,80263944262295;0;0;0,6052075274488362;0;1,7822131147541;-4,14521459016393;4,300335035636719;1,5371805319061858;1,0951668187239476;3,6826294921082723;-19,703713278688532;
1854;1.06:54:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,840852555281915;0;0;0,3370700226052567;-47,057937704918004;0,8602381391664813;0;0;0,4179614916865924;0;0;0;1,047720546898993;0,8340920538740064;0,07382696492773959;0,7830893270709909;0;0,7324443710176883;0,1;1,308366726933354;-3,999168049180327;0;0;0;0;0;0;3,6323422919810207;0;0;0;0;0;0;0;0;0;0;1,2298836794936294;0;-22,133368852459;0;0;6,80263944262295;0;0;0,6052275013287239;0;1,7822131147541;-4,14521459016393;4,300464725709531;1,5372597430876216;1,0951998226638184;3,6827100526607883;-19,703713278688532;
1855;1.06:55:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8408642873258165;0;0;0,3370802673105337;-47,057937704918004;0,8602729960181097;0;0;0,4179803513442788;0;0;0;1,047818956753055;0,8341297051080387;0,07382806553963134;0,7831604758247303;0;0,7324564471886221;0,1;1,308371698782282;-3,9894534426229487;0;0;0;0;0;0;3,6323682522418483;0;0;0;0;0;0;0;0;0;0;1,2299092801669353;0;-22,133368852459;0;0;6,80263944262295;0;0;0,6052799637485126;0;1,7822131147541;-4,14521459016393;4,300546636812195;1,5372603613181077;1,0952053776109765;3,682780066674281;-19,703713278688532;
1856;1.06:56:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8408896386310782;0;0;0,337081770518508;-47,057937704918004;0,860312181845598;0;0;0,41799460554950396;0;0;0;1,0478567212373981;0,8341573591364649;0,07382895268664535;0,7832021984267381;0;0,7324587844518854;0,1;1,308382307277579;-3,95833868852459;0;0;0;0;0;0;3,632452487286294;0;0;0;0;0;0;0;0;0;0;1,2299428737189995;0;-22,133368852459;0;0;6,80272377049181;0;0;0,6052860521550967;0;1,7822131147541;-4,14521459016393;4,300630950807277;1,5372767894391617;1,0953117839394728;3,683144652225765;-19,703713278688532;
