Device;Load Type;Profile;Number of Activations
Miele DG 1450;Inner Device Heat Gains;Cooking profile III 1h 40 min [Synthetic];1
Miele DG 1450;Reactive;0 h 30 min 100% [Synthetic];2
Miele DG 1450;Reactive;Backing profile I 20 min [Synthetic];2
Miele DG 1450;Reactive;Backing profile II 30 min [Synthetic];1
Miele DG 1450;Reactive;Cooking profile III 1h 40 min [Synthetic];1
Nespresso Coffee Machine, Single Cup;Apparent;Profile for Nespresso_single Apparent [Measurement by ZSW (1min)];13
Nespresso Coffee Machine, Single Cup;Electricity;Profile for Nespresso_single Electricity [Measurement by ZSW (1min)];13
Nespresso Coffee Machine, Single Cup;Inner Device Heat Gains;Profile for Nespresso_single Electricity [Measurement by ZSW (1min)];13
Nespresso Coffee Machine, Single Cup;Reactive;Profile for Nespresso_single Reactive [Measurement by ZSW (1min)];13
Nintendo Wii;Apparent;01 h 0 min 100% [Synthetic];1
Nintendo Wii;Apparent;Standby Wii 01 h 0 min 12% [Synthetic];120
Nintendo Wii;Electricity;01 h 0 min 100% [Synthetic];1
Nintendo Wii;Electricity;Standby Wii 01 h 0 min 12% [Synthetic];120
Nintendo Wii;Inner Device Heat Gains;01 h 0 min 100% [Synthetic];1
Nintendo Wii;Inner Device Heat Gains;Standby Wii 01 h 0 min 12% [Synthetic];120
Nintendo Wii;Reactive;01 h 0 min 100% [Synthetic];1
Nintendo Wii;Reactive;Standby Wii 01 h 0 min 12% [Synthetic];120
Office;None;10 h 0 min 100% [Synthetic];4
PC / Acer 8400;Apparent;01 h 0 min 30% [Synthetic];17
PC / Acer 8400;Apparent;01 h 30 min 100% [Synthetic];5
PC / Acer 8400;Apparent;01 h 30 min 30% [Synthetic];7
PC / Acer 8400;Apparent;02 h 0 min 30% [Synthetic];11
PC / Acer 8400;Apparent;Standby PC 01 h 0 min 4% [Synthetic];241
PC / Acer 8400;Electricity;01 h 0 min 30% [Synthetic];17
PC / Acer 8400;Electricity;01 h 30 min 100% [Synthetic];5
PC / Acer 8400;Electricity;01 h 30 min 30% [Synthetic];7
PC / Acer 8400;Electricity;02 h 0 min 30% [Synthetic];11
PC / Acer 8400;Electricity;Standby PC 01 h 0 min 4% [Synthetic];241
PC / Acer 8400;Inner Device Heat Gains;01 h 0 min 30% [Synthetic];17
PC / Acer 8400;Inner Device Heat Gains;01 h 30 min 100% [Synthetic];5
PC / Acer 8400;Inner Device Heat Gains;01 h 30 min 30% [Synthetic];7
PC / Acer 8400;Inner Device Heat Gains;02 h 0 min 30% [Synthetic];11
PC / Acer 8400;Inner Device Heat Gains;Standby PC 01 h 0 min 4% [Synthetic];241
PC / Acer 8400;Reactive;01 h 0 min 30% [Synthetic];17
PC / Acer 8400;Reactive;01 h 30 min 100% [Synthetic];5
PC / Acer 8400;Reactive;01 h 30 min 30% [Synthetic];7
PC / Acer 8400;Reactive;02 h 0 min 30% [Synthetic];11
PC / Acer 8400;Reactive;Standby PC 01 h 0 min 4% [Synthetic];241
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Apparent;01 h 0 min 30% [Synthetic];17
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Apparent;01 h 30 min 100% [Synthetic];12
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Apparent;02 h 0 min 100% [Synthetic];12
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Apparent;02 h 0 min 30% [Synthetic];11
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Apparent;Standby PC 01 h 0 min 4% [Synthetic];242
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Electricity;01 h 0 min 30% [Synthetic];17
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Electricity;01 h 30 min 100% [Synthetic];12
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Electricity;02 h 0 min 100% [Synthetic];12
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Electricity;02 h 0 min 30% [Synthetic];11
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Electricity;Standby PC 01 h 0 min 4% [Synthetic];242
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Inner Device Heat Gains;01 h 0 min 30% [Synthetic];17
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Inner Device Heat Gains;01 h 30 min 100% [Synthetic];12
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Inner Device Heat Gains;02 h 0 min 100% [Synthetic];12
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Inner Device Heat Gains;02 h 0 min 30% [Synthetic];11
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Inner Device Heat Gains;Standby PC 01 h 0 min 4% [Synthetic];242
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Reactive;01 h 0 min 30% [Synthetic];17
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Reactive;01 h 30 min 100% [Synthetic];12
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Reactive;02 h 0 min 100% [Synthetic];12
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Reactive;02 h 0 min 30% [Synthetic];11
PC Monitor / Fujitsu Siemens Scaleoview D19-1;Reactive;Standby PC 01 h 0 min 4% [Synthetic];242
Phone Siemens Gigaset C320;Apparent;Profile for Phone Siemens Gigaset C320 Apparent [Measurement by ZSW (1min)];242
Phone Siemens Gigaset C320;Apparent;Standby Generic 01 h 0 min 1% [Synthetic];2
Phone Siemens Gigaset C320;Electricity;Profile for Phone Siemens Gigaset C320 Electricity [Measurement by ZSW (1min)];242
Phone Siemens Gigaset C320;Electricity;Standby Generic 01 h 0 min 1% [Synthetic];2
Phone Siemens Gigaset C320;Inner Device Heat Gains;Profile for Phone Siemens Gigaset C320 Electricity [Measurement by ZSW (1min)];242
Phone Siemens Gigaset C320;Inner Device Heat Gains;Standby Generic 01 h 0 min 1% [Synthetic];2
Phone Siemens Gigaset C320;Reactive;Profile for Phone Siemens Gigaset C320 Reactive [Measurement by ZSW (1min)];242
Phone Siemens Gigaset C320;Reactive;Standby Generic 01 h 0 min 1% [Synthetic];2
Public Market;None;02 h 0 min 100% [Synthetic];1
Router O2 Box 6431;Apparent;Profile for Router O2 Box 6431 Apparent [Measurement by ZSW (1min)];249
Router O2 Box 6431;Electricity;Profile for Router O2 Box 6431 Electricity [Measurement by ZSW (1min)];249
Router O2 Box 6431;Inner Device Heat Gains;Profile for Router O2 Box 6431 Electricity [Measurement by ZSW (1min)];249
Router O2 Box 6431;Reactive;Profile for Router O2 Box 6431 Reactive [Measurement by ZSW (1min)];249
SAT Receiver / Kathrein UFS913;Apparent;0 h 15 min 100% [Synthetic];4
SAT Receiver / Kathrein UFS913;Apparent;01 h 0 min 100% [Synthetic];5
SAT Receiver / Kathrein UFS913;Apparent;02 h 0 min 100% [Synthetic];10
SAT Receiver / Kathrein UFS913;Apparent;Standby TV / Receiver (Substitute) 1 h 0 min 9% [Synthetic];240
SAT Receiver / Kathrein UFS913;Electricity;0 h 15 min 100% [Synthetic];4
SAT Receiver / Kathrein UFS913;Electricity;01 h 0 min 100% [Synthetic];5
SAT Receiver / Kathrein UFS913;Electricity;02 h 0 min 100% [Synthetic];10
SAT Receiver / Kathrein UFS913;Electricity;Standby TV / Receiver (Substitute) 1 h 0 min 9% [Synthetic];240
SAT Receiver / Kathrein UFS913;Inner Device Heat Gains;0 h 15 min 100% [Synthetic];4
SAT Receiver / Kathrein UFS913;Inner Device Heat Gains;01 h 0 min 100% [Synthetic];5
SAT Receiver / Kathrein UFS913;Inner Device Heat Gains;02 h 0 min 100% [Synthetic];10
SAT Receiver / Kathrein UFS913;Inner Device Heat Gains;Standby TV / Receiver (Substitute) 1 h 0 min 9% [Synthetic];240
SAT Receiver / Kathrein UFS913;Reactive;0 h 15 min 100% [Synthetic];4
SAT Receiver / Kathrein UFS913;Reactive;01 h 0 min 100% [Synthetic];5
SAT Receiver / Kathrein UFS913;Reactive;02 h 0 min 100% [Synthetic];10
SAT Receiver / Kathrein UFS913;Reactive;Standby TV / Receiver (Substitute) 1 h 0 min 9% [Synthetic];240
Samsung CLP-315W;Apparent;Standby PC 01 h 0 min 4% [Synthetic];118
Samsung CLP-315W;Electricity;Standby PC 01 h 0 min 4% [Synthetic];118
Samsung CLP-315W;Inner Device Heat Gains;Standby PC 01 h 0 min 4% [Synthetic];118
Samsung CLP-315W;Reactive;Standby PC 01 h 0 min 4% [Synthetic];118
Shower 10 L/min;Warm Water;Shower Profile for Men 9 min [Synthetic];10
Shower 10 L/min;Warm Water;Shower Profile for Women 14 min [Synthetic];9
Siemens Kl 20 LA 65 (A+);Apparent;Profile for Fridge Siemens Kl 20 LA 65 (A+) Apparent [Measured 1 min Resolution (TUC)];121
Siemens Kl 20 LA 65 (A+);Electricity;Profile for Fridge Siemens Kl 20 LA 65 (A+) Electricity [Measured 1 min Resolution (TUC)];121
Siemens Kl 20 LA 65 (A+);Inner Device Heat Gains;Profile for Fridge Siemens Kl 20 LA 65 (A+) Electricity [Measured 1 min Resolution (TUC)];121
Siemens Kl 20 LA 65 (A+);Reactive;Profile for Fridge Siemens Kl 20 LA 65 (A+) Electricity [Measured 1 min Resolution (TUC)];121
Single Stove Plate;Apparent;Profile for Stove Plate 10 min Cooking Cycle Apparent [Measurement by ZSW (1min)];2
Single Stove Plate;Apparent;Profile for Stove Plate 15 min Cooking Cycle Apparent [Measurement by ZSW (1min)];1
Single Stove Plate;Apparent;Profile for Stove Plate 1h Cooking Cycle Apparent [Measurement by ZSW (1min)];1
Single Stove Plate;Apparent;Profile for Stove Plate 30 min Cooking Cycle Apparent [Measurement by ZSW (1min)];5
Single Stove Plate;Apparent;Profile for Stove Plate 40 min Cooking Cycle Apparent [Measurement by ZSW (1min)];10
Single Stove Plate;Electricity;Profile for Stove Plate 10 min Cooking Cycle Electricity [Measurement by ZSW (1min)];2
Single Stove Plate;Electricity;Profile for Stove Plate 15 min Cooking Cycle Electricity [Measurement by ZSW (1min)];1
Single Stove Plate;Electricity;Profile for Stove Plate 1h Cooking Cycle Electricity [Measurement by ZSW (1min)];1
Single Stove Plate;Electricity;Profile for Stove Plate 30 min Cooking Cycle Electricity [Measurement by ZSW (1min)];5
Single Stove Plate;Electricity;Profile for Stove Plate 40 min Cooking Cycle Electricity [Measurement by ZSW (1min)];10
Single Stove Plate;Inner Device Heat Gains;Profile for Stove Plate 10 min Cooking Cycle Electricity [Measurement by ZSW (1min)];2
Single Stove Plate;Inner Device Heat Gains;Profile for Stove Plate 15 min Cooking Cycle Electricity [Measurement by ZSW (1min)];1
Single Stove Plate;Inner Device Heat Gains;Profile for Stove Plate 1h Cooking Cycle Electricity [Measurement by ZSW (1min)];1
Single Stove Plate;Inner Device Heat Gains;Profile for Stove Plate 30 min Cooking Cycle Electricity [Measurement by ZSW (1min)];5
Single Stove Plate;Inner Device Heat Gains;Profile for Stove Plate 40 min Cooking Cycle Electricity [Measurement by ZSW (1min)];10
Single Stove Plate;Reactive;Profile for Stove Plate 10 min Cooking Cycle Reactive [Measurement by ZSW (1min)];2
Single Stove Plate;Reactive;Profile for Stove Plate 15 min Cooking Cycle Reactive [Measurement by ZSW (1min)];1
Single Stove Plate;Reactive;Profile for Stove Plate 1h Cooking Cycle Reactive [Measurement by ZSW (1min)];1
Single Stove Plate;Reactive;Profile for Stove Plate 30 min Cooking Cycle Reactive [Measurement by ZSW (1min)];5
Single Stove Plate;Reactive;Profile for Stove Plate 40 min Cooking Cycle Reactive [Measurement by ZSW (1min)];10
Steam Iron / Phillips GC 4410;Apparent;0 h 45 min 100% [Synthetic];1
Steam Iron / Phillips GC 4410;Electricity;0 h 45 min 100% [Synthetic];1
Steam Iron / Phillips GC 4410;Inner Device Heat Gains;0 h 45 min 100% [Synthetic];1
Steam Iron / Phillips GC 4410;Reactive;0 h 45 min 100% [Synthetic];1
Sunbed 2;None;01 h 30 min 100% [Synthetic];5
Supermarket;None;01 h 30 min 100% [Synthetic];2
TASKalfa 180;Apparent;0 h 10 min 100% [Synthetic];26
TASKalfa 180;Apparent;Standby Copy Machine 01 h 0 min 0.6% [Synthetic];120
TASKalfa 180;Electricity;0 h 10 min 100% [Synthetic];26
TASKalfa 180;Electricity;Standby Copy Machine 01 h 0 min 0.6% [Synthetic];120
TASKalfa 180;Inner Device Heat Gains;0 h 10 min 100% [Synthetic];26
TASKalfa 180;Inner Device Heat Gains;Standby Copy Machine 01 h 0 min 0.6% [Synthetic];120
TASKalfa 180;Reactive;0 h 10 min 100% [Synthetic];26
TASKalfa 180;Reactive;Standby Copy Machine 01 h 0 min 0.6% [Synthetic];120
TFT Monitor Samsung S27C750P;Apparent;02 h 0 min 100% [Synthetic];2
TFT Monitor Samsung S27C750P;Apparent;Standby Generic 1h 0 min 10% [Synthetic];119
TFT Monitor Samsung S27C750P;Electricity;02 h 0 min 100% [Synthetic];2
TFT Monitor Samsung S27C750P;Electricity;Standby Generic 1h 0 min 10% [Synthetic];119
TFT Monitor Samsung S27C750P;Inner Device Heat Gains;02 h 0 min 100% [Synthetic];2
TFT Monitor Samsung S27C750P;Inner Device Heat Gains;Standby Generic 1h 0 min 10% [Synthetic];119
TFT Monitor Samsung S27C750P;Reactive;02 h 0 min 100% [Synthetic];2
TFT Monitor Samsung S27C750P;Reactive;Standby Generic 1h 0 min 10% [Synthetic];119
TV Medion MD20123_DE_A;Apparent;Profile for TV Medion MD20123_DE_A 1,5h Apparent [Measurement by ZSW (1min)];7
TV Medion MD20123_DE_A;Apparent;Profile for TV Medion MD20123_DE_A 15 min Apparent [Measurement by ZSW (1min)];4
TV Medion MD20123_DE_A;Apparent;Profile for TV Medion MD20123_DE_A 2h Apparent [Measurement by ZSW (1min)];10
TV Medion MD20123_DE_A;Apparent;Profile for TV Medion MD20123_DE_A Apparent [Measurement by ZSW (1min)];6
TV Medion MD20123_DE_A;Apparent;Standby Generic 01 h 0 min 1% [Synthetic];238
TV Medion MD20123_DE_A;Electricity;Profile for TV Medion MD20123_DE_A 1,5h Electricity [Measurement by ZSW (1min)];7
TV Medion MD20123_DE_A;Electricity;Profile for TV Medion MD20123_DE_A 15 min Electricity [Measurement by ZSW (1min)];4
TV Medion MD20123_DE_A;Electricity;Profile for TV Medion MD20123_DE_A 2h Electricity [Measurement by ZSW (1min)];10
TV Medion MD20123_DE_A;Electricity;Profile for TV Medion MD20123_DE_A Electricity [Measurement by ZSW (1min)];6
TV Medion MD20123_DE_A;Electricity;Standby Generic 01 h 0 min 1% [Synthetic];238
TV Medion MD20123_DE_A;Inner Device Heat Gains;Profile for TV Medion MD20123_DE_A 1,5h Electricity [Measurement by ZSW (1min)];7
TV Medion MD20123_DE_A;Inner Device Heat Gains;Profile for TV Medion MD20123_DE_A 15 min Electricity [Measurement by ZSW (1min)];4
TV Medion MD20123_DE_A;Inner Device Heat Gains;Profile for TV Medion MD20123_DE_A 2h Electricity [Measurement by ZSW (1min)];10
TV Medion MD20123_DE_A;Inner Device Heat Gains;Profile for TV Medion MD20123_DE_A Electricity [Measurement by ZSW (1min)];6
TV Medion MD20123_DE_A;Inner Device Heat Gains;Standby Generic 01 h 0 min 1% [Synthetic];238
TV Medion MD20123_DE_A;Reactive;Profile for TV Medion MD20123_DE_A 1,5h Reactive [Measurement by ZSW (1min)];7
TV Medion MD20123_DE_A;Reactive;Profile for TV Medion MD20123_DE_A 15 min Reactive [Measurement by ZSW (1min)];4
TV Medion MD20123_DE_A;Reactive;Profile for TV Medion MD20123_DE_A 2h Reactive [Measurement by ZSW (1min)];10
TV Medion MD20123_DE_A;Reactive;Profile for TV Medion MD20123_DE_A Reactive [Measurement by ZSW (1min)];6
TV Medion MD20123_DE_A;Reactive;Standby Generic 01 h 0 min 1% [Synthetic];238
Toaster Salco MT 400;Apparent;Profile for Toaster Salco MT 400 Apparent [Measurement by ZSW (1min)];13
Toaster Salco MT 400;Electricity;Profile for Toaster Salco MT 400 Electricity [Measurement by ZSW (1min)];13
Toaster Salco MT 400;Inner Device Heat Gains;Profile for Toaster Salco MT 400 Electricity [Measurement by ZSW (1min)];13
Toaster Salco MT 400;Reactive;Profile for Toaster Salco MT 400 Reactive [Measurement by ZSW (1min)];13
Toilet 10L/min;Cold Water;0 h 01 min 100% [Synthetic];58
Volunteering Place;None;03 h 0 min 100 % [Synthetic];1
Washing Machine / Bosch WAE 28143;Apparent;Washing Machine Profile Measured 30°C 2h 16 min [Measured 1 min Resolution (Noah)];2
Washing Machine / Bosch WAE 28143;Cold Water;0 h 10 min 100% [Synthetic];2
Washing Machine / Bosch WAE 28143;Electricity;Washing Machine Profile Measured 30°C 2h 16 min [Measured 1 min Resolution (Noah)];2
Washing Machine / Bosch WAE 28143;Inner Device Heat Gains;Washing Machine Profile Measured 30°C 2h 16 min [Measured 1 min Resolution (Noah)];2
Washing Machine / Bosch WAE 28143;Reactive;Washing Machine Profile Measured 30°C 2h 16 min [Measured 1 min Resolution (Noah)];2
Watering Can;None;0 h 30 min 100% [Synthetic];1
Yamaha RX-V667;Apparent;Standby TV / Receiver 1 h 0 min 3% [Synthetic];118
Yamaha RX-V667;Electricity;Standby TV / Receiver 1 h 0 min 3% [Synthetic];118
Yamaha RX-V667;Inner Device Heat Gains;Standby TV / Receiver 1 h 0 min 3% [Synthetic];118
Yamaha RX-V667;Reactive;Standby TV / Receiver 1 h 0 min 3% [Synthetic];118
