Inner Device Heat Gains.Time;Calender;Bathroom Light (60W);Bathroom Mirror Light 100W (Conventional);Children Room Light Device (20W);Living Room Light (60W);Bedroom Light (200W);Kitchen Light (20W);Electric Kettle / Petra WK288 1.5L;CD/DVD Player / Philips DVDR 725 H;Phillips 32-9615;SAT Receiver / Kathrein UFS913;Egg Cooker / Russell Hobbs 14048-56 Stylo;Moulinex electronic 833;Kitchen radio / AEG KRC 4323 CD;Single Stove Plate;Coffee Machine / Braun KF 580E;Food Slicer / DOMO Schneidemaschine DO521S;Toaster / Tefal Vario;Extractor Hood / Miele DA 429-4;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power;Microwave / Panasonic NN-CD757W;Miele H 5241 B;Miele DA 61;Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;Laptop Sony Vaio SVE151G11M;Washing Machine / Bosch WFS 8000;Hair Dryer / Braun Satin Pro 2200 Ion Care;LED Lamp Globe E 14 Ambient 3W matt;Vacuum Cleaner FiF;Yamaha RX-V667;Liebherr CBP 4056-20A;Electric Tooth Brush / Phillips HX9332;Phone Siemens Gigaset C320;Router / AVM FRITZ! Box Fon WLAN 7390;
170;02:50:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;3;5;5;5;
171;02:51:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;3;5;5;5;
172;02:52:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;3;5;5;5;
173;02:53:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;3;5;5;5;
174;02:54:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;3;5;5;5;
175;02:55:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
176;02:56:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
177;02:57:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
178;02:58:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
179;02:59:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
180;03:00:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
181;03:01:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
182;03:02:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
183;03:03:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
184;03:04:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
185;03:05:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
186;03:06:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
187;03:07:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
188;03:08:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
189;03:09:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
190;03:10:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
191;03:11:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
192;03:12:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
193;03:13:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
194;03:14:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
195;03:15:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
196;03:16:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
197;03:17:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
198;03:18:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
199;03:19:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
200;03:20:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
201;03:21:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
202;03:22:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
203;03:23:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
204;03:24:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
205;03:25:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
206;03:26:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
207;03:27:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
208;03:28:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
209;03:29:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
210;03:30:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
211;03:31:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
212;03:32:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
213;03:33:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
214;03:34:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
215;03:35:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
216;03:36:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
217;03:37:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
218;03:38:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
219;03:39:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
220;03:40:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
221;03:41:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
222;03:42:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
223;03:43:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
224;03:44:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
225;03:45:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
226;03:46:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
227;03:47:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
228;03:48:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
229;03:49:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
230;03:50:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
231;03:51:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
232;03:52:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
233;03:53:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
234;03:54:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
235;03:55:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
236;03:56:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
237;03:57:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
238;03:58:00;0;0;1;0;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
239;03:59:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
240;04:00:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
241;04:01:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
242;04:02:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
243;04:03:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
244;04:04:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
245;04:05:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
246;04:06:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
247;04:07:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
248;04:08:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
249;04:09:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
250;04:10:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
251;04:11:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
252;04:12:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
253;04:13:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
254;04:14:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
255;04:15:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
256;04:16:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
257;04:17:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
258;04:18:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
259;04:19:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
260;04:20:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
261;04:21:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
262;04:22:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
263;04:23:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
264;04:24:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
265;04:25:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
266;04:26:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
267;04:27:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
268;04:28:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
269;04:29:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
270;04:30:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
271;04:31:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
272;04:32:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
273;04:33:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
274;04:34:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
275;04:35:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
276;04:36:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
277;04:37:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
278;04:38:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
279;04:39:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
280;04:40:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
281;04:41:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
282;04:42:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
283;04:43:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
284;04:44:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
285;04:45:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
286;04:46:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
287;04:47:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
288;04:48:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
289;04:49:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
290;04:50:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
291;04:51:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
292;04:52:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
293;04:53:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
294;04:54:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
295;04:55:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
296;04:56:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
297;04:57:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
298;04:58:00;0;0;0;1;1;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
299;04:59:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;0;5;5;5;
300;05:00:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
301;05:01:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
302;05:02:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
303;05:03:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
304;05:04:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
305;05:05:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
306;05:06:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
307;05:07:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
308;05:08:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
309;05:09:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
310;05:10:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
311;05:11:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
312;05:12:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
313;05:13:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
314;05:14:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
315;05:15:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
316;05:16:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
317;05:17:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
318;05:18:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
319;05:19:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
320;05:20:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
321;05:21:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
322;05:22:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
323;05:23:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
324;05:24:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
325;05:25:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
326;05:26:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
327;05:27:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
328;05:28:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
329;05:29:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
330;05:30:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
331;05:31:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
332;05:32:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
333;05:33:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
334;05:34:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
335;05:35:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
336;05:36:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
337;05:37:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
338;05:38:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
339;05:39:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
340;05:40:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;1;5;5;5;
341;05:41:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
342;05:42:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
343;05:43:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
344;05:44:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
345;05:45:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
346;05:46:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
347;05:47:00;0;0;1;1;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;5;2;5;5;5;
