Reactive.Time;Time span;Bathroom Light (60W) [var];Bathroom Mirror Light 100W (Conventional) [var];Children Room Light Device (20W) [var];Living Room Light (60W) [var];Bedroom Light (200W) [var];Kitchen Light (20W) [var];Electric Kettle / Petra WK288 1.5L [var];CD/DVD Player / Philips DVDR 725 H [var];Phillips 32-9615 [var];SAT Receiver / Kathrein UFS913 [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Moulinex electronic 833 [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Coffee Machine / Braun KF 580E [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster / Tefal Vario [var];Extractor Hood / Miele DA 429-4 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [var];Microwave / Panasonic NN-CD757W [var];Miele H 5241 B [var];Miele DA 61 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Laptop Sony Vaio SVE151G11M [var];Washing Machine / Bosch WFS 8000 [var];Hair Dryer / Braun Satin Pro 2200 Ion Care [var];LED Lamp Globe E 14 Ambient 3W matt [var];Vacuum Cleaner FiF [var];Yamaha RX-V667 [var];Liebherr CBP 4056-20A [var];Electric Tooth Brush / Phillips HX9332 [var];Phone Siemens Gigaset C320 [var];Router / AVM FRITZ! Box Fon WLAN 7390 [var];
1672;1.03:52:00;0;0;0;0;0;0;0;0,3306078196749567;1,0098811675368746;0,41486470297578776;0;0;0,4115834142144853;0;0;0;0;0;0;7,270933875391831;0;0;0;0,1;0;0;0;0;3,6577762785413075;0;0,6108901831275972;3,38876967213115;2,445549636130058;
1673;1.03:53:00;0;0;0;0;0;0;0;0,3306111882967453;1,0098985532767277;0,4148727412396319;0;0;0,4116150623308377;0;0;0;0;0;0;7,271049974735027;0;0;0;0,1;0;0;0;0;3,6578881393697396;0;0,6109012691141713;3,38876967213115;2,4455837895525985;
1674;1.03:54:00;0;0;0;0;0;0;0;0,3306145062924128;1,0099060329134286;0,4148877755067079;0;0;0,41162199344713407;0;0;0;0;0;0;7,271794708111381;0;0;0;0,1;0;0;0;0;3,657933535693317;0;0,6109045749440972;3,38876967213115;2,4456173591401553;
1675;1.03:55:00;0;0;0;0;0;0;0;0,3306369477295736;1,0099739259187162;0,4149646155695333;0;0;0,41174914121015893;0;0;0;0;0;0;7,271993465078202;0;0;0;0,1;0;0;0;0;3,658178194709029;0;0,6109435048850345;3,38876967213115;2,4456355335330726;
1676;1.03:56:00;0;0;0;0;0;0;0;0,3306587287522026;1,0101295162114279;0,4149768362415794;0;0;0,41175901100738943;0;0;0;0;0;0;7,27231104722793;0;0;0;0,1;0;0;0;0;3,658405650076322;0;0,6109907727084903;3,38876967213115;2,4457519020142717;
1677;1.03:57:00;0;0;0;0;0;0;0;0,33067483853608937;1,0101338199789853;0,41499082230229567;0;0;0,41179917305894237;0;0;0;0;0;0;7,272489394239236;0;0;0;0,1;0;0;0;0;3,658449269966581;0;0,6110314259520768;3,38876967213115;2,4457654359864636;
1678;1.03:58:00;0;0;0;0;0;0;0;0,330680186051457;1,0102953351920756;0,4149990389326039;0;0;0,4118225861936452;0;0;0;0;0;0;7,273045048964341;0;0;0;0,1;0;0;0;0;3,658472245803407;0;0,6110650514246209;3,38876967213115;2,445783035234192;
1679;1.03:59:00;0;0;0;0;0;0;0;0,3306848085087879;1,0103170093006415;0,41501402702772;0;0;0,41182956874008947;0;0;0;0;0;0;7,273057129896252;0;0;0;0,1;0;0;0;0;3,6585905142886626;0;0,6110893394684785;3,38876967213115;2,4460919801125276;
1680;1.04:00:00;0;0;0;0;0;0;0;0,33069566719868726;1,010434919669014;0,4150486502505212;0;0;0,411845876900256;0;0;0;0;0;0;7,274978324466942;0;0;0;0,1;0;0;0;0;3,6586635240439076;0;0,6112217117178331;3,38876967213115;2,4462176993354907;
1681;1.04:01:00;0;0;0;0;0;0;0;0,3307026064339553;1,0104737629052682;0,41505232481681975;0;0;0,41190854314141045;0;0;0;0;0;0;7,275009906712446;0;0;0;0,1;0;0;0;0;3,6588615881784183;0;0,6112542467957538;3,38876967213115;2,4462576895657353;
1682;1.04:02:00;0;0;0;0;0;0;0;0,3307392641953988;1,010529956146044;0,4151269701920254;0;0;0,4119098658245923;0;0;0;0;0;0;7,275593308911375;0;0;0;0,1;0;0;0;0;3,6589370308401294;0;0,6112983250082391;3,38876967213115;2,4462722732574322;
1683;1.04:03:00;0;0;0;0;0;0;0;0,330756035840373;1,010601111696767;0,41513544985379836;0;0;0,4119353105283254;0;0;0;0;0;0;7,275594656795274;0;0;0;0,1;0;0;0;0;3,6591036606519616;0;0,6113040984436047;3,38876967213115;2,446420322637629;
1684;1.04:04:00;0;0;0;0;0;0;0;0,33078559280655656;1,0106146607724855;0,4152141986836922;0;0;0,4119435847904969;0;0;0;0;0;0;7,275711068959597;0;0;0;0,1;0;0;0;0;3,659165369384534;0;0,6113158713575939;3,38876967213115;2,4464573305581596;
1685;1.04:05:00;0;0;0;0;0;0;0;0,33078636109366166;1,0106906129711575;0,4152273059693313;0;0;0,41195954435947635;0;0;0;0;0;0;7,275998222923442;0;0;0;0,1;0;0;0;0;3,659297214095639;0;0,6113542242813955;3,38876967213115;2,446666259250555;
1686;1.04:06:00;0;0;0;0;0;0;0;0,33081059709126476;1,010840150296376;0,41525786519262187;0;0;0,41197474124828876;0;0;0;0;0;0;7,276265126654367;0;0;0;0,1;0;0;0;0;3,6594991196818167;0;0,6113546439483472;3,38876967213115;2,4466753836584063;
1687;1.04:07:00;0;0;0;0;0;0;0;0,33082030661518824;1,0108956964880642;0,4152630597212529;0;0;0,41200704316048536;0;0;0;0;0;0;7,27674154133563;0;0;0;0,1;0;0;0;0;3,659744785758311;0;0,6113632665212505;3,38876967213115;2,4467746774150902;
1688;1.04:08:00;0;0;0;0;0;0;0;0,3308209149874791;1,0109779939529304;0,4152650811708042;0;0;0,4120127893680552;0;0;0;0;0;0;7,2769939905415075;0;0;0;0,1;0;0;0;0;3,6600613978058623;0;0,6114249502009999;3,38876967213115;2,446833061471886;
1689;1.04:09:00;0;0;0;0;0;0;0;0,330860880752732;1,011008076049869;0,41532627128063676;0;0;0,41201452056086285;0;0;0;0;0;0;7,277135482012435;0;0;0;0,1;0;0;0;0;3,6602099869892735;0;0,6114708254753287;3,38876967213115;2,446994026881801;
1690;1.04:10:00;0;0;0;0;0;0;0;0,3308727341706889;1,011143435652703;0,4153662484640164;0;0;0,41207668683856946;0;0;0;0;0;0;7,27755801918109;0;0;0;0,1;0;0;0;0;3,6605881387963706;0;0,6114822052612887;3,38876967213115;2,4471103174436655;
1691;1.04:11:00;0;0;0;0;0;0;0;0,3308728080984578;1,0111791896018887;0,4153727975050373;0;0;0,41209047976133145;0;0;0;0;0;0;7,278026508640327;0;0;0;0,1;0;0;0;0;3,661075070247464;0;0,6115297768520608;3,38876967213115;2,447197923606483;
1692;1.04:12:00;0;0;0;0;0;0;0;0,3308966082910244;1,0112018582878184;0,4153912995781882;0;0;0,4120945965079933;0;0;0;0;0;0;7,278574549169615;0;0;0;0,1;0;0;0;0;3,662035141117923;0;0,6115751234028336;3,38876967213115;2,4473018323461537;
1693;1.04:13:00;0;0;0;0;0;0;0;0,33091604155843113;1,011215773645033;0,41545525437989844;0;0;0,4121235778683278;0;0;0;0;0;0;7,278998419422482;0;0;0;0,1;0;0;0;0;3,6621199102234328;0;0,611655494809247;3,38876967213115;2,447499524298811;
1694;1.04:14:00;0;0;0;0;0;0;0;0,33092381115603814;1,0113011368837916;0,41553626559246315;0;0;0,4121384261126478;0;0;0;0;0;0;7,279074283867965;0;0;0;0,1;0;0;0;0;3,6622973708217383;0;0,6117208251964621;3,38876967213115;2,4475954145970755;
1695;1.04:15:00;0;0;0;0;0;0;0;0,3309339643893778;1,0113032326894744;0,4155450423513435;0;0;0,4121390526791174;0;0;0;0;0;0;7,279114271039654;0;0;0;0,1;0;0;0;0;3,6623098796541598;0;0,6117424341976792;3,38876967213115;2,447607456721252;
1696;1.04:16:00;0;0;0;0;0;0;0;0,330947345639956;1,0113405040173684;0,41556028703229375;0;0;0,41214827500467693;0;0;0;0;0;0;7,2803615760885;0;0;0;0,1;0;0;0;0;3,6627806825551446;0;0,6117568704737129;3,38876967213115;2,4476251555932875;
1697;1.04:17:00;0;0;0;0;0;0;0;0,33095004812328843;1,0114871906038794;0,4155842326502232;0;0;0,4121518129699321;0;0;0;0;0;0;7,28041167762366;0;0;0;0,1;0;0;0;0;3,662816241380038;0;0,611776076961572;3,38876967213115;2,4477636849850435;
1698;1.04:18:00;0;0;0;0;0;0;0;0,3309671809141043;1,011524083783033;0,41558866671580597;0;0;0,41217676011336474;0;0;0;0;0;0;7,28090567575316;0;0;0;0,1;0;0;0;0;3,66287229753195;0;0,6117762689962595;3,38876967213115;2,447986455010914;
1699;1.04:19:00;0;0;0;0;0;0;0;0,3309740986284238;1,0115280060589016;0,4155889253945231;0;0;0,41221655902700405;0;0;0;0;0;0;7,281375378458241;0;0;0;0,1;0;0;0;0;3,6630478924627408;0;0,611866318224202;3,38876967213115;2,448072374202298;
1700;1.04:20:00;0;0;0;0;0;0;0;0,3309838156393833;1,0115676981725905;0,41560538120452983;0;0;0,41227261371137963;0;0;0;0;0;0;7,282086743502724;0;0;0;0,1;0;0;0;0;3,663291634358918;0;0,61193495479048;3,38876967213115;2,4484299075604223;
1701;1.04:21:00;0;0;0;0;0;0;0;0,33100597270174514;1,011643080368709;0,4156068887883563;0;0;0,41229689228331584;0;0;0;0;0;0;7,282246284311155;0;0;0;0,1;0;0;0;0;3,663332256757636;0;0,6119432551915818;3,38876967213115;2,4484560515533134;
1702;1.04:22:00;0;0;0;0;0;0;0;0,3310120578851547;1,0116708961325422;0,41564416038261104;0;0;0,4123063815859439;0;0;0;0;0;0;7,28233090866194;0;0;0;0,1;0;0;0;0;3,6635177134709194;0;0,6119633517875958;3,38876967213115;2,448561379979924;
1703;1.04:23:00;0;0;0;0;0;0;0;0,3310266013040618;1,0117364311542933;0,41564850874006676;0;0;0,4123167153291643;0;0;0;0;0;0;7,282602077997606;0;0;0;0,1;0;0;0;0;3,6635538912027745;0;0,6119638837448572;3,38876967213115;2,448995783414836;
1704;1.04:24:00;0;0;0;0;0;0;0;0,33102751381730083;1,0117688223655088;0,4156598434721166;0;0;0,41231869190764925;0;0;0;0;0;0;7,2826029152901075;0;0;0;0,1;0;0;0;0;3,6637823031996883;0;0,6119696758999856;3,38876967213115;2,449058753394484;
1705;1.04:25:00;0;0;0;0;0;0;0;0,3310380683477806;1,0117699563748868;0,4157358527978714;0;0;0,41232257905499475;0;0;0;0;0;0;7,283011953404224;0;0;0;0,1;0;0;0;0;3,6640593774534023;0;0,6119698692452963;3,38876967213115;2,4491939640320877;
1706;1.04:26:00;0;0;0;0;0;0;0;0,3310517204362419;1,0118167598915264;0,4157520350143218;0;0;0,4123617846784245;0;0;0;0;0;0;7,283036394656064;0;0;0;0,1;0;0;0;0;3,6642895151270745;0;0,6119887801151741;3,38876967213115;2,449375410546793;
1707;1.04:27:00;0;0;0;0;0;0;0;0,3310690277382743;1,0118763562023252;0,4157575928464724;0;0;0,41237036696764007;0;0;0;0;0;0;7,283092835353287;0;0;0;0,1;0;0;0;0;3,6646875042883136;0;0,6120062876879001;3,38876967213115;2,4494039642638814;
1708;1.04:28:00;0;0;0;0;0;0;0;0,33107737653738617;1,0119847612638249;0,4157706047376087;0;0;0,4124301312065505;0;0;0;0;0;0;7,2838629507515025;0;0;0;0,1;0;0;0;0;3,6649453907790925;0;0,6120233579110365;3,38876967213115;2,4494768479345;
1709;1.04:29:00;0;0;0;0;0;0;0;0,3310892065000147;1,0119946329404828;0,41577366601246374;0;0;0,41244305123134406;0;0;0;0;0;0;7,284294015066966;0;0;0;0,1;0;0;0;0;3,6651623902359525;0;0,6121409411893849;3,38876967213115;2,4494807678640784;
1710;1.04:30:00;0;0;0;0;0;0;0;0,3311217795558425;1,0120005760173254;0,41577611730334796;0;0;0,4124438367122143;0;0;0;0;0;0;7,284589780281271;0;0;0;0,1;0;0;0;0;3,6654689054680976;0;0,6121809062575293;3,38876967213115;2,449570673694956;
1711;1.04:31:00;0;0;0;0;0;0;0;0,3311665380292083;1,0121311302589913;0,4157984392908659;0;0;0,41246841936090595;0;0;0;0;0;0;7,2848336257678135;0;0;0;0,1;0;0;0;0;3,665525127170141;0;0,6122409488174277;3,38876967213115;2,449574610106953;
1712;1.04:32:00;0;0;0;0;0;0;0;0,33116859882849464;1,0121394494800608;0,41581265046961424;0;0;0,4124923580930173;0;0;0;0;0;0;7,284881990642793;0;0;0;0,1;0;0;0;0;3,6655771994620463;0;0,612315003915253;3,38876967213115;2,4497467325089284;
1713;1.04:33:00;0;0;0;0;0;0;0;0,33117800322975205;1,0121998279189748;0,41581781315451005;0;0;0,412507352309004;0;0;0;0;0;0;7,285288618584661;0;0;0;0,1;0;0;0;0;3,6656137421941657;0;0,6123226661918079;3,38876967213115;2,4498377904536777;
1714;1.04:34:00;0;0;0;0;0;0;0;0,33119125079497375;1,0122225999659398;0,41583303899684476;0;0;0,41251580663167736;0;0;0;0;0;0;7,286604018072916;0;0;0;0,1;0;0;0;0;3,6657710983978067;0;0,6123337398979668;3,38876967213115;2,449839432511728;
1715;1.04:35:00;0;0;0;0;0;0;0;0,33119798875530054;1,0124267869498782;0,4158411528468764;0;0;0,41255346118272984;0;0;0;0;0;0;7,2866694718241405;0;0;0;0,1;0;0;0;0;3,666047432339838;0;0,6123393132021;3,38876967213115;2,450046657392897;
1716;1.04:36:00;0;0;0;0;0;0;0;0,3312081140466816;1,012433131544044;0,4158556540820051;0;0;0,41256266123000457;0;0;0;0;0;0;7,287437079277877;0;0;0;0,1;0;0;0;0;3,666359892161374;0;0,6123467452339592;3,38876967213115;2,4500981639387494;
1717;1.04:37:00;0;0;0;0;0;0;0;0,33123002710078114;1,0124812741085178;0,4158675788063162;0;0;0,41259041393392204;0;0;0;0;0;0;7,287634155826178;0;0;0;0,1;0;0;0;0;3,666638931771845;0;0,6123637298104714;3,38876967213115;2,450104610898742;
1718;1.04:38:00;0;0;0;0;0;0;0;0,33126627460773156;1,0125581103120205;0,41587461798912;0;0;0,41264968534833985;0;0;0;0;0;0;7,287890460899963;0;0;0;0,1;0;0;0;0;3,6666545089008067;0;0,6123918317494954;3,38876967213115;2,450163273871079;
1719;1.04:39:00;0;0;0;0;0;0;0;0,3312676737829853;1,0125742528063892;0,4159279856186854;0;0;0,4126705823811768;0;0;0;0;0;0;7,288304688477267;0;0;0;0,1;0;0;0;0;3,666798128050986;0;0,6124008112627153;3,38876967213115;2,4501768279737264;
1720;1.04:40:00;0;0;0;0;0;0;0;0,3312984095200492;1,0125791092233223;0,4159309730283229;0;0;0,4126738419692765;0;0;0;0;0;0;7,28840551452891;0;0;0;0,1;0;0;0;0;3,6669129613154823;0;0,6124215263708522;3,38876967213115;2,4502877036361497;
1721;1.04:41:00;0;0;0;0;0;0;0;0,33130767000609;1,012615006621845;0,4160009107865643;0;0;0,41268308825703504;0;0;0;0;0;0;7,288662374757246;0;0;0;0,1;0;0;0;0;3,6670448306299326;0;0,6124265248644383;3,38876967213115;2,450382616804644;
1722;1.04:42:00;0;0;0;0;0;0;0;0,3313330633612733;1,0126359382742036;0,4160097562544997;0;0;0,4126987548067121;0;0;0;0;0;0;7,288930325683277;0;0;0;0,1;0;0;0;0;3,667139461721455;0;0,6124422926633663;3,38876967213115;2,450728477033204;
1723;1.04:43:00;0;0;0;0;0;0;0;0,3313343001485829;1,0127084402401296;0,4160534495576204;0;0;0,4127128516523782;0;0;0;0;0;0;7,289525641643806;0;0;0;0,1;0;0;0;0;3,6671681894606785;0;0,6124656671238097;3,38876967213115;2,450761227091274;
1724;1.04:44:00;0;0;0;0;0;0;0;0,33133987784042257;1,0127604714045313;0,416061872266855;0;0;0,412727860610525;0;0;0;0;0;0;7,290459747964381;0;0;0;0,1;0;0;0;0;3,667223125734794;0;0,6124696576538985;3,38876967213115;2,4508062195441718;
1725;1.04:45:00;0;0;0;0;0;0;0;0,331352269926296;1,0127682031915775;0,41606299519061446;0;0;0,4127426901585131;0;0;0;0;0;0;7,291752670351333;0;0;0;0,1;0;0;0;0;3,667231272398067;0;0,6124813305084769;3,38876967213115;2,450898942814527;
1726;1.04:46:00;0;0;0;0;0;0;0;0,3313574807676424;1,0128481284707647;0,41606832029837243;0;0;0,4127593300879787;0;0;0;0;0;0;7,293097959011752;0;0;0;0,1;0;0;0;0;3,6674651921529375;0;0,6125060315204317;3,38876967213115;2,451072466114185;
1727;1.04:47:00;0;0;0;0;0;0;0;0,33137112197868085;1,0128493960105789;0,416096971353407;0;0;0,4127625783461618;0;0;0;0;0;0;7,2934029646911895;0;0;0;0,1;0;0;0;0;3,6675141261497863;0;0,6125116228433303;3,38876967213115;2,4510739377024575;
1728;1.04:48:00;0;0;0;0;0;0;0;0,33137359399465616;1,0129720624475191;0,41610088092564296;0;0;0,4127633863935661;0;0;0;0;0;0;7,293587791595091;0;0;0;0,1;0;0;0;0;3,667628529583681;0;0,6125626212793756;3,38876967213115;2,45111761479489;
1729;1.04:49:00;0;0;0;0;0;0;0;0,3314030700569183;1,012981087030259;0,41610237276206685;0;0;0,41276368852236667;0;0;0;0;0;0;7,293974845671308;0;0;0;0,1;0;0;0;0;3,6677404408942715;0;0,6126042190401706;3,38876967213115;2,4515230541483715;
1730;1.04:50:00;0;0;0;0;0;0;0;0,33141960689084426;1,0130738508321648;0,41610341537135365;0;0;0,4127698576257755;0;0;0;0;0;0;7,293999092953923;0;0;0;0,1;0;0;0;0;3,668108074469283;0;0,6126074897078321;3,38876967213115;2,4517290477503586;
1731;1.04:51:00;0;0;0;0;0;0;0;0,3314208275165801;1,0130823243810543;0,41610392517661615;0;0;0,4127762217607826;0;0;0;0;0;0;7,294276792553435;0;0;0;0,1;0;0;0;0;3,66813960753585;0;0,6126076985722668;3,38876967213115;2,451851602269968;
1732;1.04:52:00;0;0;0;0;0;0;0;0,33145592292445597;1,013259314611646;0,4161120943255573;0;0;0,4128192698561388;0;0;0;0;0;0;7,294506332956091;0;0;0;0,1;0;0;0;0;3,6682013123967883;0;0,6126374737341855;3,38876967213115;2,4519149683134405;
1733;1.04:53:00;0;0;0;0;0;0;0;0,3314664146828818;1,013487609582416;0,41611549470570197;0;0;0,4128273018680565;0;0;0;0;0;0;7,2945874213590285;0;0;0;0,1;0;0;0;0;3,6682150309857233;0;0,6126409762472074;3,38876967213115;2,4520781130939717;
1734;1.04:54:00;0;0;0;0;0;0;0;0,33146853604857995;1,0135215219663078;0,41613409295938014;0;0;0,4128329424635534;0;0;0;0;0;0;7,295210880611894;0;0;0;0,1;0;0;0;0;3,6682588401817426;0;0,6126525328210488;3,38876967213115;2,4527817994906105;
1735;1.04:55:00;0;0;0;0;0;0;0;0,33146927394093156;1,0135618587839104;0,41615126548793613;0;0;0,41284058624501535;0;0;0;0;0;0;7,2953646942859365;0;0;0;0,1;0;0;0;0;3,6683378254531513;0;0,6126633164795369;3,38876967213115;2,452809451878624;
1736;1.04:56:00;0;0;0;0;0;0;0;0,3315126515093168;1,0135670900005893;0,4161536433234561;0;0;0,4128715312334074;0;0;0;0;0;0;7,295646783372054;0;0;0;0,1;0;0;0;0;3,668575729761374;0;0,6126988357662992;3,38876967213115;2,4530440894632126;
1737;1.04:57:00;0;0;0;0;0;0;0;0,33152783181733625;1,0136425277735424;0,4161822592228907;0;0;0,4128715868185924;0;0;0;0;0;0;7,296715085953471;0;0;0;0,1;0;0;0;0;3,6691881928275745;0;0,6127540901111833;3,38876967213115;2,4531011630939137;
1738;1.04:58:00;0;0;0;0;0;0;0;0,33155060316506063;1,0137259961320582;0,41619129872593047;0;0;0,4128881818198221;0;0;0;0;0;0;7,296946351416203;0;0;0;0,1;0;0;0;0;3,6692655330467296;0;0,6127743604700412;3,38876967213115;2,453102421864997;
1739;1.04:59:00;0;0;0;0;0;0;0;0,33158777127464767;1,013731897091178;0,41619296309841236;0;0;0,4129035597284224;0;0;0;0;0;0;7,297065181684412;0;0;0;0,1;0;0;0;0;3,669341734233482;0;0,6128286439180876;3,38876967213115;2,453145302390795;
1740;1.05:00:00;0;0;0;0;0;0;0;0,3315887948266021;1,0137645395439219;0,4162087166152847;0;0;0,412927782236517;0;0;0;0;0;0;7,2974074809721525;0;0;0;0,1;0;0;0;0;3,669384423693759;0;0,6128526614721777;3,38876967213115;2,453221928215595;
1741;1.05:01:00;0;0;0;0;0;0;0;0,3316183623149937;1,0137756691066697;0,41621391330841484;0;0;0,41293705896180344;0;0;0;0;0;0;7,297692184764624;0;0;0;0,1;0;0;0;0;3,6694175614203006;0;0,6128655239560403;3,38876967213115;2,4535211087382205;
1742;1.05:02:00;0;0;0;0;0;0;0;0,3317080218977178;1,0137935248053511;0,41624851112844924;0;0;0,4129509474491861;0;0;0;0;0;0;7,297699857259988;0;0;0;0,1;0;0;0;0;3,66963480140265;0;0,6128722196928524;3,38876967213115;2,453669609331845;
1743;1.05:03:00;0;0;0;0;0;0;0;0,3317119990624076;1,0138153116014699;0,4162751193029555;0;0;0,41296033589444625;0;0;0;0;0;0;7,298251808074766;0;0;0;0,1;0;0;0;0;3,66976123321102;0;0,6128902088813905;3,38876967213115;2,454043617670822;
1744;1.05:04:00;0;0;0;0;0;0;0;0,3317222025906171;1,013860394306301;0,41627851975424246;0;0;0,4129698070767183;0;0;0;0;0;0;7,29836104314852;0;0;0;0,1;0;0;0;0;3,6698387815484326;0;0,6129060116437297;3,38876967213115;2,4541161664712328;
1745;1.05:05:00;0;0;0;0;0;0;0;0,33173761495803494;1,0138849022550809;0,41628217432721476;0;0;0,41297030911843097;0;0;0;0;0;0;7,298780214964314;0;0;0;0,1;0;0;0;0;3,669990495114525;0;0,6129254800400027;3,38876967213115;2,4541291770090785;
1746;1.05:06:00;0;0;0;0;0;0;0;0,33173993491501713;1,0139116393001704;0,4162895806785381;0;0;0,41301634120986913;0;0;0;0;0;0;7,2989279488563;0;0;0;0,1;0;0;0;0;3,6705176269465976;0;0,6129352947489097;3,38876967213115;2,4541939404482886;
1747;1.05:07:00;0;0;0;0;0;0;0;0,33175901785058054;1,0139379979803114;0,41629173901101585;0;0;0,41302437511042245;0;0;0;0;0;0;7,299437349142383;0;0;0;0,1;0;0;0;0;3,6709600482090043;0;0,6129500295584563;3,38876967213115;2,454223879311865;
1748;1.05:08:00;0;0;0;0;0;0;0;0,33176232548708684;1,0139464429904101;0,4162934882131442;0;0;0,41303441819502396;0;0;0;0;0;0;7,299762720192002;0;0;0;0,1;0;0;0;0;3,671050697124448;0;0,6130204913958913;3,38876967213115;2,454247735901155;
1749;1.05:09:00;0;0;0;0;0;0;0;0,33177731774351427;1,0139594369702847;0,41629709379994484;0;0;0,41305029403771293;0;0;0;0;0;0;7,299804563674578;0;0;0;0,1;0;0;0;0;3,6710779313661623;0;0,6130343813588444;3,38965196721311;2,454352994581111;
1750;1.05:10:00;0;0;0;0;0;0;0;0,33180684753159567;1,0139649699058957;0,41634415450944207;0;0;0,41307572325721315;0;0;0;0;0;0;7,299937081484316;0;0;0;0,1;0;0;0;0;3,671107096252844;0;0,6130559854940636;3,38965196721311;2,45440358499848;
1751;1.05:11:00;0;0;0;0;0;0;0;0,3318069438404567;1,0139692480898985;0,4163809588618629;0;0;0,4131382162619996;0;0;0;0;0;0;7,300690878414635;0;0;0;0,1;0;0;0;0;3,671212299346548;0;0,6131576295078593;3,38965196721311;2,45447052650422;
1752;1.05:12:00;0;0;0;0;0;0;0;0,33184167612921034;1,01403427784276;0,41639746489233936;0;0;0,41313832308376414;0;0;0;0;0;0;7,302032005348126;0;0;0;0,1;0;0;0;0;3,671539316381762;0;0,6131854201638074;3,38965196721311;2,454480518241774;
1753;1.05:13:00;0;0;0;0;0;0;0;0,33185779909916185;1,0141578060800687;0,41640589223563673;0;0;0,4131894466625426;0;0;0;0;0;0;7,302350092282638;0;0;0;0,1;0;0;0;0;3,6715690543723256;0;0,6132105858561523;3,38965196721311;2,4546047260188675;
1754;1.05:14:00;0;0;0;0;0;0;0;0,3318706314555599;1,01420235579401;0,416494070987466;0;0;0,41321834344210995;0;0;0;0;0;0;7,303133218409293;0;0;0;0,1;0;0;0;0;3,6717610362217257;0;0,6132317648028923;3,38965196721311;2,4548838522938894;
1755;1.05:15:00;0;0;0;0;0;0;0;0,33189181553097014;1,014270083509839;0,4165053642999392;0;0;0,41323505940845856;0;0;0;0;0;0;7,303901130352609;0;0;0;0,1;0;0;0;0;3,672008113961601;0;0,6133396226095493;3,38965196721311;2,454911546591004;
1756;1.05:16:00;0;0;0;0;0;0;0;0,3318983607727425;1,014293314672003;0,4165250398772702;0;0;0,4132485069138577;0;0;0;0;0;0;7,303942152154036;0;0;0;0,1;0;0;0;0;3,6720686720836064;0;0,6133463194699936;3,38965196721311;2,455004452731569;
1757;1.05:17:00;0;0;0;0;0;0;0;0,33190393121009115;1,0143762098561901;0,41653459018256545;0;0;0,41328466874416564;0;0;0;0;0;0;7,304333807332134;0;0;0;0,1;0;0;0;0;3,6722640724763096;0;0,6133548557572049;3,38965196721311;2,4553985875827014;
1758;1.05:18:00;0;0;0;0;0;0;0;0,3319313913323586;1,0144042262157849;0,4165416035944743;0;0;0,4132886937409318;0;0;0;0;0;0;7,304614333558997;0;0;0;0,1;0;0;0;0;3,672312585618887;0;0,6133570824418231;3,38965196721311;2,455566496987627;
1759;1.05:19:00;0;0;0;0;0;0;0;0,33194526992643625;1,0144372323437905;0,4165498669031712;0;0;0,41329612079704386;0;0;0;0;0;0;7,305088824442195;0;0;0;0,1;0;0;0;0;3,67245250578921;0;0,6133578467827643;3,38965196721311;2,455579164436231;
1760;1.05:20:00;0;0;0;0;0;0;0;0,3319458993850741;1,014476218969797;0,41656548158293977;0;0;0,41330696199457995;0;0;0;0;0;0;7,305295787130959;0;0;0;0,1;0;0;0;0;3,672736871627323;0;0,613365730552754;3,38965196721311;2,455583586040573;
1761;1.05:21:00;0;0;0;0;0;0;0;0,33197551349556664;1,014597431129819;0,4165655381303611;0;0;0,413317032918412;0;0;0;0;0;0;7,305555095197416;0;0;0;0,1;0;0;0;0;3,673541025889123;0;0,6133698053551293;3,38965196721311;2,455694017498803;
1762;1.05:22:00;0;0;0;0;0;0;0;0,3319985149866897;1,0146601002671483;0,4165806716466238;0;0;0,4133217226476695;0;0;0;0;0;0;7,305870396861631;0;0;0;0,1;0;0;0;0;3,673553831841115;0;0,6133742148663475;3,38965196721311;2,455748126858387;
1763;1.05:23:00;0;0;0;0;0;0;0;0,3320029401609265;1,0147129932722596;0,41660049037287467;0;0;0,4133342013577019;0;0;0;0;0;0;7,3059843647229785;0;0;0;0,1;0;0;0;0;3,67363955501347;0;0,6133879604643829;3,38965196721311;2,455765956834483;
1764;1.05:24:00;0;0;0;0;0;0;0;0,3320109306581917;1,0147284004355321;0,4166157097909709;0;0;0,4133790431321331;0;0;0;0;0;0;7,306049144756441;0;0;0;0,1;0;0;0;0;3,6738326074197634;0;0,6134138954045116;3,38965196721311;2,4557913271677863;
1765;1.05:25:00;0;0;0;0;0;0;0;0,3320167760181818;1,0147305424308233;0,4166216626487281;0;0;0,4133939492368761;0;0;0;0;0;0;7,30721639496961;0;0;0;0,1;0;0;0;0;3,673838565864532;0;0,613425423597542;3,38965196721311;2,455988757781333;
1766;1.05:26:00;0;0;0;0;0;0;0;0,33203441514627335;1,0148043799757736;0,41662845381173336;0;0;0,41340506847759056;0;0;0;0;0;0;7,307332468552631;0;0;0;0,1;0;0;0;0;3,6738599835851846;0;0,6135242791590417;3,38965196721311;2,4561286351340557;
