Apparent.Time;Time span;Bathroom Light (60W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Children Room Light Device (20W) [VA];Living Room Light (60W) [VA];Bedroom Light (200W) [VA];Kitchen Light (20W) [VA];Electric Kettle / Petra WK288 1.5L [VA];CD/DVD Player / Philips DVDR 725 H [VA];Phillips 32-9615 [VA];SAT Receiver / Kathrein UFS913 [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Moulinex electronic 833 [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Coffee Machine / Braun KF 580E [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster / Tefal Vario [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind - full power [VA];Microwave / Panasonic NN-CD757W [VA];Miele H 5241 B [VA];Miele DA 61 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Laptop Sony Vaio SVE151G11M [VA];Washing Machine / Bosch WFS 8000 [VA];Hair Dryer / Braun Satin Pro 2200 Ion Care [VA];LED Lamp Globe E 14 Ambient 3W matt [VA];Vacuum Cleaner FiF [VA];Yamaha RX-V667 [VA];Liebherr CBP 4056-20A [VA];Electric Tooth Brush / Phillips HX9332 [VA];Phone Siemens Gigaset C320 [VA];Router / AVM FRITZ! Box Fon WLAN 7390 [VA];
2111;1.11:11:00;0;0;0;0;0;0;0;1,0804536368059316;3,303686421276;1,3544822769155416;0;0;1,3459771744292948;0;0;0;0;0;0;23,783789196692815;0;0;0;3,8000000000000003;0;0;0;0;11,955179682326092;0;1,996358497694857;4,37352868852459;7,980512412515178;
2112;1.11:12:00;0;0;0;0;0;0;0;1,080501758368231;3,3037483925986235;1,3545225097658327;0;0;1,3459806338317186;0;0;0;0;0;0;23,78417413634634;0;0;0;3,8000000000000003;0;0;0;0;11,95528595675716;0;1,9963803671630285;4,37352868852459;7,980590457096477;
2113;1.11:13:00;0;0;0;0;0;0;0;1,080590119865246;3,303923205767163;1,3545569781665427;0;0;1,34606220149709;0;0;0;0;0;0;23,78612463617359;0;0;0;3,8000000000000003;0;0;0;0;11,955492987397738;0;1,9964496800461327;4,37352868852459;7,980872364705192;
2114;1.11:14:00;0;0;0;0;0;0;0;1,080619086261911;3,3039420934963837;1,3545735141168664;0;0;1,3460659920942577;0;0;0;0;0;0;23,786132808257936;0;0;0;3,8000000000000003;0;0;0;0;11,95556496423795;0;1,9964540966908977;4,37352868852459;7,980898559562117;
2115;1.11:15:00;0;0;0;0;0;0;0;1,080619178497411;3,304080819994263;1,3546086130492132;0;0;1,3461321050578317;0;0;0;0;0;0;23,78623186051636;0;0;0;3,8000000000000003;0;0;0;0;11,95573208465158;0;1,996473051349963;4,37352868852459;7,981358508776451;
2116;1.11:16:00;0;0;0;0;0;0;0;1,080628978480608;3,3041857319594774;1,354644677803906;0;0;1,34613615838316;0;0;0;0;0;0;23,786626349983887;0;0;0;3,8000000000000003;0;0;0;0;11,956027087815377;0;1,9965636152609305;4,37352868852459;7,9816200649295626;
2117;1.11:17:00;0;0;0;0;0;0;0;1,0807075059081053;3,304271507250174;1,3548297488438121;0;0;1,346201070200658;0;0;0;0;0;0;23,786626758236768;0;0;0;3,8000000000000003;0;0;0;0;11,957086660405638;0;1,9967105072075717;4,37352868852459;7,9816434694517895;
2118;1.11:18:00;0;0;0;0;0;0;0;1,0807348056104398;3,304678732131105;1,3549236420054807;0;0;1,3462118540443957;0;0;0;0;0;0;23,78703899470411;0;0;0;3,8000000000000003;0;0;0;0;11,957265256977688;0;1,996830316875577;4,37352868852459;7,981909175749583;
2119;1.11:19:00;0;0;0;0;0;0;0;1,0808072367736763;3,3046844506384496;1,3549894003949359;0;0;1,346221804061714;0;0;0;0;0;0;23,78931841951096;0;0;0;3,8000000000000003;0;0;0;0;11,957534689508465;0;1,9971068904327018;4,37352868852459;7,9820857952975075;
2120;1.11:20:00;0;0;0;0;0;0;0;1,080887008819387;3,3047564596225505;1,355033761454951;0;0;1,3462348847827503;0;0;0;0;0;0;23,78938274325816;0;0;0;3,8000000000000003;0;0;0;0;11,958385929871351;0;1,9971849969881168;4,37352868852459;7,982269263088244;
2121;1.11:21:00;0;0;0;0;0;0;0;1,0809267179085087;3,3049359686440463;1,3550455640337633;0;0;1,3462414089025359;0;0;0;0;0;0;23,789395184573;0;0;0;3,8000000000000003;0;0;0;0;11,959844666885575;0;1,9974417976572714;4,37352868852459;7,982396917123506;
2122;1.11:22:00;0;0;0;0;0;0;0;1,0809876799907838;3,305123590965389;1,3550728346298102;0;0;1,3462828473828516;0;0;0;0;0;0;23,789508157573515;0;0;0;3,8000000000000003;0;0;0;0;11,960726559497166;0;1,9976743901964695;4,37352868852459;7,983054080905221;
2123;1.11:23:00;0;0;0;0;0;0;0;1,081142803520478;3,305229252655148;1,355093210146823;0;0;1,3462844743098263;0;0;0;0;0;0;23,78964477117677;0;0;0;3,8000000000000003;0;0;0;0;11,960948981679854;0;1,9980058902447917;4,37352868852459;7,983075397756673;
2124;1.11:24:00;0;0;0;0;0;0;0;1,081159712349818;3,30552140246866;1,3551007008730258;0;0;1,3463098764373664;0;0;0;0;0;0;23,790530152581066;0;0;0;3,8000000000000003;0;0;0;0;11,961121263700194;0;1,9980749245340719;4,37352868852459;7,983319773303997;
2125;1.11:25:00;0;0;0;0;0;0;0;1,0812969224226001;3,3057480474485543;1,3551296405995934;0;0;1,3463963325724055;0;0;0;0;0;0;23,791362350129482;0;0;0;3,8000000000000003;0;0;0;0;11,961240460653816;0;1,9981294131167517;4,37352868852459;7,984770198126528;
2126;1.11:26:00;0;0;0;0;0;0;0;1,0816762000603983;3,3057813803739027;1,3551639215512172;0;0;1,3464959187510661;0;0;0;0;0;0;23,792462846555086;0;0;0;3,8000000000000003;0;0;0;0;11,96268909792926;0;1,9981585653975256;4,37352868852459;7,985019545599223;
2127;1.11:27:00;0;0;0;0;0;0;0;1,0816964320734217;3,3059082466747673;1,3551648980736704;0;0;1,346626553008029;0;0;0;0;0;0;23,79326622162992;0;0;0;3,8000000000000003;0;0;0;0;11,964863695824098;0;1,9982738232602557;4,37352868852459;7,985112808600169;
2128;1.11:28:00;0;0;0;0;0;0;0;1,08175870957011;3,306011902560741;1,3551991717311154;0;0;1,3467073171263797;0;0;0;0;0;0;23,794066119831676;0;0;0;3,8000000000000003;0;0;0;0;11,965905640413014;0;1,9983120570031185;4,37352868852459;7,985412803300638;
2129;1.11:29:00;0;0;0;0;0;0;0;1,0817805698515195;3,306014704827979;1,35525423030528;0;0;1,3467168623419294;0;0;0;0;0;0;23,795144442409256;0;0;0;3,8000000000000003;0;0;0;0;11,968617013890245;0;1,998321683257277;4,37352868852459;7,985505368637648;
2130;1.11:30:00;0;0;0;0;0;0;0;1,0817887102861041;3,306052344441139;1,3553258174038567;0;0;1,34677995144077;0;0;0;0;0;0;23,79584489122896;0;0;0;3,8000000000000003;0;0;0;0;11,96898652304079;0;1,998355441008407;4,37352868852459;7,985707735369122;
2131;1.11:31:00;0;0;0;0;0;0;0;1,081847600692467;3,3062407952134705;1,3553670484797313;0;0;1,3468021652428677;0;0;0;0;0;0;23,798854186352425;0;0;0;3,8000000000000003;0;0;0;0;11,969911721844232;0;1,998395408764276;4,37352868852459;7,986494407322896;
2132;1.11:32:00;0;0;0;0;0;0;0;1,0818486132388692;3,306352926721953;1,355465369761767;0;0;1,3469662322525089;0;0;0;0;0;0;23,80036393676576;0;0;0;3,8000000000000003;0;0;0;0;11,971876063259614;0;1,9986459335514686;4,37352868852459;7,987126725694787;
2133;1.11:33:00;0;0;0;0;0;0;0;1,0818567625303572;3,306379190678501;1,3556543552145235;0;0;1,3470475681161609;0;0;0;0;0;0;23,80053618240979;0;0;0;3,8000000000000003;0;0;0;0;11,973846281795753;0;1,9987508429942198;4,37352868852459;7,987268099327244;
2134;1.11:34:00;0;0;0;0;0;0;0;1,0819203560771669;3,3068224948526783;1,35565578630184;0;0;1,3470479446222465;0;0;0;0;0;0;23,801743309887897;0;0;0;3,8000000000000003;0;0;0;0;11,973851528555725;0;1,9987741326913508;4,37352868852459;7,987321782596785;
2135;1.11:35:00;0;0;0;0;0;0;0;1,0819287150218242;3,306900880475174;1,3557581183279812;0;0;1,3472826046573865;0;0;0;0;0;0;23,80201332783411;0;0;0;3,8000000000000003;0;0;0;0;11,975077592353092;0;1,998830433055621;4,37352868852459;7,987357466874288;
2136;1.11:36:00;0;0;0;0;0;0;0;1,0819482984715254;3,3070097155769322;1,3558180009275962;0;0;1,3473848479994086;0;0;0;0;0;0;23,80317455897924;0;0;0;3,8000000000000003;0;0;0;0;11,976201157971158;0;1,998845871834832;4,37352868852459;7,987416263156682;
2137;1.11:37:00;0;0;0;0;0;0;0;1,0820392923786912;3,30745858203994;1,3558691227027828;0;0;1,347416240031569;0;0;0;0;0;0;23,80333267911144;0;0;0;3,8000000000000003;0;0;0;0;11,976253763230197;0;1,9988493885670635;4,37352868852459;7,987798345501119;
2138;1.11:38:00;0;0;0;0;0;0;0;1,0820600825108566;3,3076556463178375;1,355934783872467;0;0;1,3474491114251856;0;0;0;0;0;0;23,80754156706667;0;0;0;3,8000000000000003;0;0;0;0;11,977720351489525;0;1,9988763889081018;4,37352868852459;7,987919294739152;
2139;1.11:39:00;0;0;0;0;0;0;0;1,08207357800919;3,3076972117330956;1,3560202564435027;0;0;1,3475399436034285;0;0;0;0;0;0;23,808779335470135;0;0;0;3,8000000000000003;0;0;0;0;11,97786579146049;0;1,999064309947346;4,37352868852459;7,988547869732548;
2140;1.11:40:00;0;0;0;0;0;0;0;1,0821865318032802;3,307851354643092;1,356045360864697;0;0;1,3475561119012371;0;0;0;0;0;0;23,8092779736697;0;0;0;3,8000000000000003;0;0;0;0;11,977876639044604;0;1,9991241622133917;4,37352868852459;7,988654384208414;
2141;1.11:41:00;0;0;0;0;0;0;0;1,0821899250440041;3,308267226222247;1,3560465474253875;0;0;1,3475714544054678;0;0;0;0;0;0;23,811090090915894;0;0;0;3,8000000000000003;0;0;0;0;11,978182461156734;0;1,9991850469858519;4,37352868852459;7,988778859281368;
2142;1.11:42:00;0;0;0;0;0;0;0;1,0823322027493132;3,3083844309163206;1,356069578345752;0;0;1,3475774845555109;0;0;0;0;0;0;23,814510083019385;0;0;0;3,8000000000000003;0;0;0;0;11,979629610257085;0;1,9992103020186405;4,37352868852459;7,988817510052076;
2143;1.11:43:00;0;0;0;0;0;0;0;1,0823654790373125;3,3083946039288197;1,356122489741112;0;0;1,3477161018865924;0;0;0;0;0;0;23,81481276258402;0;0;0;3,8000000000000003;0;0;0;0;11,979738573384427;0;1,999211787131258;4,37352868852459;7,989457836718314;
2144;1.11:44:00;0;0;0;0;0;0;0;1,0824129470755104;3,3088876209245575;1,3562033811655003;0;0;1,3477375986264666;0;0;0;0;0;0;23,81755978818769;0;0;0;3,8000000000000003;0;0;0;0;11,980612989374267;0;1,999304830574876;4,37352868852459;7,989502671301707;
2145;1.11:45:00;0;0;0;0;0;0;0;1,0824185373599315;3,3090285189989754;1,356308704288985;0;0;1,3477465131591637;0;0;0;0;0;0;23,818530901010867;0;0;0;3,8000000000000003;0;0;0;0;11,983315970729665;0;1,9993064861906897;4,37352868852459;7,989586622311032;
2146;1.11:46:00;0;0;0;0;0;0;0;1,0824227705045184;3,309452301590588;1,3564230181273005;0;0;1,3478357166804433;0;0;0;0;0;0;23,819371188094134;0;0;0;3,8000000000000003;0;0;0;0;11,984599130856127;0;1,9993529858605477;4,37352868852459;7,9896183534505205;
2147;1.11:47:00;0;0;0;0;0;0;0;1,0824365983909214;3,3098812336438055;1,3564402308003947;0;0;1,3478748065846649;0;0;0;0;0;0;23,821352050376895;0;0;0;3,8000000000000003;0;0;0;0;11,984710965264384;0;1,9993853349469228;4,37352868852459;7,989710095971319;
2148;1.11:48:00;0;0;0;0;0;0;0;1,0824789535641093;3,3102765746208935;1,3564497680534249;0;0;1,347890536334657;0;0;0;0;0;0;23,82141528275476;0;0;0;3,8000000000000003;0;0;0;0;11,984833822433835;0;1,999457097911533;4,37352868852459;7,989712248280286;
2149;1.11:49:00;0;0;0;0;0;0;0;1,0825027379771386;3,310489265753756;1,3564790563969875;0;0;1,3479931695455254;0;0;0;0;0;0;23,82264396160299;0;0;0;3,8000000000000003;0;0;0;0;11,985130097991144;0;1,9995131662178418;4,37352868852459;7,989827859134012;
2150;1.11:50:00;0;0;0;0;0;0;0;1,0825378613823626;3,310505033172808;1,356503314419269;0;0;1,348019461226045;0;0;0;0;0;0;23,823637507230956;0;0;0;3,8000000000000003;0;0;0;0;11,986293796626786;0;1,999593231340425;4,37352868852459;7,9917680608939445;
2151;1.11:51:00;0;0;0;0;0;0;0;1,0825863318815274;3,310592426991684;1,3565457484169927;0;0;1,348055940825764;0;0;0;0;0;0;23,82450142939723;0;0;0;3,8000000000000003;0;0;0;0;11,98651153256529;0;1,999674986516814;4,37352868852459;7,991842848543811;
2152;1.11:52:00;0;0;0;0;0;0;0;1,0826133269972475;3,310656498945719;1,356863092724516;0;0;1,3480632125908392;0;0;0;0;0;0;23,824832398394502;0;0;0;3,8000000000000003;0;0;0;0;11,98673580669339;0;1,9997164002065024;4,37352868852459;7,993144409067516;
2153;1.11:53:00;0;0;0;0;0;0;0;1,0826256353947283;3,3107457178092456;1,3569364840564608;0;0;1,348111200107799;0;0;0;0;0;0;23,825041895721572;0;0;0;3,8000000000000003;0;0;0;0;11,986819918739576;0;1,9997730950028376;4,37352868852459;7,993166493536027;
2154;1.11:54:00;0;0;0;0;0;0;0;1,082652921474329;3,310815443581452;1,357002316578085;0;0;1,3481139944221645;0;0;0;0;0;0;23,825457409997583;0;0;0;3,8000000000000003;0;0;0;0;11,987119070751087;0;1,999794251921876;4,37352868852459;7,99326575922872;
2155;1.11:55:00;0;0;0;0;0;0;0;1,082658929456548;3,310883725023609;1,3570048560466648;0;0;1,3481518689326846;0;0;0;0;0;0;23,827994636298275;0;0;0;3,8000000000000003;0;0;0;0;11,987722887191852;0;1,9999278370321822;4,37352868852459;7,99366994937561;
2156;1.11:56:00;0;0;0;0;0;0;0;1,082680995484974;3,3114311717703067;1,3570634759814535;0;0;1,3482563332342974;0;0;0;0;0;0;23,83090233160413;0;0;0;3,8000000000000003;0;0;0;0;11,988139953986463;0;2,0001481558703404;4,37352868852459;7,994006929056804;
2157;1.11:57:00;0;0;0;0;0;0;0;1,0826982206205518;3,311581198467492;1,357114329165992;0;0;1,3482671117538385;0;0;0;0;0;0;23,833259819402507;0;0;0;3,8000000000000003;0;0;0;0;11,988328068982485;0;2,000181467309249;4,37352868852459;7,994856957267267;
2158;1.11:58:00;0;0;0;0;0;0;0;1,082721058329871;3,311615415714804;1,3571177122049616;0;0;1,3483655185795094;0;0;0;0;0;0;23,834573683358162;0;0;0;3,8000000000000003;0;0;0;0;11,988544145672252;0;2,000213325920236;4,37352868852459;7,9949787006036726;
2159;1.11:59:00;0;0;0;0;0;0;0;1,0828054232098978;3,311757393858588;1,3571201744462034;0;0;1,3483802851900957;0;0;0;0;0;0;23,837360730011724;0;0;0;3,8000000000000003;0;0;0;0;11,989892091455003;0;2,0006996966748747;4,37352868852459;7,9949851913824155;
2160;1.12:00:00;0;0;0;0;0;0;0;1,082822303920775;3,31195079353389;1,3571736842346402;0;0;1,3483852186584364;0;0;0;0;0;0;23,838175315960278;0;0;0;3,8000000000000003;0;0;0;0;11,990039405083392;0;2,0007093741932236;4,37352868852459;7,995095437952697;
2161;1.12:01:00;0;0;0;0;0;0;0;1,082893087252154;3,3121369006415153;1,3572453599757475;0;0;1,3484052060519558;0;0;0;0;0;0;23,838916583041954;0;0;0;3,8000000000000003;0;0;0;0;11,99070786265175;0;2,000806458783597;4,37352868852459;7,996069020493264;
2162;1.12:02:00;0;0;0;0;0;0;0;1,082942747550822;3,3121473701986175;1,3572753377132685;0;0;1,3484460039039257;0;0;0;0;0;0;23,84247679288929;0;0;0;3,8000000000000003;0;0;0;0;11,99148149290487;0;2,00085131726252;4,37352868852459;7,996155976391006;
2163;1.12:03:00;0;0;0;0;0;0;0;1,0829519011611888;3,3123263469002624;1,3574120433601666;0;0;1,3485079591128222;0;0;0;0;0;0;23,844168423827337;0;0;0;3,8000000000000003;0;0;0;0;11,991962299142054;0;2,0008568333082333;4,37352868852459;7,996356500593218;
2164;1.12:04:00;0;0;0;0;0;0;0;1,0830481092615796;3,312394074508748;1,357450638108111;0;0;1,3485622381545843;0;0;0;0;0;0;23,844276669082276;0;0;0;3,8000000000000003;0;0;0;0;11,992093043101775;0;2,0008896488046295;4,37352868852459;7,996436573471634;
2165;1.12:05:00;0;0;0;0;0;0;0;1,0830840512047089;3,312634599740902;1,3575736660157425;0;0;1,3486378043031446;0;0;0;0;0;0;23,846169954352884;0;0;0;3,8000000000000003;0;0;0;0;11,992706430206233;0;2,000907559041583;4,37352868852459;7,996605952474487;
2166;1.12:06:00;0;0;0;0;0;0;0;1,0831015607761745;3,31280649143533;1,3575824972346031;0;0;1,34864765894463;0;0;0;0;0;0;23,849717904341748;0;0;0;3,8000000000000003;0;0;0;0;11,993187408805372;0;2,0009383608839286;4,37352868852459;7,996856698457067;
2167;1.12:07:00;0;0;0;0;0;0;0;1,0831928225396077;3,313204230472957;1,3577581494035997;0;0;1,348698537715765;0;0;0;0;0;0;23,849868863740394;0;0;0;3,8000000000000003;0;0;0;0;11,993311073674558;0;2,0009539298065357;4,37352868852459;7,9973165450901975;
2168;1.12:08:00;0;0;0;0;0;0;0;1,083289685875832;3,313273835872874;1,3578261951864399;0;0;1,3487107274754462;0;0;0;0;0;0;23,849989631529347;0;0;0;3,8000000000000003;0;0;0;0;11,99369865488187;0;2,0010724920632335;4,37352868852459;7,997472504319489;
2169;1.12:09:00;0;0;0;0;0;0;0;1,0834116630500694;3,313359270378076;1,357856589237466;0;0;1,3487279247852304;0;0;0;0;0;0;23,85013752015686;0;0;0;3,8000000000000003;0;0;0;0;11,993927225217243;0;2,0011590167911164;4,37352868852459;7,997704240283384;
2170;1.12:10:00;0;0;0;0;0;0;0;1,083673076657657;3,313574739314908;1,3579310762793646;0;0;1,348734858399409;0;0;0;0;0;0;23,85151509441515;0;0;0;3,8000000000000003;0;0;0;0;11,994086716285096;0;2,001234100794248;4,37352868852459;7,997852821704431;
2171;1.12:11:00;0;0;0;0;0;0;0;1,0837260034411635;3,3136438183582917;1,358033065852886;0;0;1,3487487187075229;0;0;0;0;0;0;23,85165290664965;0;0;0;3,8000000000000003;0;0;0;0;11,994250656337297;0;2,001387388204569;4,37352868852459;7,997863581133318;
2172;1.12:12:00;0;0;0;0;0;0;0;1,0838594208198233;3,3136624877565515;1,3580872865101714;0;0;1,3487644896196673;0;0;0;0;0;0;23,851953296436918;0;0;0;3,8000000000000003;0;0;0;0;11,994417024743512;0;2,001442868171769;4,37352868852459;7,998058458287018;
2173;1.12:13:00;0;0;0;0;0;0;0;1,083933208138358;3,3138744731285117;1,3582143035082206;0;0;1,3487781708466255;0;0;0;0;0;0;23,855373947477524;0;0;0;3,8000000000000003;0;0;0;0;11,994745136458654;0;2,001462175532285;4,37352868852459;7,998106608036773;
2174;1.12:14:00;0;0;0;0;0;0;0;1,083965425072328;3,31400836667584;1,3582225204585308;0;0;1,3487811814183848;0;0;0;0;0;0;23,855981240304796;0;0;0;3,8000000000000003;0;0;0;0;11,996064740291903;0;2,00148770961313;4,37352868852459;7,998137089076737;
2175;1.12:15:00;0;0;0;0;0;0;0;1,0840035326489965;3,3141699804855262;1,3584689271705312;0;0;1,3487975862055046;0;0;0;0;0;0;23,856162812400974;0;0;0;3,8000000000000003;0;0;0;0;11,996103715340364;0;2,0015230090674105;4,37352868852459;7,998369959827109;
2176;1.12:16:00;0;0;0;0;0;0;0;1,0840361009086348;3,3142221012805684;1,3587098329034253;0;0;1,348912328580171;0;0;0;0;0;0;23,856719415833346;0;0;0;3,8000000000000003;0;0;0;0;11,997425943693639;0;2,0016162074272943;4,37352868852459;7,998386049776456;
2177;1.12:17:00;0;0;0;0;0;0;0;1,0841599518428735;3,3142403156686657;1,3587909708250514;0;0;1,348923898407455;0;0;0;0;0;0;23,857852593386113;0;0;0;3,8000000000000003;0;0;0;0;11,998821002599446;0;2,001648858940426;4,37352868852459;7,998818845536968;
2178;1.12:18:00;0;0;0;0;0;0;0;1,0841872077662689;3,3142549106053814;1,358802580199422;0;0;1,3489497381717315;0;0;0;0;0;0;23,860854162639892;0;0;0;3,8000000000000003;0;0;0;0;11,998975864131891;0;2,0018920392319437;4,37352868852459;7,998974824296338;
2179;1.12:19:00;0;0;0;0;0;0;0;1,0841952353485085;3,314479956719766;1,3588137801289757;0;0;1,3490294767934645;0;0;0;0;0;0;23,861220622104437;0;0;0;3,8000000000000003;0;0;0;0;11,999780523647688;0;2,00231000938968;4,37352868852459;7,998982055937387;
2180;1.12:20:00;0;0;0;0;0;0;0;1,0842833152975193;3,3146009530445792;1,3588469469632698;0;0;1,3490367841385438;0;0;0;0;0;0;23,861683853099354;0;0;0;3,8000000000000003;0;0;0;0;12,002677946715197;0;2,0023540630787653;4,37352868852459;7,999315028349404;
2181;1.12:21:00;0;0;0;0;0;0;0;1,0843318679646967;3,3146385931969533;1,358935085210352;0;0;1,349045396563626;0;0;0;0;0;0;23,866144222079924;0;0;0;3,8000000000000003;0;0;0;0;12,003772246761738;0;2,0024186977838636;4,37352868852459;7,999631015020914;
2182;1.12:22:00;0;0;0;0;0;0;0;1,084383720703539;3,3149167669698207;1,358993307927825;0;0;1,3491152577495242;0;0;0;0;0;0;23,866597889363945;0;0;0;3,8000000000000003;0;0;0;0;12,003942217470271;0;2,0024325879347455;4,37572327868853;8,000038831996878;
2183;1.12:23:00;0;0;0;0;0;0;0;1,0845643324032916;3,3151616931660417;1,3589961872829681;0;0;1,349136495983534;0;0;0;0;0;0;23,868894985258834;0;0;0;3,8000000000000003;0;0;0;0;12,004232569316292;0;2,002460807723356;4,37572327868853;8,000544390771902;
2184;1.12:24:00;0;0;0;0;0;0;0;1,0846417355550129;3,315178479079441;1,3590114620119587;0;0;1,3493228029860405;0;0;0;0;0;0;23,869805408172073;0;0;0;3,8000000000000003;0;0;0;0;12,005404711922747;0;2,0025064859443953;4,37572327868853;8,000552877064997;
2185;1.12:25:00;0;0;0;0;0;0;0;1,0846621436903876;3,315183371282337;1,3590683226267162;0;0;1,3493882640141273;0;0;0;0;0;0;23,871265654410337;0;0;0;3,8000000000000003;0;0;0;0;12,00566423420432;0;2,002511849949334;4,37572327868853;8,00082749150871;
2186;1.12:26:00;0;0;0;0;0;0;0;1,084666119689887;3,315345837504093;1,3591952706893031;0;0;1,3494312094627343;0;0;0;0;0;0;23,8743027898861;0;0;0;3,8000000000000003;0;0;0;0;12,006144449610275;0;2,002517895890749;4,37572327868853;8,001205623840061;
2187;1.12:27:00;0;0;0;0;0;0;0;1,0846988570787075;3,315361806442621;1,3592025452887144;0;0;1,3494527347518264;0;0;0;0;0;0;23,87461770374655;0;0;0;3,8000000000000003;0;0;0;0;12,006407697673588;0;2,0025262123484473;4,37572327868853;8,001531051948035;
2188;1.12:28:00;0;0;0;0;0;0;0;1,0848020044316184;3,315417485883832;1,3592644976117116;0;0;1,349468168755836;0;0;0;0;0;0;23,87610800614336;0;0;0;3,8000000000000003;0;0;0;0;12,006539403544316;0;2,0025322451634073;4,37572327868853;8,00185151587433;
2189;1.12:29:00;0;0;0;0;0;0;0;1,084824329855376;3,3157004260915324;1,3593518964824833;0;0;1,3495433252630764;0;0;0;0;0;0;23,878319191765193;0;0;0;3,8000000000000003;0;0;0;0;12,006853619764827;0;2,002547182217243;4,37572327868853;8,0021310409605;
2190;1.12:30:00;0;0;0;0;0;0;0;1,0848430017458615;3,315872044208084;1,3593878318044983;0;0;1,3495628175876653;0;0;0;0;0;0;23,879143936982324;0;0;0;3,8000000000000003;0;0;0;0;12,007794401993364;0;2,002563394466144;4,37572327868853;8,002235451951318;
2191;1.12:31:00;0;0;0;0;0;0;0;1,084881293224459;3,316013713746276;1,3594154959852873;0;0;1,3496369810572717;0;0;0;0;0;0;23,879794862785094;0;0;0;3,8000000000000003;0;0;0;0;12,00894597425772;0;2,0028104729476977;4,37572327868853;8,002516486675514;
2192;1.12:32:00;0;0;0;0;0;0;0;1,0849326754290995;3,3160331060970236;1,359434309797915;0;0;1,3496776130152817;0;0;0;0;0;0;23,880393193683656;0;0;0;3,8000000000000003;0;0;0;0;12,00968586114528;0;2,0028599782497425;4,37572327868853;8,002583968902812;
2193;1.12:33:00;0;0;0;0;0;0;0;1,084937645926931;3,3162035573373543;1,3595308779234851;0;0;1,349685924314595;0;0;0;0;0;0;23,88144492554736;0;0;0;3,8000000000000003;0;0;0;0;12,010438979500083;0;2,0029950946210944;4,37572327868853;8,002849928791116;
2194;1.12:34:00;0;0;0;0;0;0;0;1,084942187995643;3,3163943622024066;1,359552371576384;0;0;1,3497060289307274;0;0;0;0;0;0;23,884396653486604;0;0;0;3,8000000000000003;0;0;0;0;12,01067593703343;0;2,0030396765390135;4,37572327868853;8,00308451780223;
2195;1.12:35:00;0;0;0;0;0;0;0;1,0849438675304395;3,31658815862769;1,3595551295337178;0;0;1,3497134296950464;0;0;0;0;0;0;23,885012939400106;0;0;0;3,8000000000000003;0;0;0;0;12,01154568446324;0;2,003061238011095;4,37572327868853;8,003117237404476;
2196;1.12:36:00;0;0;0;0;0;0;0;1,0849473650923673;3,317046331058273;1,3597711124980085;0;0;1,3497195824117434;0;0;0;0;0;0;23,885792155537867;0;0;0;3,8000000000000003;0;0;0;0;12,011611975042987;0;2,0031175870912357;4,37572327868853;8,00321306357329;
2197;1.12:37:00;0;0;0;0;0;0;0;1,0849563547344623;3,3170749239661705;1,3597735192081832;0;0;1,3497394276593133;0;0;0;0;0;0;23,888817494517774;0;0;0;3,8000000000000003;0;0;0;0;12,01175146412594;0;2,00311793099195;4,37572327868853;8,003866402429528;
2198;1.12:38:00;0;0;0;0;0;0;0;1,0849925020492686;3,31728825623347;1,3597785331292034;0;0;1,3497751364396458;0;0;0;0;0;0;23,88887348465724;0;0;0;3,8000000000000003;0;0;0;0;12,013169659732611;0;2,00312247913651;4,37572327868853;8,004640086497627;
2199;1.12:39:00;0;0;0;0;0;0;0;1,0850527338651805;3,317573922753893;1,3598239278049407;0;0;1,349833840551072;0;0;0;0;0;0;23,889185496715434;0;0;0;3,8000000000000003;0;0;0;0;12,01370145039407;0;2,003179838382064;4,37572327868853;8,005793136608393;
2200;1.12:40:00;0;0;0;0;0;0;0;1,085057351841761;3,3175889208375966;1,3598604442282214;0;0;1,3499454622339047;0;0;0;0;0;0;23,889299599387872;0;0;0;3,8000000000000003;0;0;0;0;12,014082552834324;0;2,0033463180121127;4,37572327868853;8,006451560176503;
2201;1.12:41:00;0;0;0;0;0;0;0;1,0850985638305737;3,31802122002851;1,3598811869330958;0;0;1,3499514995528359;0;0;0;0;0;0;23,889571767857788;0;0;0;3,8000000000000003;0;0;0;0;12,014266607194141;0;2,0034423067342795;4,37572327868853;8,006675018801422;
2202;1.12:42:00;0;0;0;0;0;0;0;1,0851185266866812;3,318390624488367;1,3599170431290368;0;0;1,3499550694651752;0;0;0;0;0;0;23,89003492105338;0;0;0;3,8000000000000003;0;0;0;0;12,015077307075993;0;2,0034681803617294;4,37572327868853;8,006705907228461;
2203;1.12:43:00;0;0;0;0;0;0;0;1,0851393014538466;3,3184190370790088;1,3600242324589429;0;0;1,350035715971003;0;0;0;0;0;0;23,8902263861441;0;0;0;3,8000000000000003;0;0;0;0;12,015645312797421;0;2,0036817516496837;4,37572327868853;8,006975869073182;
