None.Time;Calender;Calender for Excel;Sunday;Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;
480;08:00:00;'08:00:00;1;;;0,5;0;1;1;
481;08:01:00;'08:01:00;1;;;0,5;0;1;1;
482;08:02:00;'08:02:00;1;;;0,5;0;1;1;
483;08:03:00;'08:03:00;1;;;0,5;0;1;1;
484;08:04:00;'08:04:00;1;;;0,5;0;1;1;
485;08:05:00;'08:05:00;1;;;0,5;0;1;1;
486;08:06:00;'08:06:00;1;;;0,5;1;1;1;
487;08:07:00;'08:07:00;1;;;0,5;1;1;1;
488;08:08:00;'08:08:00;1;;;0,5;1;1;1;
489;08:09:00;'08:09:00;1;;;0,5;1;1;1;
490;08:10:00;'08:10:00;1;;;0,5;1;1;1;
491;08:11:00;'08:11:00;1;;;0,5;1;1;1;
492;08:12:00;'08:12:00;1;;;0,5;1;1;1;
493;08:13:00;'08:13:00;1;;;0,5;1;1;1;
494;08:14:00;'08:14:00;1;;;0,5;1;0;1;
495;08:15:00;'08:15:00;1;;;0,5;1;0;1;
496;08:16:00;'08:16:00;1;;;0,5;1;0;1;
497;08:17:00;'08:17:00;1;;;0,5;1;0;1;
498;08:18:00;'08:18:00;1;;;0,5;1;0;1;
499;08:19:00;'08:19:00;1;;;0,5;1;0;1;
500;08:20:00;'08:20:00;1;;;0,5;1;0;1;
501;08:21:00;'08:21:00;1;;;0,5;1;0;1;
502;08:22:00;'08:22:00;1;;;0,5;1;0;1;
503;08:23:00;'08:23:00;1;;;0,5;1;0;1;
504;08:24:00;'08:24:00;1;;;0,5;1;0;1;
505;08:25:00;'08:25:00;1;;;0,5;1;0;1;
506;08:26:00;'08:26:00;1;;;0,5;1;0;1;
507;08:27:00;'08:27:00;1;;;0,5;1;0;1;
508;08:28:00;'08:28:00;1;;;0,5;1;0;1;
509;08:29:00;'08:29:00;1;;;0,5;1;0;1;
510;08:30:00;'08:30:00;1;;;0,5;1;0;1;
511;08:31:00;'08:31:00;1;;;0,5;1;0;1;
512;08:32:00;'08:32:00;1;;;0,5;1;0;1;
513;08:33:00;'08:33:00;1;;;0,5;1;0;1;
514;08:34:00;'08:34:00;1;;;0,5;1;0;1;
515;08:35:00;'08:35:00;1;;;0,5;1;1;2;
516;08:36:00;'08:36:00;1;;;0,5;1;1;2;
517;08:37:00;'08:37:00;1;;;0,5;1;1;2;
518;08:38:00;'08:38:00;1;;;0,5;1;1;2;
519;08:39:00;'08:39:00;1;;;0,5;1;1;2;
520;08:40:00;'08:40:00;1;;;0,5;1;1;2;
521;08:41:00;'08:41:00;1;;;0,5;1;1;2;
522;08:42:00;'08:42:00;1;;;0,5;1;1;2;
523;08:43:00;'08:43:00;1;;;0,5;1;1;2;
524;08:44:00;'08:44:00;1;;;0,5;1;1;2;
525;08:45:00;'08:45:00;1;;;0,5;1;1;2;
526;08:46:00;'08:46:00;1;;;0,5;1;1;2;
527;08:47:00;'08:47:00;1;;;0,5;1;1;2;
528;08:48:00;'08:48:00;1;;;0,5;1;1;2;
529;08:49:00;'08:49:00;1;;;0,5;1;1;2;
530;08:50:00;'08:50:00;1;;;0,5;1;1;2;
531;08:51:00;'08:51:00;1;;;0,5;1;1;2;
532;08:52:00;'08:52:00;1;;;0,5;1;1;2;
533;08:53:00;'08:53:00;1;;;0,5;1;1;2;
534;08:54:00;'08:54:00;1;;;0,5;1;1;2;
535;08:55:00;'08:55:00;1;;;0,5;1;1;2;
536;08:56:00;'08:56:00;1;;;0;1;1;2;
537;08:57:00;'08:57:00;1;;;0;1;1;2;
538;08:58:00;'08:58:00;0;;;0;1;1;2;
539;08:59:00;'08:59:00;0;;;0;1;1;2;
540;09:00:00;'09:00:00;0;;;0;1;1;2;
541;09:01:00;'09:01:00;0;;;0;1;1;2;
542;09:02:00;'09:02:00;0;;;0;1;1;2;
543;09:03:00;'09:03:00;0;;;0;1;1;2;
544;09:04:00;'09:04:00;0;;;0;1;1;2;
545;09:05:00;'09:05:00;0;;;0;1;1;2;
546;09:06:00;'09:06:00;0;;;0;1;2;2;
547;09:07:00;'09:07:00;0;;;0;1;2;2;
548;09:08:00;'09:08:00;0;;;0;1;2;2;
549;09:09:00;'09:09:00;0;;;0;1;2;2;
550;09:10:00;'09:10:00;0;;;0;1;2;2;
551;09:11:00;'09:11:00;0;;;0;1;2;2;
552;09:12:00;'09:12:00;0;;;0;1;2;2;
553;09:13:00;'09:13:00;0;;;0;1;2;2;
554;09:14:00;'09:14:00;0;;;0;1;2;2;
555;09:15:00;'09:15:00;0;;;0;1;2;2;
556;09:16:00;'09:16:00;0;;;0;1;2;2;
557;09:17:00;'09:17:00;0;;;0;1;2;2;
558;09:18:00;'09:18:00;0;;;0;1;2;2;
559;09:19:00;'09:19:00;0;;;0;1;2;2;
560;09:20:00;'09:20:00;0;;;0;1;2;2;
561;09:21:00;'09:21:00;0;;;0;1;2;2;
562;09:22:00;'09:22:00;0;;;0;1;2;2;
563;09:23:00;'09:23:00;0;;;0;1;2;2;
564;09:24:00;'09:24:00;0;;;0;1;2;2;
565;09:25:00;'09:25:00;0;;;0;1;2;2;
566;09:26:00;'09:26:00;0;;;0;1;2;2;
567;09:27:00;'09:27:00;0;;;0;1;2;2;
568;09:28:00;'09:28:00;0;;;0;1;2;2;
569;09:29:00;'09:29:00;0;;;0;1;2;2;
570;09:30:00;'09:30:00;0;;;0;1;2;2;
571;09:31:00;'09:31:00;0;;;0;1;2;2;
572;09:32:00;'09:32:00;0;;;0;1;2;2;
573;09:33:00;'09:33:00;0;;;0;1;2;2;
574;09:34:00;'09:34:00;0;;;0;1;2;1;
575;09:35:00;'09:35:00;0;;;0;1;2;1;
576;09:36:00;'09:36:00;0;;;0;1;2;1;
577;09:37:00;'09:37:00;0;;;0;1;2;1;
578;09:38:00;'09:38:00;0;;;0;1;2;1;
579;09:39:00;'09:39:00;0;;;0;1;2;1;
580;09:40:00;'09:40:00;0;;;0;1;2;1;
581;09:41:00;'09:41:00;0;;;0;1;2;1;
582;09:42:00;'09:42:00;0;;;0;1;2;1;
583;09:43:00;'09:43:00;0;;;0;1;2;1;
584;09:44:00;'09:44:00;0;;;0;1;2;1;
585;09:45:00;'09:45:00;0;;;0;1;2;1;
586;09:46:00;'09:46:00;0;;;0;1;2;1;
587;09:47:00;'09:47:00;0;;;0;1;2;1;
588;09:48:00;'09:48:00;0;;;0;1;2;1;
589;09:49:00;'09:49:00;0;;;0;1;2;1;
590;09:50:00;'09:50:00;0;;;0;1;2;1;
591;09:51:00;'09:51:00;0;;;0;1;2;1;
592;09:52:00;'09:52:00;0;;;0;1;2;1;
593;09:53:00;'09:53:00;0;;;0;1;2;1;
594;09:54:00;'09:54:00;0;;;0;1;2;1;
595;09:55:00;'09:55:00;0;;;0;1;2;1;
596;09:56:00;'09:56:00;0;;;0;1;2;1;
597;09:57:00;'09:57:00;0;;;0;1;2;1;
598;09:58:00;'09:58:00;0;;;0;1;2;1;
599;09:59:00;'09:59:00;0;;;0;1;2;1;
600;10:00:00;'10:00:00;0;;;0;1;2;1;
601;10:01:00;'10:01:00;1;;;0;1;2;1;
602;10:02:00;'10:02:00;1;;;0;1;2;1;
603;10:03:00;'10:03:00;1;;;0;1;2;1;
604;10:04:00;'10:04:00;1;;;0;1;2;1;
605;10:05:00;'10:05:00;1;;;0;1;2;1;
606;10:06:00;'10:06:00;1;;;0;1;2;1;
607;10:07:00;'10:07:00;1;;;0;1;2;1;
608;10:08:00;'10:08:00;1;;;0;1;2;1;
609;10:09:00;'10:09:00;1;;;0;1;2;1;
610;10:10:00;'10:10:00;1;;;0;1;2;1;
611;10:11:00;'10:11:00;1;;;0;1;2;1;
612;10:12:00;'10:12:00;1;;;0;1;2;1;
613;10:13:00;'10:13:00;1;;;0;1;2;1;
614;10:14:00;'10:14:00;1;;;0;1;2;1;
615;10:15:00;'10:15:00;1;;;0;1;1;1;
616;10:16:00;'10:16:00;1;;;0;1;1;1;
617;10:17:00;'10:17:00;1;;;0;1;1;1;
618;10:18:00;'10:18:00;1;;;0;1;1;1;
619;10:19:00;'10:19:00;1;;;0;1;1;1;
620;10:20:00;'10:20:00;1;;;0;1;1;1;
621;10:21:00;'10:21:00;1;;;0;1;1;1;
622;10:22:00;'10:22:00;1;;;0;1;1;1;
623;10:23:00;'10:23:00;1;;;0;1;1;1;
624;10:24:00;'10:24:00;1;;;0;1;1;1;
625;10:25:00;'10:25:00;1;;;0;1;1;1;
626;10:26:00;'10:26:00;1;;;0;1;1;1;
627;10:27:00;'10:27:00;1;;;0;1;1;1;
628;10:28:00;'10:28:00;1;;;0;1;1;1;
629;10:29:00;'10:29:00;1;;;0;1;1;1;
630;10:30:00;'10:30:00;1;;;0;1;1;1;
631;10:31:00;'10:31:00;1;;;0;1;1;1;
632;10:32:00;'10:32:00;1;;;0;1;1;1;
633;10:33:00;'10:33:00;1;;;0;1;1;1;
634;10:34:00;'10:34:00;1;;;0;1;1;1;
635;10:35:00;'10:35:00;1;;;0;1;1;1;
636;10:36:00;'10:36:00;1;;;0;1;1;1;
637;10:37:00;'10:37:00;1;;;0;1;1;1;
638;10:38:00;'10:38:00;1;;;0;1;1;1;
639;10:39:00;'10:39:00;1;;;0;1;1;1;
640;10:40:00;'10:40:00;1;;;0;1;1;1;
641;10:41:00;'10:41:00;1;;;0;1;1;1;
642;10:42:00;'10:42:00;1;;;0;1;1;1;
643;10:43:00;'10:43:00;1;;;0;1;1;1;
644;10:44:00;'10:44:00;1;;;0;1;1;1;
645;10:45:00;'10:45:00;1;;;0;1;1;1;
646;10:46:00;'10:46:00;1;;;0;1;1;1;
647;10:47:00;'10:47:00;1;;;0;1;1;1;
648;10:48:00;'10:48:00;1;;;0;1;1;1;
649;10:49:00;'10:49:00;1;;;0;1;1;1;
650;10:50:00;'10:50:00;1;;;0,5;1;1;1;
651;10:51:00;'10:51:00;1;;;0,5;1;1;1;
652;10:52:00;'10:52:00;1;;;0,5;1;1;1;
653;10:53:00;'10:53:00;1;;;0,5;1;1;1;
654;10:54:00;'10:54:00;1;;;0,5;1;1;1;
655;10:55:00;'10:55:00;1;;;0,5;1;1;1;
656;10:56:00;'10:56:00;1;;;0,5;1;1;1;
657;10:57:00;'10:57:00;1;;;0,5;1;1;1;
658;10:58:00;'10:58:00;1;;;0,5;1;1;1;
659;10:59:00;'10:59:00;1;;;0,5;1;1;1;
660;11:00:00;'11:00:00;1;;;0,5;1;1;1;
661;11:01:00;'11:01:00;1;;;0,5;1;1;1;
662;11:02:00;'11:02:00;1;;;0,5;1;1;1;
663;11:03:00;'11:03:00;1;;;0,5;1;1;1;
664;11:04:00;'11:04:00;1;;;0,5;1;1;1;
665;11:05:00;'11:05:00;1;;;0,5;1;1;1;
666;11:06:00;'11:06:00;1;;;0,5;1;1;1;
667;11:07:00;'11:07:00;1;;;0,5;1;1;1;
668;11:08:00;'11:08:00;1;;;0,5;1;1;1;
669;11:09:00;'11:09:00;1;;;0,5;1;1;1;
670;11:10:00;'11:10:00;1;;;0,5;1;1;1;
671;11:11:00;'11:11:00;1;;;0,5;1;1;1;
672;11:12:00;'11:12:00;1;;;0,5;1;1;1;
673;11:13:00;'11:13:00;1;;;0,5;1;1;1;
674;11:14:00;'11:14:00;1;;;0,5;1;1;1;
675;11:15:00;'11:15:00;1;;;0,5;1;1;1;
676;11:16:00;'11:16:00;1;;;0,5;1;1;1;
677;11:17:00;'11:17:00;1;;;0,5;1;1;1;
678;11:18:00;'11:18:00;1;;;0,5;1;1;1;
679;11:19:00;'11:19:00;1;;;0,5;1;1;1;
680;11:20:00;'11:20:00;1;;;0,5;1;1;1;
681;11:21:00;'11:21:00;1;;;0,5;1;1;1;
682;11:22:00;'11:22:00;1;;;0,5;1;1;1;
683;11:23:00;'11:23:00;1;;;0,5;1;1;1;
684;11:24:00;'11:24:00;1;;;0,5;1;1;1;
685;11:25:00;'11:25:00;1;;;0,5;1;1;1;
686;11:26:00;'11:26:00;1;;;0,5;1;1;1;
687;11:27:00;'11:27:00;1;;;0,5;1;1;1;
688;11:28:00;'11:28:00;1;;;0,5;1;1;1;
689;11:29:00;'11:29:00;1;;;0,5;1;1;1;
690;11:30:00;'11:30:00;1;;;0,5;1;2;1;
691;11:31:00;'11:31:00;1;;;0,5;1;2;1;
692;11:32:00;'11:32:00;1;;;0,5;1;2;1;
693;11:33:00;'11:33:00;1;;;0,5;1;2;1;
694;11:34:00;'11:34:00;1;;;0,5;1;2;1;
695;11:35:00;'11:35:00;1;;;0,5;1;2;1;
696;11:36:00;'11:36:00;1;;;0,5;1;2;1;
697;11:37:00;'11:37:00;1;;;0,5;1;2;1;
698;11:38:00;'11:38:00;1;;;0,5;1;2;1;
699;11:39:00;'11:39:00;1;;;0,5;1;2;1;
700;11:40:00;'11:40:00;1;;;0,5;1;2;1;
701;11:41:00;'11:41:00;1;;;0,5;1;2;1;
702;11:42:00;'11:42:00;1;;;0,5;1;2;1;
703;11:43:00;'11:43:00;1;;;0,5;1;2;1;
704;11:44:00;'11:44:00;1;;;0,5;1;2;1;
705;11:45:00;'11:45:00;1;;;0,5;1;2;1;
706;11:46:00;'11:46:00;1;;;0,5;1;2;1;
707;11:47:00;'11:47:00;1;;;0,5;1;2;1;
708;11:48:00;'11:48:00;1;;;0,5;1;2;1;
709;11:49:00;'11:49:00;1;;;0,5;1;1;1;
710;11:50:00;'11:50:00;1;;;0,5;1;1;1;
711;11:51:00;'11:51:00;1;;;0;1;1;1;
712;11:52:00;'11:52:00;1;;;0;1;1;1;
713;11:53:00;'11:53:00;1;;;0;1;1;1;
714;11:54:00;'11:54:00;1;;;0;1;1;1;
715;11:55:00;'11:55:00;1;;;0;1;1;1;
716;11:56:00;'11:56:00;1;;;0;1;1;1;
717;11:57:00;'11:57:00;1;;;0;1;1;1;
718;11:58:00;'11:58:00;1;;;0;1;1;1;
719;11:59:00;'11:59:00;1;;;0;1;1;1;
720;12:00:00;'12:00:00;1;;;0;1;1;1;
721;12:01:00;'12:01:00;1;;;0;1;1;1;
722;12:02:00;'12:02:00;1;;;0;1;1;1;
723;12:03:00;'12:03:00;1;;;0;1;1;1;
724;12:04:00;'12:04:00;1;;;0;1;1;1;
725;12:05:00;'12:05:00;1;;;0;1;1;1;
726;12:06:00;'12:06:00;1;;;0;1;1;1;
727;12:07:00;'12:07:00;1;;;0;1;1;1;
728;12:08:00;'12:08:00;1;;;0;1;1;1;
729;12:09:00;'12:09:00;1;;;0;1;1;1;
730;12:10:00;'12:10:00;1;;;0;1;1;1;
731;12:11:00;'12:11:00;1;;;0;1;1;1;
732;12:12:00;'12:12:00;1;;;0;1;1;1;
733;12:13:00;'12:13:00;1;;;0;1;1;1;
734;12:14:00;'12:14:00;1;;;0;1;1;1;
735;12:15:00;'12:15:00;1;;;0;1;1;1;
736;12:16:00;'12:16:00;1;;;0;1;1;1;
737;12:17:00;'12:17:00;1;;;0;1;1;1;
738;12:18:00;'12:18:00;1;;;0;1;1;1;
739;12:19:00;'12:19:00;1;;;0;1;1;1;
740;12:20:00;'12:20:00;1;;;0;1;1;1;
741;12:21:00;'12:21:00;1;;;0;1;1;1;
742;12:22:00;'12:22:00;1;;;0;1;1;1;
743;12:23:00;'12:23:00;1;;;0;1;1;1;
744;12:24:00;'12:24:00;1;;;0;1;1;1;
745;12:25:00;'12:25:00;1;;;0;1;1;1;
746;12:26:00;'12:26:00;1;;;0;1;1;1;
747;12:27:00;'12:27:00;1;;;0;1;1;1;
748;12:28:00;'12:28:00;1;;;0;1;1;1;
749;12:29:00;'12:29:00;1;;;0;1;1;1;
750;12:30:00;'12:30:00;1;;;0;1;1;1;
751;12:31:00;'12:31:00;1;;;0;1;1;1;
752;12:32:00;'12:32:00;1;;;0;1;1;1;
753;12:33:00;'12:33:00;1;;;0;1;1;1;
754;12:34:00;'12:34:00;1;;;0;1;1;1;
755;12:35:00;'12:35:00;1;;;0;1;1;1;
756;12:36:00;'12:36:00;1;;;0;1;1;1;
757;12:37:00;'12:37:00;1;;;0;1;1;1;
758;12:38:00;'12:38:00;1;;;0;1;1;1;
759;12:39:00;'12:39:00;1;;;0;1;1;1;
760;12:40:00;'12:40:00;1;;;0;1;1;1;
761;12:41:00;'12:41:00;1;;;0;1;1;1;
762;12:42:00;'12:42:00;1;;;0;1;1;1;
763;12:43:00;'12:43:00;1;;;0;1;1;1;
764;12:44:00;'12:44:00;1;;;0;1;1;1;
765;12:45:00;'12:45:00;1;;;0;1;1;1;
766;12:46:00;'12:46:00;1;;;0;1;1;1;
767;12:47:00;'12:47:00;1;;;0;1;1;1;
768;12:48:00;'12:48:00;1;;;0;1;1;1;
769;12:49:00;'12:49:00;1;;;0;1;1;1;
770;12:50:00;'12:50:00;1;;;0;1;1;1;
771;12:51:00;'12:51:00;1;;;0;1;1;1;
772;12:52:00;'12:52:00;1;;;0;1;1;1;
773;12:53:00;'12:53:00;1;;;0;1;1;1;
774;12:54:00;'12:54:00;1;;;0;1;1;1;
775;12:55:00;'12:55:00;1;;;0;1;1;1;
776;12:56:00;'12:56:00;1;;;0;1;1;1;
777;12:57:00;'12:57:00;1;;;0;1;1;1;
778;12:58:00;'12:58:00;1;;;0;1;1;1;
779;12:59:00;'12:59:00;1;;;0;1;1;1;
780;13:00:00;'13:00:00;1;;;0;1;1;1;
781;13:01:00;'13:01:00;1;;;0;1;1;1;
782;13:02:00;'13:02:00;1;;;0;1;1;1;
783;13:03:00;'13:03:00;1;;;0;1;1;1;
784;13:04:00;'13:04:00;1;;;0;1;1;1;
785;13:05:00;'13:05:00;1;;;0;1;1;1;
786;13:06:00;'13:06:00;1;;;0;1;1;1;
787;13:07:00;'13:07:00;1;;;0;1;1;1;
788;13:08:00;'13:08:00;1;;;0;1;1;1;
789;13:09:00;'13:09:00;1;;;0;1;1;1;
790;13:10:00;'13:10:00;1;;;0;1;1;1;
791;13:11:00;'13:11:00;1;;;0;1;1;1;
792;13:12:00;'13:12:00;1;;;0;1;1;1;
793;13:13:00;'13:13:00;1;;;0;1;1;1;
794;13:14:00;'13:14:00;1;;;0;1;1;1;
795;13:15:00;'13:15:00;1;;;0;1;1;1;
796;13:16:00;'13:16:00;1;;;0;1;1;1;
797;13:17:00;'13:17:00;1;;;0;1;1;1;
798;13:18:00;'13:18:00;1;;;0;1;1;1;
799;13:19:00;'13:19:00;1;;;0;1;1;1;
800;13:20:00;'13:20:00;1;;;0;1;1;1;
801;13:21:00;'13:21:00;1;;;0;1;1;1;
802;13:22:00;'13:22:00;1;;;0;1;1;1;
803;13:23:00;'13:23:00;1;;;0;1;1;1;
804;13:24:00;'13:24:00;1;;;0;1;1;1;
805;13:25:00;'13:25:00;1;;;0;1;1;1;
806;13:26:00;'13:26:00;1;;;0;1;1;1;
807;13:27:00;'13:27:00;1;;;0;1;1;1;
808;13:28:00;'13:28:00;1;;;0;1;1;1;
809;13:29:00;'13:29:00;1;;;0;1;1;1;
810;13:30:00;'13:30:00;1;;;0;1;1;1;
811;13:31:00;'13:31:00;1;;;0;1;1;1;
812;13:32:00;'13:32:00;1;;;0;1;1;1;
813;13:33:00;'13:33:00;1;;;0;1;1;1;
814;13:34:00;'13:34:00;1;;;0;1;1;1;
815;13:35:00;'13:35:00;1;;;0;1;1;1;
816;13:36:00;'13:36:00;1;;;0;1;1;1;
817;13:37:00;'13:37:00;1;;;0;1;1;1;
818;13:38:00;'13:38:00;1;;;0;1;1;1;
819;13:39:00;'13:39:00;1;;;0;1;1;1;
820;13:40:00;'13:40:00;1;;;0;1;1;1;
821;13:41:00;'13:41:00;1;;;0;1;1;1;
822;13:42:00;'13:42:00;1;;;0;1;1;2;
823;13:43:00;'13:43:00;1;;;0;1;1;2;
824;13:44:00;'13:44:00;1;;;0;1;1;2;
825;13:45:00;'13:45:00;1;;;0;1;1;2;
826;13:46:00;'13:46:00;1;;;0;1;1;2;
827;13:47:00;'13:47:00;1;;;0;1;1;2;
828;13:48:00;'13:48:00;1;;;0;1;1;2;
829;13:49:00;'13:49:00;1;;;0;1;1;2;
830;13:50:00;'13:50:00;1;;;0;1;1;2;
831;13:51:00;'13:51:00;1;;;0;1;1;2;
832;13:52:00;'13:52:00;1;;;0;1;1;2;
833;13:53:00;'13:53:00;1;;;0;1;1;2;
834;13:54:00;'13:54:00;1;;;0;1;1;2;
835;13:55:00;'13:55:00;1;;;0;1;1;2;
836;13:56:00;'13:56:00;1;;;0;1;1;2;
837;13:57:00;'13:57:00;1;;;0;1;1;2;
838;13:58:00;'13:58:00;1;;;0;1;1;2;
839;13:59:00;'13:59:00;1;;;0;1;1;2;
840;14:00:00;'14:00:00;1;;;0;1;1;1;
841;14:01:00;'14:01:00;1;;;0;1;1;1;
842;14:02:00;'14:02:00;1;;;0;1;1;1;
843;14:03:00;'14:03:00;1;;;0;1;1;1;
844;14:04:00;'14:04:00;1;;;0;1;1;1;
845;14:05:00;'14:05:00;1;;;0;1;1;1;
846;14:06:00;'14:06:00;1;;;0;1;1;1;
847;14:07:00;'14:07:00;1;;;0;1;1;1;
848;14:08:00;'14:08:00;1;;;0;1;1;1;
849;14:09:00;'14:09:00;1;;;0;1;1;1;
850;14:10:00;'14:10:00;1;;;0;1;1;1;
851;14:11:00;'14:11:00;1;;;0;1;1;1;
852;14:12:00;'14:12:00;1;;;0;1;1;1;
853;14:13:00;'14:13:00;1;;;0;1;1;1;
854;14:14:00;'14:14:00;1;;;0;1;1;1;
855;14:15:00;'14:15:00;1;;;0;1;1;1;
856;14:16:00;'14:16:00;1;;;0;1;1;1;
857;14:17:00;'14:17:00;1;;;0;1;1;1;
858;14:18:00;'14:18:00;1;;;0;1;1;1;
859;14:19:00;'14:19:00;1;;;0;1;1;1;
860;14:20:00;'14:20:00;1;;;0;1;1;1;
861;14:21:00;'14:21:00;1;;;0;1;1;1;
862;14:22:00;'14:22:00;1;;;0;1;1;1;
863;14:23:00;'14:23:00;1;;;0;1;1;1;
864;14:24:00;'14:24:00;1;;;0;1;1;1;
865;14:25:00;'14:25:00;1;;;0;1;1;1;
866;14:26:00;'14:26:00;1;;;0;1;1;1;
867;14:27:00;'14:27:00;1;;;0;1;1;1;
868;14:28:00;'14:28:00;1;;;0;1;1;1;
869;14:29:00;'14:29:00;1;;;0;1;1;1;
870;14:30:00;'14:30:00;1;;;0;1;1;1;
871;14:31:00;'14:31:00;1;;;0;1;1;1;
872;14:32:00;'14:32:00;1;;;0;1;1;1;
873;14:33:00;'14:33:00;1;;;0;1;1;1;
874;14:34:00;'14:34:00;1;;;0;1;1;1;
875;14:35:00;'14:35:00;1;;;0;1;1;1;
876;14:36:00;'14:36:00;1;;;0;1;1;1;
877;14:37:00;'14:37:00;1;;;0;1;1;1;
878;14:38:00;'14:38:00;1;;;0;1;1;1;
879;14:39:00;'14:39:00;1;;;0;1;1;1;
880;14:40:00;'14:40:00;1;;;0;1;1;1;
881;14:41:00;'14:41:00;1;;;0;1;1;1;
882;14:42:00;'14:42:00;1;;;0;1;1;1;
883;14:43:00;'14:43:00;1;;;0;1;1;1;
884;14:44:00;'14:44:00;1;;;0;1;1;1;
885;14:45:00;'14:45:00;1;;;0;1;1;1;
886;14:46:00;'14:46:00;1;;;0;1;1;1;
887;14:47:00;'14:47:00;1;;;0;1;1;1;
888;14:48:00;'14:48:00;1;;;0;1;1;1;
889;14:49:00;'14:49:00;1;;;0;1;1;1;
890;14:50:00;'14:50:00;1;;;0;1;1;1;
891;14:51:00;'14:51:00;1;;;0;1;1;1;
892;14:52:00;'14:52:00;1;;;0;1;1;1;
893;14:53:00;'14:53:00;1;;;0;1;1;1;
894;14:54:00;'14:54:00;1;;;0;1;1;1;
895;14:55:00;'14:55:00;1;;;0;1;1;1;
896;14:56:00;'14:56:00;1;;;0;1;1;1;
897;14:57:00;'14:57:00;1;;;0;1;1;1;
898;14:58:00;'14:58:00;1;;;0;1;1;1;
899;14:59:00;'14:59:00;1;;;0;1;1;1;
900;15:00:00;'15:00:00;1;;;0;1;1;1;
901;15:01:00;'15:01:00;1;;;0;1;1;1;
902;15:02:00;'15:02:00;1;;;0;1;1;1;
903;15:03:00;'15:03:00;1;;;0;1;1;1;
904;15:04:00;'15:04:00;1;;;0;1;1;1;
905;15:05:00;'15:05:00;1;;;0;1;1;1;
906;15:06:00;'15:06:00;1;;;0;1;1;1;
907;15:07:00;'15:07:00;1;;;0;1;1;1;
908;15:08:00;'15:08:00;1;;;0;1;1;1;
909;15:09:00;'15:09:00;1;;;0;1;1;1;
910;15:10:00;'15:10:00;1;;;0;1;1;1;
911;15:11:00;'15:11:00;1;;;0;1;1;1;
912;15:12:00;'15:12:00;1;;;0;1;1;1;
913;15:13:00;'15:13:00;1;;;0;1;1;1;
914;15:14:00;'15:14:00;1;;;0;1;1;1;
915;15:15:00;'15:15:00;1;;;0;1;1;1;
916;15:16:00;'15:16:00;1;;;0;1;1;1;
917;15:17:00;'15:17:00;1;;;0;1;1;1;
918;15:18:00;'15:18:00;1;;;0;1;1;1;
919;15:19:00;'15:19:00;1;;;0;1;1;1;
920;15:20:00;'15:20:00;1;;;0;1;1;1;
921;15:21:00;'15:21:00;1;;;0;1;1;1;
922;15:22:00;'15:22:00;1;;;0;1;1;1;
923;15:23:00;'15:23:00;1;;;0;1;1;1;
924;15:24:00;'15:24:00;1;;;0;1;1;1;
925;15:25:00;'15:25:00;1;;;0;1;1;1;
926;15:26:00;'15:26:00;1;;;0;1;1;1;
927;15:27:00;'15:27:00;1;;;0;2;1;1;
928;15:28:00;'15:28:00;1;;;0;2;1;1;
929;15:29:00;'15:29:00;1;;;0;2;1;1;
930;15:30:00;'15:30:00;1;;;0;2;1;1;
931;15:31:00;'15:31:00;1;;;0;2;1;1;
932;15:32:00;'15:32:00;2;;;0;2;1;1;
933;15:33:00;'15:33:00;2;;;0;2;1;1;
934;15:34:00;'15:34:00;2;;;0;2;1;1;
935;15:35:00;'15:35:00;2;;;0;2;1;1;
936;15:36:00;'15:36:00;2;;;0;2;1;1;
937;15:37:00;'15:37:00;2;;;0;2;1;1;
938;15:38:00;'15:38:00;2;;;0;2;1;1;
939;15:39:00;'15:39:00;2;;;0;2;1;1;
940;15:40:00;'15:40:00;2;;;0;2;1;1;
941;15:41:00;'15:41:00;2;;;0;2;1;1;
942;15:42:00;'15:42:00;2;;;0;2;1;1;
943;15:43:00;'15:43:00;2;;;0;2;1;1;
944;15:44:00;'15:44:00;2;;;0;2;1;1;
945;15:45:00;'15:45:00;2;;;0;2;1;1;
946;15:46:00;'15:46:00;2;;;0;2;1;1;
947;15:47:00;'15:47:00;2;;;0;2;1;1;
948;15:48:00;'15:48:00;2;;;0;2;1;1;
949;15:49:00;'15:49:00;2;;;0;2;1;1;
950;15:50:00;'15:50:00;2;;;0;2;1;1;
951;15:51:00;'15:51:00;2;;;0;2;1;1;
952;15:52:00;'15:52:00;2;;;0;2;1;1;
953;15:53:00;'15:53:00;2;;;0;2;1;1;
954;15:54:00;'15:54:00;2;;;0;2;1;1;
955;15:55:00;'15:55:00;2;;;0;2;1;1;
956;15:56:00;'15:56:00;2;;;0;2;1;1;
957;15:57:00;'15:57:00;2;;;0;2;1;1;
958;15:58:00;'15:58:00;2;;;0;2;1;1;
959;15:59:00;'15:59:00;2;;;0;2;1;1;
960;16:00:00;'16:00:00;2;;;0;2;1;1;
961;16:01:00;'16:01:00;2;;;0;2;1;1;
962;16:02:00;'16:02:00;2;;;0;2;1;1;
963;16:03:00;'16:03:00;2;;;0;2;1;1;
964;16:04:00;'16:04:00;2;;;0;2;1;1;
965;16:05:00;'16:05:00;2;;;0;2;1;1;
966;16:06:00;'16:06:00;2;;;0;2;1;1;
967;16:07:00;'16:07:00;2;;;0;2;1;1;
968;16:08:00;'16:08:00;2;;;0;2;1;1;
