Apparent.Time;Time span;Bathroom Light (20W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Kitchen Light (20W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bedroom Light (20W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Single Stove Plate [VA];Nespresso Coffee Machine, Single Cup [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];Electric Kettle / Petra WK288 1.5L [VA];PC / Acer 8400 [VA];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Miele DA 61 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Christopeit Treadmill TM 2 Pro [VA];Hedge Trimmer / Bosch AHS 550-24 ST [VA];Atika LH 2500 G [VA];Lawn Mower / Sabo 32-EL [VA];Hair Dryer Braun Silencio 1250 [VA];Laptop Sony Vaio SVE151G11M [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];CD/DVD Player / Philips DVDR 725 H [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Blender Vitamix Moulinex [VA];AFK BM-2N [VA];Miele DG 1450 [VA];Handmixer / Phillips Robust HR 1581 [VA];Clatronic MS 3249 Milk Foamer [VA];Dishwasher NEFF SD6P1F (2011) [VA];Dryer / Miele T 8626 WP [VA];Steam Iron / Phillips GC 4410 [VA];Washing Machine / Bosch WAE 28143 [VA];Sony PlayStation 3 [VA];Canister vacuum cleaner / Siemens VS 06 G 1831 [VA];Siemens Kl 20 LA 65 (A+) [VA];Router O2 Box 6431 [VA];Phone Siemens Gigaset C320 [VA];Electric Toothbrush Dondodent Professional Clean [VA];Electric Razor Braun Cruzer 5 [VA];
573;09:33:00;0;0;0;0;0;0;0;1,2284768404197894;0;0;0;0;0;1,4778036954789957;1,1443470056547118;0,21680047291947047;2,3072234908882447;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9746480441327606;0,5700000000000001;1,2238720113178376;0;0;0;0;0;0;0;0;0;4,151388157318709;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
574;09:34:00;0;0;0;0;0;0;0;1,228491373655508;0;0;0;0;0;1,4778751412414861;1,1448766080164947;0,21682540397682928;2,3073158678641024;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9747286183149583;0,5700000000000001;1,2242356052314758;0;0;0;0;0;0;0;0;0;4,152399261575422;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
575;09:35:00;0;0;0;0;0;0;0;1,2286090909402;0;0;0;0;0;1,4779405632574434;1,1450117832239033;0,2168302883821565;2,308453559801841;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9748736990855379;0,5700000000000001;1,224406566448624;0;0;0;0;0;0;0;0;0;4,1525517179466815;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
576;09:36:00;0;0;0;0;0;0;0;1,2288097198925232;0;0;0;0;0;1,477953072591679;1,1450514889861414;0,2168518313225985;2,30849251259084;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9751055021571242;0,5700000000000001;1,2244151333956037;0;0;0;0;0;0;0;0;0;4,152770826137359;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
577;09:37:00;0;0;0;0;0;0;0;1,2289208501118811;0;0;0;0;0;1,4779732338047846;1,1451258702544123;0,21685345272074696;2,308617943511707;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9751310729895946;0,5700000000000001;1,2244157543928704;0;0;0;0;0;0;0;0;0;4,155579066889002;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
578;09:38:00;0;0;0;0;0;0;0;1,2290394030025;0;0;0;0;0;1,4779802647631255;1,1452429006845168;0,21686863282766236;2,308725510865753;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9753084829176382;0,5700000000000001;1,2245143408563497;0;0;0;0;0;0;0;0;0;4,155814193605773;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
579;09:39:00;0;0;0;0;0;0;0;1,2290713183267168;0;0;0;0;0;1,4782456498838699;1,1453792022160254;0,2168883842588902;2,308967341540833;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,975317909732286;0,5700000000000001;1,224529261196917;0;0;0;0;0;0;0;0;0;4,155946587147996;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
580;09:40:00;0;0;0;0;0;0;0;1,2293108835049986;0;0;0;0;0;1,4782489353476296;1,1454457075992341;0,21693783246526316;2,3089727218366787;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9754004234512157;0,5700000000000001;1,224597370444716;0;0;0;0;0;0;0;0;0;4,15623408853391;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
581;09:41:00;0;0;0;0;0;0;0;1,2293476461104942;0;0;0;0;0;1,478877336458113;1,1455846841420814;0,21695650198603525;2,3090247980768934;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9755405025428869;0,5700000000000001;1,2248576533662878;0;0;0;0;0;0;0;0;0;4,156375260336843;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
582;09:42:00;0;0;0;0;0;0;0;1,2297433097575912;0;0;0;0;0;1,4789147657591228;1,145617552211037;0,2169566963906911;2,3091641167862744;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9756647641187879;0,5700000000000001;1,2248881943022283;0;0;0;0;0;0;0;0;0;4,157026595630459;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
583;09:43:00;0;0;0;0;0;0;0;1,2298597716011224;0;0;0;0;0;1,4791882700012224;1,1456849437748038;0,21697356154226263;2,309306098382455;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9757104794190871;0,5700000000000001;1,2251754101201648;0;0;0;0;0;0;0;0;0;4,157099694324217;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
584;09:44:00;0;0;0;0;0;0;0;1,2300697032763623;0;0;0;0;0;1,479413937765519;1,1457356437861503;0,21698113472087752;2,309954268802635;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9757310926188433;0,5700000000000001;1,2252118577857143;0;0;0;0;0;0;0;0;0;4,157288719010427;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
585;09:45:00;0;0;0;0;0;0;0;1,2301486149564969;0;0;0;0;0;1,4796676330824272;1,1458493262204208;0,21703092134366264;2,310138477809312;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9758655971649979;0,5700000000000001;1,2255484871881033;0;0;0;0;0;0;0;0;0;4,157877542052788;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
586;09:46:00;0;0;0;0;0;0;0;1,23020984190775;0;0;0;0;0;1,4800332443087443;1,1460287586305116;0,21703494779278454;2,3103579166332526;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,975917794745575;0,5700000000000001;1,225752320168098;0;0;0;0;0;0;0;0;0;4,157888383878823;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
587;09:47:00;0;0;0;0;0;0;0;1,2303965163000323;0;0;0;0;0;1,4801180321845147;1,1460983774946973;0,21706514004512156;2,310390847532439;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9759244851561238;0,5700000000000001;1,2260070071770193;0;0;0;0;0;0;0;0;0;4,158044893600568;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
588;09:48:00;0;0;0;0;0;0;0;1,2304567597572404;0;0;0;0;0;1,4801526997614922;1,1461194701830892;0,217082813720269;2,310982571333605;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9760262291318352;0,5700000000000001;1,2261053941017284;0;0;0;0;0;0;0;0;0;4,1581429721728975;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
589;09:49:00;0;0;0;0;0;0;0;1,2304654652547717;0;0;0;0;0;1,4802290594558036;1,1466367358208855;0,21709388890925443;2,3110637688475513;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9760945710578576;0,5700000000000001;1,2261093506931664;0;0;0;0;0;0;0;0;0;4,1582897933943865;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
590;09:50:00;0;0;0;0;0;0;0;1,2305643322455155;0;0;0;0;0;1,4802351243691467;1,1466494420224511;0,2171016344310466;2,311253431432611;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9762791835585385;0,5700000000000001;1,226334445802641;0;0;0;0;0;0;0;0;0;4,158516491127445;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
591;09:51:00;0;0;0;0;0;0;0;1,2307160234812498;0;0;0;0;0;1,480246626694282;1,1468318108323632;0,2171148027693602;2,3112750940434554;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,976437388723107;0,5700000000000001;1,2265475316909193;0;0;0;0;0;0;0;0;0;4,15864896808557;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
592;09:52:00;0;0;0;0;0;0;0;1,230849709597777;0;0;0;0;0;1,4805610155661426;1,1469259819345388;0,217130945381961;2,3113385244270854;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9765290158609232;0,5700000000000001;1,2269965502983977;0;0;0;0;0;0;0;0;0;4,159556906516469;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
593;09:53:00;0;0;0;0;0;0;0;1,2308499431936148;0;0;0;0;0;1,4806183544436082;1,1470617849489007;0,2171358375823597;2,3114007279749225;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9765664270645432;0,5700000000000001;1,2271615279679597;0;0;0;0;0;0;0;0;0;4,1596523882335825;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
594;09:54:00;0;0;0;0;0;0;0;1,2309411748328252;0;0;0;0;0;1,4808386978641153;1,147105149065088;0,2171738463518081;2,3114046123242735;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9765987202956129;0,5700000000000001;1,2272006493367489;0;0;0;0;0;0;0;0;0;4,159824757722035;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
595;09:55:00;0;0;0;0;0;0;0;1,2310135059733776;0;0;0;0;0;1,4817382297501887;1,1471853290647118;0,21717406732057634;2,311769994454242;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9768779952347655;0,5700000000000001;1,22742098275513;0;0;0;0;0;0;0;0;0;4,159871958817157;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
596;09:56:00;0;0;0;0;0;0;0;1,23121794275098;0;0;0;0;0;1,483128353147859;1,1474177768958063;0,21719041965295904;2,311835921611596;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9768841414792803;0,5700000000000001;1,2276132500676022;0;0;0;0;0;0;0;0;0;4,160421294761823;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
597;09:57:00;0;0;0;0;0;0;0;1,2312785725914843;0;0;0;0;0;1,4831790061219485;1,1474627114526834;0,21721002183158541;2,3120795641581533;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9771746927204761;0,5700000000000001;1,2278895776222203;0;0;0;0;0;0;0;0;0;4,1605841303200535;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
598;09:58:00;0;0;0;0;0;0;0;1,2312787179686104;0;0;0;0;0;1,4834359447520549;1,147554076113423;0,21721112884326405;2,3121092986700327;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9771948505351362;0,5700000000000001;1,2279184890330417;0;0;0;0;0;0;0;0;0;4,162094978109996;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
599;09:59:00;0;0;0;0;0;0;0;1,231286040731574;0;0;0;0;0;1,483545733414023;1,1478510139909217;0,21722608754386563;2,312151874691473;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9773971324607674;0,5700000000000001;1,2279788433284864;0;0;0;0;0;0;0;0;0;4,162759717952723;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
600;10:00:00;0;0;0;0;0;0;0;1,2313940391889586;0;0;0;0;0;1,4835712316319247;1,1481225124951242;0,2172789327221732;2,3121543366593036;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9774262079548436;0,5700000000000001;1,2280062381440218;0;0;0;0;0;0;0;0;0;4,162839431424913;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
601;10:01:00;0;0;0;0;0;0;0;1,2314208813051652;0;0;0;0;0;1,4836100621319046;1,1483193632027122;0,2172891115324307;2,312353541649078;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9774294632575323;0,5700000000000001;1,228188870458809;0;0;0;0;0;0;0;0;0;4,162987121723531;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
602;10:02:00;0;0;0;0;0;0;0;1,2314760267334655;0;0;0;0;0;1,4839459168264417;1,1484684148079907;0,21730154482758465;2,3125101639711247;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9776377047488319;0,5700000000000001;1,2284657398643621;0;0;0;0;0;0;0;0;0;4,163356382670799;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
603;10:03:00;0;0;0;0;0;0;0;1,2315964700221007;0;0;0;0;0;1,4841581102486419;1,1484976238763853;0,21731016871289305;2,3125640351966616;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9777478780341288;0,5700000000000001;1,2285391846793234;0;0;0;0;0;0;0;0;0;4,163388815810695;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
604;10:04:00;0;0;0;0;0;0;0;1,2318020866752861;0;0;0;0;0;1,4843587716782989;1,148805525989505;0,2173424690666467;2,3126564547155564;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9777656057377818;0,5700000000000001;1,2285655123284562;0;0;0;0;0;0;0;0;0;4,163689915587175;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
605;10:05:00;0;0;0;0;0;0;0;1,231810592283035;0;0;0;0;0;1,4844242536844827;1,1488401433284918;0,21734485359831907;2,312988323850683;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9777822452255049;0,5700000000000001;1,2286474344159786;0;0;0;0;0;0;0;0;0;4,164147151584156;0;0;11,6499098360656;4,34113459016393;4,08342672131148;2,93841131147541;
606;10:06:00;0;0;0;0;0;0;0;1,231888745741013;0;0;0;0;0;1,4845030708535019;1,1488920562070444;0,21737270194606448;2,313126045691232;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9778480798492455;0,5700000000000001;1,2289328440483744;0;0;0;0;0;0;0;0;0;4,164582238485809;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
607;10:07:00;0;0;0;0;0;0;0;1,2324244998178322;0;0;0;0;0;1,4845934806922887;1,1490133070237567;0,21737825550662934;2,313243024760126;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,977922383114467;0,5700000000000001;1,2289386798314579;0;0;0;0;0;0;0;0;0;4,164930196235981;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
608;10:08:00;0;0;0;0;0;0;0;1,2325002998390835;0;0;0;0;0;1,4846425253408408;1,1492091033126186;0,21738408901529094;2,3136194982362324;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9779233914817631;0,5700000000000001;1,2290621744430748;0;0;0;0;0;0;0;0;0;4,165561265481444;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
609;10:09:00;0;0;0;0;0;0;0;1,2325215234080884;0;0;0;0;0;1,4846826939337034;1,1493105211484047;0,21739132117204543;2,313823754472496;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9779428640183521;0,5700000000000001;1,2290718074871394;0;0;0;0;0;0;0;0;0;4,165671241677633;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
610;10:10:00;0;0;0;0;0;0;0;1,2326448235815124;0;0;0;0;0;1,4849187625041633;1,1493766594739383;0,21744003276903198;2,314608517912039;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9780147553512207;0,5700000000000001;1,2291023074942657;0;0;0;0;0;0;0;0;0;4,16599985122392;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
611;10:11:00;0;0;0;0;0;0;0;1,2327899739750456;0;0;0;0;0;1,4854042251603579;1,1495322693067107;0,21745160060534593;2,3146812895930453;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9780800087209495;0,5700000000000001;1,2291101449850586;0;0;0;0;0;0;0;0;0;4,166116579388377;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
612;10:12:00;0;0;0;0;0;0;0;1,233116395199126;0;0;0;0;0;1,4854497471533668;1,1497452687389682;0,21745400965740422;2,3148186060569684;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9782619671601487;0,5700000000000001;1,229181953924481;0;0;0;0;0;0;0;0;0;4,166447038355326;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
613;10:13:00;0;0;0;0;0;0;0;1,233149845887765;0;0;0;0;0;1,4855002409720042;1,149829842562712;0,217473170007534;2,3148346114775595;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,978314083002708;0,5700000000000001;1,2292604840654315;0;0;0;0;0;0;0;0;0;4,166814824673455;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
614;10:14:00;0;0;0;0;0;0;0;1,2332095748633987;0;0;0;0;0;1,485625059218771;1,1498418731498172;0,2174842119911655;2,3149193939747956;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9783217645314634;0,5700000000000001;1,22933503597163;0;0;0;0;0;0;0;0;0;4,16706565938259;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
615;10:15:00;0;0;0;0;0;0;0;1,2333058765211204;0;0;0;0;0;1,4857741682224108;1,1498455875738514;0,21751954424472955;2,3150225585755195;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9783995027503406;0,5700000000000001;1,229388603637555;0;0;0;0;0;0;0;0;0;4,167190422021033;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
616;10:16:00;0;0;0;0;0;0;0;1,233376228726911;0;0;0;0;0;1,4858298290747156;1,1498648930646875;0,21755994548842345;2,315312344960109;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9785445679653284;0,5700000000000001;1,2295752715756285;0;0;0;0;0;0;0;0;0;4,167224524711421;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
617;10:17:00;0;0;0;0;0;0;0;1,233758721367558;0;0;0;0;0;1,4859968768384764;1,1498980013924829;0,21756576198039865;2,3155755756371246;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9786563565302855;0,5700000000000001;1,2300045013669147;0;0;0;0;0;0;0;0;0;4,167851824051681;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
618;10:18:00;0;0;0;0;0;0;0;1,2337870125155768;0;0;0;0;0;1,4861120626178548;1,1499226886120404;0,21759119660965381;2,3157309383932922;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9787886676326267;0,5700000000000001;1,2300861692593246;0;0;0;0;0;0;0;0;0;4,168052591806784;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
619;10:19:00;0;0;0;0;0;0;0;1,2338074711617355;0;0;0;0;0;1,4862599987219853;1,1500431314366126;0,21759385543703536;2,3163702924596556;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9788813589081596;0,5700000000000001;1,2305082573161676;0;0;0;0;0;0;0;0;0;4,168156054505434;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
620;10:20:00;0;0;0;0;0;0;0;1,2339394838589688;0;0;0;0;0;1,486567296183615;1,1500707838280675;0,21761724046709874;2,316408534513265;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9788984167462775;0,5700000000000001;1,2305591650769958;0;0;0;0;0;0;0;0;0;4,168303433111052;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
621;10:21:00;0;0;0;0;0;0;0;1,2339543779752864;0;0;0;0;0;1,4867244345002468;1,150180654571154;0,2176967446004058;2,3166672123680696;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9789909933910893;0,5700000000000001;1,2306140754482997;0;0;0;0;0;0;0;0;0;4,168466245865752;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
622;10:22:00;0;0;0;0;0;0;0;1,2340549253717001;0;0;0;0;0;1,4867391162673218;1,1504230006896639;0,2176986637749228;2,317312853730388;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9792042168103807;0,5700000000000001;1,230654294508456;0;0;0;0;0;0;0;0;0;4,169520625061871;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
623;10:23:00;0;0;0;0;0;0;0;1,234293194257162;0;0;0;0;0;1,4869380886306145;1,151115731908547;0,2176990951531007;2,3174201782990957;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9794472397841807;0,5700000000000001;1,2308356105669889;0;0;0;0;0;0;0;0;0;4,169815499250279;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
624;10:24:00;0;0;0;0;0;0;0;1,234419907967842;0;0;0;0;0;1,487381368433764;1,1511293515017367;0,2177032646896074;2,3174765449527017;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9794571676856326;0,5700000000000001;1,2309221196224494;0;0;0;0;0;0;0;0;0;4,171651297898787;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
625;10:25:00;0;0;0;0;0;0;0;1,2345160415672518;0;0;0;0;0;1,487392808598702;1,1512976041610303;0,2177038547647462;2,3175126635369834;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9794646998848725;0,5700000000000001;1,231008106782134;0;0;0;0;0;0;0;0;0;4,1728775741294095;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
626;10:26:00;0;0;0;0;0;0;0;1,2349330216297576;0;0;0;0;0;1,4874290172476097;1,1513423146554536;0,21770916295516227;2,3176397076253945;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9796314877649843;0,5700000000000001;1,2310725639510862;0;0;0;0;0;0;0;0;0;4,172953054244458;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
627;10:27:00;0;0;0;0;0;0;0;1,2350298278430354;0;0;0;0;0;1,4874533675157557;1,15137904331045;0,2177328977769717;2,3176756033341968;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9797906990841413;0,5700000000000001;1,2311095008878723;0;0;0;0;0;0;0;0;0;4,17344058155739;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
628;10:28:00;0;0;0;0;0;0;0;1,2350591228421812;0;0;0;0;0;1,4875009454904353;1,1514502917567722;0,21773372686450082;2,3180840258285738;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9797968310720211;0,5700000000000001;1,2312564607827043;0;0;0;0;0;0;0;0;0;4,174311788787629;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
629;10:29:00;0;0;0;0;0;0;0;1,2351640736359133;0;0;0;0;0;1,4875713581979684;1,1516236644462141;0,21773564238674117;2,3189470529282183;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9799742225175044;0,5700000000000001;1,2312750845553722;0;0;0;0;0;0;0;0;0;4,176030238172952;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
630;10:30:00;0;0;0;0;0;0;0;1,2351866985032394;0;0;0;0;0;1,487599358609355;1,1518292377918629;0,21775910433239837;2,3190331543222067;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9799799691387769;0,5700000000000001;1,231318669858958;0;0;0;0;0;0;0;0;0;4,1765568059625044;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
631;10:31:00;0;0;0;0;0;0;0;1,2355313631561193;0;0;0;0;0;1,487837057228642;1,1518789370052065;0,21776326890063127;2,319965334201947;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9800787549728819;0,5700000000000001;1,2313551204890003;0;0;0;0;0;0;0;0;0;4,176632932617228;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
632;10:32:00;0;0;0;0;0;0;0;1,2355909450386076;0;0;0;0;0;1,4878425401422068;1,1518857809751022;0,2177879334522656;2,3200204632507457;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9801381433920905;0,5700000000000001;1,2314059873566765;0;0;0;0;0;0;0;0;0;4,176753133217594;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
633;10:33:00;0;0;0;0;0;0;0;1,2356539378493736;0;0;0;0;0;1,4878592820171004;1,1519047758400671;0,21778990922076832;2,32003225527389;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9802177578206791;0,5700000000000001;1,231463737752822;0;0;0;0;0;0;0;0;0;4,176903661851787;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
634;10:34:00;0;0;0;0;0;0;0;1,2357909178156439;0;0;0;0;0;1,4879175389026378;1,151905177619359;0,21779909680031762;2,3204489446150993;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,980240171071025;0,5700000000000001;1,2314794437009842;0;0;0;0;0;0;0;0;0;4,1769192652843214;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
635;10:35:00;0;0;0;0;0;0;0;1,2358081155542304;0;0;0;0;0;1,4883960411102313;1,1519471963316728;0,21780332058767796;2,3210969808990702;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9802481203084022;0,5700000000000001;1,2314794462692584;0;0;0;0;0;0;0;0;0;4,176968550254272;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
636;10:36:00;0;0;0;0;0;0;0;1,2358112194224993;0;0;0;0;0;1,4884567382370322;1,1520036408310919;0,21781885976063942;2,3219854353857268;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9802854324913379;0,5700000000000001;1,2315306637378458;0;0;0;0;0;0;0;0;0;4,176980505470786;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
637;10:37:00;0;0;0;0;0;0;0;1,2358305217426035;0;0;0;0;0;1,4886322478308678;1,1521527587302978;0,2178249227111088;2,3220259012953064;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9804071320413021;0,5700000000000001;1,2315634903647654;0;0;0;0;0;0;0;0;0;4,177341099921939;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
638;10:38:00;0;0;0;0;0;0;0;1,236149301877539;0;0;0;0;0;1,4886697763502537;1,1521910183802242;0,21784126673377593;2,322047028268267;0;0;0;0;0;0;0;0;0;3,8000000000000003;0;0,9804381170793399;0,5700000000000001;1,2316100278129098;0;0;0;0;0;0;0;0;0;4,178734044812244;0;0;11,6499098360656;4,3487468852459;4,08342672131148;2,93841131147541;
