Electricity.Time;Time span;Bathroom Light (20W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Kitchen Light (20W) [Watt];Living Room Light (Energy Saving Lamp, 20W) [Watt];Bedroom Light (20W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Single Stove Plate [Watt];Nespresso Coffee Machine, Single Cup [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];Electric Kettle / Petra WK288 1.5L [Watt];PC / Acer 8400 [Watt];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [Watt];Epson Stylus Color 860 [Watt];TASKalfa 180 [Watt];Canon CanoScan LIDE 110 [Watt];External Harddrive Iomega 3.5" [Watt];Miele DA 61 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [Watt];Christopeit Treadmill TM 2 Pro [Watt];Hedge Trimmer / Bosch AHS 550-24 ST [Watt];Atika LH 2500 G [Watt];Lawn Mower / Sabo 32-EL [Watt];Hair Dryer Braun Silencio 1250 [Watt];Laptop Sony Vaio SVE151G11M [Watt];Energy Saving Lamp / EL-REF 11 E27 [Watt];CD/DVD Player / Philips DVDR 725 H [Watt];TV Medion MD20123_DE_A [Watt];SAT Receiver / Kathrein UFS913 [Watt];Blender Vitamix Moulinex [Watt];AFK BM-2N [Watt];Miele DG 1450 [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Clatronic MS 3249 Milk Foamer [Watt];Dishwasher NEFF SD6P1F (2011) [Watt];Dryer / Miele T 8626 WP [Watt];Steam Iron / Phillips GC 4410 [Watt];Washing Machine / Bosch WAE 28143 [Watt];Sony PlayStation 3 [Watt];Canister vacuum cleaner / Siemens VS 06 G 1831 [Watt];Siemens Kl 20 LA 65 (A+) [Watt];Router O2 Box 6431 [Watt];Phone Siemens Gigaset C320 [Watt];Electric Toothbrush Dondodent Professional Clean [Watt];Electric Razor Braun Cruzer 5 [Watt];
1105;18:25:00;0;0;0;0;0;0;0;1,2215093946133762;0;0;0;0;0;1,4701450815994503;1,1416234399238894;0,2154077389616145;2,290981520647855;0;0;0;0;0;0;0;0;0;2,5604546584671857;0;0,9667226232370535;0,25162011196341266;1,2127250713382287;0;0;0;0;0;0;0;0;0;4,107836921436764;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1106;18:26:00;0;0;0;0;0;0;0;1,2217222632400124;0;0;0;0;0;1,4702938118538325;1,1417617607401644;0,2154277147062467;2,2910828617612626;0;0;0;0;0;0;0;0;0;2,560659013017647;0;0,9667319778392885;0,2516402932533967;1,2127364881335623;0;0;0;0;0;0;0;0;0;4,108197299236758;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1107;18:27:00;0;0;0;0;0;0;0;1,2217346684705706;0;0;0;0;0;1,4703480184545146;1,1417879657957115;0,215445959900698;2,291243225221907;0;0;0;0;0;0;0;0;0;2,560746876934919;0;0,9668772798682733;0,2516443941408611;1,212900469914915;0;0;0;0;0;0;0;0;0;4,1082739627414755;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1108;18:28:00;0;0;0;0;0;0;0;1,2217812295076693;0;0;0;0;0;1,4704481223264014;1,1418442631373371;0,2154464040700591;2,2913158084832213;0;0;0;0;0;0;0;0;0;2,560954043635564;0;0,966915197487809;0,251645300489278;1,212969620694378;0;0;0;0;0;0;0;0;0;4,1084536900479005;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1109;18:29:00;0;0;0;0;0;0;0;1,2218906393299291;0;0;0;0;0;1,470535927297153;1,1418470356339874;0,21545142902357414;2,291460764821551;0;0;0;0;0;0;0;0;0;2,5610572872715296;0;0,9669520279833482;0,25169158281355325;1,212988296173812;0;0;0;0;0;0;0;0;0;4,108572828528576;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1110;18:30:00;0;0;0;0;0;0;0;1,2219722736613365;0;0;0;0;0;1,4707055921163878;1,1419225121321828;0,21545594753647002;2,2914817141036625;0;0;0;0;0;0;0;0;0;2,5612271232376806;0;0,966986614996835;0,25171355578487886;1,2129890666551917;0;0;0;0;0;0;0;0;0;4,10874226144722;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1111;18:31:00;0;0;0;0;0;0;0;1,2219741489435767;0;0;0;0;0;1,4708242782735654;1,1419235810488402;0,21546123671619724;2,29153424344774;0;0;0;0;0;0;0;0;0;2,5616378365705663;0;0,9670555024722713;0,25171455629157286;1,2130019065084756;0;0;0;0;0;0;0;0;0;4,108868644425162;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1112;18:32:00;0;0;0;0;0;0;0;1,2220333092598317;0;0;0;0;0;1,4708647720728987;1,1420604865369688;0,21546374282640773;2,291574492199821;0;0;0;0;0;0;0;0;0;2,5617602640801835;0;0,967175518646851;0,25171463636697894;1,2130472812186261;0;0;0;0;0;0;0;0;0;4,109948056799998;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1113;18:33:00;0;0;0;0;0;0;0;1,2224826414285648;0;0;0;0;0;1,4708737999973294;1,1421307421855385;0,21550038568568178;2,291760430277494;0;0;0;0;0;0;0;0;0;2,56231898889826;0;0,9672646897138023;0,251744207775625;1,2130941777898037;0;0;0;0;0;0;0;0;0;4,1107827481602275;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1114;18:34:00;0;0;0;0;0;0;0;1,2225390851432578;0;0;0;0;0;1,4709406425461347;1,1423096540788602;0,2155083425950565;2,291855225200725;0;0;0;0;0;0;0;0;0;2,5626255880003908;0;0,9673217229905247;0,251759044846373;1,2132433267417848;0;0;0;0;0;0;0;0;0;4,110804497992388;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1115;18:35:00;0;0;0;0;0;0;0;1,2225534775924911;0;0;0;0;0;1,470950511105233;1,1423217888851216;0,21553520657494832;2,2922149744080222;0;0;0;0;0;0;0;0;0;2,562711604210932;0;0,9673256196763398;0,25176450434360836;1,2133109002959053;0;0;0;0;0;0;0;0;0;4,110851703559201;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1116;18:36:00;0;0;0;0;0;0;0;1,2226022815429611;0;0;0;0;0;1,4709936738354736;1,1424465452632588;0,21553964989422578;2,2923508372879016;0;0;0;0;0;0;0;0;0;2,56285973025752;0;0,9674530992654727;0,25177221161153857;1,213323872763588;0;0;0;0;0;0;0;0;0;4,11087602785162;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1117;18:37:00;0;0;0;0;0;0;0;1,2226115269915554;0;0;0;0;0;1,4710068029190086;1,1424836363841322;0,21554591944378712;2,292409302145548;0;0;0;0;0;0;0;0;0;2,563064358793632;0;0,9674608405760818;0,2518062129928652;1,2134024343180052;0;0;0;0;0;0;0;0;0;4,111055129044219;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1118;18:38:00;0;0;0;0;0;0;0;1,222776752779389;0;0;0;0;0;1,4710502166862085;1,1427029868907048;0,21557242104751312;2,292436703640809;0;0;0;0;0;0;0;0;0;2,563098875963885;0;0,9675538465127372;0,25181971049056545;1,2134316815147292;0;0;0;0;0;0;0;0;0;4,1111438689784645;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1119;18:39:00;0;0;0;0;0;0;0;1,2228237826431878;0;0;0;0;0;1,4710732150280545;1,1427193885321556;0,21560396792073402;2,2927488017736004;0;0;0;0;0;0;0;0;0;2,563126556037864;0;0,9675764946698256;0,2518778184660002;1,2134705612179635;0;0;0;0;0;0;0;0;0;4,111370522526459;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1120;18:40:00;0;0;0;0;0;0;0;1,2228376966151973;0;0;0;0;0;1,4711455274915821;1,142739228920422;0,2156233715353635;2,293120795101382;0;0;0;0;0;0;0;0;0;2,563273187283376;0;0,9675826112343;0,25188218717675825;1,2134945737152096;0;0;0;0;0;0;0;0;0;4,111405301489004;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1121;18:41:00;0;0;0;0;0;0;0;1,2228855280207778;0;0;0;0;0;1,4711785419490901;1,1427511244193589;0,2156237257638981;2,293314424941861;0;0;0;0;0;0;0;0;0;2,5635508877086592;0;0,967647816171729;0,2518831741675798;1,2135164551569797;0;0;0;0;0;0;0;0;0;4,11191759619583;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1122;18:42:00;0;0;0;0;0;0;0;1,2229194492347775;0;0;0;0;0;1,4712164507683545;1,1428602976709723;0,21565575456756084;2,2937285527049296;0;0;0;0;0;0;0;0;0;2,563599461484652;0;0,967751997144018;0,2519034744018238;1,2135352790528682;0;0;0;0;0;0;0;0;0;4,112122644304904;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1123;18:43:00;0;0;0;0;0;0;0;1,223156081556237;0;0;0;0;0;1,471260101824493;1,143019353820444;0,21568678420961215;2,2937381764310807;0;0;0;0;0;0;0;0;0;2,563684827304978;0;0,9678181490298451;0,25191113744031063;1,2135606313040672;0;0;0;0;0;0;0;0;0;4,112476799066362;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1124;18:44:00;0;0;0;0;0;0;0;1,2232536135316365;0;0;0;0;0;1,4713646711648576;1,1431218954719675;0,2156889716834663;2,2937963402872446;0;0;0;0;0;0;0;0;0;2,563942456489075;0;0,9678642684713845;0,2519288495127191;1,2136639121584558;0;0;0;0;0;0;0;0;0;4,112942178221584;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1125;18:45:00;0;0;0;0;0;0;0;1,2233461172637172;0;0;0;0;0;1,471552968108845;1,1431346450846593;0,21572997319770293;2,293916608196818;0;0;0;0;0;0;0;0;0;2,5639847808853693;0;0,9678698091951254;0,25194527823050317;1,213721119867509;0;0;0;0;0;0;0;0;0;4,113120269392674;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1126;18:46:00;0;0;0;0;0;0;0;1,2236390314054737;0;0;0;0;0;1,4718198384084418;1,1431846739638474;0,21573210669172774;2,2942823357736923;0;0;0;0;0;0;0;0;0;2,5641894486989485;0;0,968042584065141;0,25198180267605746;1,2137685866904848;0;0;0;0;0;0;0;0;0;4,113711576926583;0;0;6,40835442622951;2,75094934426229;0,213924639344262;0,934603442622951;
1127;18:47:00;0;0;0;0;0;0;0;1,2236561922229516;0;0;0;0;0;1,4719182559609476;1,143281316156291;0,21573455906750244;2,2945863916523974;0;0;0;0;0;0;0;0;0;2,5642161904803316;0;0,9680821193191226;0,25198202160097416;1,2137905746027473;0;0;0;0;0;0;0;0;0;4,114081886576373;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1128;18:48:00;0;0;0;0;0;0;0;1,223765576256951;0;0;0;0;0;1,4719409574237334;1,1432950216795463;0,2157590017494101;2,2947591640199563;0;0;0;0;0;0;0;0;0;2,564848497737344;0;0,9681768494858012;0,2519998434729936;1,2137917369266222;0;0;0;0;0;0;0;0;0;4,114821318587713;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1129;18:49:00;0;0;0;0;0;0;0;1,2237706947042293;0;0;0;0;0;1,4720613192178282;1,143310068275438;0,2157721471484726;2,2947807818853243;0;0;0;0;0;0;0;0;0;2,565317891911678;0;0,9682628108583566;0,2520399973383818;1,2138155954002303;0;0;0;0;0;0;0;0;0;4,11510701007428;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1130;18:50:00;0;0;0;0;0;0;0;1,2238358006889407;0;0;0;0;0;1,4721778964548249;1,1433563053647424;0,21580307648257072;2,294793700418391;0;0;0;0;0;0;0;0;0;2,565630010594698;0;0,9683862464381018;0,2520520345113247;1,2138443737940032;0;0;0;0;0;0;0;0;0;4,115662567384484;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1131;18:51:00;0;0;0;0;0;0;0;1,2238444004897906;0;0;0;0;0;1,4722517020327817;1,1433806966444064;0,2158466320579049;2,2949464021694763;0;0;0;0;0;0;0;0;0;2,565900778114177;0;0,968401702044419;0,2520643187929508;1,2139538135958277;0;0;0;0;0;0;0;0;0;4,116692650131491;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1132;18:52:00;0;0;0;0;0;0;0;1,2238594391640458;0;0;0;0;0;1,472421669236586;1,1434267188137204;0,21588566538590837;2,2949873176153246;0;0;0;0;0;0;0;0;0;2,565956523815766;0;0,968437206811031;0,252069823254989;1,21396738477096;0;0;0;0;0;0;0;0;0;4,116738609184217;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1133;18:53:00;0;0;0;0;0;0;0;1,2240439684675992;0;0;0;0;0;1,4727446819489278;1,1435503513211007;0,2159074149485194;2,295072359396918;0;0;0;0;0;0;0;0;0;2,5659983872277996;0;0,9684705671845669;0,2520702666754833;1,2141404999542713;0;0;0;0;0;0;0;0;0;4,1170435236932805;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1134;18:54:00;0;0;0;0;0;0;0;1,224047416337178;0;0;0;0;0;1,4729559035289457;1,1435700157995579;0,21593257902789534;2,2951360503792175;0;0;0;0;0;0;0;0;0;2,566176891615379;0;0,9684910694019881;0,2520710897201713;1,2141585627121767;0;0;0;0;0;0;0;0;0;4,117077041080913;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1135;18:55:00;0;0;0;0;0;0;0;1,224170206792195;0;0;0;0;0;1,473113880300391;1,143621821794199;0,2160000421477988;2,2952159954606137;0;0;0;0;0;0;0;0;0;2,5662371478580264;0;0,9685374033550153;0,25211267175411384;1,2141745732420215;0;0;0;0;0;0;0;0;0;4,117301211331267;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1136;18:56:00;0;0;0;0;0;0;0;1,2242352759101296;0;0;0;0;0;1,4732689397886356;1,1436321039562414;0,2160040420269292;2,2952382204326196;0;0;0;0;0;0;0;0;0;2,566345718080612;0;0,9685556618543772;0,2521413098259519;1,2142102071590959;0;0;0;0;0;0;0;0;0;4,117360842159941;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1137;18:57:00;0;0;0;0;0;0;0;1,2242432777180765;0;0;0;0;0;1,4733365719158218;1,1437195624306211;0,21600541332925358;2,295322350301497;0;0;0;0;0;0;0;0;0;2,5663524492677503;0;0,9686312282590588;0,25215505852675973;1,214221291272627;0;0;0;0;0;0;0;0;0;4,117687242301125;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1138;18:58:00;0;0;0;0;0;0;0;1,2242769477783957;0;0;0;0;0;1,4734517695329934;1,143767762646909;0,21600757046033012;2,2956554043291244;0;0;0;0;0;0;0;0;0;2,566483573863788;0;0,9686340226800366;0,25216640823727554;1,214277452071631;0;0;0;0;0;0;0;0;0;4,117843537673275;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1139;18:59:00;0;0;0;0;0;0;0;1,2243276507217278;0;0;0;0;0;1,4734633372682593;1,1437841691908397;0,2160154860490714;2,2959745984433026;0;0;0;0;0;0;0;0;0;2,566548741360863;0;0,9686539947417975;0,25218322271698007;1,2142855856895025;0;0;0;0;0;0;0;0;0;4,117927399057528;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1140;19:00:00;0;0;0;0;0;0;0;1,2243931309757432;0;0;0;0;0;1,473493718113551;1,1439402192190373;0,21603245217723244;2,296143884858317;0;0;0;0;0;0;0;0;0;2,56664685438368;0;0,9686601702479873;0,25218699643931736;1,214343095679338;0;0;0;0;0;0;0;0;0;4,118010739401815;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1141;19:01:00;0;0;0;0;0;0;0;1,224629063332217;0;0;0;0;0;1,4739535973853823;1,1439639091093412;0,21603259580569836;2,2961520285804027;0;0;0;0;0;0;0;0;0;2,5672954932537806;0;0,9686899395514158;0,2522164119042476;1,214462345526237;0;0;0;0;0;0;0;0;0;4,1186447391677525;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1142;19:02:00;0;0;0;0;0;0;0;1,2247345100260247;0;0;0;0;0;1,473970218186425;1,1439843720350829;0,21603609810033106;2,296166332648844;0;0;0;0;0;0;0;0;0;2,5674434852299957;0;0,9687179485618076;0,2522359489722517;1,2144846499395892;0;0;0;0;0;0;0;0;0;4,118669948280599;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1143;19:03:00;0;0;0;0;0;0;0;1,2247498015457146;0;0;0;0;0;1,4740546552606868;1,1441224959697793;0,21606195550479615;2,2964960181983853;0;0;0;0;0;0;0;0;0;2,5674737373450727;0;0,9687988097382472;0,25225597506195535;1,2145057698997848;0;0;0;0;0;0;0;0;0;4,118948080547466;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1144;19:04:00;0;0;0;0;0;0;0;1,224780109089997;0;0;0;0;0;1,4742120753848855;1,1442961728177858;0,2160769037621644;2,296546570470815;0;0;0;0;0;0;0;0;0;2,5674809421538334;0;0,968813672673879;0,25229420570250893;1,2145718581362415;0;0;0;0;0;0;0;0;0;4,119553043328726;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1145;19:05:00;0;0;0;0;0;0;0;1,2249212376423735;0;0;0;0;0;1,4742334214103314;1,1445043778078363;0,2160884427577871;2,296840671909782;0;0;0;0;0;0;0;0;0;2,567915843182334;0;0,9688534479514757;0,25230866463191015;1,2145934652633896;0;0;0;0;0;0;0;0;0;4,12006268179804;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1146;19:06:00;0;0;0;0;0;0;0;1,2251033087542038;0;0;0;0;0;1,4745474504661802;1,1445193098636575;0,21608950434215865;2,296920735191514;0;0;0;0;0;0;0;0;0;2,567924755353032;0;0,9688581976316205;0,25231990042776975;1,2147437915176567;0;0;0;0;0;0;0;0;0;4,120081531928425;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1147;19:07:00;0;0;0;0;0;0;0;1,2251146691811492;0;0;0;0;0;1,4746608550554754;1,1449395537854052;0,21610056577191417;2,297037620119455;0;0;0;0;0;0;0;0;0;2,5684066525879192;0;0,9689163479724532;0,2523604224112198;1,2148373242880892;0;0;0;0;0;0;0;0;0;4,120108730235595;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1148;19:08:00;0;0;0;0;0;0;0;1,2254282758835602;0;0;0;0;0;1,474663458573641;1,1449796220347248;0,21612305892162328;2,2972683574956725;0;0;0;0;0;0;0;0;0;2,568452418318266;0;0,9689447564207219;0,2523901822064435;1,2148445096271983;0;0;0;0;0;0;0;0;0;4,120259960097983;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1149;19:09:00;0;0;0;0;0;0;0;1,2255087027081444;0;0;0;0;0;1,474678058043124;1,144979827567483;0,2161236403033295;2,297335887951646;0;0;0;0;0;0;0;0;0;2,5684637753623294;0;0,9690188094423796;0,2523942667577554;1,214882821942531;0;0;0;0;0;0;0;0;0;4,1203252935966885;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1150;19:10:00;0;0;0;0;0;0;0;1,2255730024623688;0;0;0;0;0;1,4747273676652213;1,1450709262845622;0,21614214755058753;2,2975861333967122;0;0;0;0;0;0;0;0;0;2,5684912745600568;0;0,969042350873403;0,25240366996932306;1,2149322002450973;0;0;0;0;0;0;0;0;0;4,120592928879065;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1151;19:11:00;0;0;0;0;0;0;0;1,2256928144164065;0;0;0;0;0;1,4747543542519614;1,1451178779465456;0,21614243404569214;2,2977392834829593;0;0;0;0;0;0;0;0;0;2,5686098357084255;0;0,9690885518205666;0,2524221659210864;1,2150638844284232;0;0;0;0;0;0;0;0;0;4,120789719979847;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1152;19:12:00;0;0;0;0;0;0;0;1,2257055089987707;0;0;0;0;0;1,4747707302757416;1,1451448351487568;0,2161505537157894;2,297751262904524;0;0;0;0;0;0;0;0;0;2,5686192667848866;0;0,9691043129673187;0,25243930258180997;1,2151349277446712;0;0;0;0;0;0;0;0;0;4,1209729156232315;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1153;19:13:00;0;0;0;0;0;0;0;1,2257179495307005;0;0;0;0;0;1,474855161044879;1,145156457983868;0,21615087679063577;2,29777786629335;0;0;0;0;0;0;0;0;0;2,5688583248475148;0;0,9691161586905803;0,2524402360262537;1,215317442026974;0;0;0;0;0;0;0;0;0;4,1211013746017855;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1154;19:14:00;0;0;0;0;0;0;0;1,2258199737192372;0;0;0;0;0;1,4751499717240408;1,145159320605597;0,21617490186185107;2,298099143458902;0;0;0;0;0;0;0;0;0;2,5689480838894503;0;0,9691489648856988;0,2524444731868772;1,2153576698627497;0;0;0;0;0;0;0;0;0;4,121672736462279;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1155;19:15:00;0;0;0;0;0;0;0;1,2258337978012368;0;0;0;0;0;1,4754691359050645;1,1452655157116702;0,21620752375749025;2,29811166381892;0;0;0;0;0;0;0;0;0;2,5690917504299615;0;0,9692687480474134;0,2524583703996959;1,2154470068256904;0;0;0;0;0;0;0;0;0;4,121730672238636;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1156;19:16:00;0;0;0;0;0;0;0;1,225834344879818;0;0;0;0;0;1,475490733305401;1,1456508410964499;0,21621030556887574;2,2981949849569965;0;0;0;0;0;0;0;0;0;2,569151018736654;0;0,9693047840059352;0,25248130686144127;1,215531752747191;0;0;0;0;0;0;0;0;0;4,122015014940125;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1157;19:17:00;0;0;0;0;0;0;0;1,2258673070577168;0;0;0;0;0;1,47553421316649;1,1456732189281376;0,21624223193845288;2,298313658952658;0;0;0;0;0;0;0;0;0;2,5693459327940418;0;0,9693245960324756;0,25250440274070995;1,2156250089060627;0;0;0;0;0;0;0;0;0;4,122076734803352;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1158;19:18:00;0;0;0;0;0;0;0;1,225881002535103;0;0;0;0;0;1,47600926870457;1,1456849056254135;0,21629566950715656;2,2984522636631555;0;0;0;0;0;0;0;0;0;2,5694073960764006;0;0,9693786857586643;0,252507588227841;1,2156643567538867;0;0;0;0;0;0;0;0;0;4,1222099846584825;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1159;19:19:00;0;0;0;0;0;0;0;1,2258851887809261;0;0;0;0;0;1,4761119223663959;1,1457314211462872;0,21630246283498264;2,298794744808672;0;0;0;0;0;0;0;0;0;2,5694918068080472;0;0,9694195103509579;0,2525109449547968;1,2157983213677035;0;0;0;0;0;0;0;0;0;4,122907901275305;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1160;19:20:00;0;0;0;0;0;0;0;1,225974829782773;0;0;0;0;0;1,4762039420687738;1,1458952077510887;0,21634493308117647;2,2988395058729467;0;0;0;0;0;0;0;0;0;2,5697394732211936;0;0,9695112139513519;0,2525206574117372;1,2159071683480895;0;0;0;0;0;0;0;0;0;4,122909362521019;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1161;19:21:00;0;0;0;0;0;0;0;1,2259768545806098;0;0;0;0;0;1,476373287443356;1,1459011271452206;0,21635091696819303;2,2989873772971174;0;0;0;0;0;0;0;0;0;2,5698120654767456;0;0,9695734936351542;0,2525243535921722;1,2159146940403314;0;0;0;0;0;0;0;0;0;4,124025436837462;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1162;19:22:00;0;0;0;0;0;0;0;1,2260915568642365;0;0;0;0;0;1,476407337668705;1,1459065882911925;0,21635394213725714;2,299140542872004;0;0;0;0;0;0;0;0;0;2,5699403405363683;0;0,9695939963042498;0,25252553034943576;1,215977997626823;0;0;0;0;0;0;0;0;0;4,124831048711044;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1163;19:23:00;0;0;0;0;0;0;0;1,22612843885381;0;0;0;0;0;1,4764382250083226;1,1461316257602352;0,2163570443156156;2,299300167558557;0;0;0;0;0;0;0;0;0;2,5699453113881905;0;0,9696638430246197;0,2525571097451526;1,2161034399191097;0;0;0;0;0;0;0;0;0;4,125721170718018;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1164;19:24:00;0;0;0;0;0;0;0;1,2261463974608904;0;0;0;0;0;1,4765392550199126;1,1463511002418734;0,21636631377135113;2,299349358663765;0;0;0;0;0;0;0;0;0;2,5701322578251062;0;0,969731390331222;0,2525638968742439;1,216241610291829;0;0;0;0;0;0;0;0;0;4,125847593910861;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1165;19:25:00;0;0;0;0;0;0;0;1,2262230244496055;0;0;0;0;0;1,4766331783446813;1,1463707562196597;0,2163708697831205;2,299363622110813;0;0;0;0;0;0;0;0;0;2,5703210898658586;0;0,9697437634035181;0,2525647337805938;1,216258954577274;0;0;0;0;0;0;0;0;0;4,12588944348353;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1166;19:26:00;0;0;0;0;0;0;0;1,2262564008987975;0;0;0;0;0;1,4766445112836948;1,1463947160174626;0,21637275370644435;2,2995052330902954;0;0;0;0;0;0;0;0;0;2,5705030441172374;0;0,9697825630833109;0,25258006692988844;1,2164039488117468;0;0;0;0;0;0;0;0;0;4,127612582770379;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1167;19:27:00;0;0;0;0;0;0;0;1,2262722281485436;0;0;0;0;0;1,4766656995251801;1,1464948471153502;0,2163728768684998;2,299899624659339;0;0;0;0;0;0;0;0;0;2,570640300081672;0;0,9698263693673873;0,25258014088931025;1,2164200693728313;0;0;0;0;0;0;0;0;0;4,128352457553815;0;0;6,40835442622951;2,75094934426229;0,213982;0,934603442622951;
1168;19:28:00;0;0;0;0;0;0;0;1,2262912832195216;0;0;0;0;0;1,4767545860439513;1,146598271888018;0,21639437745651358;2,2999705929153342;0;0;0;0;0;0;0;0;0;2,570762142405718;0;0,9698384135626742;0,25258262559541944;1,2164783275860538;0;0;0;0;0;0;0;0;0;4,128419864640029;0;0;6,40835442622951;2,75094934426229;0,213982;0,935252213114754;
1169;19:29:00;0;0;0;0;0;0;0;1,2263411629778458;0;0;0;0;0;1,4768703628332434;1,1468388009258106;0,21640646443636205;2,3000274076516836;0;0;0;0;0;0;0;0;0;2,570773302376445;0;0,9699188285197784;0,25261065819165773;1,216511938516275;0;0;0;0;0;0;0;0;0;4,1285598849718745;0;0;6,40835442622951;2,75094934426229;0,213982;0,935252213114754;
1170;19:30:00;0;0;0;0;0;0;0;1,2266698707271304;0;0;0;0;0;1,476906902488894;1,1469080243455896;0,21642873783347574;2,300547125041008;0;0;0;0;0;0;0;0;0;2,570978454936497;0;0,9701271643846529;0,2526260098191605;1,2165192632220563;0;0;0;0;0;0;0;0;0;4,129258272733146;0;0;6,40835442622951;2,75094934426229;0,213982;0,935252213114754;
1171;19:31:00;0;0;0;0;0;0;0;1,226823610302879;0;0;0;0;0;1,4770017213550382;1,146940825529348;0,21643316424080486;2,30061863096908;0;0;0;0;0;0;0;0;0;2,5712735523566277;0;0,9701753615735343;0,2526273964793318;1,2165463665827256;0;0;0;0;0;0;0;0;0;4,12952635926933;0;0;6,40835442622951;2,75094934426229;0,213982;0,935252213114754;
