Reactive.Time;Calender;Bathroom Light (20W);Bathroom Mirror Light 10 W (LED);Kitchen Light (20W);Living Room Light (Energy Saving Lamp, 20W);Bedroom Light (20W);Egg Cooker / Russell Hobbs 14048-56 Stylo;Juicer / Moulinex Vitafruit;Kitchen radio / AEG KRC 4323 CD;Single Stove Plate;Nespresso Coffee Machine, Single Cup;Food Slicer / DOMO Schneidemaschine DO521S;Toaster Salco MT 400;Electric Kettle / Petra WK288 1.5L;PC / Acer 8400;PC Monitor / Fujitsu Siemens Scaleoview D19-1;Epson Stylus Color 860;TASKalfa 180;Canon CanoScan LIDE 110;External Harddrive Iomega 3.5";Miele DA 61;Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind;Christopeit Treadmill TM 2 Pro;Hedge Trimmer / Bosch AHS 550-24 ST;Atika LH 2500 G;Lawn Mower / Sabo 32-EL;Hair Dryer Braun Silencio 1250;Laptop Sony Vaio SVE151G11M;Energy Saving Lamp / EL-REF 11 E27;CD/DVD Player / Philips DVDR 725 H;TV Medion MD20123_DE_A;SAT Receiver / Kathrein UFS913;Blender Vitamix Moulinex;AFK BM-2N;Miele DG 1450;Handmixer / Phillips Robust HR 1581;Clatronic MS 3249 Milk Foamer;Dishwasher NEFF SD6P1F (2011);Dryer / Miele T 8626 WP;Steam Iron / Phillips GC 4410;Washing Machine / Bosch WAE 28143;Sony PlayStation 3;Canister vacuum cleaner / Siemens VS 06 G 1831;Siemens Kl 20 LA 65 (A+);Router O2 Box 6431;Phone Siemens Gigaset C320;Electric Toothbrush Dondodent Professional Clean;Electric Razor Braun Cruzer 5;
120;02:00:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
121;02:01:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
122;02:02:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
123;02:03:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
124;02:04:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
125;02:05:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
126;02:06:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
127;02:07:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
128;02:08:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
129;02:09:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
130;02:10:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
131;02:11:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
132;02:12:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
133;02:13:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
134;02:14:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
135;02:15:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
136;02:16:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;4;
137;02:17:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;4;
138;02:18:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
139;02:19:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
140;02:20:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
141;02:21:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
142;02:22:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
143;02:23:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
144;02:24:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
145;02:25:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
146;02:26:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;4;
147;02:27:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;4;
148;02:28:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
149;02:29:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
150;02:30:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
151;02:31:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
152;02:32:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
153;02:33:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
154;02:34:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
155;02:35:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
156;02:36:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
157;02:37:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
158;02:38:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
159;02:39:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
160;02:40:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
161;02:41:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
162;02:42:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
163;02:43:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
164;02:44:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
165;02:45:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
166;02:46:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
167;02:47:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
168;02:48:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
169;02:49:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
170;02:50:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
171;02:51:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
172;02:52:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
173;02:53:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
174;02:54:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;4;
175;02:55:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
176;02:56:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
177;02:57:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
178;02:58:00;0;0;0;0;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;5;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
179;02:59:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
180;03:00:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
181;03:01:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
182;03:02:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
183;03:03:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
184;03:04:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
185;03:05:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
186;03:06:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
187;03:07:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
188;03:08:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
189;03:09:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
190;03:10:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
191;03:11:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
192;03:12:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
193;03:13:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
194;03:14:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
195;03:15:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
196;03:16:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
197;03:17:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
198;03:18:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
199;03:19:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
200;03:20:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
201;03:21:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
202;03:22:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
203;03:23:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
204;03:24:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
205;03:25:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
206;03:26:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
207;03:27:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
208;03:28:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
209;03:29:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
210;03:30:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
211;03:31:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;4;
212;03:32:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
213;03:33:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;4;
214;03:34:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
215;03:35:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
216;03:36:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
217;03:37:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
218;03:38:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
219;03:39:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
220;03:40:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
221;03:41:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
222;03:42:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
223;03:43:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
224;03:44:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
225;03:45:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
226;03:46:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
227;03:47:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
228;03:48:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;4;
229;03:49:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
230;03:50:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
231;03:51:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
232;03:52:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
233;03:53:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
234;03:54:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;4;
235;03:55:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
236;03:56:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
237;03:57:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;5;
238;03:58:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
239;03:59:00;1;1;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
240;04:00:00;1;1;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
241;04:01:00;1;1;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
242;04:02:00;1;1;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;2;0;5;0;5;
243;04:03:00;1;1;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
244;04:04:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
245;04:05:00;0;0;0;1;1;0;0;5;0;0;0;0;0;5;5;5;5;0;0;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
246;04:06:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;1;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
247;04:07:00;0;0;0;1;0;0;0;5;0;0;0;0;0;5;5;5;5;0;1;0;0;0;0;0;0;0;4;0;5;5;5;0;0;0;0;0;0;0;0;0;5;0;1;0;5;0;5;
