Reactive.Time;Time span;Living Room Light (100W) [var];Kitchen Light (100W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (200W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Single Stove Plate [var];Nespresso Coffee Machine, Single Cup [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Christopeit Treadmill TM 2 Pro [var];Laptop Sony Vaio SVE151G11M [var];Lawn Mower / Sabo 32-EL [var];Hifi System / Sharp XL-HF300PH [var];Electric Kettle / Petra WK288 1.5L [var];Energy Saving Lamp / EL-REF 11 E27 [var];CD/DVD Player / Philips DVDR 725 H [var];TV Medion MD20123_DE_A [var];SAT Receiver / Kathrein UFS913 [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Microsoft Xbox 360 [var];Miele DG 1450 [var];Handmixer / Phillips Robust HR 1581 [var];Dishwasher NEFF SD6P1F (2011) [var];Dryer / Miele T 8626 WP [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Steam Iron / Phillips GC 4410 [var];Washing Machine / Bosch WAE 28143 [var];Hair Dryer Braun Silencio 1250 [var];Siemens Kl 20 LA 65 (A+) [var];Router O2 Box 6431 [var];Electric Razor Braun Cruzer 5 [var];Electric Toothbrush Dondodent Professional Clean [var];
268;04:28:00;0;0;0;0;0;0;0;0,36579445167415026;-6,93541409836066;0;0;0;0,43242567971699214;0,3364127200276474;0;0;-23,4303655737705;0;0,8116161381225591;0;0;0,2933004519592647;-49,032593442623;0,3657002169750424;0;0,9611216390041322;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,592089344262295;-4,16093901639344;
269;04:29:00;0;0;0;0;0;0;0;0,36580806067239485;-6,93541409836066;0;0;0;0,4325469377153703;0,33649137454593486;0;0;-23,4303655737705;0;0,8120360466339077;0;0;0,29330558584285055;-49,0259213114754;0,3657281243818644;0;0,9613649669521791;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,592089344262295;-4,16093901639344;
270;04:30:00;0;0;0;0;0;0;0;0,3659070637126019;-6,93131131147541;0;0;0;0,43261375596504953;0,33649152792931947;0;0;-23,4303655737705;0;0,8120568235513757;0;0;0,2934164328145248;-48,989962295082;0,3659331786044424;0;0,9620646052674752;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,592089344262295;-4,16093901639344;
271;04:31:00;0;0;0;0;0;0;0;0,3659228137847042;-6,93131131147541;0;0;0;0,43261442150452417;0,3365754958387312;0;0;-23,4303655737705;0;0,8123193145870172;0;0;0,29342284880811664;-48,989962295082;0,3660134197715949;0;0,9620725975762913;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,592089344262295;-4,16093901639344;
272;04:32:00;0;0;0;0;0;0;0;0,3659472692213219;-6,93131131147541;0;0;0;0,43262355178796197;0,33670991867736283;0;0;-23,4303655737705;0;0,8125827914947776;0;0;0,2934826434664979;-48,989962295082;0,3660668086071903;0;0,9629018270361672;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,592089344262295;-4,16093901639344;
273;04:33:00;0;0;0;0;0;0;0;0,36599136893197315;-6,93131131147541;0;0;0;0,4326877947423144;0,33677693429527833;0;0;-23,4303655737705;0;0,812941359949473;0;0;0,2934960760489274;-48,989962295082;0,3660856128450018;0;0,9631254932688385;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,592089344262295;-4,16093901639344;
274;04:34:00;0;0;0;0;0;0;0;0,36606129882440325;-6,93131131147541;0;0;0;0,4327461386335523;0,33686223653194125;0;0;-23,4303655737705;0;0,8130123768870479;0;0;0,2935480801124886;-48,989962295082;0,36617607262471097;0;0,9632451629688803;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,592089344262295;-4,16093901639344;
275;04:35:00;0;0;0;0;0;0;0;0,36606547097184317;-6,93131131147541;0;0;0;0,43274873456273644;0,3368753850506316;0;0;-23,4303655737705;0;0,8130867588763508;0;0;0,2935819327522084;-48,989962295082;0,36619205268592325;0;0,9632523307526578;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,592089344262295;-4,16093901639344;
276;04:36:00;0;0;0;0;0;0;0;0,3661031594572203;-6,93131131147541;0;0;0;0,43277348920829367;0,3369345395335449;0;0;-23,4303655737705;0;0,813163747992973;0;0;0,29358369408041435;-48,989962295082;0,36644826483073634;0;0,9632561869837718;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
277;04:37:00;0;0;0;0;0;0;0;0,36622809639935133;-6,93131131147541;0;0;0;0,43279528385338684;0,3371816572542324;0;0;-23,4156459016393;0;0,8132628510056191;0;0;0,29361870970411885;-48,989962295082;0,36646121883467364;0;0,9635057222791586;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
278;04:38:00;0;0;0;0;0;0;0;0,36631659833072877;-6,93131131147541;0;0;0;0,4329919334271797;0,33720227250169266;0;0;-23,4156459016393;0;0,8133408187540931;0;0;0,29375618772085077;-48,989962295082;0,36659190258767677;0;0,9640196229862257;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
279;04:39:00;0;0;0;0;0;0;0;0,3664910147250949;-6,91160278688524;0;0;0;0,43299819531910616;0,3372165812438792;0;0;-23,4156459016393;0;0,8140228696324066;0;0;0,2939061685781981;-48,8996606557377;0,3666589776271444;0;0,9641309276407263;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
280;04:40:00;0;0;0;0;0;0;0;0,3665444894242501;-6,91160278688524;0;0;0;0,4330181807627913;0,3373113916973851;0;0;-23,4156459016393;0;0,8140716923389496;0;0;0,29395133663692014;-48,8996606557377;0,36673798781778244;0;0,9641474502747458;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
281;04:41:00;0;0;0;0;0;0;0;0,36658958060165875;-6,91160278688524;0;0;0;0,4331173763529179;0,3373513393284195;0;0;-23,4156459016393;0;0,8143057603709569;0;0;0,29400843177516156;-48,8996606557377;0,36678104935538436;0;0,9643151995869301;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
282;04:42:00;0;0;0;0;0;0;0;0,3666607897541018;-6,91160278688524;0;0;0;0,4331302709280487;0,33741146812334666;0;0;-23,4156459016393;0;0,8143113284114595;0;0;0,2940187287425486;-48,8996606557377;0,36678842545821094;0;0,964533341468366;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
283;04:43:00;0;0;0;0;0;0;0;0,3668876055297345;-6,91160278688524;0;0;0;0,43313257776657105;0,3374461109976597;0;0;-23,4156459016393;0;0,8150673574850967;0;0;0,2940594053164277;-48,8996606557377;0,3669107951056761;0;0,9647301850402645;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
284;04:44:00;0;0;0;0;0;0;0;0,3669451482702069;-6,91160278688524;0;0;0;0,43315282968901186;0,3376244852065807;0;0;-23,4156459016393;0;0,8151659895433472;0;0;0,2941260696327725;-48,8996606557377;0,3670715380679929;0;0,9652788163969049;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
285;04:45:00;0;0;0;0;0;0;0;0,36703934116371667;-6,91160278688524;0;0;0;0,43323900037524754;0,3376841899436083;0;0;-23,4156459016393;0;0,8152636151808;0;0;0,2941370718667232;-48,8996606557377;0,36712424888756023;0;0,9655851039833543;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
286;04:46:00;0;0;0;0;0;0;0;0,3671136718735401;-6,91160278688524;0;0;0;0,4333858597550581;0,3378414937241647;0;0;-23,4156459016393;0;0,815326319885315;0;0;0,2942645308781192;-48,8996606557377;0,36713961171342685;0;0,9656384297502488;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
287;04:47:00;0;0;0;0;0;0;0;0,3671984358259011;-6,91160278688524;0;0;0;0,43339489484580346;0,3378961622508877;0;0;-23,4156459016393;0;0,8154058898844317;0;0;0,2942981732350058;-48,8996606557377;0,3672234651236261;0;0,965747622988987;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
288;04:48:00;0;0;0;0;0;0;0;0,36739876047704106;-6,89638327868852;0;0;0;0,4334567215349887;0,337965976737557;0;0;-23,3003245901639;0;0,8159093201677332;0;0;0,29434269132677227;-48,8996606557377;0,3672498138527197;0;0,9658179061578103;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
289;04:49:00;0;0;0;0;0;0;0;0,36747705151613946;-6,89638327868852;0;0;0;0,4335939889866046;0,33800232264773916;0;0;-23,3003245901639;0;0,8159493153449059;0;0;0,29449700397098083;-48,8864868852459;0,3672618331039563;0;0,9659117380683614;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
290;04:50:00;0;0;0;0;0;0;0;0,3674815325145991;-6,89638327868852;0;0;0;0,4337634701070147;0,33806768058486497;0;0;-23,3003245901639;0;0,8159876046033614;0;0;0,29455172886694025;-48,8864868852459;0,36730187049604507;0;0,9663588625475099;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
291;04:51:00;0;0;0;0;0;0;0;0,3675301687621821;-6,89638327868852;0;0;0;0,4337737447351171;0,338181828138256;0;0;-23,3003245901639;0;0,8160474083615146;0;0;0,2945820841165734;-48,8864868852459;0,36737852520425934;0;0,9664495115501669;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
292;04:52:00;0;0;0;0;0;0;0;0,3675939122423533;-6,89638327868852;0;0;0;0,4337930522662305;0,3382085816768504;0;0;-23,3003245901639;0;0,8163077130896227;0;0;0,29458891808382337;-48,8864868852459;0,3674057003041242;0;0,9666580024919188;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
293;04:53:00;0;0;0;0;0;0;0;0,36770291392168497;-6,89638327868852;0;0;0;0,4338462854603478;0,33831262712366605;0;0;-23,3003245901639;0;0,816410515913639;0;0;0,29465920340269114;-48,8864868852459;0,3674947095291572;0;0,9666733269464034;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
294;04:54:00;0;0;0;0;0;0;0;0,36776979121382475;-6,89638327868852;0;0;0;0,4338945703931312;0,33845203414002817;0;0;-23,3003245901639;0;0,8165034348262982;0;0;0,2946700832641529;-48,8864868852459;0,3675691655042607;0;0,9677493620158238;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
295;04:55:00;0;0;0;0;0;0;0;0,36780148455379286;-6,89638327868852;0;0;0;0,4339693498899619;0,33849717672153007;0;0;-23,3003245901639;0;0,8165908159060118;0;0;0,2948494577984383;-48,8864868852459;0,3676097752091872;0;0,967780495477289;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
296;04:56:00;0;0;0;0;0;0;0;0,36781279580856807;-6,89638327868852;0;0;0;0,43422696955375006;0,338510797748409;0;0;-23,3003245901639;0;0,8167474285675957;0;0;0,29488651337072413;-48,8864868852459;0,3676461380154258;0;0,9678530510079918;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
297;04:57:00;0;0;0;0;0;0;0;0,3680001648909509;-6,89638327868852;0;0;0;0,4342483386534908;0,33851886658623404;0;0;-23,2835114754098;0;0,8169245999518755;0;0;0,2949264332463595;-48,878668852459;0,3677094902456654;0;0,9681162888227337;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
298;04:58:00;0;0;0;0;0;0;0;0,36809710787395955;-6,89638327868852;0;0;0;0,4342677195230998;0,33873105815270016;0;0;-23,2835114754098;0;0,8169550116391193;0;0;0,29499010546592985;-48,878668852459;0,3678790789038573;0;0,9683309405235259;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
299;04:59:00;0;0;0;0;0;0;0;0,3681780958561158;-6,89638327868852;0;0;0;0,4344228893789319;0,33873197568652536;0;0;-23,2835114754098;0;0,8170681669901926;0;0;0,2949948342997588;-48,878668852459;0,3679102324012921;0;0,9684997996717416;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
300;05:00:00;0;0;0;0;0;0;0;0,3683197110032775;-6,86588344262295;0;0;0;0,43442296805644115;0,3387529659795571;0;0;-23,2835114754098;0;0,8177192662636434;0;0;0,2951438929149857;-48,878668852459;0,3679440031090743;0;0,968565483667331;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
301;05:01:00;0;0;0;0;0;0;0;0,3683551945866261;-6,86588344262295;0;0;0;0,43447977604317456;0,33883464366825156;0;0;-23,2835114754098;0;0,8177936442921814;0;0;0,29517097418687227;-48,8599327868852;0,3682857692654009;0;0,968588241231905;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
302;05:02:00;0;0;0;0;0;0;0;0,36861448259861734;-6,86588344262295;0;0;0;0,43448162646237004;0,3388623381237463;0;0;-23,2835114754098;0;0,8178007176996467;0;0;0,29520958577190026;-48,848524590164;0,36869396179261155;0;0,9686797391180824;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
303;05:03:00;0;0;0;0;0;0;0;0,3686245948716754;-6,86588344262295;0;0;0;0,4345333653811533;0,33887938290897957;0;0;-23,2835114754098;0;0,8178223709801498;0;0;0,29532157220792665;-48,848524590164;0,36872082044355536;0;0,9690917687592019;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
304;05:04:00;0;0;0;0;0;0;0;0,3687107768621568;-6,86588344262295;0;0;0;0,434537082654688;0,3389229910172341;0;0;-23,2835114754098;0;0,817874563992929;0;0;0,2953233913035466;-48,848524590164;0,36872930318777014;0;0,9693272549043656;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
305;05:05:00;0;0;0;0;0;0;0;0,3688280600763556;-6,86588344262295;0;0;0;0,43458351458203753;0,33896024592660373;0;0;-23,2835114754098;0;0,818111414884202;0;0;0,2954499639751741;-48,848524590164;0,36879755001445375;0;0,9693323123937152;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
306;05:06:00;0;0;0;0;0;0;0;0,36886488144853774;-6,86588344262295;0;0;0;0,4348264580106796;0,3390460409618121;0;0;-23,1717836065574;0;0,8181753238972859;0;0;0,2955108982145155;-48,848524590164;0,36881808795164306;0;0,96960132753959;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
307;05:07:00;0;0;0;0;0;0;0;0,3689645658814267;-6,86588344262295;0;0;0;0,4349495060873942;0,3391074701716619;0;0;-23,1717836065574;0;0,8184047651249755;0;0;0,295537121509986;-48,848524590164;0,3688207505971045;0;0,9696531610933494;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
308;05:08:00;0;0;0;0;0;0;0;0,36900751305925583;-6,86588344262295;0;0;0;0,43501098454154496;0,3391360820222998;0;0;-23,1717836065574;0;0,8184662374300004;0;0;0,29555631478145084;-48,848524590164;0,3688392627863941;0;0,9699899258110881;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
309;05:09:00;0;0;0;0;0;0;0;0,3691643405088099;-6,84976327868852;0;0;0;0,43510776985886745;0,33920926127446244;0;0;-23,1717836065574;0;0,8185404106476584;0;0;0,2955597528180307;-48,848524590164;0,36884987315086065;0;0,9700484247010583;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
310;05:10:00;0;0;0;0;0;0;0;0,36920893877763655;-6,84976327868852;0;0;0;0,43511165380018424;0,3392768171378;0;0;-23,1717836065574;0;0,8187280012277767;0;0;0,2956764769585302;-48,848524590164;0,3688690921475141;0;0,9701204466936922;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
311;05:11:00;0;0;0;0;0;0;0;0,36922892161971277;-6,84976327868852;0;0;0;0,43518493116618007;0,33934778672632726;0;0;-23,1717836065574;0;0,8188079940193481;0;0;0,2957378733033877;-48,8402426229508;0,3688913108891232;0;0,970278104984818;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
312;05:12:00;0;0;0;0;0;0;0;0,36924279425458956;-6,84976327868852;0;0;0;0,4352092242324385;0,3393588830508207;0;0;-23,1717836065574;0;0,8190045435959725;0;0;0,2958175864807034;-48,8402426229508;0,36891485334821783;0;0,9704000957531901;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
313;05:13:00;0;0;0;0;0;0;0;0,36930167903167666;-6,84976327868852;0;0;0;0,4354327298891544;0,3394191159088061;0;0;-23,1717836065574;0;0,8191311082737088;0;0;0,29589876718266833;-48,8402426229508;0,3690812876677681;0;0,9704176157278142;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
314;05:14:00;0;0;0;0;0;0;0;0,36942536729282155;-6,84976327868852;0;0;0;0,43547458540716716;0,3394226800048319;0;0;-23,1717836065574;0;0,8192537282026835;0;0;0,29598362334900064;-48,8402426229508;0,3691753940332404;0;0,9705050752201646;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
315;05:15:00;0;0;0;0;0;0;0;0,36945226096593653;-5,82304475409836;0;0;0;0,4354802180441321;0,33947811831725394;0;0;-23,1491655737705;0;0,8194668950556627;0;0;0,2961521123753878;-48,8402426229508;0,3692410229084619;0;0,9705382476465862;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
316;05:16:00;0;0;0;0;0;0;0;0,3695734722950626;-5,82304475409836;0;0;0;0,4356271467345355;0,33949535787947077;0;0;-23,1491655737705;0;0,8200571798421941;0;0;0,2961565604352966;-48,8402426229508;0,3692990988443829;0;0,9706185374024812;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
317;05:17:00;0;0;0;0;0;0;0;0,36964073841850315;-5,82304475409836;0;0;0;0,43562978509092665;0,33962027308540504;0;0;-23,1491655737705;0;0,8201941997417053;0;0;0,2963012314048532;-48,8402426229508;0,3693550323490789;0;0,9709417002382437;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
318;05:18:00;0;0;0;0;0;0;0;0,36976980031957796;-5,82304475409836;0;0;0;0,4356405563869092;0,339703893895291;0;0;-23,1491655737705;0;0,8202689705666221;0;0;0,2963238615690499;-48,8402426229508;0,36943757906714625;0;0,9709529913829771;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
319;05:19:00;0;0;0;0;0;0;0;0,36978241547494706;-5,82304475409836;0;0;0;0,43564673153255884;0,3397297919484851;0;0;-23,1491655737705;0;0,8203082954437788;0;0;0,29635035245897745;-48,8370868852459;0,36950512598332536;0;0,9710300473335053;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
320;05:20:00;0;0;0;0;0;0;0;0,36981437093725333;-5,82304475409836;0;0;0;0,43566788588064836;0,3397747957310011;0;0;-23,1491655737705;0;0,8206958897720958;0;0;0,2963814625213782;-48,8359213114754;0,3695890739573681;0;0,9711816069723281;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
321;05:21:00;0;0;0;0;0;0;0;0,36992551580336025;-5,82304475409836;0;0;0;0,43567581029368607;0,33978071901628276;0;0;-23,1491655737705;0;0,8207483012232287;0;0;0,2964033574653565;-48,8359213114754;0,3696131567607614;0;0,9716453363873139;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
322;05:22:00;0;0;0;0;0;0;0;0,369982146245869;-5,82304475409836;0;0;0;0,43580298696058406;0,33982495249615424;0;0;-23,1491655737705;0;0,8209838211064023;0;0;0,29643294634289796;-48,8359213114754;0,3696485918969268;0;0,9716612793132554;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
323;05:23:00;0;0;0;0;0;0;0;0,37004918189673763;-5,82304475409836;0;0;0;0,43607507916998184;0,33986986293307936;0;0;-23,1491655737705;0;0,8209965248491699;0;0;0,29646650304601485;-48,8359213114754;0,3696534965848895;0;0,9718895817644478;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
324;05:24:00;0;0;0;0;0;0;0;0,3701378739736536;-5,82304475409836;0;0;0;0,43611357429256864;0,3399199327718408;0;0;-23,1446295081967;0;0,8213764675429447;0;0;0,2965683302901665;-48,8359213114754;0,36971018940683537;0;0,9720821854168276;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
325;05:25:00;0;0;0;0;0;0;0;0,3701406122698457;-5,82304475409836;0;0;0;0,43618893302402006;0,3401887629273281;0;0;-23,1446295081967;0;0,8214371732028207;0;0;0,2966266442271935;-48,8359213114754;0,36976342127538364;0;0,9722877645396854;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
326;05:26:00;0;0;0;0;0;0;0;0,37019767186164;-5,82304475409836;0;0;0;0,4361943228406328;0,34028030581682606;0;0;-23,1446295081967;0;0,8216976227112754;0;0;0,2966510772841541;-48,8359213114754;0,36988874619001894;0;0,9731899037356354;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
327;05:27:00;0;0;0;0;0;0;0;0,370245256988711;-5,82304475409836;0;0;0;0,4362504224056476;0,3403141351503863;0;0;-23,1446295081967;0;0,8221324697341825;0;0;0,2967729191433401;-48,8359213114754;0,3699001681244728;0;0,9734303601009763;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
328;05:28:00;0;0;0;0;0;0;0;0,37041173178142167;-5,80692918032787;0;0;0;0,4362640319540912;0,34034047041378496;0;0;-23,1446295081967;0;0,822173483293441;0;0;0,296781236419793;-48,821293442623;0,36994826820209165;0;0,9740905725803157;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
329;05:29:00;0;0;0;0;0;0;0;0,37041527280961156;-5,80692918032787;0;0;0;0,4362809333914129;0,3403492974361398;0;0;-23,1446295081967;0;0,8223468308474766;0;0;0,2968039366206564;-48,821293442623;0,37022219772964926;0;0,9745796336561394;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
330;05:30:00;0;0;0;0;0;0;0;0,37041697260100465;-5,80692918032787;0;0;0;0,4365546200260667;0,3403994951868905;0;0;-23,1446295081967;0;0,822454426868183;0;0;0,29705023466329833;-48,821293442623;0,3702465061239683;0;0,9748318892001282;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
331;05:31:00;0;0;0;0;0;0;0;0,3705170216256869;-5,80692918032787;0;0;0;0,43656652239105637;0,3406639764546542;0;0;-23,1446295081967;0;0,822646464747502;0;0;0,2971012170555966;-48,821293442623;0,37027100411769936;0;0,9748410720652281;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
332;05:32:00;0;0;0;0;0;0;0;0,3705318496522402;-5,80692918032787;0;0;0;0,43666690827358867;0,3406672997144196;0;0;-23,1446295081967;0;0,8227186737727538;0;0;0,2971386518506024;-48,821293442623;0,37033886365824803;0;0,9752577872609389;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
333;05:33:00;0;0;0;0;0;0;0;0,3706671054698163;-5,80692918032787;0;0;0;0,43674292325281905;0,340699568474887;0;0;-23,1371934426229;0;0,8227515734920864;0;0;0,29717963944585785;-48,821293442623;0,37046937374981204;0;0,9754251970776874;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
334;05:34:00;0;0;0;0;0;0;0;0,3707402586748606;-5,80692918032787;0;0;0;0,4370540545551782;0,3407124889697224;0;0;-23,1371934426229;0;0,8227705818109254;0;0;0,2971906340488829;-48,821293442623;0,3704725890287322;0;0,9756361785275738;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
335;05:35:00;0;0;0;0;0;0;0;0,3707663827598679;-5,80692918032787;0;0;0;0,4371658988999921;0,34074922790145185;0;0;-23,1371934426229;0;0,8228602072314092;0;0;0,2972304586387506;-48,821293442623;0,37056192895576523;0;0,9756593718479111;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
336;05:36:00;0;0;0;0;0;0;0;0,3708113764611498;-5,80692918032787;0;0;0;0,43723846310428943;0,34080206518641093;0;0;-23,1371934426229;0;0,8231738675375835;0;0;0,29725481204672005;-48,821293442623;0,3706207028822997;0;0,9757999454365084;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
337;05:37:00;0;0;0;0;0;0;0;0,3708783006699643;-5,77090540983607;0;0;0;0,4373254931514813;0,3408646264370857;0;0;-23,1371934426229;0;0,8232534232472204;0;0;0,29726011771216326;-48,7821737704918;0,3706719145596542;0;0,9759057627760216;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
338;05:38:00;0;0;0;0;0;0;0;0,37091236281211565;-5,77090540983607;0;0;0;0,43733562303514906;0,340914872275932;0;0;-23,1371934426229;0;0,8233554205089734;0;0;0,29736536999046687;-48,7793606557377;0,37067335925114614;0;0,9759204913068743;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
339;05:39:00;0;0;0;0;0;0;0;0,3710099105423603;-5,77090540983607;0;0;0;0,4374703699809319;0,34092378440610976;0;0;-23,1371934426229;0;0,8234549636719497;0;0;0,2973933395595708;-48,6623770491803;0,3706943806447673;0;0,9759254692144133;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
340;05:40:00;0;0;0;0;0;0;0;0,3710188960883556;-5,77090540983607;0;0;0;0,43750471674571106;0,3410150622580842;0;0;-23,1371934426229;0;0,8235261128933761;0;0;0,2974984062003226;-48,6623770491803;0,3709409320698733;0;0,9761249731752061;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
341;05:41:00;0;0;0;0;0;0;0;0,37104844892530736;-5,77090540983607;0;0;0;0,43755650521677925;0,3410248508831154;0;0;-23,1371934426229;0;0,8235954909258926;0;0;0,297547937117731;-48,6623770491803;0,3709608981882539;0;0,9761631710155793;0;0;0;0;0;0;0;0;0;0;-9,93423868852459;0,773579344262295;-4,16093901639344;
