Apparent.Time;Time span;Kitchen Light (100W) [VA];Living Room Light (Energy Saving Lamp, 20W) [VA];Bathroom Light (100W) [VA];Bathroom Mirror Light 10 W (LED) [VA];Bedroom Light (60W) [VA];Children Room Light (200W) [VA];Children Room Light Device (20W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Coffee Machine / Braun Impression KF 600 [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster Salco MT 400 [VA];PC / Acer 8400 [VA];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [VA];Epson Stylus Color 860 [VA];TASKalfa 180 [VA];Canon CanoScan LIDE 110 [VA];External Harddrive Iomega 3.5" [VA];Laptop / ACER BT.00603.043 Replacement laptop battery [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Fancy Ceiling Lights with at least 3 Bulbs [VA];CD/DVD Player / Phillips HDR3810/31 [VA];Panasonic TX-P58V10E [VA];SAT Receiver / Kathrein UFS913 [VA];Miele H 5241 B [VA];Handmixer / Phillips Robust HR 1581 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [VA];Microwave / Panasonic NN-V 359 W Inverter [VA];Extractor Hood / Miele DA 429-4 [VA];Miele DA 61 [VA];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [VA];Ricecooker / Tristar RK-6112 [VA];Steam Cooker / Phillips HD9140 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [VA];Braun Multiquick 3 MR 300 Soup [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Fondue / Unold 48746 Asia [VA];Dishwashers / Bosch SGI 4662 Silence Comfort [VA];Dryer / Miele T 8626 WP [VA];Washing Machine Samsung P1405J [VA];Home Cinema System / Samsung HT-D5550 [VA];Hifi System / Sharp XL-HF300PH [VA];AEG NM 2701 Premium [VA];Hair Dryer Babyliss 2000 [VA];Canister Vacuum Cleaner / Siemens Z6.0 VSZ61260 [VA];TV Medion MD20123_DE_A [VA];Microsoft Xbox 360 [VA];TV / Phillips Goya 9770 VT [VA];Liebherr CBP 4056-20A [VA];Router O2 Box 6431 [VA];Electric Razor Braun Cruzer 5 [VA];Electric Tooth Brush / Phillips HX9332 [VA];Phone Siemens Gigaset C320 [VA];Yamaha RX-V667 [VA];Liebherr GP 2756-20A [VA];
312;05:12:00;0;0;0;0;0;0;0;0;0;1,1821573738016056;0;0;0;0;1,4182680761738204;1,1012374416672603;0,20848851599195728;2,212680823566384;0;0;6,194945024493911;0;0;0,6903264245805991;9,791213071316918;3,9007383686294346;0;0;0;19,26926983621688;0;0;0;0;0;0;0;0;0;0;0;0;1,8448661110768096;2,6230308631912966;0;0;0;0,5700000000000001;3,107548809019419;2,251478304763309;0;11,6393;2,93436180327869;1,7453427434965127;4,32325639344262;10,493570356406721;0;
313;05:13:00;0;0;0;0;0;0;0;0;0;1,1821581497575075;0;0;0;0;1,4182839780948662;1,1013358740035875;0,20856217892853587;2,2130528230752113;0;0;6,1956836485829925;0;0;0,6904322398340555;9,792580411382286;3,90088320892162;0;0;0;19,27605579800558;0;0;0;0;0;0;0;0;0;0;0;0;1,8455021785952588;2,6231546439549596;0;0;0;0,5700000000000001;3,1088873893484865;2,2525516855567864;0;11,6393;2,93436180327869;1,7454380154648186;4,32325639344262;10,497371669815697;0;
314;05:14:00;0;0;0;0;0;0;0;0;0;1,182825548807255;0;0;0;0;1,4186086920371246;1,101843148135423;0,20859169442099312;2,2151512647807374;0;0;6,196986618777042;0;0;0,6906080141950199;9,792675576357858;3,9010293728758816;0;0;0;19,290416032736868;0;0;0;0;0;0;0;0;0;0;0;0;1,8455055560464884;2,6244239810485346;0;0;0;0,5700000000000001;3,1099434840746363;2,2526798775528514;0;11,6393;2,93436180327869;1,7457574102103832;4,32325639344262;10,497384793202297;0;
315;05:15:00;0;0;0;0;0;0;0;0;0;1,18282968999383;0;0;0;0;1,4188829816873612;1,1024930575449778;0,2086119938209257;2,215169128616719;0;0;6,202220305231841;0;0;0,6906327252729764;9,794543204570871;3,9017597943341933;0;0;0;19,294565531036504;0;0;0;0;0;0;0;0;0;0;0;0;1,8460230993615019;2,6246752657910806;0;0;0;0,5700000000000001;3,1102370908040924;2,252729975852812;0;11,6393;2,93436180327869;1,7457596772934507;4,32325639344262;10,497846185646923;0;
316;05:16:00;0;0;0;0;0;0;0;0;0;1,183912250528805;0;0;0;0;1,4190180143516666;1,1026289419404562;0,20864381372376473;2,2153039178077427;0;0;6,203566719095663;0;0;0,6906545748981375;9,794831725778787;3,901762339080772;0;0;0;19,303390298842082;0;0;0;0;0;0;0;0;0;0;0;0;1,8461962548042403;2,624809697670024;0;0;0;0,5700000000000001;3,1109073706253314;2,252819258918345;0;11,6393;2,93436180327869;1,7459214035562738;4,32325639344262;10,50561908254554;0;
317;05:17:00;0;0;0;0;0;0;0;0;0;1,1843462380328869;0;0;0;0;1,419417765536796;1,1026701914317478;0,20869815794929386;2,215673239901899;0;0;6,204891960143375;0;0;0,6909923151995104;9,79536963441422;3,9020724979404955;0;0;0;19,30392130022695;0;0;0;0;0;0;0;0;0;0;0;0;1,8464073077447838;2,6250239567177003;0;0;0;0,5700000000000001;3,1111032554029627;2,2535312652936166;0;11,6393;2,93436180327869;1,7461077112252932;4,32325639344262;10,506614515575063;0;
318;05:18:00;0;0;0;0;0;0;0;0;0;1,1844358846240084;0;0;0;0;1,4194211706929372;1,103228961332404;0,20876117639924818;2,215829441786727;0;0;6,205987142945881;0;0;0,6910444980917463;9,800124711016524;3,902464697976069;0;0;0;19,308636461181536;0;0;0;0;0;0;0;0;0;0;0;0;1,8469433791663319;2,6251577527257135;0;0;0;0,5700000000000001;3,111465050243416;2,2538542840571703;0;11,6393;2,93436180327869;1,746202263044837;4,32325639344262;10,508125884217781;0;
319;05:19:00;0;0;0;0;0;0;0;0;0;1,1844973155810514;0;0;0;0;1,4194958645065525;1,1032675721440004;0,20878423633335483;2,2159750050795757;0;0;6,207740943226857;0;0;0,6913420256935494;9,801872772447433;3,902706775017032;0;0;0;19,310093000878172;0;0;0;0;0;0;0;0;0;0;0;0;1,8471343157432405;2,6252097695387855;0;0;0;0,5700000000000001;3,112063877020142;2,254071881008955;0;11,6393;2,93436180327869;1,7473819030769842;4,32325639344262;10,508566987440664;0;
320;05:20:00;0;0;0;0;0;0;0;0;0;1,1846613344978023;0;0;0;0;1,4198723582086614;1,1033534828273093;0,2088007202238857;2,2165195269026423;0;0;6,212666589770438;0;0;0,6913816045358969;9,803209446693524;3,9028766568373614;0;0;0;19,31038869807662;0;0;0;0;0;0;0;0;0;0;0;0;1,847538040797465;2,625416809799422;0;0;0;0,5700000000000001;3,1146128972422025;2,2542424808478216;0;11,6393;2,93436180327869;1,7475105790017655;4,32325639344262;10,508812800048169;0;
321;05:21:00;0;0;0;0;0;0;0;0;0;1,18511254035637;0;0;0;0;1,420396728790266;1,103383379860699;0,2088453703239681;2,216640462129802;0;0;6,2140444896557625;0;0;0,6915821415206589;9,805972771124205;3,903736117744857;0;0;0;19,31071700163246;0;0;0;0;0;0;0;0;0;0;0;0;1,8478679479081341;2,6258607392616207;0;0;0;0,5700000000000001;3,114753648976996;2,254714390660688;0;11,6393;2,93436180327869;1,748151628113325;4,32325639344262;10,508880606755769;0;
322;05:22:00;0;0;0;0;0;0;0;0;0;1,18521303369671;0;0;0;0;1,420450995889436;1,1035438890356133;0,20884744670985045;2,216799908098884;0;0;6,215024899142684;0;0;0,6921691254947108;9,806936572518376;3,904678518111268;0;0;0;19,31820402305064;0;0;0;0;0;0;0;0;0;0;0;0;1,8480903938196631;2,625883681380303;0;0;0;0,5700000000000001;3,115111713511747;2,2548036099641404;0;11,6393;2,93436180327869;1,7484399131320358;4,32325639344262;10,513961501391721;0;
323;05:23:00;0;0;0;0;0;0;0;0;0;1,1857616578448673;0;0;0;0;1,4215351021832903;1,1036665940713652;0,20887259254741586;2,216818069694821;0;0;6,216677882472895;0;0;0,6927186320122413;9,809421824303245;3,904727801127467;0;0;0;19,322368060474485;0;0;0;0;0;0;0;0;0;0;0;0;1,8494328809594907;2,6260993677764892;0;0;0;0,5700000000000001;3,1151649466851477;2,255156388466841;0;11,6393;2,93436180327869;1,7485296977667881;4,32325639344262;10,514155069064564;0;
324;05:24:00;0;0;0;0;0;0;0;0;0;1,1860130697870102;0;0;0;0;1,4217242045454737;1,1038284265847176;0,2089464073661009;2,217203630595498;0;0;6,217014914585935;0;0;0,6927270359924822;9,810102121094628;3,9047719835651047;0;0;0;19,327251637194852;0;0;0;0;0;0;0;0;0;0;0;0;1,8498532120386633;2,6261335898478912;0;0;0;0,5700000000000001;3,1163924491170514;2,2555726419495543;0;11,6393;2,93436180327869;1,7485419996594207;4,32325639344262;10,515529578111902;0;
325;05:25:00;0;0;0;0;0;0;0;0;0;1,1865853991143624;0;0;0;0;1,4219153811469087;1,1038950727215444;0,20901001080162715;2,217910893985328;0;0;6,218473706173279;0;0;0,6929139520655327;9,812546996630212;3,90540187876563;0;0;0;19,328661998115958;0;0;0;0;0;0;0;0;0;0;0;0;1,8499270917874788;2,6264923075230326;0;0;0;0,5700000000000001;3,116563327108706;2,256412918803835;0;11,6393;2,93436180327869;1,7486587598618724;4,32325639344262;10,517983852521732;0;
326;05:26:00;0;0;0;0;0;0;0;0;0;1,1866795098742713;0;0;0;0;1,4219994736596182;1,1039889457147962;0,20908322838926388;2,2179143582478766;0;0;6,220541897918241;0;0;0,6931247198869294;9,813082054102646;3,906739820327455;0;0;0;19,33015191372627;0;0;0;0;0;0;0;0;0;0;0;0;1,850013065738381;2,6269366361099316;0;0;0;0,5700000000000001;3,116647371240089;2,256436894230998;0;11,6393;2,93436180327869;1,7488668039356619;4,32325639344262;10,518056314783964;0;
327;05:27:00;0;0;0;0;0;0;0;0;0;1,188218969228214;0;0;0;0;1,4230079490075742;1,104403936921591;0,20913550346926502;2,218081549660229;0;0;6,2210820909827556;0;0;0,6931697601004011;9,814051799507792;3,9070092815116526;0;0;0;19,331606232143738;0;0;0;0;0;0;0;0;0;0;0;0;1,850307419723584;2,6272480671223137;0;0;0;0,5700000000000001;3,1168247430584093;2,2569971773370003;0;11,6393;2,93436180327869;1,7491461163734903;4,32325639344262;10,522628844177941;0;
328;05:28:00;0;0;0;0;0;0;0;0;0;1,1884042280459526;0;0;0;0;1,4230206808485264;1,104848697603167;0,209139402778127;2,2188367575544894;0;0;6,22111477839927;0;0;0,6931727743592092;9,818753193283609;3,9077859561062445;0;0;0;19,34496998447896;0;0;0;0;0;0;0;0;0;0;0;0;1,8513695007101687;2,6278640195726704;0;0;0;0,5700000000000001;3,1170245746829384;2,2570204330503296;0;11,6393;2,93436180327869;1,7494724534652235;4,32325639344262;10,524522705573554;0;
329;05:29:00;0;0;0;0;0;0;0;0;0;1,1889166846628285;0;0;0;0;1,4241383404406893;1,1052519742950737;0,20928949197919142;2,2190472909439882;0;0;6,2247397951033285;0;0;0,6932399398035884;9,820664684980729;3,908232105446095;0;0;0;19,347120578475018;0;0;0;0;0;0;0;0;0;0;0;0;1,8525256743555385;2,628084900519204;0;0;0;0,5700000000000001;3,117182748542843;2,2572022387000352;0;11,6393;2,93436180327869;1,7496892475371297;4,32325639344262;10,525056953492356;0;
330;05:30:00;0;0;0;0;0;0;0;0;0;1,1889175794123814;0;0;0;0;1,424449633666817;1,1052875345861195;0,20933894465228067;2,219206564887543;0;0;6,226079305156505;0;0;0,6932534092587669;9,823677126860087;3,909716059741086;0;0;0;19,353746327373575;0;0;0;0;0;0;0;0;0;0;0;0;1,8526067638855275;2,628100573476784;0;0;0;0,5700000000000001;3,1174253147805007;2,2573961794509527;0;11,6393;2,93436180327869;1,7503278870524728;4,32325639344262;10,525582780587845;0;
331;05:31:00;0;0;0;0;0;0;0;0;0;1,1896424420308342;0;0;0;0;1,4245313131491715;1,1053386396084386;0,20939611077959333;2,2199143138871684;0;0;6,226691166621851;0;0;0,6934819758649199;9,827112173573976;3,9112659959468905;0;0;0;19,35960519034601;0;0;0;0;0;0;0;0;0;0;0;0;1,8527345831806956;2,628765514468801;0;0;0;0,5700000000000001;3,1177495635863757;2,257457382766662;0;11,6393;2,93436180327869;1,7508154674001792;4,32325639344262;10,526076754371601;0;
332;05:32:00;0;0;0;0;0;0;0;0;0;1,1898624971653895;0;0;0;0;1,4245519747301287;1,1055059435934775;0,2094186093340445;2,219946902303287;0;0;6,22787969049365;0;0;0,6934838250998846;9,829389764694898;3,9115515229567874;0;0;0;19,360353124133393;0;0;0;0;0;0;0;0;0;0;0;0;1,852775901785627;2,6291700252692247;0;0;0;0,5700000000000001;3,118542942582654;2,257561240208517;0;11,6393;2,93436180327869;1,7514296239836973;4,32325639344262;10,526484614603296;0;
333;05:33:00;0;0;0;0;0;0;0;0;0;1,1899090901919933;0;0;0;0;1,425165567648923;1,10552562740915;0,20945296394208454;2,2199766044724023;0;0;6,228335969188709;0;0;0,6935523617120366;9,83037964602066;3,9119896426764846;0;0;0;19,361201234286874;0;0;0;0;0;0;0;0;0;0;0;0;1,8528392342773259;2,6294126713683057;0;0;0;0,5700000000000001;3,1187411786146075;2,2581244120388075;0;11,6393;2,93436180327869;1,7516347977472193;4,32325639344262;10,526495702628301;0;
334;05:34:00;0;0;0;0;0;0;0;0;0;1,190290941330163;0;0;0;0;1,4251784029611538;1,1055657920081237;0,20949293060213645;2,2200381648458833;0;0;6,230117613510695;0;0;0,6935727513413686;9,830550855092;3,9130175508142635;0;0;0;19,36714142282582;0;0;0;0;0;0;0;0;0;0;0;0;1,8533191492544583;2,629448668781572;0;0;0;0,5700000000000001;3,120907629527913;2,2581658425123363;0;11,6393;2,93436180327869;1,7522024582262914;4,32325639344262;10,532826510810349;0;
335;05:35:00;0;0;0;0;0;0;0;0;0;1,1904117583550362;0;0;0;0;1,4253678976533932;1,1057026220258828;0,20951375830713806;2,220270774610094;0;0;6,230280831811202;0;0;0,6940029222014675;9,831763609047675;3,91321632643796;0;0;0;19,36818140182384;0;0;0;0;0;0;0;0;0;0;0;0;1,853756595200873;2,629559483128517;0;0;0;0,5700000000000001;3,1214333925102435;2,258729425900494;0;11,6393;2,93436180327869;1,7524366089293566;4,32325639344262;10,533373339726962;0;
336;05:36:00;0;0;0;0;0;0;0;0;0;1,1905129962094432;0;0;0;0;1,4255044000931347;1,105757357680546;0,2095175574715586;2,2203584400108736;0;0;6,233065951789127;0;0;0,6944338571594257;9,832607527408266;3,913682539734996;0;0;0;19,368501149905914;0;0;0;0;0;0;0;0;0;0;0;0;1,8537914350501545;2,631953708887168;0;0;0;0,5700000000000001;3,1245177104363324;2,2589553652283034;0;11,6393;2,93436180327869;1,7524804774038973;4,32325639344262;10,535168925625726;0;
337;05:37:00;0;0;0;0;0;0;0;0;0;1,1905501117212338;0;0;0;0;1,4259114347314017;1,106253117246419;0,20962542812315962;2,220623070815132;0;0;6,2331089975509935;0;0;0,694535397915304;9,834691036707781;3,91386360903656;0;0;0;19,370958190087325;0;0;0;0;0;0;0;0;0;0;0;0;1,8541935417437287;2,6320367270987255;0;0;0;0,5700000000000001;3,126001012849881;2,2590234378172886;0;11,6393;2,93436180327869;1,7529198970453053;4,32325639344262;10,535998405893222;0;
338;05:38:00;0;0;0;0;0;0;0;0;0;1,1905804029711333;0;0;0;0;1,426116923751266;1,1066232628855075;0,209655724380555;2,2207629030590748;0;0;6,234670374362553;0;0;0,6945680201900164;9,836535078575832;3,914294240007859;0;0;0;19,373101313499017;0;0;0;0;0;0;0;0;0;0;0;0;1,8543393257886875;2,6320622525589243;0;0;0;0,5700000000000001;3,1266253735345053;2,2592804636166033;0;11,6393;2,93436180327869;1,7534579325396416;4,32325639344262;10,537394981076702;0;
339;05:39:00;0;0;0;0;0;0;0;0;0;1,190669325296887;0;0;0;0;1,4262341552731834;1,1066422482204534;0,20970119659906036;2,222145630213107;0;0;6,234860265327848;0;0;0,694585174862876;9,837776249809286;3,9144305693359662;0;0;0;19,373301286762707;0;0;0;0;0;0;0;0;0;0;0;0;1,8544952658202325;2,6323463042674273;0;0;0;0,5700000000000001;3,1267351550844613;2,2593995459446083;0;11,6393;2,93436180327869;1,7538769895148552;4,32325639344262;10,54448797945428;0;
340;05:40:00;0;0;0;0;0;0;0;0;0;1,1908377480803718;0;0;0;0;1,4266165862928806;1,1066625066395914;0,20970638436454678;2,2227722641132357;0;0;6,234920341000676;0;0;0,6947376496873559;9,841672268173523;3,9146177225136896;0;0;0;19,38142404010862;0;0;0;0;0;0;0;0;0;0;0;0;1,854540165300252;2,632472618351316;0;0;0;0,5700000000000001;3,1269731309166615;2,2594035805947335;0;11,6393;2,93436180327869;1,7538942096929844;4,32325639344262;10,545439531180703;0;
341;05:41:00;0;0;0;0;0;0;0;0;0;1,1910370376964765;0;0;0;0;1,4267718211310754;1,1067590533792313;0,20972081392953748;2,2234116437606897;0;0;6,236550793711234;0;0;0,6947477527134456;9,84266213106506;3,914650449236514;0;0;0;19,38489438311353;0;0;0;0;0;0;0;0;0;0;0;0;1,8549639139696479;2,632984878751163;0;0;0;0,5700000000000001;3,127502529378675;2,2594494678600427;0;11,6393;2,93436180327869;1,7541127402678278;4,32325639344262;10,54833197372814;0;
342;05:42:00;0;0;0;0;0;0;0;0;0;1,191146845267434;0;0;0;0;1,4267935366001918;1,1067793099400365;0,20974034957189583;2,224014269563586;0;0;6,238705894445778;0;0;0,6949408894870225;9,846100864240977;3,914759605042893;0;0;0;19,385546018526995;0;0;0;0;0;0;0;0;0;0;0;0;1,8549850357351554;2,6330079304823935;0;0;0;0,5700000000000001;3,1292708760242776;2,2596108924136797;0;11,6393;2,93436180327869;1,7545244878513104;4,32325639344262;10,550081987424402;0;
343;05:43:00;0;0;0;0;0;0;0;0;0;1,1912623266140796;0;0;0;0;1,4269143786438052;1,107085262887004;0,20977012521612567;2,2243657702652015;0;0;6,238933112641601;0;0;0,694958874124442;9,848246956772;3,9154623974766984;0;0;0;19,38844002051367;0;0;0;0;0;0;0;0;0;0;0;0;1,8555759626732478;2,6330522101928855;0;0;0;0,5700000000000001;3,130132198676107;2,260242909071325;0;11,6393;2,93436180327869;1,7560932479539302;4,32325639344262;10,55037338247566;0;
344;05:44:00;0;0;0;0;0;0;0;0;0;1,1915208134294837;0;0;0;0;1,4269146858595514;1,1071228438582683;0,20977206202258775;2,2245458242232514;0;0;6,239986085644808;0;0;0,6949780940073047;9,848759479261336;3,916081118673139;0;0;0;19,39737269219142;0;0;0;0;0;0;0;0;0;0;0;0;1,8556454189711191;2,6331338268084763;0;0;0;0,5700000000000001;3,130300580858708;2,2606596784989916;0;11,6393;2,93436180327869;1,7562204481174266;4,32325639344262;10,552202612832401;0;
345;05:45:00;0;0;0;0;0;0;0;0;0;1,191625871733812;0;0;0;0;1,4270675058415991;1,1071873016987541;0,20978725494912365;2,2247000091355433;0;0;6,240172155204017;0;0;0,6950124168842463;9,849608484932306;3,9162174347824408;0;0;0;19,39740195798263;0;0;0;0;0;0;0;0;0;0;0;0;1,8556921817343928;2,6336841858175744;0;0;0;0,5700000000000001;3,1310965338025367;2,260973937826403;0;11,6393;2,93436180327869;1,7563543624994133;4,32325639344262;10,554019890274986;0;
346;05:46:00;0;0;0;0;0;0;0;0;0;1,1917064756912779;0;0;0;0;1,4271350311199889;1,107657811800302;0,209815340159329;2,2253767021799398;0;0;6,242330454031547;0;0;0,6954159256408602;9,84979821843174;3,916525949879869;0;0;0;19,400989200621463;0;0;0;0;0;0;0;0;0;0;0;0;1,8557838644834694;2,6345066383224993;0;0;0;0,5700000000000001;3,1315461354104506;2,261538954148683;0;11,6393;2,93436180327869;1,7569117642547836;4,32325639344262;10,554628691808212;0;
347;05:47:00;0;0;0;0;0;0;0;0;0;1,1917084896701509;0;0;0;0;1,4277815315626523;1,1077286582567518;0,20983576712490354;2,225664339306469;0;0;6,2427510011070195;0;0;0,6956113570246553;9,850374368355471;3,9171613361730455;0;0;0;19,409674220405073;0;0;0;0;0;0;0;0;0;0;0;0;1,856099414854129;2,6353508656590585;0;0;0;0,5700000000000001;3,132005387235342;2,261680791190818;0;11,6393;2,93436180327869;1,757204141712088;4,32325639344262;10,556059264666418;0;
348;05:48:00;0;0;0;0;0;0;0;0;0;1,19173543129536;0;0;0;0;1,4281544366784935;1,1077769470887506;0,20985585757691394;2,225836073420109;0;0;6,243147217698378;0;0;0,6956536445941133;9,850399842205789;3,9172019825222577;0;0;0;19,417558493698056;0;0;0;0;0;0;0;0;0;0;0;0;1,8561924565124621;2,6353831924622955;0;0;0;0,5700000000000001;3,132166815322263;2,2618242432667666;0;11,6393;2,93436180327869;1,7573202872425495;4,32325639344262;10,55614017199697;0;
349;05:49:00;0;0;0;0;0;0;0;0;0;1,1920882928855194;0;0;0;0;1,4284842970024256;1,1078425893888026;0,20986792386795472;2,2261427781125818;0;0;6,244420637339505;0;0;0,6957145527248877;9,851998364707848;3,917360818870934;0;0;0;19,417757147174065;0;0;0;0;0;0;0;0;0;0;0;0;1,8571272007199273;2,6358928133514596;0;0;0;0,5700000000000001;3,1323555325440786;2,261941325481861;0;11,6393;2,93436180327869;1,7574942525309845;4,32325639344262;10,557587219086628;0;
350;05:50:00;0;0;0;0;0;0;0;0;0;1,192518363835612;0;0;0;0;1,4291723923566189;1,1081380761123456;0,20990885860867967;2,226601915061089;0;0;6,245570293210521;0;0;0,6957682025631378;9,852976147297925;3,917448690896381;0;0;0;19,421132232754037;0;0;0;0;0;0;0;0;0;0;0;0;1,8571980354364803;2,6365314361099443;0;0;0;0,5700000000000001;3,132388959437834;2,2622146335694606;0;11,6393;2,93436180327869;1,757843509906674;4,32325639344262;10,558196551484128;0;
351;05:51:00;0;0;0;0;0;0;0;0;0;1,1925594957148113;0;0;0;0;1,429276568465156;1,1082328861840407;0,2099350162414801;2,226613268184197;0;0;6,24858762601957;0;0;0,696054556671593;9,855676240470777;3,9179975675901146;0;0;0;19,422139162799276;0;0;0;0;0;0;0;0;0;0;0;0;1,8573198338934644;2,63660583612857;0;0;0;0,5700000000000001;3,1327943907020637;2,262381379696771;0;11,6393;2,93436180327869;1,7585832095863434;4,32325639344262;10,561458805699626;0;
352;05:52:00;0;0;0;0;0;0;0;0;0;1,1926115642225814;0;0;0;0;1,429509209835053;1,1082755055930305;0,20999128589632346;2,2267026366015594;0;0;6,249599912539193;0;0;0,696093115542834;9,85635702403909;3,9185558319432015;0;0;0;19,426087753736432;0;0;0;0;0;0;0;0;0;0;0;0;1,8576580358195778;2,63669557113927;0;0;0;0,5700000000000001;3,1337381576001353;2,262405268460705;0;11,6393;2,93436180327869;1,7585992250782714;4,32325639344262;10,562431569584358;0;
353;05:53:00;0;0;0;0;0;0;0;0;0;1,1927392258949152;0;0;0;0;1,4295425837357056;1,1084122676920356;0,2099924401701826;2,226968497407988;0;0;6,252209295032957;0;0;0,6961188792140425;9,857485076125412;3,919296566294311;0;0;0;19,439841884562014;0;0;0;0;0;0;0;0;0;0;0;0;1,8582516538280967;2,636817621087438;0;0;0;0,5700000000000001;3,1343717176958656;2,2628220338925975;0;11,6393;2,93436180327869;1,759087176516602;4,32325639344262;10,563175227102315;0;
354;05:54:00;0;0;0;0;0;0;0;0;0;1,1928753479366405;0;0;0;0;1,4297629606785434;1,10873397483819;0,21003763540629766;2,2271745707890647;0;0;6,254388050801477;0;0;0,6963162491961647;9,858408035167683;3,919542879159849;0;0;0;19,440145031772598;0;0;0;0;0;0;0;0;0;0;0;0;1,8582618347651592;2,6369134648503643;0;0;0;0,5700000000000001;3,135002393852722;2,2630576295650053;0;11,6393;2,93436180327869;1,759186287312878;4,32325639344262;10,566524894409806;0;
355;05:55:00;0;0;0;0;0;0;0;0;0;1,192941455246575;0;0;0;0;1,4297633373706602;1,1088663805863415;0,21004691187749808;2,227432462526168;0;0;6,255844472219874;0;0;0,696338799211623;9,866640663471614;3,919574436259134;0;0;0;19,44550976948958;0;0;0;0;0;0;0;0;0;0;0;0;1,8587630478916273;2,6370222592013;0;0;0;0,5700000000000001;3,1353290090371013;2,2635658464165274;0;11,6393;2,93436180327869;1,759407780714818;4,32325639344262;10,566861770759573;0;
356;05:56:00;0;0;0;0;0;0;0;0;0;1,1929583838263993;0;0;0;0;1,4307518426025447;1,1092976297203352;0,2101286130883909;2,2283518880114714;0;0;6,258893643303399;0;0;0,6963685702924796;9,868560626862298;3,9201754888550226;0;0;0;19,45365857721613;0;0;0;0;0;0;0;0;0;0;0;0;1,8587688491358025;2,6374064711472536;0;0;0;0,5700000000000001;3,135543950036983;2,264402783821792;0;11,6393;2,93436180327869;1,7597238672879745;4,34068114754098;10,56708780889595;0;
357;05:57:00;0;0;0;0;0;0;0;0;0;1,193060497186558;0;0;0;0;1,430876456763488;1,1093906541364802;0,21034819990002065;2,228640539365502;0;0;6,260090667461949;0;0;0,6964389519438229;9,868781935276823;3,920187008235658;0;0;0;19,45821017609384;0;0;0;0;0;0;0;0;0;0;0;0;1,858963790231555;2,637588981093445;0;0;0;0,5700000000000001;3,1367702313788017;2,2644682630112176;0;11,6393;2,93436180327869;1,7600231024390107;4,34068114754098;10,56894299856667;0;
358;05:58:00;0;0;0;0;0;0;0;0;0;1,1930797103881232;0;0;0;0;1,4309874961305513;1,1096347986611608;0,21046446316358566;2,2295535806054376;0;0;6,260906802074836;0;0;0,6967686583467911;9,869161660166807;3,920191614076852;0;0;0;19,459091388327998;0;0;0;0;0;0;0;0;0;0;0;0;1,859122367326093;2,6377051999787997;0;0;0;0,5700000000000001;3,1369020354291584;2,2648289280008416;0;11,6393;2,93436180327869;1,7600291058255808;4,34068114754098;10,571875008286852;0;
359;05:59:00;0;0;0;0;0;0;0;0;0;1,1931374787183242;0;0;0;0;1,4311862851644328;1,1098796347586095;0,21047859148522283;2,230632427562589;0;0;6,261268335478182;0;0;0,6967958914765493;9,871053881060057;3,920312844659673;0;0;0;19,459784131084877;0;0;0;0;0;0;0;0;0;0;0;0;1,8595102143955315;2,6384839895808536;0;0;0;0,5700000000000001;3,1378036108975467;2,267216362147189;0;11,6393;2,93436180327869;1,7601018709804783;4,34068114754098;10,571936209863235;0;
360;06:00:00;0;0;0;0;0;0;0;0;0;1,1933119588319094;0;0;0;0;1,4314433805395057;1,1101440414939663;0,21052745084134197;2,2307097744914333;0;0;6,261593957437858;0;0;0,6968158992967982;9,871807822070776;3,920456056174971;0;0;0;19,467134076028774;0;0;0;0;0;0;0;0;0;0;0;0;1,859645792976046;2,6385423250153313;0;0;0;0,5700000000000001;3,138986137365613;2,2672465529603225;0;11,6393;2,93436180327869;1,7601457599009542;4,34068114754098;10,57247902551887;0;
361;06:01:00;0;0;0;0;0;0;0;0;0;1,193818295082187;0;0;0;0;1,431721780423431;1,1102802324755259;0,21058714281922686;2,2310022600275086;0;0;6,2624178973749265;0;0;0,6968728512183655;9,873361385706541;3,9205396320220536;0;0;0;19,468754521557088;0;0;0;0;0;0;0;0;0;0;0;0;1,860135240080196;2,638598860511109;0;0;0;0,5700000000000001;3,1392886641509246;2,267682011729255;0;11,6393;2,93436180327869;1,7603114119186194;4,34068114754098;10,57364041724839;0;
