Electricity.Time;Time span;Kitchen Light (100W) [Watt];Living Room Light (Energy Saving Lamp, 20W) [Watt];Bathroom Light (100W) [Watt];Bathroom Mirror Light 10 W (LED) [Watt];Bedroom Light (60W) [Watt];Children Room Light (200W) [Watt];Children Room Light Device (20W) [Watt];Egg Cooker / Russell Hobbs 14048-56 Stylo [Watt];Juicer / Moulinex Vitafruit [Watt];Kitchen radio / AEG KRC 4323 CD [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [Watt];Coffee Machine / Braun Impression KF 600 [Watt];Food Slicer / DOMO Schneidemaschine DO521S [Watt];Toaster Salco MT 400 [Watt];PC / Acer 8400 [Watt];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [Watt];Epson Stylus Color 860 [Watt];TASKalfa 180 [Watt];Canon CanoScan LIDE 110 [Watt];External Harddrive Iomega 3.5" [Watt];Laptop / ACER BT.00603.043 Replacement laptop battery [Watt];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [Watt];Fancy Ceiling Lights with at least 3 Bulbs [Watt];CD/DVD Player / Phillips HDR3810/31 [Watt];Panasonic TX-P58V10E [Watt];SAT Receiver / Kathrein UFS913 [Watt];Miele H 5241 B [Watt];Handmixer / Phillips Robust HR 1581 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [Watt];Microwave / Panasonic NN-V 359 W Inverter [Watt];Extractor Hood / Miele DA 429-4 [Watt];Miele DA 61 [Watt];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [Watt];Ricecooker / Tristar RK-6112 [Watt];Steam Cooker / Phillips HD9140 [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [Watt];Braun Multiquick 3 MR 300 Soup [Watt];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [Watt];Fondue / Unold 48746 Asia [Watt];Dishwashers / Bosch SGI 4662 Silence Comfort [Watt];Dryer / Miele T 8626 WP [Watt];Washing Machine Samsung P1405J [Watt];Home Cinema System / Samsung HT-D5550 [Watt];Hifi System / Sharp XL-HF300PH [Watt];AEG NM 2701 Premium [Watt];Hair Dryer Babyliss 2000 [Watt];Canister Vacuum Cleaner / Siemens Z6.0 VSZ61260 [Watt];TV Medion MD20123_DE_A [Watt];Microsoft Xbox 360 [Watt];TV / Phillips Goya 9770 VT [Watt];Liebherr CBP 4056-20A [Watt];Router O2 Box 6431 [Watt];Electric Razor Braun Cruzer 5 [Watt];Electric Tooth Brush / Phillips HX9332 [Watt];Phone Siemens Gigaset C320 [Watt];Yamaha RX-V667 [Watt];Liebherr GP 2756-20A [Watt];
2309;1.14:29:00;0;0;0;0;0;0;0;0;0;1,2964215266795052;0;0;0;0;1,5764247596264018;1,2187451793660482;0,22902795808343132;2,4347358033381363;0;0;7,02543745757205;0;0;0,764467225625137;11,15855215050646;4,073515389432512;0;0;0;20,97760584382848;0;0;0;0;0;0;0;0;0;0;0;0;2,019556173624254;2,868182241375506;0;0;0;0,2678544213393516;3,424984154783168;2,473065387388268;0;6,41354573770492;0,937928393442623;1,9054351378075944;2,76192754098361;11,430292476677696;0;
2310;1.14:30:00;0;0;0;0;0;0;0;0;0;1,2964864361681239;0;0;0;0;1,576569608522887;1,2189018688581021;0,2290449239415348;2,434855546678161;0;0;7,025566905958211;0;0;0,7645098223179387;11,158605111444224;4,073703765127604;0;0;0;20,97774645146087;0;0;0;0;0;0;0;0;0;0;0;0;2,019633538291857;2,8682096212539636;0;0;0;0,267855874068247;3,425155483226868;2,473240838837346;0;6,41354573770492;0,937928393442623;1,9054523650853183;2,76192754098361;11,430423662597553;0;
2311;1.14:31:00;0;0;0;0;0;0;0;0;0;1,2965235333390341;0;0;0;0;1,576684329358262;1,2189298778020576;0,22904940642763882;2,4349141728389747;0;0;7,026311205878323;0;0;0,7645432690438109;11,159012770171225;4,073822036235764;0;0;0;20,97794478524081;0;0;0;0;0;0;0;0;0;0;0;0;2,019641895350175;2,86829611898487;0;0;0;0,26786728229304285;3,425314070394813;2,473329974864157;0;6,41354573770492;0,937928393442623;1,9054532081634397;2,76192754098361;11,43089357250722;0;
2312;1.14:32:00;0;0;0;0;0;0;0;0;0;1,296599664949458;0;0;0;0;1,5767035000036906;1,2190255469339681;0,22905419650528933;2,434961855501731;0;0;7,026811696925767;0;0;0,7645538113484683;11,159328033467894;4,0738573979436605;0;0;0;20,978595587660614;0;0;0;0;0;0;0;0;0;0;0;0;2,0196545081080832;2,868434031350612;0;0;0;0,2678678973687822;3,4253625895431314;2,4735973118031866;0;6,41354573770492;0,937928393442623;1,9054915710152982;2,76192754098361;11,43097775663551;0;
2313;1.14:33:00;0;0;0;0;0;0;0;0;0;1,2966024356565866;0;0;0;0;1,5767066153550415;1,2190702571647063;0,22906226955284045;2,435176495207864;0;0;7,027059192166064;0;0;0,764565151722771;11,159709391980382;4,073916870444875;0;0;0;20,97922551304113;0;0;0;0;0;0;0;0;0;0;0;0;2,019707513370216;2,8684859588975686;0;0;0;0,26787902602155444;3,4253704007432675;2,4736118709166637;0;6,41354573770492;0,937928393442623;1,9055008349746319;2,76192754098361;11,431197295002004;0;
2314;1.14:34:00;0;0;0;0;0;0;0;0;0;1,2966142828918024;0;0;0;0;1,5767316437787098;1,219181650887265;0,2290826185208316;2,435299882283932;0;0;7,027488472536438;0;0;0,7645746218956665;11,159832398453664;4,073999864810501;0;0;0;20,979816971441007;0;0;0;0;0;0;0;0;0;0;0;0;2,0197149156135037;2,8685089800332157;0;0;0;0,2678869183197583;3,425983395798879;2,473644914729436;0;6,41354573770492;0,937928393442623;1,9057075846222176;2,76192754098361;11,432478903566219;0;
2315;1.14:35:00;0;0;0;0;0;0;0;0;0;1,2966336053724064;0;0;0;0;1,576826431130617;1,2192491675065926;0,2290894467052264;2,4354098618862627;0;0;7,027489047044433;0;0;0,7646339965362642;11,161431850840204;4,074111686466683;0;0;0;20,983049836476525;0;0;0;0;0;0;0;0;0;0;0;0;2,019871412110211;2,8685945396754517;0;0;0;0,2679007093857793;3,425998831524825;2,4736995730453426;0;6,41354573770492;0,937928393442623;1,9057173847670106;2,76192754098361;11,43304642951085;0;
2316;1.14:36:00;0;0;0;0;0;0;0;0;0;1,2966945015652591;0;0;0;0;1,577137135033203;1,219326529205298;0,22909160406936638;2,4356060212028137;0;0;7,0278676014608354;0;0;0,764648460384696;11,163491562294631;4,0741370227726;0;0;0;20,9830637940144;0;0;0;0;0;0;0;0;0;0;0;0;2,0198820192148204;2,868635236398152;0;0;0;0,26790629922790576;3,4262116392427866;2,4737220432901403;0;6,41354573770492;0,937928393442623;1,9057274782629479;2,76192754098361;11,433616373457678;0;
2317;1.14:37:00;0;0;0;0;0;0;0;0;0;1,2967267116962344;0;0;0;0;1,5771536511397486;1,2194605589343006;0,22909331559902404;2,4356424560789054;0;0;7,02788809931558;0;0;0,764701329880283;11,16455167096093;4,0741553243903725;0;0;0;20,98309938954453;0;0;0;0;0;0;0;0;0;0;0;0;2,0199135611131274;2,868672313295693;0;0;0;0,2679209982662308;3,426603284408128;2,47389472165606;0;6,41354573770492;0,937928393442623;1,9057314911103964;2,76192754098361;11,434110412668716;0;
2318;1.14:38:00;0;0;0;0;0;0;0;0;0;1,2967419119128503;0;0;0;0;1,5771587745097881;1,2196784838400967;0,22910325164636797;2,435785103938457;0;0;7,0279683134985165;0;0;0,7647375689240203;11,165384767843243;4,074731815268289;0;0;0;20,983921309805176;0;0;0;0;0;0;0;0;0;0;0;0;2,0199824066219443;2,8686847859444846;0;0;0;0,26799915761262144;3,42664820890234;2,47394949370549;0;6,41354573770492;0,937928393442623;1,905744198215008;2,76192754098361;11,434381054320284;0;
2319;1.14:39:00;0;0;0;0;0;0;0;0;0;1,2968271478572837;0;0;0;0;1,57720203271065;1,2197268985571905;0,2291241299774941;2,435811138030795;0;0;7,029465486495663;0;0;0,7647390562820733;11,16559359106903;4,074787427567017;0;0;0;20,98394022230059;0;0;0;0;0;0;0;0;0;0;0;0;2,0200521810819296;2,8687510458181524;0;0;0;0,2680014532335643;3,4267147712649506;2,4741944168930914;0;6,41354573770492;0,937928393442623;1,9057450169825398;2,76192754098361;11,434628052224761;0;
2320;1.14:40:00;0;0;0;0;0;0;0;0;0;1,2968885404373591;0;0;0;0;1,5772264272869663;1,2198076966543308;0,22919185985442267;2,4358631433799265;0;0;7,029947615104233;0;0;0,764871624930649;11,165746250993996;4,074849710055979;0;0;0;20,984264617682285;0;0;0;0;0;0;0;0;0;0;0;0;2,020115660274696;2,8687589543711867;0;0;0;0,26801275369044275;3,4267412092223783;2,474325537131663;0;6,41354573770492;0,937928393442623;1,9059722609564997;2,76192754098361;11,434628875757104;0;
2321;1.14:41:00;0;0;0;0;0;0;0;0;0;1,2969434659012393;0;0;0;0;1,5772499142699528;1,2198206983140583;0,22920361610764234;2,435991400061257;0;0;7,0302770591080215;0;0;0,7649203944499838;11,170754431973531;4,074877637087269;0;0;0;20,98535073843808;0;0;0;0;0;0;0;0;0;0;0;0;2,020117133953548;2,868925257564496;0;0;0;0,26802506570611156;3,4270759631454952;2,4746679764414425;0;6,41354573770492;0,937928393442623;1,906044815856122;2,76192754098361;11,434822047485579;0;
2322;1.14:42:00;0;0;0;0;0;0;0;0;0;1,2969545817555654;0;0;0;0;1,5773591507330342;1,2198406745769093;0,22920856766580047;2,43601075225037;0;0;7,030356317706243;0;0;0,7649592835324436;11,171121484138792;4,0750736736879265;0;0;0;20,986125175069198;0;0;0;0;0;0;0;0;0;0;0;0;2,0202302105088505;2,869093110878811;0;0;0;0,2680331252541056;3,4273301820931605;2,4747433669309173;0;6,41354573770492;0,937928393442623;1,9063035312601553;2,76192754098361;11,435334239204213;0;
2323;1.14:43:00;0;0;0;0;0;0;0;0;0;1,2970312377962605;0;0;0;0;1,5774315432579271;1,2198408765332225;0,2292235502083804;2,436158571973348;0;0;7,030696530001874;0;0;0,7650887100809768;11,171597189146667;4,075275413280111;0;0;0;20,987308655799595;0;0;0;0;0;0;0;0;0;0;0;0;2,0202835179155376;2,86928477208514;0;0;0;0,26803407307787236;3,4276373319352555;2,474771944275026;0;6,41354573770492;0,937928393442623;1,9063179536716166;2,76192754098361;11,435577903777023;0;
2324;1.14:44:00;0;0;0;0;0;0;0;0;0;1,2971777412023542;0;0;0;0;1,5774673433461706;1,2198717479791672;0,2292253222557223;2,4361811423423836;0;0;7,0309841005570375;0;0;0,7650888241862882;11,171834472177869;4,0754033829958995;0;0;0;20,989265094509605;0;0;0;0;0;0;0;0;0;0;0;0;2,020357353979055;2,8694653440116316;0;0;0;0,26803937932395816;3,4278308752606637;2,474802695251969;0;6,41354573770492;0,937928393442623;1,9063482367152347;2,76192754098361;11,436412590306693;0;
2325;1.14:45:00;0;0;0;0;0;0;0;0;0;1,2971875401700395;0;0;0;0;1,5774913267090045;1,2199010614497885;0,2292351679683998;2,436321743139755;0;0;7,031052007772212;0;0;0,7650935931788598;11,173077429806384;4,07547154187119;0;0;0;20,989825656955627;0;0;0;0;0;0;0;0;0;0;0;0;2,020433906392229;2,8696458080368457;0;0;0;0,2680452067620365;3,4279943708253406;2,4749425105758784;0;6,41354573770492;0,937928393442623;1,9064169806108746;2,76192754098361;11,436825501024195;0;
2326;1.14:46:00;0;0;0;0;0;0;0;0;0;1,2971937854451463;0;0;0;0;1,57750244849453;1,2199284325321478;0,2292361071748969;2,4364559480777253;0;0;7,031155757885877;0;0;0,7651721366278221;11,173181204010904;4,07555468223676;0;0;0;20,995041636553736;0;0;0;0;0;0;0;0;0;0;0;0;2,0204626468177196;2,8700206329466553;0;0;0;0,2680472519673882;3,4281305868148353;2,475385799968151;0;6,41354573770492;0,937928393442623;1,9064213003142552;2,76192754098361;11,438152962424876;0;
2327;1.14:47:00;0;0;0;0;0;0;0;0;0;1,2973340620637954;0;0;0;0;1,5775686531823911;1,2199825887911049;0,22923656656889493;2,436504370524972;0;0;7,031665447583043;0;0;0,7651733212883045;11,173605390973925;4,0757395250336055;0;0;0;20,99521317128721;0;0;0;0;0;0;0;0;0;0;0;0;2,0205696540102753;2,870341768061503;0;0;0;0,2680520231642126;3,428805968544599;2,4755419918727375;0;6,41354573770492;0,937928393442623;1,9064371893926089;2,76192754098361;11,43829687113571;0;
2328;1.14:48:00;0;0;0;0;0;0;0;0;0;1,2974298427099369;0;0;0;0;1,5777409511773153;1,2200294211476166;0,2292474320835278;2,436515316826584;0;0;7,032119575445219;0;0;0,7652671389038566;11,1743048504489;4,075882439199632;0;0;0;20,99842460191485;0;0;0;0;0;0;0;0;0;0;0;0;2,020675868593319;2,8704142278200333;0;0;0;0,2680749175994121;3,429099832712577;2,4756870377419635;0;6,41354573770492;0,937928393442623;1,9065217732830386;2,76192754098361;11,438630661207789;0;
2329;1.14:49:00;0;0;0;0;0;0;0;0;0;1,2974357572116821;0;0;0;0;1,5777705547852532;1,2200404379060577;0,2293125660092481;2,4365458070459773;0;0;7,032238870109842;0;0;0,765290644245919;11,175207264286373;4,076079834509717;0;0;0;20,998930600380945;0;0;0;0;0;0;0;0;0;0;0;0;2,0207063158103207;2,8704662265994836;0;0;0;0,26808865481939753;3,4291951521749833;2,475693662618944;0;6,41354573770492;0,937928393442623;1,9067801267390192;2,76192754098361;11,439538259665834;0;
2330;1.14:50:00;0;0;0;0;0;0;0;0;0;1,2974686763013463;0;0;0;0;1,578005534098513;1,2200638477659562;0,22933802582284216;2,4367733299088976;0;0;7,0326029118548785;0;0;0,7653135879890712;11,176006379516794;4,076087401146956;0;0;0;20,999442646486422;0;0;0;0;0;0;0;0;0;0;0;0;2,0207382388592623;2,8706684301142302;0;0;0;0,2681133497392022;3,4292063537143296;2,4758676307743746;0;6,41354573770492;0,937928393442623;1,906869393910821;2,76192754098361;11,439562750229733;0;
2331;1.14:51:00;0;0;0;0;0;0;0;0;0;1,2975123783508231;0;0;0;0;1,5780256158395902;1,2201004277266312;0,2293429891467622;2,436963726943229;0;0;7,032713040203851;0;0;0,7653463553518621;11,177605135606166;4,076170435296303;0;0;0;21,000892472039407;0;0;0;0;0;0;0;0;0;0;0;0;2,0208990583364708;2,870706533508389;0;0;0;0,2681325723823599;3,429374764818488;2,4759516044427428;0;6,41354573770492;0,937928393442623;1,9068863344385467;2,76192754098361;11,439865512409428;0;
2332;1.14:52:00;0;0;0;0;0;0;0;0;0;1,2975551928614222;0;0;0;0;1,5784027769907973;1,2201572812722596;0,2293480924653809;2,4370111380426462;0;0;7,033212421095713;0;0;0,76536812730721;11,17787331013592;4,076375052560179;0;0;0;21,001539206022898;0;0;0;0;0;0;0;0;0;0;0;0;2,0210922902342;2,8709761379225665;0;0;0;0,2681410357242957;3,4295623662764;2,4760836316272443;0;6,41354573770492;0,937928393442623;1,906909698280475;2,76192754098361;11,4408940070953;0;
2333;1.14:53:00;0;0;0;0;0;0;0;0;0;1,2975630509468747;0;0;0;0;1,5784262038889803;1,2201946818843314;0,22935703004681632;2,437138469123132;0;0;7,033365815592088;0;0;0,765388731751475;11,177985375263392;4,076676820711912;0;0;0;21,0023373421621;0;0;0;0;0;0;0;0;0;0;0;0;2,0215132175495767;2,870977746289176;0;0;0;0,2681531676898506;3,4300781648026355;2,4762008913475695;0;6,41354573770492;0,937928393442623;1,906970403837125;2,76192754098361;11,441048330121149;0;
2334;1.14:54:00;0;0;0;0;0;0;0;0;0;1,2976765030288386;0;0;0;0;1,5785005104485892;1,2202281205436527;0,2293589072864543;2,43717433749753;0;0;7,033395273088388;0;0;0,7654121663865828;11,178390867977255;4,076879701384404;0;0;0;21,004034984231712;0;0;0;0;0;0;0;0;0;0;0;0;2,0215241789414184;2,871193576763483;0;0;0;0,26815691562175137;3,4301190859084953;2,476229590838357;0;6,41354573770492;0,937928393442623;1,9069888785797284;2,76192754098361;11,441208059473126;0;
2335;1.14:55:00;0;0;0;0;0;0;0;0;0;1,297693650666445;0;0;0;0;1,5786135167014963;1,2203455508215129;0,22936405123222559;2,4377206469818216;0;0;7,033657335933633;0;0;0,765503763485714;11,178452555895817;4,0769521217651254;0;0;0;21,00426020783414;0;0;0;0;0;0;0;0;0;0;0;0;2,0216018999290335;2,8712858125697576;0;0;0;0,2681894777385058;3,430425934075813;2,476293840935873;0;6,41354573770492;0,937928393442623;1,9071031618463792;2,76192754098361;11,441657166114956;0;
2336;1.14:56:00;0;0;0;0;0;0;0;0;0;1,2977012830715604;0;0;0;0;1,5787691815144007;1,220417972191307;0,22937073049145557;2,4377440006473456;0;0;7,033804023569177;0;0;0,7655145575876848;11,178489278293632;4,076953319203673;0;0;0;21,005657215901227;0;0;0;0;0;0;0;0;0;0;0;0;2,021801065763977;2,8713251806034887;0;0;0;0,2681967383728035;3,430665840599776;2,476354302957164;0;6,41354573770492;0,937928393442623;1,907177917967294;2,76192754098361;11,441720086584214;0;
2337;1.14:57:00;0;0;0;0;0;0;0;0;0;1,2977085095973089;0;0;0;0;1,5789774215185433;1,2204289476440766;0,22937630346019985;2,438019261614718;0;0;7,034174520245973;0;0;0,7655317940013907;11,178724990447162;4,07704014692796;0;0;0;21,00612114182251;0;0;0;0;0;0;0;0;0;0;0;0;2,02180480250682;2,871339786373943;0;0;0;0,2681984092967579;3,4306925060778335;2,476363287994805;0;6,41354573770492;0,937928393442623;1,907271160008927;2,76192754098361;11,442006060893865;0;
2338;1.14:58:00;0;0;0;0;0;0;0;0;0;1,2977139712374322;0;0;0;0;1,5789889075436063;1,2204607074758091;0,2293780510249071;2,4380439243826983;0;0;7,035132356168717;0;0;0,7655349409497728;11,178741233054872;4,07766668529074;0;0;0;21,006168390478738;0;0;0;0;0;0;0;0;0;0;0;0;2,0218086799455315;2,8714258419911296;0;0;0;0,26820459523206697;3,430899351322263;2,476536836873476;0;6,41354573770492;0,937928393442623;1,9072956781408827;2,76192754098361;11,442177202881242;0;
2339;1.14:59:00;0;0;0;0;0;0;0;0;0;1,2977147136911489;0;0;0;0;1,5791636744533133;1,220492253030817;0,22938203272370508;2,4380613755286586;0;0;7,035244682266709;0;0;0,7655974559720811;11,178958552866002;4,077792368472197;0;0;0;21,010664316527016;0;0;0;0;0;0;0;0;0;0;0;0;2,021883003386813;2,8714541515571983;0;0;0;0,2682180787572691;3,4310328053308647;2,4767088159585517;0;6,41354573770492;0,937928393442623;1,9073343230599378;2,76192754098361;11,442225335168953;0;
2340;1.15:00:00;0;0;0;0;0;0;0;0;0;1,2977554806552238;0;0;0;0;1,5792214772596083;1,220532472068511;0,2293834086316829;2,4380639669914133;0;0;7,035702338296861;0;0;0,7656026301271919;11,179205549005546;4,077805906557621;0;0;0;21,010683721222104;0;0;0;0;0;0;0;0;0;0;0;0;2,021952496649589;2,8714810653890837;0;0;0;0,26821876935373146;3,4311343489292265;2,4767165325718823;0;6,41354573770492;0,937928393442623;1,9075049736382477;2,76192754098361;11,442782748729316;0;
2341;1.15:01:00;0;0;0;0;0;0;0;0;0;1,297809403106306;0;0;0;0;1,5794741415693327;1,2205528832955381;0,229386458675237;2,438065307300085;0;0;7,036033815968419;0;0;0,7657450900561483;11,18025495861733;4,078003526142464;0;0;0;21,010801340753794;0;0;0;0;0;0;0;0;0;0;0;0;2,021982921823826;2,8715128150806226;0;0;0;0,2682264205169871;3,431463830562462;2,476804704427731;0;6,41354573770492;0,938776770491803;1,9075057858316913;2,76192754098361;11,443144326143251;0;
2342;1.15:02:00;0;0;0;0;0;0;0;0;0;1,297946627148466;0;0;0;0;1,5794942033090664;1,2206245736349934;0,2294005543628075;2,4380902441429617;0;0;7,036220882880646;0;0;0,7657873201563117;11,180460240599713;4,078043389991071;0;0;0;21,01126438105039;0;0;0;0;0;0;0;0;0;0;0;0;2,0220035565878756;2,8715614307309245;0;0;0;0,26823844598671015;3,431746727987765;2,4768137487440707;0;6,41354573770492;0,938776770491803;1,907506868121969;2,76192754098361;11,443808344974235;0;
2343;1.15:03:00;0;0;0;0;0;0;0;0;0;1,2980470216210502;0;0;0;0;1,579533326448966;1,2206388662613241;0,22940884120878713;2,4383231108996557;0;0;7,036636422116652;0;0;0,7658347201173128;11,180845875080045;4,0781571936199015;0;0;0;21,011415252783785;0;0;0;0;0;0;0;0;0;0;0;0;2,0220367957995684;2,8715728907751066;0;0;0;0,2682490080196428;3,4318438348149582;2,4768883725835087;0;6,41354573770492;0,938776770491803;1,907522554040162;2,76192754098361;11,443965514138345;0;
2344;1.15:04:00;0;0;0;0;0;0;0;0;0;1,2980623751778626;0;0;0;0;1,5796273954664053;1,220754692465538;0,22940910096472872;2,438409481239923;0;0;7,037605507798845;0;0;0,7658612024747957;11,181350387874842;4,078165128278765;0;0;0;21,011541642633635;0;0;0;0;0;0;0;0;0;0;0;0;2,0221676254211682;2,8716281438581905;0;0;0;0,26828164825317957;3,432198100133978;2,4769972676320857;0;6,41354573770492;0,938776770491803;1,907669472212802;2,76192754098361;11,44406652754892;0;
2345;1.15:05:00;0;0;0;0;0;0;0;0;0;1,2980798146353256;0;0;0;0;1,5797766269841533;1,2207586531408703;0,22941431675124505;2,4384557150173056;0;0;7,038274203504256;0;0;0,7658778381036055;11,182483555997221;4,078377941576475;0;0;0;21,0132839960485;0;0;0;0;0;0;0;0;0;0;0;0;2,02220726494433;2,8717515305927965;0;0;0;0,2682845745960648;3,4322347118765473;2,4770567092715963;0;6,41354573770492;0,938776770491803;1,9077269193225372;2,76192754098361;11,444088227397728;0;
2346;1.15:06:00;0;0;0;0;0;0;0;0;0;1,2981672295979392;0;0;0;0;1,5798010904621147;1,2207769937080777;0,22942336336509755;2,438547303010646;0;0;7,038749588182332;0;0;0,7658826317497471;11,18331767568042;4,078633773939449;0;0;0;21,013474182531933;0;0;0;0;0;0;0;0;0;0;0;0;2,0225713764656543;2,8718156509830672;0;0;0;0,26829788294839324;3,43223560281361;2,4771161279620593;0;6,41354573770492;0,938776770491803;1,9077274378113556;2,76192754098361;11,444552645553223;0;
2347;1.15:07:00;0;0;0;0;0;0;0;0;0;1,2981820742964407;0;0;0;0;1,5798189733219732;1,220900353759604;0,22942530672742445;2,4385826315615398;0;0;7,039378345872833;0;0;0,7659522435741882;11,183664706886162;4,078657445550402;0;0;0;21,014390359089237;0;0;0;0;0;0;0;0;0;0;0;0;2,022646146997394;2,8718626154857914;0;0;0;0,2683053461876742;3,4323461737843766;2,4771179668787906;0;6,41354573770492;0,938776770491803;1,9077541791435366;2,76192754098361;11,445303785919968;0;
2348;1.15:08:00;0;0;0;0;0;0;0;0;0;1,2982161660815117;0;0;0;0;1,5798221986085592;1,2209129391890698;0,2294310232279454;2,4385835288844913;0;0;7,039681669341934;0;0;0,7659538107861776;11,185208822057794;4,078794036540662;0;0;0;21,0145294046988;0;0;0;0;0;0;0;0;0;0;0;0;2,0227597236508217;2,8719407315583867;0;0;0;0,2683166470718614;3,4323999717273828;2,477238242523687;0;6,41354573770492;0,938776770491803;1,9078962713477419;2,76192754098361;11,446066332030751;0;
2349;1.15:09:00;0;0;0;0;0;0;0;0;0;1,2982179118904138;0;0;0;0;1,5798258330838095;1,2210433441130062;0,22943987599248342;2,438587673029964;0;0;7,03969915627764;0;0;0,7659679188117258;11,18600062056876;4,079067135989476;0;0;0;21,01601873959379;0;0;0;0;0;0;0;0;0;0;0;0;2,0227603517629085;2,8721496498353325;0;0;0;0,2683261789752848;3,432433073134284;2,477271800411923;0;6,41354573770492;0,938776770491803;1,907959349127784;2,76192754098361;11,446277291222131;0;
2350;1.15:10:00;0;0;0;0;0;0;0;0;0;1,298306640868071;0;0;0;0;1,5798693263549404;1,2211221869737892;0,22944148282665508;2,438601900297178;0;0;7,040113429094339;0;0;0,7659867966127804;11,186885984316302;4,07923762149356;0;0;0;21,016509176046384;0;0;0;0;0;0;0;0;0;0;0;0;2,022852625203302;2,872178643588773;0;0;0;0,2683337128050337;3,432770386241315;2,477292796506552;0;6,41354573770492;0,938776770491803;1,9079950377224006;2,76192754098361;11,447534862282312;0;
2351;1.15:11:00;0;0;0;0;0;0;0;0;0;1,2984365509471352;0;0;0;0;1,5798708679894353;1,2211516237563849;0,229449854983244;2,4386927210050495;0;0;7,040309777440602;0;0;0,7660008338699014;11,187257449765694;4,0792597690182575;0;0;0;21,017937929490017;0;0;0;0;0;0;0;0;0;0;0;0;2,0230048810268575;2,8723629531741093;0;0;0;0,26835972537379127;3,4328062500281566;2,4774119804853414;0;6,41354573770492;0,938776770491803;1,9080189141678334;2,76192754098361;11,447805130296116;0;
2352;1.15:12:00;0;0;0;0;0;0;0;0;0;1,2984382697274568;0;0;0;0;1,5798879627700333;1,2212120205957855;0,2294514076264788;2,438703384741534;0;0;7,040397936520085;0;0;0,7660124822762305;11,188626342683483;4,079263337787877;0;0;0;21,01888291355841;0;0;0;0;0;0;0;0;0;0;0;0;2,0230328626620087;2,8723848262287968;0;0;0;0,268361683589848;3,4330532359344135;2,4774546531312565;0;6,41354573770492;0,938776770491803;1,9080314594721628;2,76192754098361;11,44786311521305;0;
2353;1.15:13:00;0;0;0;0;0;0;0;0;0;1,2985132341447732;0;0;0;0;1,5799071341298525;1,2212737713589936;0,22945855772301493;2,4388823893290477;0;0;7,040804191521863;0;0;0,7660861252368545;11,18868076299495;4,079290528768846;0;0;0;21,020532808015346;0;0;0;0;0;0;0;0;0;0;0;0;2,023076741418574;2,872655647948786;0;0;0;0,2683690225092705;3,4330664416448875;2,4775477416200014;0;6,41354573770492;0,938776770491803;1,9080407559952663;2,76192754098361;11,447937456827717;0;
2354;1.15:14:00;0;0;0;0;0;0;0;0;0;1,2985347224345574;0;0;0;0;1,57993998199891;1,221292799709795;0,22946251582531055;2,439011557213482;0;0;7,041444028373091;0;0;0,7660909815529938;11,18876742129983;4,079421683154042;0;0;0;21,020858800023884;0;0;0;0;0;0;0;0;0;0;0;0;2,0232003362898747;2,872859483439497;0;0;0;0,2683728221583512;3,433106803377071;2,4776450406448434;0;6,41354573770492;0,938776770491803;1,9080614916814624;2,76192754098361;11,449445249653063;0;
2355;1.15:15:00;0;0;0;0;0;0;0;0;0;1,2986025413390552;0;0;0;0;1,579942581770852;1,221402364474323;0,22946795614343318;2,4391209687998847;0;0;7,041759685605863;0;0;0,7662008445614364;11,189319088736724;4,079441489485755;0;0;0;21,02283951153275;0;0;0;0;0;0;0;0;0;0;0;0;2,023215385659683;2,872861450814601;0;0;0;0,26837962122867987;3,4331885035119973;2,477892680782705;0;6,41354573770492;0,938776770491803;1,9080818728992235;2,76192754098361;11,449690588345698;0;
2356;1.15:16:00;0;0;0;0;0;0;0;0;0;1,2986477586611445;0;0;0;0;1,5799651740921101;1,221583963696894;0,22947114881557107;2,4392564646005215;0;0;7,041760676797334;0;0;0,7662167451410051;11,189444517074385;4,079574489415316;0;0;0;21,024283233197146;0;0;0;0;0;0;0;0;0;0;0;0;2,023362410996856;2,872872412810014;0;0;0;0,2683841640686598;3,4333597871854376;2,4779606557141958;0;6,41354573770492;0,938776770491803;1,9083377579106822;2,76192754098361;11,449701039047262;0;
2357;1.15:17:00;0;0;0;0;0;0;0;0;0;1,2987878154286123;0;0;0;0;1,5799861331633898;1,2215962419167128;0,22947381699010153;2,4393404450982525;0;0;7,042017324784026;0;0;0,7662414967744191;11,190397354036126;4,079673959035659;0;0;0;21,0257672514075;0;0;0;0;0;0;0;0;0;0;0;0;2,023369222050966;2,8729546025692585;0;0;0;0,2683864404569587;3,433385706594526;2,4780792411899792;0;6,41354573770492;0,938776770491803;1,908355410960202;2,76192754098361;11,450072078004414;0;
