Reactive.Time;Time span;Kitchen Light (100W) [var];Living Room Light (Energy Saving Lamp, 20W) [var];Bathroom Light (100W) [var];Bathroom Mirror Light 10 W (LED) [var];Bedroom Light (60W) [var];Children Room Light (200W) [var];Children Room Light Device (20W) [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Juicer / Moulinex Vitafruit [var];Kitchen radio / AEG KRC 4323 CD [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [var];Coffee Machine / Braun Impression KF 600 [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Toaster Salco MT 400 [var];PC / Acer 8400 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Epson Stylus Color 860 [var];TASKalfa 180 [var];Canon CanoScan LIDE 110 [var];External Harddrive Iomega 3.5" [var];Laptop / ACER BT.00603.043 Replacement laptop battery [var];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [var];Fancy Ceiling Lights with at least 3 Bulbs [var];CD/DVD Player / Phillips HDR3810/31 [var];Panasonic TX-P58V10E [var];SAT Receiver / Kathrein UFS913 [var];Miele H 5241 B [var];Handmixer / Phillips Robust HR 1581 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front right- full power [var];Microwave / Panasonic NN-V 359 W Inverter [var];Extractor Hood / Miele DA 429-4 [var];Miele DA 61 [var];Deep Fryer / DeLonghi F 28311.W Rotofritteuse [var];Ricecooker / Tristar RK-6112 [var];Steam Cooker / Phillips HD9140 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Braun Multiquick 3 MR 300 Soup [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [var];Fondue / Unold 48746 Asia [var];Dishwashers / Bosch SGI 4662 Silence Comfort [var];Dryer / Miele T 8626 WP [var];Washing Machine Samsung P1405J [var];Home Cinema System / Samsung HT-D5550 [var];Hifi System / Sharp XL-HF300PH [var];AEG NM 2701 Premium [var];Hair Dryer Babyliss 2000 [var];Canister Vacuum Cleaner / Siemens Z6.0 VSZ61260 [var];TV Medion MD20123_DE_A [var];Microsoft Xbox 360 [var];TV / Phillips Goya 9770 VT [var];Liebherr CBP 4056-20A [var];Router O2 Box 6431 [var];Electric Razor Braun Cruzer 5 [var];Electric Tooth Brush / Phillips HX9332 [var];Phone Siemens Gigaset C320 [var];Yamaha RX-V667 [var];Liebherr GP 2756-20A [var];
2260;1.13:40:00;0;0;0;0;0;0;0;0;0;0,42527593843793543;0;0;0;0;0,5169804838991948;0,3998005286668438;0,07514265479174083;0,7988960633320586;0;0;2,302630840204877;0;0;0,25070281402107636;3,652922608781245;1,3371081766491384;0;0;0;6,8828923006953415;0;0;0;0;0;0;0;0;0;0;0;0;0,6623154780643546;0,940353051799891;0;0;0;0,01;1,1231951322225464;0,8114870361407238;0;-9,85138131147541;1,9626331147541;0,6250576552302362;3,39325868852459;3,7494741828664058;0;
2261;1.13:41:00;0;0;0;0;0;0;0;0;0;0,42528331017887105;0;0;0;0;0,5170005664852011;0,39981158928923444;0,07514779668400687;0,7989007079909378;0;0;2,302703373703786;0;0;0,2507249466561239;3,653081194768988;1,3371508576120967;0;0;0;6,882913362141061;0;0;0;0;0;0;0;0;0;0;0;0;0,6623344924993864;0,9403760425788543;0;0;0;0,01;1,1232259030886889;0,8115315329206184;0;-9,85138131147541;1,9626331147541;0,6250798050950143;3,39325868852459;3,749782786000287;0;
2262;1.13:42:00;0;0;0;0;0;0;0;0;0;0,4253049902499536;0;0;0;0;0,517010482182722;0,3998299106981534;0,07515231728001227;0,7989306816523157;0;0;2,302764554862812;0;0;0,25073055759731655;3,653815761604237;1,3371947997616511;0;0;0;6,882972437908672;0;0;0;0;0;0;0;0;0;0;0;0;0,662417481110475;0,9403901415214572;0;0;0;0,01;1,1232838732248633;0,8115524232648186;0;-9,85138131147541;1,9626331147541;0,6250949450503022;3,39325868852459;3,7500204189961024;0;
2263;1.13:43:00;0;0;0;0;0;0;0;0;0;0,42532153103715026;0;0;0;0;0,5170228640378361;0,39984445561590765;0,07515283456590408;0,7989369026902247;0;0;2,302817971468628;0;0;0,25073344970842293;3,6543137849900376;1,3372263105623907;0;0;0;6,883545368151451;0;0;0;0;0;0;0;0;0;0;0;0;0,6624654867400828;0,9404154084763874;0;0;0;0,01;1,1233039321062304;0,8115579263837424;0;-9,85138131147541;1,9626331147541;0,6251024158639378;3,39325868852459;3,7501960912175347;0;
2264;1.13:44:00;0;0;0;0;0;0;0;0;0;0,4253576317718595;0;0;0;0;0,5170451491815126;0,3998851198005;0,07515291963636143;0,798957783422917;0;0;2,302932037183196;0;0;0,25074913935279425;3,6546214205316643;1,3373219483465413;0;0;0;6,884031426152634;0;0;0;0;0;0;0;0;0;0;0;0;0,6624683714384808;0,9404783442223497;0;0;0;0,01;1,1234237975812231;0,811564971659547;0;-9,85138131147541;1,9626331147541;0,625114952720288;3,39325868852459;3,7503494420518564;0;
2265;1.13:45:00;0;0;0;0;0;0;0;0;0;0,4253626951784131;0;0;0;0;0,5170505871092653;0,39991829501938264;0,07516834700393382;0,7989722731305404;0;0;2,302946880809726;0;0;0,2507545057282344;3,6546611262299424;1,337344182292738;0;0;0;6,884059668063134;0;0;0;0;0;0;0;0;0;0;0;0;0,6625755129503501;0,9406342893914981;0;0;0;0,01;1,123440796594586;0,811569496145286;0;-9,85138131147541;1,9626331147541;0,6251186355727794;3,39325868852459;3,7504107192568483;0;
2266;1.13:46:00;0;0;0;0;0;0;0;0;0;0,4253751506456761;0;0;0;0;0,5170507527480642;0,399936689035052;0,0751684769396573;0,7989742441426678;0;0;2,302995221546018;0;0;0,2507580047202122;3,6548660236940416;1,337371133407827;0;0;0;6,884154718018579;0;0;0;0;0;0;0;0;0;0;0;0;0,662578971508359;0,9406700239858289;0;0;0;0,01;1,1234408705248182;0,8116141333183694;0;-9,85138131147541;1,9626331147541;0,625142530407989;3,39325868852459;3,7504232350332196;0;
2267;1.13:47:00;0;0;0;0;0;0;0;0;0;0,4254006007772116;0;0;0;0;0,5170642788560406;0,3999427572415768;0,07516904407905302;0,7990597794019118;0;0;2,3031752944431503;0;0;0,2507757927536749;3,6551275570852546;1,3374146282029786;0;0;0;6,884250712815662;0;0;0;0;0;0;0;0;0;0;0;0;0,6625928346542744;0,9406904067373499;0;0;0;0,01;1,123510126031649;0,8116713766998269;0;-9,85138131147541;1,9626331147541;0,6251884079839336;3,39325868852459;3,7505139376602994;0;
2268;1.13:48:00;0;0;0;0;0;0;0;0;0;0,42540215365583944;0;0;0;0;0,5170764302377066;0,39995734790389836;0,07517150121487827;0,7991208576533821;0;0;2,3032237478902697;0;0;0,250778795408464;3,6555840184190456;1,3374198212267663;0;0;0;6,884512819718736;0;0;0;0;0;0;0;0;0;0;0;0;0,6626085564569002;0,9407538059272665;0;0;0;0,01;1,1235162928108453;0,8117461991532338;0;-9,85138131147541;1,9626331147541;0,6252131783253255;3,39325868852459;3,7511398619424803;0;
2269;1.13:49:00;0;0;0;0;0;0;0;0;0;0,4254628620925909;0;0;0;0;0,5170789799180041;0,39996265113507296;0,07517513568694313;0,7991247680644105;0;0;2,303562837782607;0;0;0,25079113053195956;3,655802957837598;1,3374232583419232;0;0;0;6,884675190860575;0;0;0;0;0;0;0;0;0;0;0;0;0,6626106943624508;0,940803644048511;0;0;0;0,01;1,1235747783291659;0,8117739113245167;0;-9,85138131147541;1,9626331147541;0,6252443297923986;3,39325868852459;3,751170293158206;0;
2270;1.13:50:00;0;0;0;0;0;0;0;0;0;0,42548488923794076;0;0;0;0;0,5171444649563138;0,3999650131816839;0,07517672228787549;0,7992059601639826;0;0;2,303842363533144;0;0;0,25079852600206365;3,6558959415472962;1,3374755110386496;0;0;0;6,884774210767812;0;0;0;0;0;0;0;0;0;0;0;0;0,6626219108276171;0,9408823270728284;0;0;0;0,01;1,1235896836955408;0,8117744950233726;0;-9,85138131147541;1,9626331147541;0,6253008418424069;3,39325868852459;3,7512289051548895;0;
2271;1.13:51:00;0;0;0;0;0;0;0;0;0;0,42548958017802235;0;0;0;0;0,5171471637391001;0,39998739212366596;0,07518090183488535;0,7992373020615707;0;0;2,303968157943827;0;0;0,2508108542123101;3,656122976980661;1,3374817042466391;0;0;0;6,884922073565735;0;0;0;0;0;0;0;0;0;0;0;0;0,662626137180475;0,940921709802137;0;0;0;0,01;1,1235957590009698;0,811817560099431;0;-9,85138131147541;1,9626331147541;0,6253333976586101;3,39325868852459;3,751305824281758;0;
2272;1.13:52:00;0;0;0;0;0;0;0;0;0;0,42549230871855015;0;0;0;0;0,5172137354690032;0,4000147053895428;0,07518506170462323;0,7992583204770604;0;0;2,30478259266085;0;0;0,2508125166481179;3,656624499373254;1,3375681623183435;0;0;0;6,885019354474468;0;0;0;0;0;0;0;0;0;0;0;0;0,6626331711800373;0,9409531062195757;0;0;0;0,01;1,1236535110584112;0,8118280707218263;0;-9,85138131147541;1,9626331147541;0,6254866245329639;3,39325868852459;3,751484768099594;0;
2273;1.13:53:00;0;0;0;0;0;0;0;0;0;0,42550660554580416;0;0;0;0;0,51731797042002;0,40001801796356795;0,07518682114005817;0,7992698684747596;0;0;2,304817891138572;0;0;0,2508194235208751;3,656679600387426;1,3376032968285847;0;0;0;6,885166677610199;0;0;0;0;0;0;0;0;0;0;0;0;0,6626366247309343;0,9409562501852194;0;0;0;0,01;1,1236715091271168;0,8118433100984751;0;-9,85138131147541;1,9626331147541;0,6255124178414754;3,39325868852459;3,7516602576034255;0;
2274;1.13:54:00;0;0;0;0;0;0;0;0;0;0,4255087694372929;0;0;0;0;0,517364106251498;0,4000274784932539;0,07519348323187423;0,7993401666545379;0;0;2,305027264881038;0;0;0,25082321937981955;3,6568348899714036;1,3376211837661134;0;0;0;6,885195738974575;0;0;0;0;0;0;0;0;0;0;0;0;0,6626378858960076;0,9409616873586708;0;0;0;0,01;1,1236807553994943;0,811860434926068;0;-9,85138131147541;1,9626331147541;0,6255160833692712;3,39325868852459;3,7517423334577864;0;
2275;1.13:55:00;0;0;0;0;0;0;0;0;0;0,4255200942253198;0;0;0;0;0,517371088093545;0,40005188393396063;0,0751962283724535;0,7993765777374086;0;0;2,305028152404814;0;0;0,25082524222714253;3,6573054883042952;1,3376325881481796;0;0;0;6,885495085606508;0;0;0;0;0;0;0;0;0;0;0;0;0,6626406010771155;0,9410870862259519;0;0;0;0,01;1,1236813949922553;0,8118802001027148;0;-9,85138131147541;1,9626331147541;0,6255168162543409;3,39325868852459;3,7518326272022167;0;
2276;1.13:56:00;0;0;0;0;0;0;0;0;0;0,42556866342315985;0;0;0;0;0,5173820095488229;0,40005574024877694;0,07519670616263033;0,799387172559574;0;0;2,3051958862774504;0;0;0,25083358524837346;3,6573229377001897;1,3376544915825839;0;0;0;6,8859834580886;0;0;0;0;0;0;0;0;0;0;0;0;0,6626764440897632;0,9411062613353123;0;0;0;0,01;1,1237609649629214;0,8118905813391228;0;-9,85138131147541;1,9626331147541;0,6255285532493412;3,39325868852459;3,7519951304278054;0;
2277;1.13:57:00;0;0;0;0;0;0;0;0;0;0,4255697095910133;0;0;0;0;0,5173978801380109;0,4000565077716117;0,07519913243033254;0,7994714917266608;0;0;2,3053762263721;0;0;0,25086982294566723;3,657510257119493;1,33767566016867;0;0;0;6,886015880341585;0;0;0;0;0;0;0;0;0;0;0;0;0,6626879374089564;0,9411369125129392;0;0;0;0,01;1,1238248054634414;0,8119495308406416;0;-9,85138131147541;1,9626331147541;0,6255355264131258;3,39325868852459;3,752198970824749;0;
2278;1.13:58:00;0;0;0;0;0;0;0;0;0;0,4255852792385885;0;0;0;0;0,5174277370993957;0,40006210328758235;0,07520275895313479;0,7995087006130163;0;0;2,305466668312418;0;0;0,25087174053527994;3,6578493041369162;1,3376984304978787;0;0;0;6,88616782111124;0;0;0;0;0;0;0;0;0;0;0;0;0,6627278086323733;0,9411557466504693;0;0;0;0,01;1,1238354539819289;0,8119637476449428;0;-9,85138131147541;1,9626331147541;0,6255421835456454;3,39325868852459;3,7522502464720224;0;
2279;1.13:59:00;0;0;0;0;0;0;0;0;0;0,42560263838515755;0;0;0;0;0,5174307684942028;0,40007308569626737;0,07521059376334882;0,7995257760206125;0;0;2,305605534322525;0;0;0,25087993064785125;3,6582493087528127;1,3378320644175061;0;0;0;6,886191824690426;0;0;0;0;0;0;0;0;0;0;0;0;0,6628091187348828;0,9411792630133123;0;0;0;0,01;1,123855722103658;0,811990512258312;0;-9,85138131147541;1,9626331147541;0,6255517943266302;3,39325868852459;3,7523488497501742;0;
2280;1.14:00:00;0;0;0;0;0;0;0;0;0;0,4256106359130429;0;0;0;0;0,5174307759380384;0,4000954875631475;0,07521247328840745;0,7995657433710529;0;0;2,3056581951265063;0;0;0,2509028045219486;3,658258198155694;1,3378364327164562;0;0;0;6,886210519687384;0;0;0;0;0;0;0;0;0;0;0;0;0,6628506717399544;0,9412251049855295;0;0;0;0,01;1,1239082715816433;0,81199373069501;0;-9,85138131147541;1,9626331147541;0,6255601745907996;3,39325868852459;3,752536069151477;0;
2281;1.14:01:00;0;0;0;0;0;0;0;0;0;0,4256292500284129;0;0;0;0;0,5174327646007849;0,40009896641426435;0,07521612523121257;0,7995704429979581;0;0;2,305712933840041;0;0;0,25094549456431153;3,658448565173358;1,3378494060176507;0;0;0;6,886444086374352;0;0;0;0;0;0;0;0;0;0;0;0;0,6628550076232372;0,9412309827040667;0;0;0;0,01;1,1239119940478874;0,8120704567303835;0;-9,85138131147541;1,9626331147541;0,625601608515427;3,39325868852459;3,752552899405698;0;
2282;1.14:02:00;0;0;0;0;0;0;0;0;0;0,4256297572596102;0;0;0;0;0,5174589231540179;0,40010193096834146;0,0752163894993137;0,7996141057942983;0;0;2,3059010373027937;0;0;0,25098186436476744;3,65939690573687;1,3378846676718128;0;0;0;6,886883095972085;0;0;0;0;0;0;0;0;0;0;0;0;0,6628578923195038;0,9412330031389359;0;0;0;0,01;1,1239259771546657;0,8120820610062538;0;-9,85138131147541;1,9626331147541;0,6256859857107678;3,39325868852459;3,752603537838967;0;
2283;1.14:03:00;0;0;0;0;0;0;0;0;0;0,42564676781678307;0;0;0;0;0,5175135452383256;0,4001033520274407;0,07522141170314672;0,7997078428682428;0;0;2,3059658663441076;0;0;0,2509891162913166;3,6596721138670785;1,3379197074169127;0;0;0;6,886901047139576;0;0;0;0;0;0;0;0;0;0;0;0;0,6629011024169653;0,9413294947289138;0;0;0;0,01;1,1239775479092278;0,8120957718788879;0;-9,85138131147541;1,9626331147541;0,6257232099734648;3,39325868852459;3,752693805037758;0;
2284;1.14:04:00;0;0;0;0;0;0;0;0;0;0,4256846615264428;0;0;0;0;0,5175187672487926;0,40011914467703197;0,0752222348258292;0,7997254971400423;0;0;2,3060765392806832;0;0;0,25100728511797116;3,659835934882632;1,338055837367789;0;0;0;6,887135901893606;0;0;0;0;0;0;0;0;0;0;0;0;0,6629249368841177;0,941337951088731;0;0;0;0,01;1,1240161438557819;0,8121003277428995;0;-9,85138131147541;1,9626331147541;0,6258394315527246;3,39325868852459;3,7526959341040027;0;
2285;1.14:05:00;0;0;0;0;0;0;0;0;0;0,42571212691904975;0;0;0;0;0,5175425825605282;0,4001561341021524;0,07522245724809096;0,7997337209649947;0;0;2,3061181285694006;0;0;0,2510245595194022;3,6601412162504046;1,3380655086113022;0;0;0;6,887680524959563;0;0;0;0;0;0;0;0;0;0;0;0;0,6629315822592103;0,941342423688081;0;0;0;0,01;1,124145973884458;0,8121129525049837;0;-9,85138131147541;1,96835180327869;0,6258664048415767;3,39325868852459;3,752778074746318;0;
2286;1.14:06:00;0;0;0;0;0;0;0;0;0;0,42571521422733144;0;0;0;0;0,5175753840702157;0,40017412814677794;0,07522340279094009;0,7997441730281065;0;0;2,3062347172084534;0;0;0,2510307146371701;3,6601486705491935;1,3380940821465903;0;0;0;6,88870282856767;0;0;0;0;0;0;0;0;0;0;0;0;0,6629997020489499;0,9413669440764115;0;0;0;0,01;1,1241596203675048;0,8121152317072758;0;-9,85138131147541;1,96835180327869;0,625871116524142;3,39325868852459;3,7533227600134134;0;
2287;1.14:07:00;0;0;0;0;0;0;0;0;0;0,42573511846999273;0;0;0;0;0,5175978689074163;0,4002006235906316;0,07522498951497882;0,7997628110825805;0;0;2,3062769136512355;0;0;0,25103484121566044;3,660433588371495;1,3381053502719884;0;0;0;6,888943629779971;0;0;0;0;0;0;0;0;0;0;0;0;0,6630974739355692;0,9415092365928739;0;0;0;0,01;1,1241747725874043;0,8121319969336646;0;-9,85138131147541;1,96835180327869;0,6258837069997937;3,39325868852459;3,7533725663500204;0;
2288;1.14:08:00;0;0;0;0;0;0;0;0;0;0,42574801124203804;0;0;0;0;0,5176107094640983;0,4002245507094191;0,07522777947919237;0,7997677285727847;0;0;2,306564510271646;0;0;0,25105002807740856;3,6606630869097785;1,3381765481286936;0;0;0;6,889116478139071;0;0;0;0;0;0;0;0;0;0;0;0;0,6631114973403065;0,9415117021633438;0;0;0;0,01;1,1241766113898077;0,8121729758393414;0;-9,85138131147541;1,96835180327869;0,6258960955831743;3,39325868852459;3,753513345272628;0;
2289;1.14:09:00;0;0;0;0;0;0;0;0;0;0,4257590088036909;0;0;0;0;0,5176664889968731;0,40024358507882235;0,0752294573102758;0,7998211383405278;0;0;2,3066297852895503;0;0;0,2510586535443586;3,661190899277059;1,3381958928141655;0;0;0;6,889993377574893;0;0;0;0;0;0;0;0;0;0;0;0;0,6631466367536164;0,9417081783466692;0;0;0;0,01;1,1241791272810975;0,8121782003122948;0;-9,85138131147541;1,96835180327869;0,6259167363366908;3,39325868852459;3,7537554028335225;0;
2290;1.14:10:00;0;0;0;0;0;0;0;0;0;0,4257771492042811;0;0;0;0;0,5177282402421279;0,4002586809955653;0,07523221971077415;0,7998490534134011;0;0;2,306658885477542;0;0;0,25106470789790725;3,6620892965371508;1,3382664362358463;0;0;0;6,890037467516117;0;0;0;0;0;0;0;0;0;0;0;0;0,6631493928960567;0,9418240758247636;0;0;0;0,01;1,1241842753271942;0,8121783262177393;0;-9,85138131147541;1,96835180327869;0,6259274212712244;3,39325868852459;3,75383713916933;0;
2291;1.14:11:00;0;0;0;0;0;0;0;0;0;0,42580982774119464;0;0;0;0;0,517744279152123;0,4002708543532352;0,07523828194719978;0,7998629599567336;0;0;2,306672726086938;0;0;0,2510662357819231;3,6621964603046737;1,3382898462525121;0;0;0;6,890077744660111;0;0;0;0;0;0;0;0;0;0;0;0;0,6632739237348237;0,9418962128291898;0;0;0;0,01;1,1244909461766546;0,8121917621302545;0;-9,85138131147541;1,96835180327869;0,6259435463767181;3,39325868852459;3,753907390789132;0;
2292;1.14:12:00;0;0;0;0;0;0;0;0;0;0,42582487938641417;0;0;0;0;0,5177491194976476;0,4002790358328932;0,07523972230505045;0,7998679133152505;0;0;2,3068080027560507;0;0;0,25107976448015895;3,6625214309748526;1,3382926383491127;0;0;0;6,890420267886421;0;0;0;0;0;0;0;0;0;0;0;0;0,663274658332558;0,9419841581969535;0;0;0;0,01;1,1245592791292167;0,8122182427781991;0;-9,85138131147541;1,96835180327869;0,6259660223332458;3,39325868852459;3,7539259035849897;0;
2293;1.14:13:00;0;0;0;0;0;0;0;0;0;0,42585135274374347;0;0;0;0;0,5177592148805378;0,40028128988512224;0,07524053639007268;0,7998889309381004;0;0;2,3070609126721737;0;0;0,25109186132885103;3,66266592159681;1,33834544819596;0;0;0;6,890639175400824;0;0;0;0;0;0;0;0;0;0;0;0;0,6632826751488755;0,9420304649396434;0;0;0;0,01;1,1246035425042387;0,8122342452162568;0;-9,85138131147541;1,96835180327869;0,6259773792954852;3,39325868852459;3,7540026009913716;0;
2294;1.14:14:00;0;0;0;0;0;0;0;0;0;0,42585527964348996;0;0;0;0;0,5177631811120025;0,4002898302782771;0,07524086463980886;0,7998913014812189;0;0;2,307233606837946;0;0;0,25109622583983826;3,6631655167411314;1,3384179667746534;0;0;0;6,891166698434923;0;0;0;0;0;0;0;0;0;0;0;0;0,663297888617306;0,9420804571280124;0;0;0;0,01;1,124674449861973;0,8122449538691162;0;-9,85138131147541;1,96835180327869;0,6260242090580026;3,39325868852459;3,7542819640946687;0;
2295;1.14:15:00;0;0;0;0;0;0;0;0;0;0,4258746447457536;0;0;0;0;0,517783004601536;0,400292324737466;0,07524103824599637;0,7999925169446315;0;0;2,307247738669466;0;0;0,2510970063653477;3,6634635597463823;1,338438268311954;0;0;0;6,891263553516483;0;0;0;0;0;0;0;0;0;0;0;0;0,6632982378403984;0,9421038541186738;0;0;0;0,01;1,1247818333946518;0,8122977690855391;0;-9,85138131147541;1,96835180327869;0,6260269941462138;3,39325868852459;3,7544618342318676;0;
2296;1.14:16:00;0;0;0;0;0;0;0;0;0;0,4258981466914541;0;0;0;0;0,5178102003625996;0,4003191354668392;0,07524195128883605;0,800007303869283;0;0;2,3072782886332357;0;0;0,2511147752842401;3,6643582475867706;1,3384497847019672;0;0;0;6,891545055324238;0;0;0;0;0;0;0;0;0;0;0;0;0,6633019928032393;0,9421356970570269;0;0;0;0,01;1,124853474297686;0,8122998704270773;0;-9,84989278688525;1,96835180327869;0,6260511005235546;3,39325868852459;3,755015366083579;0;
2297;1.14:17:00;0;0;0;0;0;0;0;0;0;0,4259016725079829;0;0;0;0;0,5178201863786938;0,40036976099341764;0,07524254087641095;0,8000074785595936;0;0;2,3072807423042625;0;0;0,2511281638427106;3,6643915047798803;1,3384860632346123;0;0;0;6,891807922023907;0;0;0;0;0;0;0;0;0;0;0;0;0,6633216134558372;0,9422187219350054;0;0;0;0,01;1,124917482490439;0,8123066299072855;0;-9,84989278688525;1,96835180327869;0,6260717500471553;3,39325868852459;3,755139302539199;0;
2298;1.14:18:00;0;0;0;0;0;0;0;0;0;0,4259111515484845;0;0;0;0;0,5178720278603254;0,40042139104631574;0,07525408419150943;0,8000346587363822;0;0;2,307467107166564;0;0;0,25114612580418083;3,664418308398362;1,3385497034111047;0;0;0;6,892484066742756;0;0;0;0;0;0;0;0;0;0;0;0;0,6633923332103911;0,942296726547036;0;0;0;0,01;1,1250412453806211;0,8123238025392919;0;-9,84989278688525;1,96835180327869;0,6260737696358916;3,39325868852459;3,7552347110090696;0;
2299;1.14:19:00;0;0;0;0;0;0;0;0;0;0,425926489006082;0;0;0;0;0,5178839493011586;0,4004355547553255;0,07525657755016796;0,8000663077788918;0;0;2,3075184924668486;0;0;0,2511466213562825;3,664830435495327;1,338576232642057;0;0;0;6,892521825792777;0;0;0;0;0;0;0;0;0;0;0;0;0,6633974910159206;0,942316414672844;0;0;0;0,01;1,1251034149373755;0,8123371729886605;0;-9,84989278688525;1,96835180327869;0,6260829896706361;3,39325868852459;3,755432432665349;0;
2300;1.14:20:00;0;0;0;0;0;0;0;0;0;0,42592997493424156;0;0;0;0;0,5178882621309335;0,4004431214364245;0,07525895953624605;0,8000916711204079;0;0;2,307521168644856;0;0;0,2511527534460358;3,664962768750293;1,3386074546167395;0;0;0;6,892807132718843;0;0;0;0;0;0;0;0;0;0;0;0;0,6634573455457389;0,9423346288899069;0;0;0;0,01;1,1251554502205245;0,8123499440336592;0;-9,84989278688525;1,96835180327869;0,6261227661871038;3,39325868852459;3,755732819208011;0;
2301;1.14:21:00;0;0;0;0;0;0;0;0;0;0,42597417936110016;0;0;0;0;0,5179445282158384;0,400454463233702;0,07526195531539963;0,8000927194251193;0;0;2,307716240163102;0;0;0,25115582697487676;3,665112075822943;1,3386151308571137;0;0;0;6,8931666476226345;0;0;0;0;0;0;0;0;0;0;0;0;0,6634714651200354;0,942343992755139;0;0;0;0,01;1,1251825936429969;0,8124678282685047;0;-9,84989278688525;1,96835180327869;0,6261564898745245;3,39325868852459;3,7558515803980774;0;
2302;1.14:22:00;0;0;0;0;0;0;0;0;0;0,42598211638186495;0;0;0;0;0,5179566599912747;0,40047399274824147;0,07526660907991252;0,8000986532048178;0;0;2,307897034805922;0;0;0,25117533393487657;3,665146742786049;1,3386409331973657;0;0;0;6,893260147685085;0;0;0;0;0;0;0;0;0;0;0;0;0,6635485107978705;0,94238701582866;0;0;0;0,01;1,1254103598070484;0,8125371149037012;0;-9,84989278688525;1,96835180327869;0,6261859519010464;3,39325868852459;3,7559928831617584;0;
2303;1.14:23:00;0;0;0;0;0;0;0;0;0;0,4260000306998418;0;0;0;0;0,5179694027946;0,4004762980856821;0,07526813025226597;0,8001061521070345;0;0;2,308118829077072;0;0;0,25118023021897673;3,6651587208846577;1,338696824208404;0;0;0;6,893656154422553;0;0;0;0;0;0;0;0;0;0;0;0;0,6636202844902176;0,9424312592134441;0;0;0;0,01;1,1254998356623438;0,8125563746667891;0;-9,84989278688525;1,96835180327869;0,6261870220456864;3,39325868852459;3,7560849527806583;0;
2304;1.14:24:00;0;0;0;0;0;0;0;0;0;0,4260361042272053;0;0;0;0;0,5179796047212566;0,4004895944823281;0,07527045240913796;0,8001263616385694;0;0;2,308261697004956;0;0;0,25119111614213674;3,6651934949876797;1,3387437466158745;0;0;0;6,893704766291459;0;0;0;0;0;0;0;0;0;0;0;0;0,6636232363951261;0,9424592404271259;0;0;0;0,01;1,1255134197442067;0,8126152405805015;0;-9,84989278688525;1,96835180327869;0,6261993740674073;3,39325868852459;3,756105906942585;0;
2305;1.14:25:00;0;0;0;0;0;0;0;0;0;0,42605865961861017;0;0;0;0;0,5179839035092196;0,4004989663836238;0,07527137610400521;0,8001422165939589;0;0;2,3083281132721196;0;0;0,25119241001276754;3,6666422195343653;1,3387500950236113;0;0;0;6,893757080237271;0;0;0;0;0;0;0;0;0;0;0;0;0,6636761874312084;0,9425400569620642;0;0;0;0,01;1,1255164103999682;0,8126335963490676;0;-9,84989278688525;1,96835180327869;0,6262167795682583;3,39325868852459;3,7564736569255457;0;
2306;1.14:26:00;0;0;0;0;0;0;0;0;0;0,4260690013202037;0;0;0;0;0,51809016431266;0,40050417474733435;0,07527583815513784;0,8001807865877218;0;0;2,3085660234006884;0;0;0,2511948876927237;3,6667079496355366;1,3388365887869007;0;0;0;6,894316675304059;0;0;0;0;0;0;0;0;0;0;0;0;0,6637105511888304;0,9425997655392128;0;0;0;0,01;1,1255497827197016;0,8126375688780307;0;-9,84989278688525;1,96835180327869;0,6262360971547362;3,39325868852459;3,756496327380999;0;
2307;1.14:27:00;0;0;0;0;0;0;0;0;0;0,42608803024220937;0;0;0;0;0,5181026854832079;0,4005343420094297;0,07527611191093603;0,8001932629454791;0;0;2,3087211750710974;0;0;0,2512043391740093;3,66671330714395;1,3388627711307113;0;0;0;6,894577393304864;0;0;0;0;0;0;0;0;0;0;0;0;0,6637312601367956;0,9426453576285593;0;0;0;0,01;1,12561422805326;0,8128249885489538;0;-9,84989278688525;1,96835180327869;0,626262856367237;3,39325868852459;3,756619037997723;0;
2308;1.14:28:00;0;0;0;0;0;0;0;0;0;0,42609969639077855;0;0;0;0;0,5181107132878238;0,4005446865846551;0,07527659266848542;0,8002047946346872;0;0;2,30877183821993;0;0;0,2512483194522393;3,6674032466154842;1,3388646662157653;0;0;0;6,8948362886057755;0;0;0;0;0;0;0;0;0;0;0;0;0,6637649124806254;0,9427208925841876;0;0;0;0,01;1,1256221799887947;0,8128282695463773;0;-9,84989278688525;1,96835180327869;0,6262660521198788;3,39325868852459;3,7567064045991825;0;
2309;1.14:29:00;0;0;0;0;0;0;0;0;0;0,42611314943126916;0;0;0;0;0,5181457614996088;0,400582168720983;0,07527784946359474;0,8002589588671359;0;0;2,3091496242321385;0;0;0,25126822599316606;3,6676387286808954;1,3388997607079542;0;0;0;6,895005605573662;0;0;0;0;0;0;0;0;0;0;0;0;0,6637960137861373;0,9427259134964149;0;0;0;0,01;1,1257378521666908;0,8128572839025314;0;-9,84989278688525;1,96835180327869;0,6262862432466525;3,39325868852459;3,7569554546295025;0;
