Reactive.Time;Time span;Bedroom Light (200W) [var];Living Room Light (Energy Saving Lamp, 20W) [var];Kitchen Light (60W) [var];Bathroom Light (200W) [var];Bathroom Mirror Light 30W (CFL) [var];Children Room Light Device (20W) [var];Bread Baking Machine Unold 6595 [var];Toaster Salco MT 400 [var];Single Stove Plate [var];Electric Kettle / Petra WK288 1.5L [var];Oven / AEG B 33512-5-M [var];Handmixer / Phillips Robust HR 1581 [var];PC / Acer Aspire T310 [var];PC Monitor / Fujitsu Siemens Scaleoview D19-1 [var];Epson Stylus Color 860 [var];TASKalfa 180 [var];Canon CanoScan LIDE 110 [var];External Harddrive Iomega 3.5" [var];Food Slicer / DOMO Schneidemaschine DO521S [var];Miele DA 61 [var];Kitchen Stove / Bauknecht Heko 750 PT Kitchen-stove right hind [var];Dehumidifier / Trotec TTK 50 S [var];Dryer / Miele T 8626 WP [var];Christopeit Treadmill TM 2 Pro [var];Hedge Trimmer / Bosch AHS 550-24 ST [var];Atika LH 2500 G [var];Lawn Mower / Sabo 32-EL [var];Laptop / ACER BT.00603.043 Replacement laptop battery [var];SAT Receiver / Kathrein UFS913 [var];Steam Iron / Phillips GC 4410 [var];TV / Phillips Goya 9770 VT [var];Washing Machine Samsung P1405J [var];Asviva High End Wellness Massage Seat [var];CD/DVD Player / Phillips HDR3810/31 [var];Home Cinema System / Samsung HT-D5550 [var];Digitalpiano / Kawai CN-23 [var];Hifi System / Sharp XL-HF300PH [var];Hair Dryer / Braun Satin Pro 2200 Ion Care [var];LED Lamp Globe E 14 Ambient 3W matt [var];Nintendo Wii [var];Microsoft Xbox 360 [var];Egg Cooker / Russell Hobbs 14048-56 Stylo [var];Kitchen radio / AEG KRC 4323 CD [var];Nespresso Coffee Machine, Single Cup [var];Moulinex electronic 833 [var];Dishwasher NEFF SD6P1F (2011) [var];Canister vacuum cleaner / Siemens VS 06 G 1831 [var];Liebherr CBNPes 3956 [var];Router O2 Box 6431 [var];Electric Tooth Brush / Phillips HX9332 [var];Phone Siemens Gigaset C320 [var];Smartphone Samung S4 [var];Electric Razor / Phillips PT860/16 Razor PowerTouch Plus [var];
1668;1.03:48:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9435041885342282;0,38475570913864543;0,07335323498038544;0,7773995120271942;0;0;0;0;0;0;0;0;0;0;0;2,2185392500083747;0,41386826919024794;0;0,7871721440029387;0;0;0,2390808736266989;0,6478891856831861;0;0,9146557167387981;0;0;0,6003845827836755;1,0849195305812378;0;0,4120283063336466;0;0;0;0;0;-9,86365016393443;0,6091750451684389;3,38876967213115;0;0,06583912383368982;
1669;1.03:49:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9435146602676319;0,3847562149974613;0,07335562234431929;0,7774502820108405;0;0;0;0;0;0;0;0;0;0;0;2,218744655140832;0,41387426722007703;0;0,7871721945034063;0;0;0,23909096145683156;0,6478968115154891;0;0,9147082650970529;0;0;0,600431443056261;1,084960039812723;0;0,41207368533508826;0;0;0;0;0;-9,86365016393443;0,6092066804450451;3,38876967213115;0;0,06584219463869308;
1670;1.03:50:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9435213653860234;0,3847619156074232;0,07335621413108818;0,7775140138927796;0;0;0;0;0;0;0;0;0;0;0;2,21884144115751;0,4138962777545321;0;0,7872173232107953;0;0;0,2390995379354355;0,6479146157910707;0;0,9147137891074606;0;0;0,6004855314954392;1,0849887461139587;0;0,4120778955935917;0;0;0;0;0;-9,86365016393443;0,6092531989320739;3,38876967213115;0;0,06584696204337288;
1671;1.03:51:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9435583872385953;0,38476974730091174;0,07335681393947793;0,7775321167576881;0;0;0;0;0;0;0;0;0;0;0;2,218855594736337;0,41390053600632193;0;0,7872402568931656;0;0;0,23910279912737986;0,6479643542202522;0;0,9147880560536776;0;0;0,6005184338647397;1,0850993465231749;0;0,41208530262776066;0;0;0;0;0;-9,86365016393443;0,6093987924912303;3,38876967213115;0;0,065847089369891;
1672;1.03:52:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9436127897116944;0,3847746634081401;0,07336863115142944;0,7775676325421579;0;0;0;0;0;0;0;0;0;0;0;2,218861273295997;0,41394562549200264;0;0,7872473585284856;0;0;0,23910331802831905;0,6480064006533409;0;0,9148484566688547;0;0;0,6005244473499162;1,0850994302359884;0;0,41210353220072976;0;0;0;0;0;-9,86365016393443;0,6094010538520221;3,38876967213115;0;0,06584787722128384;
1673;1.03:53:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9436334665281386;0,3848024006976557;0,07336941620750874;0,7775940096983167;0;0;0;0;0;0;0;0;0;0;0;2,2189115825227708;0,413947408849703;0;0,7872495128665778;0;0;0,2391125547787348;0,6480298420318786;0;0,9148769357959268;0;0;0,6005481560536824;1,0851538955246882;0;0,41214974850589403;0;0;0;0;0;-9,86365016393443;0,6094027233726927;3,38876967213115;0;0,0658504371517528;
1674;1.03:54:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9436377035101224;0,38480546382211417;0,07337164187368622;0,7776441824857386;0;0;0;0;0;0;0;0;0;0;0;2,2191003486809495;0,4139929100643225;0;0,7872592057854974;0;0;0,239112779825111;0,6480309093309278;0;0,9149721205435589;0;0;0,6005986847471059;1,0853115047872615;0;0,4121519327681652;0;0;0;0;0;-9,86365016393443;0,6094179795981043;3,38876967213115;0;0,06586188793358037;
1675;1.03:55:00;0;0;0;0;0;0;0;0;0;0;0;0;0,943657917652133;0,38481922437598115;0,07337809950958037;0,7776722226312218;0;0;0;0;0;0;0;0;0;0;0;2,2193064380528105;0,41401629013193664;0;0,7872606257635347;0;0;0,23912221661288838;0,648115502873564;0;0,91501723524244;0;0;0,6006038160258207;1,0853259899391663;0;0,4121662519848193;0;0;0;0;0;-9,86365016393443;0,6094360098846519;3,38876967213115;0;0,06587000313481273;
1676;1.03:56:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9436844085232796;0,38483242655901273;0,07338065729829682;0,7776918616954649;0;0;0;0;0;0;0;0;0;0;0;2,2194624915245087;0,4140211121940546;0;0,7872745759992404;0;0;0,2391285086788982;0,6481371499982748;0;0,9150510700982244;0;0;0,6006354624077628;1,0853511625362213;0;0,41217497632335637;0;0;0;0;0;-9,86365016393443;0,6095308603675601;3,38876967213115;0;0,06587959180525078;
1677;1.03:57:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9437287026238047;0,38483553842325596;0,07338414306848241;0,777694191570065;0;0;0;0;0;0;0;0;0;0;0;2,2197371528886762;0,41404842862138697;0;0,7872827361292414;0;0;0,239134036805855;0,6481947282463193;0;0,9150720078576857;0;0;0,6006425234670305;1,0853766917184655;0;0,4122193979720753;0;0;0;0;0;-9,86365016393443;0,6095377803666132;3,38876967213115;0;0,06587980593212113;
1678;1.03:58:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9438287468775343;0,3848575691448721;0,07338458307713519;0,7776966525019078;0;0;0;0;0;0;0;0;0;0;0;2,219982385312558;0,414074507964865;0;0,7874405107804472;0;0;0,239168676199517;0,6482061094707515;0;0,9150961810390047;0;0;0,6006807990615057;1,0854396566240017;0;0,4122551025361926;0;0;0;0;0;-9,86365016393443;0,6095422164646905;3,38876967213115;0;0,06588067839444162;
1679;1.03:59:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9438608129064324;0,38486233336780934;0,07338732741993303;0,7776987484515177;0;0;0;0;0;0;0;0;0;0;0;2,2201395893426885;0,4140852067653647;0;0,7874578234479295;0;0;0,23918226505765713;0,6482363386632362;0;0,9151004403798083;0;0;0,6006965128348911;1,085489766921662;0;0,4122596139715725;0;0;0;0;0;-9,86365016393443;0,6095810080525065;3,38876967213115;0;0,06588349673141825;
1680;1.04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9439220571802583;0,38488325434280257;0,07338898623681765;0,7777316864721483;0;0;0;0;0;0;0;0;0;0;0;2,220203304160004;0,41409850068977555;0;0,7874646816592046;0;0;0,23922282916857993;0,6482365985424988;0;0,915120575080385;0;0;0,6007198122723942;1,0855744924070498;0;0,41226284144367464;0;0;0;0;0;-9,86365016393443;0,6095837518620857;3,38876967213115;0;0,06588831742889352;
1681;1.04:01:00;0;0;0;0;0;0;0;0;0;0;0;0;0,943929334258211;0,3848906249787028;0,07338970912666032;0,7777442211546833;0;0;0;0;0;0;0;0;0;0;0;2,22031061744051;0,41411673408977645;0;0,7875004762839298;0;0;0,23926112213308018;0,6482412567480839;0;0,915148854248148;0;0;0,6007487897688629;1,0855747719044933;0;0,4122703056499836;0;0;0;0;0;-9,86365016393443;0,6096263922225238;3,38876967213115;0;0,06589010777213997;
1682;1.04:02:00;0;0;0;0;0;0;0;0;0;0;0;0;0,943948409414536;0,3848922807412589;0,07339445349971617;0,7778071931107482;0;0;0;0;0;0;0;0;0;0;0;2,2208915199096917;0,4141173979921745;0;0,7875027798721969;0;0;0,2392681723118338;0,6482913640871031;0;0,9151701698967422;0;0;0,6007607573429483;1,085627643991448;0;0,41228595883826186;0;0;0;0;0;-9,86365016393443;0,6096386250710736;3,38876967213115;0;0,0658913143796848;
1683;1.04:03:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9439522198294499;0,3849143112386456;0,07339805080070064;0,7778085881281229;0;0;0;0;0;0;0;0;0;0;0;2,2210724835446913;0,4141416854703556;0;0,7875206664665111;0;0;0,23927712984946647;0,6483133640533343;0;0,9152337759022917;0;0;0,6007878972161214;1,0856853332842347;0;0,4123750602373143;0;0;0;0;0;-9,86365016393443;0,6097152689456167;3,38876967213115;0;0,0658932491626655;
1684;1.04:04:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9439733400911827;0,38491487623008447;0,07340456487990067;0,7778156981966243;0;0;0;0;0;0;0;0;0;0;0;2,221368550621406;0,4141454554266387;0;0,7875290153563795;0;0;0,23927737060201837;0,648328699592146;0;0,9153212602580114;0;0;0,6007880225212059;1,0858043393305363;0;0,41238401271252123;0;0;0;0;0;-9,86365016393443;0,6097272716640619;3,38876967213115;0;0,0658964183016294;
1685;1.04:05:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9439804535724684;0,38492903677869256;0,07341253278850787;0,7778230006465524;0;0;0;0;0;0;0;0;0;0;0;2,221668276462799;0,4142054103641908;0;0,7876372008835988;0;0;0,2392895742958906;0,6483438928499831;0;0,9153773842067953;0;0;0,6007946835620037;1,0858982573778215;0;0,41243422252417655;0;0;0;0;0;-9,86365016393443;0,6098254784304027;3,38876967213115;0;0,06589935255720601;
1686;1.04:06:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9440547946353492;0,38494676988614657;0,07341291981616294;0,777862912673545;0;0;0;0;0;0;0;0;0;0;0;2,221746042245058;0,4142064824856799;0;0,7876842581391346;0;0;0,23931088781574095;0,6483630808602753;0;0,9153891785467729;0;0;0,6008141005356514;1,0859190524898243;0;0,41246319151546545;0;0;0;0;0;-9,86365016393443;0,6098817284062662;3,38876967213115;0;0,06590412420655484;
1687;1.04:07:00;0;0;0;0;0;0;0;0;0;0;0;0;0,944068214864409;0,384951642319687;0,07341294360394772;0,7778991312086996;0;0;0;0;0;0;0;0;0;0;0;2,2217593597940577;0,41420801791975675;0;0,7876914330070516;0;0;0,23931783337499965;0,6483994416597111;0;0,9154269232396998;0;0;0,6008521953694209;1,085951643037339;0;0,4125046627625456;0;0;0;0;0;-9,86365016393443;0,6098998975328089;3,38876967213115;0;0,06591875570736813;
1688;1.04:08:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9441162226966228;0,3849730652712523;0,07341675842344171;0,7779357538253951;0;0;0;0;0;0;0;0;0;0;0;2,221858868908482;0,4142194203676671;0;0,7877320585918736;0;0;0,23932308204091243;0,6484049073368958;0;0,9154379083388702;0;0;0,6008762204910458;1,085969165401739;0;0,412533823452019;0;0;0;0;0;-9,86365016393443;0,6099304794777726;3,38876967213115;0;0,06594469630891577;
1689;1.04:09:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9441562758129679;0,3849805132075866;0,07341827395622488;0,7779373077690233;0;0;0;0;0;0;0;0;0;0;0;2,2221808704358086;0,41423109083232984;0;0,7877436170170762;0;0;0,23932454873617245;0,6484218897371075;0;0,9155291300717583;0;0;0,6009055448562198;1,0859897657648225;0;0,41253558839753923;0;0;0;0;0;-9,86365016393443;0,6099624616785222;3,38876967213115;0;0,06594577869920733;
1690;1.04:10:00;0;0;0;0;0;0;0;0;0;0;0;0;0,94416630158733;0,385011530737497;0,07341863057005656;0,7780353877892877;0;0;0;0;0;0;0;0;0;0;0;2,222368159686711;0,4142683346331961;0;0,7877634574492001;0;0;0,239348760872266;0,6484407140900831;0;0,9155397516674626;0;0;0,6009426970157155;1,0860463687997155;0;0,41254173088348933;0;0;0;0;0;-9,86365016393443;0,6099829475063007;3,38876967213115;0;0,06594653021492644;
1691;1.04:11:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9443355879833083;0,38501213620000124;0,0734206481550224;0,7780618757094006;0;0;0;0;0;0;0;0;0;0;0;2,2225096076639344;0,41428250393212795;0;0,7877685927289872;0;0;0,23938901174922514;0,6484709481255957;0;0,9156211981221347;0;0;0,6009527514997591;1,0861362476466123;0;0,41254689355328206;0;0;0;0;0;-9,86365016393443;0,6099931131174986;3,38876967213115;0;0,06594667609649975;
1692;1.04:12:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9443761021303324;0,38502271205671335;0,07342454774280636;0,7780833514990572;0;0;0;0;0;0;0;0;0;0;0;2,2225850044551225;0,41434300624576353;0;0,7877959237701453;0;0;0,23939001230934126;0,6484865920660052;0;0,9156216643143623;0;0;0,600990877461756;1,086175648380546;0;0,4125603390548893;0;0;0;0;0;-9,86365016393443;0,610002286192087;3,38876967213115;0;0,06594893618273505;
1693;1.04:13:00;0;0;0;0;0;0;0;0;0;0;0;0;0,944404299041516;0,38502334925402804;0,07342696097391828;0,7781086828021879;0;0;0;0;0;0;0;0;0;0;0;2,2229246666126383;0,41434794830049915;0;0,787970843673177;0;0;0,2394008183007038;0,6484900565725763;0;0,9156544410915239;0;0;0,6010019024284711;1,0861770826991988;0;0,41256516045732583;0;0;0;0;0;-9,86365016393443;0,6100065942035062;3,38876967213115;0;0,06594932006830909;
1694;1.04:14:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9444191667022455;0,3850557737730427;0,07342877145667139;0,7781897189864145;0;0;0;0;0;0;0;0;0;0;0;2,2229840448437126;0,41436324115953216;0;0,78802017431864;0;0;0,23941549607346213;0,6485581538918589;0;0,915727229378166;0;0;0,6010190328528549;1,0862338266684683;0;0,4125749845100595;0;0;0;0;0;-9,86365016393443;0,6100073659437191;3,38876967213115;0;0,06595117228160574;
1695;1.04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9444387044327195;0,38507255624575765;0,07342923413542404;0,7782816568588354;0;0;0;0;0;0;0;0;0;0;0;2,223228862774371;0,4143648109936088;0;0,7881078090393151;0;0;0,23942210075200562;0,6486592516981877;0;0,915736572854027;0;0;0,601030980041107;1,086396675124854;0;0,4126015435911295;0;0;0;0;0;-9,86365016393443;0,6100383920259395;3,38876967213115;0;0,0659552481950468;
1696;1.04:16:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9444563975267195;0,3850742519977699;0,07344458104867782;0,7783278331551257;0;0;0;0;0;0;0;0;0;0;0;2,2235292462384053;0,4143671918348919;0;0,7881295474357268;0;0;0,23942863385101415;0,6486934268159011;0;0,9158467203822357;0;0;0,6010665531813412;1,0864246576761813;0;0,4126046295426487;0;0;0;0;0;-9,86365016393443;0,6100924093779426;3,38876967213115;0;0,0659563788204138;
1697;1.04:17:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9444842007904337;0,3851667782677553;0,07345054373657717;0,7783483900218818;0;0;0;0;0;0;0;0;0;0;0;2,223634202787988;0,414369995608729;0;0,7881417171750995;0;0;0,2394331860197305;0,6487537950843645;0;0,9158917417353526;0;0;0,6010730247508199;1,0864962647539123;0;0,4126136066806352;0;0;0;0;0;-9,86365016393443;0,6101391951891206;3,38876967213115;0;0,0659586192863696;
1698;1.04:18:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9444899004225543;0,38518972189475403;0,07345209784227413;0,7783614437783728;0;0;0;0;0;0;0;0;0;0;0;2,223649834354651;0,41437114961584215;0;0,7881751408323161;0;0;0,23944982749545313;0,6487785991405558;0;0,9159048088882518;0;0;0,601090280651908;1,0865480896872226;0;0,41263308367403023;0;0;0;0;0;-9,86365016393443;0,6101451621548427;3,38876967213115;0;0,06596376650092302;
1699;1.04:19:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9445944778339417;0,3852088958346778;0,0734525940475094;0,7783655830387534;0;0;0;0;0;0;0;0;0;0;0;2,2236599726441835;0,41440442095939556;0;0,7881824526514654;0;0;0,23947745733324186;0,6487957065366516;0;0,9159138653019385;0;0;0,6011211569322118;1,0866230893301696;0;0,4127071271555895;0;0;0;0;0;-9,86365016393443;0,6101618072344339;3,38876967213115;0;0,06596525558467956;
1700;1.04:20:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9446955583777229;0,38521584723671887;0,07346284487879805;0,7783781016503528;0;0;0;0;0;0;0;0;0;0;0;2,223764627735501;0,4144276843754425;0;0,7883134051313144;0;0;0,23949984028151144;0,6488709719275187;0;0,9159281150674305;0;0;0,6011747176174085;1,0866662094012054;0;0,4127340337349976;0;0;0;0;0;-9,85958803278688;0,6101724707101543;3,38876967213115;0;0,06596531950788947;
1701;1.04:21:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9447066060976375;0,38522896378737415;0,07346418963336998;0,7784206717307208;0;0;0;0;0;0;0;0;0;0;0;2,223770501733993;0,41452229809362323;0;0,7883983486407449;0;0;0,2395082537712814;0,6489464121302873;0;0,9159323119896114;0;0;0,6011994415125226;1,0866759195466373;0;0,4128098867892227;0;0;0;0;0;-9,85958803278688;0,6102254458233046;3,38876967213115;0;0,06597719265197746;
1702;1.04:22:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9447429156396727;0,385228993497357;0,07346445613839567;0,7784407296109809;0;0;0;0;0;0;0;0;0;0;0;2,223789337867377;0,4145331081631174;0;0,7884331054346367;0;0;0,23951003074262012;0,6490314452989178;0;0,9159666634693668;0;0;0,601347641115572;1,0867669978585044;0;0,41281157170617744;0;0;0;0;0;-9,85958803278688;0,6102259824838225;3,38876967213115;0;0,065989378587637;
1703;1.04:23:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9447493534324307;0,3852448439950347;0,07347162768441513;0,7784488416774403;0;0;0;0;0;0;0;0;0;0;0;2,2240999552354226;0,41453979108700784;0;0,788447715839189;0;0;0,23951287666412138;0,6490344917654927;0;0,9160404001230752;0;0;0,6013770077677169;1,0868227274057087;0;0,412832732933864;0;0;0;0;0;-9,85958803278688;0,6102484559637984;3,38876967213115;0;0,06598996953716188;
1704;1.04:24:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9447986862607749;0,3852836697578105;0,07347442946356096;0,7785008482116573;0;0;0;0;0;0;0;0;0;0;0;2,224219581410831;0,41455130367240717;0;0,7884944256458095;0;0;0,2395262062407148;0,6490604356601809;0;0,9160612878857277;0;0;0,6013838194640205;1,0868503042558493;0;0,41284281742339113;0;0;0;0;0;-9,85958803278688;0,6102930784611431;3,38876967213115;0;0,06599345321706412;
1705;1.04:25:00;0;0;0;0;0;0;0;0;0;0;0;0;0,944803046727599;0,3852998952914298;0,07347567569114308;0,778540730428812;0;0;0;0;0;0;0;0;0;0;0;2,224296129578435;0,4145578218940429;0;0,7885078062753473;0;0;0,23957161171697652;0,6490671993298076;0;0,916075891293329;0;0;0,6014117551152682;1,0869928605899868;0;0,4128778655037563;0;0;0;0;0;-9,85958803278688;0,6103502773125233;3,38876967213115;0;0,06599595271787416;
1706;1.04:26:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9448471007784685;0,3853068597072914;0,07347590370136797;0,7786418696187545;0;0;0;0;0;0;0;0;0;0;0;2,224578508126173;0,41456446993798973;0;0,7885131812111613;0;0;0,23957175524407975;0,6490981549242297;0;0,916086895606212;0;0;0,6014277930361271;1,0870100326241912;0;0,41292114177561456;0;0;0;0;0;-9,85958803278688;0,6103505728582693;3,38876967213115;0;0,06599855011972401;
1707;1.04:27:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9448536844548033;0,3853100078447285;0,07347663437149293;0,7786505709709964;0;0;0;0;0;0;0;0;0;0;0;2,22467795942592;0,41458690436101076;0;0,788547119097143;0;0;0,2396104383938268;0,6491030640664179;0;0,9160910547974561;0;0;0,601446347707798;1,0870532739242504;0;0,41293210563125077;0;0;0;0;0;-9,85958803278688;0,6103733923744307;3,38876967213115;0;0,06599912364781822;
1708;1.04:28:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9449255670612348;0,385310533227214;0,07348208955673491;0,7786610556536556;0;0;0;0;0;0;0;0;0;0;0;2,2246987599918953;0,4146138587188196;0;0,7886199417734422;0;0;0,23961688551129837;0,6491652278463307;0;0,9161361987103048;0;0;0,6014463887958181;1,0871004213298427;0;0,4129649038391648;0;0;0;0;0;-9,85958803278688;0,610394862925031;3,38876967213115;0;0,06600391032426739;
1709;1.04:29:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9450065483274875;0,38531929593550224;0,07348732885404353;0,7786727713050232;0;0;0;0;0;0;0;0;0;0;0;2,224730496264438;0,41463205665751834;0;0,7886486256988946;0;0;0,23961706645531167;0,6491832319891967;0;0,9161802556717127;0;0;0,6014640830318974;1,087109045855002;0;0,4129981080071421;0;0;0;0;0;-9,85958803278688;0,6104309115664373;3,38876967213115;0;0,06601933659708009;
1710;1.04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9451473787802798;0,38533239368585825;0,07348829329728003;0,7787078563648309;0;0;0;0;0;0;0;0;0;0;0;2,2247830412356135;0,4146687665246191;0;0,7886600410735423;0;0;0,2396267040863908;0,6492136550162386;0;0,9162668886871445;0;0;0,6015650146801093;1,0871604056388169;0;0,4130440550224975;0;0;0;0;0;-9,85958803278688;0,6104423384644475;3,38876967213115;0;0,06602067383162667;
1711;1.04:31:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9451800136701738;0,3853545030577218;0,07349204553165221;0,7787634642947951;0;0;0;0;0;0;0;0;0;0;0;2,2247991560473297;0,4147284908399843;0;0,7886818170304627;0;0;0,23963233413744786;0,6492245162945774;0;0,9164201580252909;0;0;0,6016041961611763;1,0871970555808248;0;0,41305615392413897;0;0;0;0;0;-9,85958803278688;0,6104748173270313;3,38876967213115;0;0,06602262468875039;
1712;1.04:32:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9452948907066884;0,3853590992523084;0,07349655852396522;0,7787669642033875;0;0;0;0;0;0;0;0;0;0;0;2,224845394237766;0,41478461216111995;0;0,7887173462992796;0;0;0,2396539767792952;0,6492250168492913;0;0,9164322407529161;0;0;0,6016164807876992;1,0872155835653825;0;0,41307334424434106;0;0;0;0;0;-9,85958803278688;0,6105329779842465;3,38876967213115;0;0,06602704389926227;
1713;1.04:33:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9453054999968284;0,3853631186142304;0,07350013669189397;0,7788512727455319;0;0;0;0;0;0;0;0;0;0;0;2,2250489576127825;0,4148062217385449;0;0,7887299992869621;0;0;0,23966204935854937;0,6492860795483826;0;0,9164406775102265;0;0;0,6016324861471383;1,0872257194946824;0;0,4130826324811419;0;0;0;0;0;-9,85958803278688;0,6105486568656214;3,38876967213115;0;0,06602859456791256;
1714;1.04:34:00;0;0;0;0;0;0;0;0;0;0;0;0;0,945312800023485;0,3853886143206907;0,07350495254585651;0,778877813645843;0;0;0;0;0;0;0;0;0;0;0;2,2250851824274847;0,41482493458276826;0;0,7888234409420438;0;0;0,2396811592269629;0,6493156655512802;0;0,9164884284443142;0;0;0,6016597090117392;1,0872284973647444;0;0,41310745968464746;0;0;0;0;0;-9,85958803278688;0,6105701695158413;3,38876967213115;0;0,0660386724867235;
1715;1.04:35:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9453415256262274;0,38540074595640517;0,07350567495119249;0,7789237298074074;0;0;0;0;0;0;0;0;0;0;0;2,2253356157727375;0,41483107943327907;0;0,7889034343931861;0;0;0,23969552136955422;0,6493482971977231;0;0,9165161369427242;0;0;0,601660332512778;1,087243193224198;0;0,413171478115733;0;0;0;0;0;-9,85958803278688;0,6105907788414892;3,38876967213115;0;0,06604007793811319;
1716;1.04:36:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9454009796219501;0,38540125939537145;0,0735070646143535;0,7790149820307715;0;0;0;0;0;0;0;0;0;0;0;2,2254377918675403;0,41484257426357374;0;0,7889118250418132;0;0;0,2397049036835662;0,6494021947180847;0;0,9165866136684857;0;0;0,6016794056506318;1,0873148991286428;0;0,4131994631394353;0;0;0;0;0;-9,85958803278688;0,6106151264898219;3,38876967213115;0;0,06604530005274362;
1717;1.04:37:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9454246543386372;0,3854028910711943;0,07350795785206371;0,7790955157478021;0;0;0;0;0;0;0;0;0;0;0;2,225519907386183;0,4148662011704964;0;0,7890091213448011;0;0;0,23970888665277604;0,6494993202304672;0;0,916587875871365;0;0;0,6016794272411834;1,0873898997325655;0;0,41320558076937464;0;0;0;0;0;-9,85958803278688;0,6106577246770327;3,38876967213115;0;0,06604628991053817;
1718;1.04:38:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9454448848696809;0,3854479959390552;0,0735093357589365;0,7791337250824438;0;0;0;0;0;0;0;0;0;0;0;2,2256094884955204;0,41488903124180676;0;0,7890790646325617;0;0;0,23972533142927008;0,649570815105249;0;0,9166218436157044;0;0;0,6017194984778382;1,0874236933938877;0;0,4132070165519758;0;0;0;0;0;-9,85958803278688;0,6107002534535088;3,38876967213115;0;0,06604762386657022;
1719;1.04:39:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9454529070343092;0,385452307026311;0,0735137663688859;0,7791873818726499;0;0;0;0;0;0;0;0;0;0;0;2,225817747428582;0,4149070473967446;0;0,7890984687442678;0;0;0,23973109072424226;0,6496449339380338;0;0,916735500278909;0;0;0,6017385907439531;1,087459008522351;0;0,4132256578158657;0;0;0;0;0;-9,85958803278688;0,6107012682986263;3,38876967213115;0;0,06605531731372186;
1720;1.04:40:00;0;0;0;0;0;0;0;0;0;0;0;0;0,945479495917777;0,3854679807364418;0,07351911652545319;0,7791907687246803;0;0;0;0;0;0;0;0;0;0;0;2,225959285210478;0,4149082560716808;0;0,7891273981766815;0;0;0,2397360852652152;0,6496585046768375;0;0,9168189239548318;0;0;0,6017753950724314;1,0874720379421794;0;0,4132270622618902;0;0;0;0;0;-9,85958803278688;0,6107453450583672;3,38876967213115;0;0,0660650093440224;
1721;1.04:41:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9454859326359436;0,38561914106380535;0,07353258540763313;0,7792307720642732;0;0;0;0;0;0;0;0;0;0;0;2,226007567372218;0,4149585200738213;0;0,7891673919063567;0;0;0,2397396705541988;0,6496735174278486;0;0,9168330408746369;0;0;0,6017864182046233;1,0874991243501368;0;0,4132339992703978;0;0;0;0;0;-9,85958803278688;0,6107547543539322;3,38876967213115;0;0,06606766239897215;
1722;1.04:42:00;0;0;0;0;0;0;0;0;0;0;0;0;0,9454891321521757;0,38566423260101945;0,07353707445210751;0,7792461435566013;0;0;0;0;0;0;0;0;0;0;0;2,2260609320205234;0,41499152919366333;0;0,7892133164207338;0;0;0,23974777234749609;0,6496776712866265;0;0,9168450562538006;0;0;0,6018021185682682;1,0875024742407258;0;0,4132368902080358;0;0;0;0;0;-9,85958803278688;0,6107719205362194;3,38876967213115;0;0,06606878497033383;
