Apparent.Time;Calender;Living Room Light (200W);Kitchen Light (300W);Bathroom Light (60W);Bathroom Mirror Light 100W (Conventional);Bedroom Light (60W);Bedroom Light (20W);Egg Cooker / Russell Hobbs 14048-56 Stylo;Juicer / Moulinex Vitafruit;Kitchen radio / AEG KRC 4323 CD;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left;Coffee Machine / Braun Impression KF 600;Food Slicer / DOMO Schneidemaschine DO521S;Toaster / Bosch TAT8SL1;Miele H 5241 B;Handmixer / Phillips Robust HR 1581;Extractor Hood / Miele DA 429-4;Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv;Microwave / Panasonic NN-CD757W;Electronic hometrainer / Kettler Track Perfomance;Laptop Lenovo Thinkpad x220;Washing Machine Samsung P1405J;CD/DVD Player / Philips DVDR 725 H;Home Cinema System / Samsung HT-D5550;TV Medion MD20123_DE_A;SAT Receiver / Kathrein UFS913;Hifi System / Sharp XL-HF300PH;Electric Kettle / Phillips Essential HD 4685/90 Schwarz;Energy Saving Lamp / EL-REF 11 E27;Vacuum Cleaner FiF;Nintendo Wii;Coffee Machine / Braun KF 580E;Electric Kettle / Petra WK288 1.5L;Hair Dryer / Braun Satin Pro 2200 Ion Care;Heater / Honeywell BH-888E;Liebherr CBNPes 3956;Electric Razor Braun Cruzer 5;Electric Tooth Brush / Phillips HX9332;Phone Siemens Gigaset C320;Router O2 Box 6431;Yamaha RX-V667;
958;15:58:00;0;0;0;0;0;0;0;0;1,460191368953992;0;0;0;0;0;0;0;232,48916803955248;24,923316284177677;0;49,81168;0;1,0738477293807782;2,2121990583575863;0,5700000000000001;1,3765581168300958;3,2348745212748375;0;0;0;2,202459310907323;0;0;0;0;13,56862898844923;2,954800983606556;2,2452142739975622;4,422389967213114;11,74967344262296;11,868463298879055;
959;15:59:00;0;0;0;0;0;0;0;0;1,3980590084454247;0;0;0;0;0;0;0;224,1374557908925;24,860768031234347;0;61,05183999999999;0;1,2158705041009523;2,282074593573084;0,5700000000000001;1,4137960176144695;3,2154123816967966;0;0;0;2,0643217854415905;0;0;0;0;17,827953374632745;2,955823016393442;2,237247291138904;4,407443081967216;11,71527737704918;12,992974955518466;
960;16:00:00;0;0;0;0;0;0;0;0;1,442883863853521;0;0;0;0;0;0;0;192,27186329621443;25,394345428306984;0;63,077479999999994;0;1,2039386958922242;2,2037467829032913;0,5700000000000001;1,4984408585629634;3,164622192328267;0;0;0;2,0454194176088167;0;0;0;0;12,434613057139345;2,9531530491803277;2,168825080934268;4,4106666885245875;11,72029540983606;12,584557059567903;
961;16:01:00;0;0;0;0;0;0;0;0;1,496427957416127;0;0;0;0;0;0;0;213,81278903740173;26,14500447903506;0;63,17812;0;1,0334078710822356;2,35792037564811;0,5700000000000001;1,403539228973501;3,1575386052353327;0;0;0;1,9633747373745005;0;0;0;0;15,233517099907928;2,954229704918034;2,111656129493758;4,432069049180328;11,72430131147542;13,140040178217031;
962;16:02:00;0;0;0;0;0;0;0;0;1,328589374531893;0;0;0;0;0;0;0;221,43425697182565;25,245748551177098;0;63,231680000000004;0;1,097837805201355;2,2640734194883327;0,5700000000000001;1,420892901040344;3,179549596512066;0;0;0;2,137332867919283;0;0;0;0;14,747274028251411;2,9523374098360677;2,029025053688474;4,401935475409836;11,7380508196721;13,310652004640938;
963;16:03:00;0;0;0;0;0;0;0;0;1,539592275393828;0;0;0;0;0;0;0;193,84350432235436;24,73520802115096;0;63,231719999999996;0;1,129111356523873;2,253386892745304;0,5700000000000001;1,4844732851388174;3,308674138731333;0;0;0;1,9460460556838446;0;0;0;0;15,496421696994767;2,949260459016392;2,1676763666742973;4,389730557377048;11,717905245901619;12,390734170717792;
964;16:04:00;0;0;0;0;0;0;0;0;1,433879120985598;0;0;0;0;0;0;0;163,44686732132269;26,10915376732429;0;63,29792;0;1,156608243483613;2,1854221678628774;0,5700000000000001;1,4125366168376832;3,2847510363629295;0;0;0;2,01543069416115;0;0;0;0;16,498863883097464;2,950498852459016;2,143995360639405;4,36127668852459;11,73441278688524;12,604351362953585;
965;16:05:00;0;0;0;0;0;0;0;0;1,5608439789055526;0;0;0;0;0;0;0;202,4167919070038;24,625001203391506;0;63,48634;0;1,1191206204477708;2,138679082385894;0,5700000000000001;1,3211232009592448;3,0675335669051207;0;0;0;2,0292292401384637;0;0;0;0;13,879855973463098;2,951770983606558;2,2753072218987738;4,350686459016392;11,72513836065574;12,644575799271333;
966;16:06:00;0;0;0;0;0;0;0;0;1,3860914148651406;0;0;0;0;0;0;0;189,33069087433478;25,18482634073389;0;63,533539999999995;0;1,1399444445273754;2,178888161281244;0,5700000000000001;1,4190069239265735;3,4120246602656352;0;0;0;2,0469138637740008;0;0;0;0;29,005978661282523;2,9491870819672124;2,1668214976800635;4,364620000000002;11,693589836065561;12,566451046512869;
967;16:07:00;0;0;0;0;0;0;0;0;1,459044327933118;0;0;0;0;0;0;0;0;26,04622285528111;0;63,49942000000001;0;1,1682605000643824;2,228033372743643;0,5700000000000001;1,4863100709787171;2,8221556131431855;0;0;0;2,0634068532757697;0;0;0;0;31,985078848008254;2,9688584098360677;2,0447018315452263;4,382700950819668;11,69557573770492;13,116140685514386;
968;16:08:00;0;0;0;0;0;0;0;0;1,3782568295682145;0;0;0;0;0;0;0;0;24,773919741027054;0;62,068259999999995;0;1,1459583258155543;1,981069246058515;0,5700000000000001;1,3993959973766827;3,1832895003090136;0;0;0;2,0135841849850635;0;0;0;0;27,79250558863099;2,9505668524590183;2,0761765181652616;4,3924898032786865;11,7268249180328;12,464807867331341;
969;16:09:00;0;0;0;0;0;0;0;0;1,4946270798596877;0;0;0;0;0;0;0;0;26,57142618409577;0;74,76016;0;1,2075821417357044;2,3400078031296134;0,5700000000000001;1,4648725886667098;3,1051811185930243;0;0;0;2,1744681650722972;0;0;0;0;27,26261378010734;2,953905311475412;2,0920398581899526;4,380753147540986;11,740008852458999;12,663915968755497;
970;16:10:00;0;0;0;0;0;0;0;0;1,454124980300716;0;0;0;0;0;0;0;0;24,437187235572377;0;76,93332;0;1,1357319428404649;2,075419394661471;0,5700000000000001;1,477123722122706;3,0665255019916184;0;0;0;1,9650129380689751;0;0;0;0;32,6837063230906;2,9522575409836063;1,915889184048433;4,411687475409833;11,76459475409836;12,447828589311838;
971;16:11:00;0;0;0;0;0;0;0;0;1,4617334829158755;0;0;0;0;0;0;0;0;24,977374565109958;0;76,30918;0;1,1485755664526178;2,1315353744236774;0,5700000000000001;1,3876713476670095;3,096028331416403;0;0;0;2,0400954452749054;0;0;0;0;28,76239449172838;2,9554257704918037;2,153674373744229;4,38421724590164;11,7153206557377;13,89012491954873;
972;16:12:00;0;0;0;0;0;0;0;0;1,4906952271974854;0;0;0;0;0;0;0;0;25,712823495550698;0;76,3626;0;1,1996282952214319;2,1829808182164845;0,5700000000000001;1,5860269666273576;3,0776668363427175;0;0;0;2,0546794284174985;0;0;0;0;26,036665179522267;2,951180590163932;2,03955552952197;4,40077137704918;11,71686721311478;12,522170637008198;
973;16:13:00;0;0;0;0;0;0;0;0;1,5176456627531894;0;0;0;0;0;0;0;0;25,57260768811235;0;76,51042;0;1,1348504285485421;2,101912259002328;0,5700000000000001;1,296567173940359;3,1597413657825846;0;0;0;2,1761361220254054;0;0;0;0;30,475874039939733;2,9571691803278695;2,1425812344466584;4,397165704918033;11,72640426229508;12,557539030190476;
974;16:14:00;0;0;0;0;0;0;0;0;1,3856781430851326;0;0;0;0;0;0;0;0;23,149473856798608;0;76,52316;0;1,133012184456263;2,199760795785536;0,5700000000000001;1,3810778860734143;3,087782027417954;0;0;0;2,3070054958433612;0;0;0;0;31,195244072709603;2,957976557377048;2,16229961980401;4,40061380327869;11,7533475409836;12,03150535922384;
975;16:15:00;0;0;0;0;0;0;0;0;1,483969379786003;0;0;0;0;0;0;0;0;25,654369652020335;0;76,71868;0;1,128194408708612;2,225411058663979;0,5700000000000001;1,4295986418087567;3,1781570904042336;0;0;0;2,144095233646605;0;0;0;0;26,964967312709394;2,957245049180328;2,1284952829267247;4,41086931147541;11,782448852459;13,253605621902015;
976;16:16:00;0;0;0;0;0;0;0;0;1,4510282997861985;0;0;0;0;0;0;0;0;24,936231024141666;0;76,86596;0;1,107125582156072;2,1528234078507777;0,5700000000000001;1,4812297993106873;3,245318206528206;0;0;0;2,0315639950796296;0;0;0;0;29,656471689445777;2,9575974098360662;2,0301523363763936;4,389044852459018;11,754263278688521;11,579638070334104;
977;16:17:00;0;0;0;0;0;0;0;0;1,4734064218305467;0;0;0;0;0;0;0;0;25,13386569356897;0;77,01996;0;1,0942083410571062;2,1323347643366977;0,5700000000000001;1,4329175984166818;3,1177383397296827;0;0;0;2,0775098525496203;0;0;0;0;31,984288953823842;2,9564827540983623;2,182140194048422;4,3973865573770485;11,74421934426228;12,569296542207233;
978;16:18:00;0;0;0;0;0;0;0;0;1,4293992372483415;0;0;0;0;0;0;0;0;24,485152066881227;0;77,24248;0;1,0755074615603362;2,226191393072347;0,5700000000000001;1,3899537159218045;3,3200903712127534;0;0;0;1,9797993438451602;0;0;0;0;31,583344944380475;2,9552046229508178;2,160264058307587;4,398221147540982;11,75714655737706;11,471672509509048;
979;16:19:00;0;0;0;0;0;0;0;0;1,3590516834972999;0;0;0;0;0;0;0;0;26,960722613728215;0;77,23580000000001;0;1,1477468421478723;2,2871736475808353;0,5700000000000001;1,4076484069930464;3,313947360611343;0;0;0;2,059814101614852;0;0;0;0;29,96472654016502;2,954798950819674;2,133070415403148;4,405300426229507;11,76813737704918;12,547268958770099;
980;16:20:00;42,10526315789474;0;0;0;0;0;0;0;1,3256143820364936;0;0;0;0;0;0;0;0;25,570104053704192;0;76,67188;0;1,170105920047695;2,1559859599240445;0,5700000000000001;1,5677602038263925;3,0316198884057117;0;0;0;1,9592472266995344;0;0;0;0;26,330617063415552;2,94800970491803;2,0982693526615206;4,408570295081966;11,77041803278688;13,321021997890748;
981;16:21:00;42,10526315789474;0;0;0;0;0;0;0;1,3805262434019636;0;0;0;0;0;0;0;0;25,69815243047226;0;76,7851;0;1,1595702881883942;2,086319156718387;0,5700000000000001;1,5007776703463929;3,145669543981477;0;0;0;1,791584043707531;0;0;0;0;30,59350176827352;2,949582852459014;2,185263236152597;4,40136636065574;11,783195409836079;13,049238008030283;
982;16:22:00;42,10526315789474;0;0;0;0;0;0;0;1,3834124484413288;0;0;0;0;0;0;0;0;24,47724427721516;0;76,87271999999999;0;1,1010249612183516;2,102821819574266;0,5700000000000001;1,4706753944864404;3,252077005935577;0;0;0;2,060528746051202;0;0;0;0;30,254806836451213;2,9526119016393437;2,0714553301980465;4,403422032786886;11,71137967213116;12,415138088052572;
983;16:23:00;42,10526315789474;0;0;0;0;0;0;0;1,4005724405106919;0;0;0;0;0;0;0;0;24,880897574193444;0;76,91976;0;1,176261778945333;2,183852508270166;0,5700000000000001;1,3586954427974207;3,2228803678621274;0;0;0;1,9238484440293167;0;0;0;0;27,24691831527907;2,9581317377049183;2,0662632732046746;4,414983934426227;11,725974098360638;11,881609528181253;
984;16:24:00;42,10526315789474;0;0;0;0;0;0;0;1,4614078162682125;0;0;0;0;0;0;0;0;23,09056615911299;0;77,04002;0;1,1800625985931084;2,271822441347865;0,5700000000000001;1,2949235031580932;3,0033210202560863;0;0;0;2,1662228385107403;0;0;0;0;42,75715136381026;2,959119934426228;2,091675567923277;4,418350524590164;11,75969868852458;12,848989996241508;
985;16:25:00;42,10526315789474;0;0;0;0;0;0;0;1,3840564603020848;0;0;0;0;0;0;0;0;24,35131223526032;0;77,10796;0;1,1381792559439656;2,4038145063209773;0,5700000000000001;1,4470065265854983;3,2145743380783296;0;0;0;1,9929615646995693;0;0;0;0;40,83937025008498;2,956923672131148;2,1588387935374427;4,416878032786886;11,76319311475408;12,65168769759203;
986;16:26:00;42,10526315789474;0;0;0;0;0;0;0;1,5175118654355912;0;0;0;0;0;0;0;0;23,364756858831903;0;77,26856000000001;0;1,1369010115930798;2,4650950359057417;0,5700000000000001;1,4356591070643383;3,0644146800523964;0;0;0;2,019650293709989;0;0;0;0;46,04088846752203;2,962736000000002;2,1854715315140423;4,403932295081967;11,726561967213119;12,584226980362653;
987;16:27:00;42,10526315789474;0;0;0;0;0;0;0;1,5740449245306152;0;0;0;0;0;0;0;0;27,10635517588464;0;77,40982;0;1,2531489054569867;2,2869071585417027;0,5700000000000001;1,488538983410444;3,059528201423335;0;0;0;1,8032961811847517;0;0;0;0;45,496907270903094;2,962619016393444;2,146885453111329;4,4174782295081965;11,7349918032787;12,265251582512196;
988;16:28:00;42,10526315789474;0;0;0;0;0;0;0;1,3920695090502915;0;0;0;0;0;0;0;0;23,853344809460406;0;77,51021999999999;0;1,0937418135418162;2,280294113331066;0,5700000000000001;1,4021397989337714;2,8851632101430753;0;0;0;1,9798970018498678;0;0;0;0;38,311456331399654;2,95693019672131;1,9111764790295491;4,434169737704918;11,6532468852459;11,67711228584573;
989;16:29:00;42,10526315789474;0;0;0;0;0;0;0;1,454262048882364;0;0;0;0;0;0;0;0;25,713277155974765;0;77,81223999999999;0;1,0764994983300724;2,0915976041411004;0,5700000000000001;1,5326632613229425;3,195948644527643;0;0;0;2,0828201103006134;0;0;0;0;43,39457472534985;2,9606433114754105;2,0200950135586;4,434391409836064;11,69921639344264;11,971068971887425;
990;16:30:00;0;0;0;0;0;0;0;0;1,3366938597969622;0;0;0;0;0;0;0;0;25,321882603146424;0;77,63732;0;1,0822153156424967;2,1871961101181396;0,5700000000000001;1,4292060353584646;3,1900178391769054;0;0;0;2,2732939486467414;0;0;0;0;45,32659912473466;2,960338852459016;2,132871291221899;4,4208590819672136;11,712687868852461;12,621738795647309;
991;16:31:00;0;0;0;0;0;0;0;0;1,399497760644145;0;0;0;0;0;0;0;0;25,1406974250532;0;77,9528;0;1,1671194949177572;5,143058839503017;11,16038;4,444547862379244;3,4616594873784634;0;0;0;2,2626875824209427;0;0;0;0;43,90376313838199;2,960136524590162;2,153531469841083;4,409943314754098;11,735318360655741;12,76065117214019;
992;16:32:00;0;0;0;0;0;0;0;0;1,4809633292274509;0;0;0;0;0;0;0;0;24,311340849020617;0;77,85852;0;1,1325166056614224;5,131876334349262;11,26470655737706;4,5795550900296345;3,1375206904636945;0;0;0;2,219414451052902;0;0;0;0;40,00241045804855;2,9581282295081963;2,1057421401177527;4,41848163934426;11,7437668852459;11,895976915418228;
993;16:33:00;0;0;0;0;0;0;0;0;1,4478080573040963;0;0;0;0;0;0;0;0;24,842958464739418;0;78,08742;0;1,1557721567388277;4,673498484926727;11,269877704918041;4,354923848693758;3,2061393947471304;0;0;0;1,9296326921886522;0;0;0;0;38,54936798958791;2,95835386885246;2,087003579197875;4,396743278688524;11,711985901639341;11,669844156259803;
994;16:34:00;0;0;0;0;0;0;0;0;1,395304628601946;0;0;0;0;0;0;0;0;26,84610943585352;0;77,43614;0;1,0780786928355597;4,722368969661229;11,383757049180321;4,4424659486256575;3,083973289699318;0;0;0;2,080351580284693;0;0;0;0;44,827814990062556;2,956107213114754;1,9416319782503542;4,428827049180329;11,70427836065574;13,37297820695978;
995;16:35:00;0;0;0;0;0;0;0;0;1,384242756750158;0;0;0;0;0;0;0;0;25,330868570594145;0;77,55684;0;1,0907209076567885;4,6323739191410285;11,343098360655741;4,428841754063643;3,1689217737329463;0;0;0;2,129890512199971;0;0;0;0;44,11419302565213;2,956079344262296;2,0036606410811757;4,432425868852456;11,720529836065559;12,88017290310844;
996;16:36:00;0;0;0;0;0;0;0;0;1,447803458710369;0;0;0;0;0;0;0;0;26,887235793415574;0;77,5633;0;1,1389794001632354;4,66846182782804;11,36456;4,650756938629842;3,0108516338404083;0;0;0;2,075056731044238;0;0;0;0;29,089936911486387;2,954774131147542;2,0152858685022497;4,41614737704918;11,728136721311461;12,766902396489911;
997;16:37:00;0;0;0;0;0;0;0;0;1,5425437300545892;0;0;0;0;0;0;0;0;26,535388522375097;0;77,64447999999999;0;1,0595055172668233;4,394391568428032;11,37763016393442;3,917857460098238;3,005662527467585;0;0;0;2,1053725126815763;0;0;0;0;28,750750324211833;2,952956721311476;2,0647166219225213;4,438936131147541;11,7363255737705;12,47288582870178;
998;16:38:00;0;0;0;0;0;0;0;0;1,5060511652573128;0;0;0;0;0;0;0;0;25,97131522664671;0;77,77906;0;1,147485823959699;4,727238510437605;11,391070163934419;4,585930750560772;3,120395420527619;0;0;0;1,963021353840214;0;0;0;0;29,78513116320544;2,955044196721312;2,1043821159041376;4,434308852459018;11,7296531147541;13,21138626678318;
999;16:39:00;0;0;0;0;0;0;0;0;1,3895144148268523;0;0;0;0;0;0;0;0;26,474572119023872;0;77,40310000000001;0;1,1161864303487279;4,261836897917766;11,391720000000001;4,691097265785952;3,327764436604075;0;0;0;2,082922963051396;0;0;0;0;30,90021507393153;2,958512655737708;2,1342276322917937;4,431970819672133;11,7119124590164;11,995751160556768;
1000;16:40:00;0;0;0;0;0;0;0;0;1,3499290448209644;0;0;0;0;0;0;0;0;24,07359399037649;0;77,31552;0;1,1416050619156404;4,40465275401641;11,45784819672132;4,270741353139703;3,2385647479610262;0;0;0;1,981708962964737;0;0;0;0;30,616268407135266;2,9630159999999983;2,0703534673649684;4,411840426229506;11,695200983606581;12,474999928453647;
1001;16:41:00;0;0;0;0;0;0;0;0;1,4644544189953184;0;0;0;0;0;0;0;0;27,3631084143279;0;77,46979999999999;0;1,0899135217685745;4,544768236635724;11,44294360655738;4,514304943442275;3,143995396552957;0;0;0;2,0126335910823783;0;0;0;0;29,829586076384356;2,9595847213114763;1,9565013140129341;4,415338622950822;11,720625901639341;12,168194193087302;
1002;16:42:00;0;0;0;0;0;0;0;0;1,464664740624972;0;0;0;0;0;0;0;0;22,549542175512563;0;77,38892000000001;0;1,1859921615300695;5,183651256418202;11,48602032786886;4,34310275344813;3,2168807168054636;0;0;0;2,176345652055968;0;0;0;0;23,96298999893649;2,979577885245904;2,051679149632089;4,412468524590162;11,71182;12,686050318233757;
1003;16:43:00;0;0;0;0;0;0;0;0;1,375471286663415;0;0;0;0;0;0;0;0;24,04282964547891;0;77,51707999999999;0;1,1372793694440593;5,128812200593936;11,44700524590164;3,99150715808144;3,0017989190636962;0;0;0;2,054611066717343;0;0;0;0;31,82494469022165;2,96158180327869;2,15871573167748;4,397236852459016;11,71809016393442;12,413883465928425;
1004;16:44:00;0;0;0;0;0;0;0;0;1,4656628453645333;0;0;0;0;0;0;0;0;27,005225100865893;0;77,67102;0;1,12881058925795;4,711435686895686;11,53630524590164;4,348893551212352;3,025549159708271;0;0;0;2,156601198767508;0;0;0;0;30,132961202950582;2,9626026229508224;2,106745034379759;4,424105934426228;11,73103409836068;12,474164178090053;
1005;16:45:00;0;0;0;0;0;0;0;0;1,4729021512495515;0;0;0;0;0;0;0;0;25,216907523126817;0;77,91294;0;1,1494642055711444;5,203588438486198;11,50018459016394;4,4625075458102526;2,929186235656072;0;0;0;1,9012497887434183;0;0;0;0;34,11047873435662;2,9591448524590156;2,2795907782902445;4,437924032786884;11,738835409836039;12,008946483752919;
1006;16:46:00;0;0;0;0;0;0;0;0;1,4717868980142026;0;0;0;0;0;0;0;0;21,882357666822607;0;77,92634;0,7296;1,1613194671717353;4,285390852652637;11,60092590163934;4,188667429375911;2,978728320188817;0;0;0;2,1951413939009643;0;0;0;0;30,47071550167542;2,9593295737704937;2,142102517904093;4,42283537704918;11,748955737704941;12,001100325264932;
1007;16:47:00;0;0;0;0;0;0;0;0;1,4380273821182932;0;0;0;0;0;0;0;0;25,0969019998306;0;78,04661999999999;0,73056;1,0805157600510351;4,552645424917349;11,55498360655738;4,1528800711234615;3,092455447476084;0;0;0;2,19736395689452;0;0;0;0;42,40785971875192;2,952871245901638;2,1200252308918595;4,406818396721311;11,738292131147562;12,375093363354429;
1008;16:48:00;0;0;0;0;0;0;0;0;1,3886925824344856;0;0;0;0;0;0;0;0;24,689965904661022;0;78,31559999999999;0,73088;1,174495512929401;4,591976389507279;11,596139344262301;4,324852007275437;3,3684594740089624;0;0;0;2,1062347147528127;0;0;0;0;43,71735328709532;2,955610459016394;2,3323457264596232;4,418815573770492;11,70401639344262;11,388710245410527;
1009;16:49:00;0;0;0;0;0;0;0;0;1,393899429090645;0;0;0;0;0;0;0;0;23,678773828296972;0;78,14022;0,73152;1,100526958453911;4,327742926480358;11,577348852459021;3,9174438332688117;3,029646079679849;0;0;0;2,0394060033723;0;0;0;0;43,5985861590931;2,9518893442622955;2,2380463750566233;4,417786426229506;11,726383934426241;13,012538659449868;
1010;16:50:00;0;0;0;0;0;0;0;0;1,3483935373924114;0;0;0;0;0;0;0;0;26,51111590975875;0;78,32227999999999;0,73024;1,246527883144021;5,117504379857904;11,603568196721302;4,215027872665729;3,1009730198910805;0;0;0;2,0566815605745625;0;0;0;0;38,72927815224518;2,953304852459016;1,9815678542856237;4,423696;11,765362622950821;12,504996620913422;
1011;16:51:00;0;0;0;0;0;0;0;0;1,5121935681061207;0;0;0;0;782,4355925307251;0;0;0;24,907450134043206;0;78,3691;0,8251200000000001;1,0947525037983852;4,976867803233967;11,64938032786886;4,417333177210177;3,2574677285815468;0;0;0;2,2305379798486777;0;0;0;0;48,87583844704149;2,9519300983606582;2,0604305401435385;4,417722754098359;11,750123606557379;12,639438960487507;
1012;16:52:00;0;0;0;0;0;0;0;0;1,3514484680588343;0;0;0;0;796,5344800340765;0;0;0;24,22846756797441;0;77,13445999999999;1,69238;1,2022905253592793;5,160812495692883;11,60576196721312;4,043773112607045;3,0496502360620683;0;0;0;2,13201686117462;0;0;0;0;45,88066391061837;2,946169016393442;2,1120406102654585;4,393995081967212;11,73488295081966;12,2084837494169;
1013;16:53:00;0;0;0;0;0;0;0;0;1,4156923578577534;0;0;0;0;682,2731973038532;0;0;0;27,049601905308958;0;77,14746;2,79258;1,0845814023373919;4,758573797289335;11,6230806557377;3,769243491840954;3,268295992086145;0;0;0;1,9818369037109753;0;0;0;0;45,15555062856949;2,9435746557377054;2,212408036573765;4,415332655737705;11,744295409836079;12,933231647401604;
1014;16:54:00;0;0;0;0;0;0;0;0;1,4581379496418319;0;0;0;0;761,2827757997131;0;0;0;25,837817137952424;0;77,36240000000001;30,436200000000003;1,0958726152786533;4,754726174002282;11,68983639344262;4,316303796584378;3,1138197996659676;0;0;0;1,901127348303015;0;0;0;0;42,26075469596018;2,942441639344262;1,991750169431422;4,429437245901638;11,74928360655738;13,578651014729285;
1015;16:55:00;0;0;0;0;0;0;0;0;1,4427911209401956;0;0;0;0;644,6067129094693;0;0;0;25,8379727986092;0;77,26164;42,850080000000005;1,0871452086566766;5,2536034463519785;11,70917409836066;4,309861302418417;3,0457875013589137;0;0;0;1,952218372006924;0;0;0;0;44,42729573635021;2,950849770491806;2,203502399197097;4,419808360655736;11,667147868852439;12,798982957538714;
1016;16:56:00;0;0;0;0;0;0;0;0;1,4029440083337579;0;0;0;0;0;0;0;0;25,32330831243877;0;77,3023;129,77752;1,1252743475281637;4,625655073846492;11,703412786885242;4,92991603016638;2,9588578903261227;0;0;0;2,0743887617995544;0;0;0;0;28,56491648587137;2,94875937704918;2,0600113693369755;4,401041314754095;11,6880662295082;13,267985301758646;
1017;16:57:00;0;0;0;0;0;0;0;0;1,5162910171144985;369,49639902352783;0;0;0;0;0;0;0;25,167565185733913;0;76,67852;390,58448;1,1487792316435388;4,2176763497054415;11,70948196721312;4,318121883103012;3,185203655104835;0;0;0;2,093254576304763;0;0;0;0;27,414717037953142;2,9533139016393464;2,251991591815522;4,381870983606558;11,686123278688541;11,646887671547272;
1018;16:58:00;0;0;0;0;0;0;0;0;1,4738777954985975;411,90420779986425;0;0;0;0;0;0;0;24,267311379300434;0;76,88596;390,3651;1,1942790203018272;4,8731712218762535;11,71717147540984;4,093189059839181;3,0194055067183196;0;0;0;2,17835401219018;0;0;0;0;29,399131452161885;2,950891278688526;2,1457920753552355;4,356780754098362;11,74466426229508;12,934522998970744;
1019;16:59:00;0;0;0;0;0;0;0;0;1,3382413679741056;360,30906139998;0;0;0;633,64964120592;0;0;0;25,68046989105967;0;77,16798;391,07234;1,1052040209545764;5,24026504750405;11,67838196721312;4,142020466809088;3,1240438797964827;0;0;0;2,1429484475451575;0;0;0;0;32,377687883332804;2,951329770491804;2,1974200490930125;4,388690950819672;11,750150491803259;12,82719359076016;
1020;17:00:00;0;0;0;0;0;0;0;0;1,5386817178860486;377,3542689900422;0;0;0;672,2012676355916;0;0;0;25,03771149062509;0;77,21529999999998;391,33242;1,1877318239653623;4,570082611982192;11,644362622950819;4,151036077631798;3,1778395134665347;0;0;0;2,1531998140950224;0;0;0;0;31,102992076473477;2,953767475409838;1,944417205722838;4,4120900327868835;11,757096721311479;13,542333590189566;
1021;17:01:00;0;0;0;0;0;0;0;0;1,400393252082798;337,05506471969977;0;0;0;800,482273206667;0;0;0;25,354233502216307;0;77,22848;394,79376;1,088522079736514;4,88065328648955;11,64129213114754;3,666149768692602;3,0728100190435312;0;0;0;1,918086073111428;0;0;0;0;30,638795916156504;2,956949934426228;2,1543515773136646;4,424872983606556;11,73070327868854;13,586928530830937;
1022;17:02:00;0;0;0;0;0;0;0;0;1,525333977134887;396,18616314640553;0;0;0;658,9004770176205;0;0;0;26,065248750782636;0;77,73832;393,33248;1,1490136449616795;4,453426909256898;11,68483770491802;3,933730139293462;3,319958852289897;0;0;0;2,0908374233600964;0;0;0;0;29,906676515771103;2,953762852459016;2,0281185962161534;4,406673409836066;11,71564786885246;11,671592325225125;
1023;17:03:00;0;0;0;0;0;0;0;0;1,3470882448160795;333,6880608390969;0;0;0;0;0;0;0;25,263024591309396;0;77,59708;391,34078;1,1157604297225503;5,27178021803086;11,664105245901641;4,002599809310418;3,055536365389672;0;0;0;2,1464652960186905;0;0;0;0;29,55502166196559;2,957074819672132;2,0799896037149823;4,3965386557377055;11,73931868852458;12,585684055015301;
1024;17:04:00;0;0;0;0;0;0;0;0;1,2616672535160487;374,3948871251211;0;0;0;0;0;0;0;26,54131498161302;0;77,79187999999999;389,7072;1,2094878835222185;4,811649798654756;11,52118032786886;5,200272066160185;3,182604118692576;0;0;0;2,0497685658094227;0;0;0;0;29,555764808073555;2,950316524590164;2,13376745168902;4,4159388852459;11,744376393442622;12,622695949577459;
1025;17:05:00;0;0;0;0;0;0;0;0;1,3542959399267542;338,8605596065923;0;0;0;0;0;0;0;25,75005983259974;0;77,88586000000001;387,85432000000003;1,0501164447330589;4,911206781596947;11,64596590163934;4,315653427655627;3,2102277257328056;0;0;0;2,089192425351823;0;0;0;0;29,39625944459427;2,9499468852459003;2,0591222078863747;4,404862360655736;11,7221544262295;13,68602233513649;
1026;17:06:00;0;0;0;0;0;0;0;0;1,3790482168721014;0;0;0;0;774,7843104619577;0;0;0;25,28740271508162;0;77,20828;387,2835;1,0632942419178844;4,728877184679561;11,57687147540984;4,488649035837579;3,048065699572729;0;0;0;2,1677113679582263;0;0;0;0;30,33721272213984;2,9494383278688536;1,922043579552079;4,375329672131148;11,745812786885239;13,130724549295305;
1027;17:07:00;0;0;0;0;0;0;0;0;1,4780781230268385;0;0;0;0;575,1425521759194;0;0;0;25,26812165507781;0;77,38210000000001;389,13882;1,12547647779623;4,958785713013869;11,64117573770492;4,221902655573391;2,94998086515477;0;0;0;2,1268362686005884;0;0;0;0;28,4064803827697;2,947240262295082;2,0779404939435393;4,357986688524591;11,73595901639346;13,047043615283735;
