Apparent.Time;Time span;Living Room Light (200W) [VA];Kitchen Light (300W) [VA];Bathroom Light (60W) [VA];Bathroom Mirror Light 100W (Conventional) [VA];Bedroom Light (60W) [VA];Bedroom Light (20W) [VA];Egg Cooker / Russell Hobbs 14048-56 Stylo [VA];Juicer / Moulinex Vitafruit [VA];Kitchen radio / AEG KRC 4323 CD [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove front left [VA];Coffee Machine / Braun Impression KF 600 [VA];Food Slicer / DOMO Schneidemaschine DO521S [VA];Toaster / Bosch TAT8SL1 [VA];Miele H 5241 B [VA];Handmixer / Phillips Robust HR 1581 [VA];Extractor Hood / Miele DA 429-4 [VA];Kitchen Stove / Bauknecht Heko 750 PT Kitchen stove left hind- semi aktiv [VA];Microwave / Panasonic NN-CD757W [VA];Electronic hometrainer / Kettler Track Perfomance [VA];Laptop Lenovo Thinkpad x220 [VA];Washing Machine Samsung P1405J [VA];CD/DVD Player / Philips DVDR 725 H [VA];Home Cinema System / Samsung HT-D5550 [VA];TV Medion MD20123_DE_A [VA];SAT Receiver / Kathrein UFS913 [VA];Hifi System / Sharp XL-HF300PH [VA];Electric Kettle / Phillips Essential HD 4685/90 Schwarz [VA];Energy Saving Lamp / EL-REF 11 E27 [VA];Vacuum Cleaner FiF [VA];Nintendo Wii [VA];Coffee Machine / Braun KF 580E [VA];Electric Kettle / Petra WK288 1.5L [VA];Hair Dryer / Braun Satin Pro 2200 Ion Care [VA];Heater / Honeywell BH-888E [VA];Liebherr CBNPes 3956 [VA];Electric Razor Braun Cruzer 5 [VA];Electric Tooth Brush / Phillips HX9332 [VA];Phone Siemens Gigaset C320 [VA];Router O2 Box 6431 [VA];Yamaha RX-V667 [VA];
1435;23:55:00;0;0;0;0;0;0;0;0;1,3110412427053115;0;0;0;0;0;0;0;0;23,173822592891103;0;7,9;0;1,0403654295593303;2,036735605622796;0,5700000000000001;1,3109816906463965;2,8860478175183246;0;0;0;1,8994068414529297;0;0;0;0;0;2,94324;1,9223521797576;4,35882540983607;11,6961393442623;11,555443073153395;
1436;23:56:00;0;0;0;0;0;0;0;0;1,3113824245944437;0;0;0;0;0;0;0;0;23,174773232177273;0;7,9;0;1,040461566812559;2,036748184911382;0,5700000000000001;1,3110556900726675;2,886359442666294;0;0;0;1,899568256172209;0;0;0;0;0;2,94352803278688;1,9223815064677525;4,35882540983607;11,6961393442623;11,555635577396483;
1437;23:57:00;0;0;0;0;0;0;0;0;1,3115686466496987;0;0;0;0;0;0;0;0;23,176330164407155;0;7,9;0;1,0406309700277778;2,036917598487086;0,5700000000000001;1,3111868163896385;2,886736883176345;0;0;0;1,8995994381457004;0;0;0;0;0;2,94352803278688;1,9224517094972515;4,35882540983607;11,6961393442623;11,555728106538139;
1438;23:58:00;0;0;0;0;0;0;0;0;1,3115862755780436;0;0;0;0;0;0;0;0;23,177475440019037;0;7,9;0;1,0406476933346467;2,0369367977688078;0,5700000000000001;1,3112507308963728;2,886961856207506;0;0;0;1,8997110207459134;0;0;0;0;0;2,94352803278688;1,9225104666852515;4,35882540983607;11,6961393442623;11,556229188189857;
1439;23:59:00;0;0;0;0;0;0;0;0;1,3115996252433324;0;0;0;0;0;0;0;0;23,177827002665733;0;7,9;0;1,040648627746246;2,037218727457061;0,5700000000000001;1,3112802989100758;2,887109236850916;0;0;0;1,8997990415975599;0;0;0;0;0;2,94352803278688;1,923069107581007;4,35882540983607;11,6961393442623;11,556292825913554;
1440;1.00:00:00;0;0;0;0;0;0;0;0;1,3116142193968672;0;0;0;0;0;0;0;0;23,178272822084246;0;7,9;0;1,0408400657197645;2,037230748124827;0,5700000000000001;1,3112871470610545;2,887149062691955;0;0;0;1,8998066788816614;0;0;0;0;0;2,94352803278688;1,9231450601634166;4,35882540983607;11,6961393442623;11,556477665904488;
1441;1.00:01:00;0;0;0;0;0;0;0;0;1,3116337673532774;0;0;0;0;0;0;0;0;23,17839866446263;0;7,9;0;1,040910972828574;2,037297869917137;0,5700000000000001;1,3112910007088308;2,887299985326549;0;0;0;1,8999311141759263;0;0;0;0;0;2,94352803278688;1,92316013548545;4,35882540983607;11,6961393442623;11,556733837690189;
1442;1.00:02:00;0;0;0;0;0;0;0;0;1,3116752289579812;0;0;0;0;0;0;0;0;23,179093013811197;0;7,9;0;1,0409470171963484;2,037317977339655;0,5700000000000001;1,311333220833572;2,887559353093343;0;0;0;1,89993184755865;0;0;0;0;0;2,94352803278688;1,9233431423261693;4,35882540983607;11,6961393442623;11,556812371433233;
1443;1.00:03:00;0;0;0;0;0;0;0;0;1,311760236694032;0;0;0;0;0;0;0;0;23,179393218316527;0;7,9;0;1,0409631319245243;2,037597080793907;0,5700000000000001;1,3114101073186577;2,887642491976679;0;0;0;1,8999525811208164;0;0;0;0;0;2,94352803278688;1,9234742868256447;4,35882540983607;11,6961393442623;11,556841629397871;
1444;1.00:04:00;0;0;0;0;0;0;0;0;1,3118811355564841;0;0;0;0;0;0;0;0;23,179714721055756;0;7,9;0;1,040969815881592;2,0376378870257983;0,5700000000000001;1,3115486740061144;2,887929644125446;0;0;0;1,8999994978991306;0;0;0;0;0;2,94352803278688;1,923576020974318;4,35882540983607;11,6961393442623;11,557045215494236;
1445;1.00:05:00;0;0;0;0;0;0;0;0;1,3120517178690283;0;0;0;0;0;0;0;0;23,179726080900195;0;7,9;0;1,040986765830883;2,0377386243322677;0,5700000000000001;1,311577133534563;2,8879791848272705;0;0;0;1,9001852473965217;0;0;0;0;0;2,94352803278688;1,9236511858475647;4,35882540983607;11,6961393442623;11,557149512852371;
1446;1.00:06:00;0;0;0;0;0;0;0;0;1,312150097958163;0;0;0;0;0;0;0;0;23,18016080711434;0;7,9;0;1,0410094086178718;2,0381898268888814;0,5700000000000001;1,3115980712698694;2,888098763719649;0;0;0;1,9003794619918801;0;0;0;0;0;2,94352803278688;1,9236530008670805;4,35882540983607;11,6961393442623;11,558253491413343;
1447;1.00:07:00;0;0;0;0;0;0;0;0;1,312166606022993;0;0;0;0;0;0;0;0;23,18029913900546;0;7,9;0;1,0410216747273036;2,0384731935356863;0,5700000000000001;1,3116577154194897;2,8881544207898613;0;0;0;1,900392332304492;0;0;0;0;0;2,94352803278688;1,9241192965763145;4,35882540983607;11,6961393442623;11,559000265095067;
1448;1.00:08:00;0;0;0;0;0;0;0;0;1,3122490310396342;0;0;0;0;0;0;0;0;23,18143489670271;0;7,9;0;1,0410487727998772;2,0384732381319917;0,5700000000000001;1,311756813932142;2,888212902011806;0;0;0;1,9006081476663546;0;0;0;0;0;2,94352803278688;1,9241965396807887;4,35882540983607;11,6961393442623;11,559477647221344;
1449;1.00:09:00;0;0;0;0;0;0;0;0;1,312255288124669;0;0;0;0;0;0;0;0;23,182112672722166;0;7,9;0;1,0411149351250353;2,038739739765572;0,5700000000000001;1,3117680793597024;2,8885323101796216;0;0;0;1,9006971389327865;0;0;0;0;0;2,94352803278688;1,9243368754332013;4,36556934426229;11,6961393442623;11,559606156941243;
1450;1.00:10:00;0;0;0;0;0;0;0;0;1,312335789576922;0;0;0;0;0;0;0;0;23,18745919442111;0;7,9;0;1,0412547743813536;2,0389677181089727;0,5700000000000001;1,311822505769629;2,888677353687155;0;0;0;1,9008095694609;0;0;0;0;0;2,94352803278688;1,9244373097521168;4,36556934426229;11,6961393442623;11,56019321185195;
1451;1.00:11:00;0;0;0;0;0;0;0;0;1,3123936973292656;0;0;0;0;0;0;0;0;23,191099589911282;0;7,9;0;1,041258816426334;2,0390269813736426;0,5700000000000001;1,3119256842466454;2,88868583840932;0;0;0;1,9009039037082678;0;0;0;0;0;2,94352803278688;1,9244455673646819;4,36556934426229;11,6961393442623;11,560357787441687;
1452;1.00:12:00;0;0;0;0;0;0;0;0;1,3124318075436316;0;0;0;0;0;0;0;0;23,193381877935852;0;7,9;0;1,0413996722443164;2,039408809914097;0,5700000000000001;1,3119426532449356;2,888843045043804;0;0;0;1,900907696467388;0;0;0;0;0;2,94352803278688;1,9247350920863069;4,36556934426229;11,6961393442623;11,560744675293163;
1453;1.00:13:00;0;0;0;0;0;0;0;0;1,3124693225565003;0;0;0;0;0;0;0;0;23,193495149884633;0;7,9;0;1,041512482074398;2,0395342387534505;0,5700000000000001;1,3121850677623867;2,8888876354965682;0;0;0;1,9009117943970695;0;0;0;0;0;2,94352803278688;1,9247545733270388;4,36556934426229;11,6961393442623;11,561678041377155;
1454;1.00:14:00;0;0;0;0;0;0;0;0;1,3125617632440385;0;0;0;0;0;0;0;0;23,198082004087855;0;7,9;0;1,0415371398447426;2,0395550803926814;0,5700000000000001;1,312225264451471;2,8890828846160477;0;0;0;1,9012437546173995;0;0;0;0;0;2,94352803278688;1,9248150355308091;4,36556934426229;11,6961393442623;11,56173680724628;
1455;1.00:15:00;0;0;0;0;0;0;0;0;1,3125943894139798;0;0;0;0;0;0;0;0;23,19872077403716;0;7,9;0;1,0415376552236426;2,0395754708529874;0,5700000000000001;1,3122898402879248;2,8891830361456026;0;0;0;1,901387082981256;0;0;0;0;0;2,94352803278688;1,924843448016803;4,36556934426229;11,6961393442623;11,56226377832857;
1456;1.00:16:00;0;0;0;0;0;0;0;0;1,3126151532388544;0;0;0;0;0;0;0;0;23,199060258208416;0;7,9;0;1,0415611243678156;2,0396457631453613;0,5700000000000001;1,3123554062568927;2,8892839290967465;0;0;0;1,9015507288643447;0;0;0;0;0;2,94352803278688;1,9248864220521367;4,36556934426229;11,6961393442623;11,562866908814016;
1457;1.00:17:00;0;0;0;0;0;0;0;0;1,3130806691365156;0;0;0;0;0;0;0;0;23,19907935748448;0;7,9;0;1,0416289631009288;2,0396467408877523;0,5700000000000001;1,312483853254644;2,8893282101171054;0;0;0;1,9016513038172562;0;0;0;0;0;2,94352803278688;1,9249599208665888;4,36556934426229;11,6961393442623;11,563112003329765;
1458;1.00:18:00;0;0;0;0;0;0;0;0;1,3130928046500798;0;0;0;0;0;0;0;0;23,19984455155185;0;7,9;0;1,0417095132012013;2,039765927479919;0,5700000000000001;1,3125349090893268;2,8894072129573862;0;0;0;1,9016837292262296;0;0;0;0;0;2,94352803278688;1,9249675906865418;4,36556934426229;11,6961393442623;11,564117800850518;
1459;1.00:19:00;0;0;0;0;0;0;0;0;1,3133171618999417;0;0;0;0;0;0;0;0;23,20060446442799;0;7,9;0;1,0417419406552304;2,039854518078023;0,5700000000000001;1,312535782179934;2,889697761486075;0;0;0;1,9016902060306857;0;0;0;0;0;2,94352803278688;1,9250848661865114;4,36556934426229;11,6961393442623;11,564508288761022;
1460;1.00:20:00;0;0;0;0;0;0;0;0;1,3134901665349774;0;0;0;0;0;0;0;0;23,202167453642197;0;7,9;0;1,0419048478421449;2,040103958458951;0,5700000000000001;1,3125528842059397;2,8898160578692274;0;0;0;1,9017450669465181;0;0;0;0;0;2,94352803278688;1,9250921026080738;4,36556934426229;11,6961393442623;11,565782450367024;
1461;1.00:21:00;0;0;0;0;0;0;0;0;1,3134961785783088;0;0;0;0;0;0;0;0;23,203126915551472;0;7,9;0;1,0419074531718024;2,040191497425119;0,5700000000000001;1,3125656569801851;2,889927971213154;0;0;0;1,9017575982993142;0;0;0;0;0;2,94352803278688;1,9251408556915026;4,36556934426229;11,6961393442623;11,56698977362295;
1462;1.00:22:00;0;0;0;0;0;0;0;0;1,313623549244208;0;0;0;0;0;0;0;0;23,203611989260853;0;7,9;0;1,0419173917953293;2,040224391870372;0,5700000000000001;1,3126616301606595;2,889964142329274;0;0;0;1,9019552903513548;0;0;0;0;0;2,94352803278688;1,925218306882867;4,36556934426229;11,6961393442623;11,567589410965358;
1463;1.00:23:00;0;0;0;0;0;0;0;0;1,3136638690997287;0;0;0;0;0;0;0;0;23,204230045903692;0;7,9;0;1,0419189136754785;2,0403125319070883;0,5700000000000001;1,3126697021317189;2,889968078979897;0;0;0;1,9020232814560518;0;0;0;0;0;2,94352803278688;1,9252467288186683;4,36556934426229;11,6961393442623;11,568425901575292;
1464;1.00:24:00;0;0;0;0;0;0;0;0;1,3136656156360154;0;0;0;0;0;0;0;0;23,204846402293505;0;7,9;0;1,0419329808648117;2,040330539545881;0,5700000000000001;1,3126785276223252;2,8900496296506644;0;0;0;1,9021696381913775;0;0;0;0;0;2,94352803278688;1,925341298779009;4,36556934426229;11,6961393442623;11,569000851861016;
1465;1.00:25:00;0;0;0;0;0;0;0;0;1,313767014964486;0;0;0;0;0;0;0;0;23,206348782701138;0;7,9;0;1,0420880329551638;2,040350753194401;0,5700000000000001;1,312678640908844;2,890126288329065;0;0;0;1,9022040957525932;0;0;0;0;0;2,94352803278688;1,9254096277248274;4,36556934426229;11,6961393442623;11,569218774274452;
1466;1.00:26:00;0;0;0;0;0;0;0;0;1,3138336193577214;0;0;0;0;0;0;0;0;23,20838315914963;0;7,9;0;1,0421949183152066;2,0404306589407617;0,5700000000000001;1,3126943582754689;2,890362652049732;0;0;0;1,9022579066136167;0;0;0;0;0;2,94352803278688;1,925478797023736;4,36556934426229;11,6961393442623;11,570384354798655;
1467;1.00:27:00;0;0;0;0;0;0;0;0;1,31388817395446;0;0;0;0;0;0;0;0;23,208556783183464;0;7,9;0;1,0422247411764936;2,04044971726233;0,5700000000000001;1,312783770683027;2,890574919269828;0;0;0;1,9023323461146868;0;0;0;0;0;2,94352803278688;1,9256627113747955;4,36556934426229;11,6961393442623;11,5704420225884;
1468;1.00:28:00;0;0;0;0;0;0;0;0;1,3139040256622407;0;0;0;0;0;0;0;0;23,210535334584684;0;7,9;0;1,0422783635180777;2,0406214397977402;0,5700000000000001;1,3128635643414894;2,8906105535862543;0;0;0;1,9025396982073906;0;0;0;0;0;2,94352803278688;1,9257279360721096;4,36556934426229;11,6961393442623;11,570849151203745;
1469;1.00:29:00;0;0;0;0;0;0;0;0;1,3140828979331174;0;0;0;0;0;0;0;0;23,21093548117117;0;7,9;0;1,0423720959116451;2,0408628204571557;0,5700000000000001;1,3128708043411266;2,8909661309630903;0;0;0;1,9025410709510386;0;0;0;0;0;2,94352803278688;1,9258295657579283;4,36556934426229;11,6961393442623;11,571163470625752;
1470;1.00:30:00;0;0;0;0;0;0;0;0;1,3141072478580529;0;0;0;0;0;0;0;0;23,21236020354191;0;7,9;0;1,042435710831972;2,0410110699188286;0,5700000000000001;1,312948352627123;2,8909845347352605;0;0;0;1,9025435772697727;0;0;0;0;0;2,94352803278688;1,9260359813626;4,36556934426229;11,6961393442623;11,571813578165232;
1471;1.00:31:00;0;0;0;0;0;0;0;0;1,3142388005482315;0;0;0;0;0;0;0;0;23,214864530307377;0;7,9;0;1,0425776952011734;2,041084539750116;0,5700000000000001;1,3129947400634234;2,891227967687639;0;0;0;1,9028789335645997;0;0;0;0;0;2,94352803278688;1,9260661338627574;4,36556934426229;11,6961393442623;11,573528344402673;
1472;1.00:32:00;0;0;0;0;0;0;0;0;1,314253485146463;0;0;0;0;0;0;0;0;23,215868979053283;0;7,9;0;1,042578069676351;2,0411281418927194;0,5700000000000001;1,3130324380418428;2,8914673898339287;0;0;0;1,9028873967366677;0;0;0;0;0;2,94352803278688;1,9260702383397046;4,36556934426229;11,6961393442623;11,573557646436516;
1473;1.00:33:00;0;0;0;0;0;0;0;0;1,3142725998939506;0;0;0;0;0;0;0;0;23,216535266399543;0;7,9;0;1,0425818630600618;2,041260485969699;0,5700000000000001;1,3130656878598874;2,8914872159404483;0;0;0;1,902897300868886;0;0;0;0;0;2,94352803278688;1,9262033129334686;4,36556934426229;11,6961393442623;11,573811445657778;
1474;1.00:34:00;0;0;0;0;0;0;0;0;1,3142730699984393;0;0;0;0;0;0;0;0;23,220347010689196;0;7,9;0;1,0425840377169304;2,0415092660914445;0,5700000000000001;1,3131931330501274;2,8916574801754535;0;0;0;1,9029253549188405;0;0;0;0;0;2,94352803278688;1,9263077560843942;4,36556934426229;11,6961393442623;11,57383570557583;
1475;1.00:35:00;0;0;0;0;0;0;0;0;1,3142735920706627;0;0;0;0;0;0;0;0;23,221194567636346;0;7,9;0;1,0425906272232155;2,041541543211102;0,5700000000000001;1,3131994915358662;2,8918219908155525;0;0;0;1,9031937521620124;0;0;0;0;0;2,94352803278688;1,9263412983364707;4,36556934426229;11,6961393442623;11,573950723992194;
1476;1.00:36:00;0;0;0;0;0;0;0;0;1,3143059160381372;0;0;0;0;0;0;0;0;23,22249907147156;0;7,9;0;1,0426747691558522;2,0416271821495404;0,5700000000000001;1,3134371806769713;2,8919729539356074;0;0;0;1,903447989515535;0;0;0;0;0;2,94352803278688;1,9264179241341346;4,36556934426229;11,6961393442623;11,574678315623181;
1477;1.00:37:00;0;0;0;0;0;0;0;0;1,3144208774912414;0;0;0;0;0;0;0;0;23,22275627106903;0;7,9;0;1,042694868625026;2,04168052405523;0,5700000000000001;1,3134618403680733;2,8921170935577227;0;0;0;1,9034857421322136;0;0;0;0;0;2,94352803278688;1,926530549700664;4,36556934426229;11,6961393442623;11,57600103782796;
1478;1.00:38:00;0;0;0;0;0;0;0;0;1,3145826336433106;0;0;0;0;0;0;0;0;23,228112715469283;0;7,9;0;1,0427012254922887;2,0417065511613557;0,5700000000000001;1,3135503565625237;2,8921950478877902;0;0;0;1,903667182577024;0;0;0;0;0;2,94352803278688;1,9266660072256208;4,36556934426229;11,6961393442623;11,576329229194755;
1479;1.00:39:00;0;0;0;0;0;0;0;0;1,314610836819955;0;0;0;0;0;0;0;0;23,228208512013836;0;7,9;0;1,0427249520453832;2,041892619726286;0,5700000000000001;1,3136028816003409;2,8922740236695152;0;0;0;1,90373442472822;0;0;0;0;0;2,94352803278688;1,926713486788628;4,36556934426229;11,6961393442623;11,576364046986509;
1480;1.00:40:00;0;0;0;0;0;0;0;0;1,314637999611218;0;0;0;0;0;0;0;0;23,228598584477258;0;7,9;0;1,0427395814155913;2,0419080405007497;0,5700000000000001;1,3137106462770005;2,892483110544026;0;0;0;1,903773972709942;0;0;0;0;0;2,94352803278688;1,9269095997223946;4,36556934426229;11,6961393442623;11,576377971915768;
1481;1.00:41:00;0;0;0;0;0;0;0;0;1,314713401479218;0;0;0;0;0;0;0;0;23,23128099714728;0;7,9;0;1,0428862144038022;2,0419152473226854;0,5700000000000001;1,3137388442150766;2,892577919532333;0;0;0;1,9038029544684782;0;0;0;0;0;2,94352803278688;1,9272536367205966;4,36556934426229;11,6961393442623;11,576613493425826;
1482;1.00:42:00;0;0;0;0;0;0;0;0;1,3148227435186217;0;0;0;0;0;0;0;0;23,231564343182463;0;7,9;0;1,0428936084133433;2,042140995187551;0,5700000000000001;1,3137553913269606;2,892666483535909;0;0;0;1,9040113019657037;0;0;0;0;0;2,94352803278688;1,9274009156122693;4,36556934426229;11,6961393442623;11,57706609127388;
1483;1.00:43:00;0;0;0;0;0;0;0;0;1,3148840057980993;0;0;0;0;0;0;0;0;23,23589763262186;0;7,9;0;1,0428948994486815;2,0425163702838014;0,5700000000000001;1,3138701259944752;2,8927579827259438;0;0;0;1,9040427290753499;0;0;0;0;0;2,94352803278688;1,9274657832516608;4,36556934426229;11,6961393442623;11,577086949577227;
1484;1.00:44:00;0;0;0;0;0;0;0;0;1,315018583831816;0;0;0;0;0;0;0;0;23,236215980534517;0;7,9;0;1,0429379580087808;2,0425872810803436;0,5700000000000001;1,3140454002565318;2,892852271861097;0;0;0;1,9040806975107543;0;0;0;0;0;2,94352803278688;1,9274685104684874;4,36556934426229;11,6961393442623;11,577503521848808;
1485;1.00:45:00;0;0;0;0;0;0;0;0;1,3151646346018133;0;0;0;0;0;0;0;0;23,2363341667534;0;7,9;0;1,0430195770316295;2,042599079762356;0,5700000000000001;1,3140560222020956;2,8928988595105305;0;0;0;1,9043827451039406;0;0;0;0;0;2,94352803278688;1,9274832284934078;4,36556934426229;11,6961393442623;11,577894394102277;
1486;1.00:46:00;0;0;0;0;0;0;0;0;1,3151797826356242;0;0;0;0;0;0;0;0;23,239815897995417;0;7,9;0;1,0431634382152823;2,0427535673078356;0,5700000000000001;1,3141745226375068;2,8933397865649475;0;0;0;1,9044523983098975;0;0;0;0;0;2,94352803278688;1,9274919230469632;4,36556934426229;11,6961393442623;11,577990982993695;
1487;1.00:47:00;0;0;0;0;0;0;0;0;1,3154564888022655;0;0;0;0;0;0;0;0;23,240846724036757;0;7,9;0;1,0432221883428674;2,042943069747973;0,5700000000000001;1,3143079980794643;2,8933742293354356;0;0;0;1,9044661475613165;0;0;0;0;0;2,94352803278688;1,9275954423598354;4,36556934426229;11,6961393442623;11,57809560600117;
1488;1.00:48:00;0;0;0;0;0;0;0;0;1,315544241285155;0;0;0;0;0;0;0;0;23,243890456017926;0;7,9;0;1,0433383720611284;2,0429623509426693;0,5700000000000001;1,3146053089004253;2,8935635588513624;0;0;0;1,9046073510043728;0;0;0;0;0;2,94352803278688;1,9276209046313635;4,36556934426229;11,6961393442623;11,579179439929229;
1489;1.00:49:00;0;0;0;0;0;0;0;0;1,3156263115300995;0;0;0;0;0;0;0;0;23,24471518833601;0;7,9;0;1,0433645150890458;2,0431455523765734;0,5700000000000001;1,3147370856953138;2,8936304226230067;0;0;0;1,9046158715090291;0;0;0;0;0;2,94352803278688;1,9276524092902043;4,36556934426229;11,6961393442623;11,579276906870264;
1490;1.00:50:00;0;0;0;0;0;0;0;0;1,3156996938564656;0;0;0;0;0;0;0;0;23,24488725505334;0;7,9;0;1,0435293836512858;2,043150731715348;0,5700000000000001;1,3147457636714994;2,894107915414175;0;0;0;1,9047164250820565;0;0;0;0;0;2,94352803278688;1,9278134728859548;4,36556934426229;11,6961393442623;11,581198002277802;
1491;1.00:51:00;0;0;0;0;0;0;0;0;1,315785748994776;0;0;0;0;0;0;0;0;23,24490647965826;0;7,9;0;1,0436244315078986;2,0432539150368956;0,5700000000000001;1,3147790817210987;2,8942616584037695;0;0;0;1,904767601136276;0;0;0;0;0;2,94352803278688;1,927964815391128;4,36556934426229;11,6961393442623;11,581413292437142;
1492;1.00:52:00;0;0;0;0;0;0;0;0;1,3158676898784694;0;0;0;0;0;0;0;0;23,245667820382312;0;7,9;0;1,0437712122153164;2,0435245557122648;0,5700000000000001;1,3148503673249705;2,8944595985716335;0;0;0;1,9047777451228063;0;0;0;0;0;2,94352803278688;1,9279655947145837;4,36556934426229;11,6961393442623;11,581426125751737;
1493;1.00:53:00;0;0;0;0;0;0;0;0;1,3161645862687579;0;0;0;0;0;0;0;0;23,248240379161558;0;7,9;0;1,0438226172245977;2,043541986103328;0,5700000000000001;1,314993783056107;2,894461380814524;0;0;0;1,9048050207541607;0;0;0;0;0;2,94352803278688;1,9281453834640807;4,36556934426229;11,6961393442623;11,581500993839622;
1494;1.00:54:00;0;0;0;0;0;0;0;0;1,316220511535858;0;0;0;0;0;0;0;0;23,24833420140844;0;7,9;0;1,043838163640884;2,0435473725014317;0,5700000000000001;1,315007040767878;2,8945681660046345;0;0;0;1,9050522684818276;0;0;0;0;0;2,94352803278688;1,9282593184547931;4,36556934426229;11,6961393442623;11,581817582723149;
1495;1.00:55:00;0;0;0;0;0;0;0;0;1,3163381908351084;0;0;0;0;0;0;0;0;23,252554903667644;0;7,9;0;1,0438899582145924;2,043977692710987;0,5700000000000001;1,3150466299278785;2,8950025494633587;0;0;0;1,905070760099896;0;0;0;0;0;2,94352803278688;1,9284177180436362;4,36556934426229;11,6961393442623;11,582706678580188;
1496;1.00:56:00;0;0;0;0;0;0;0;0;1,3163848851675586;0;0;0;0;0;0;0;0;23,25454852734179;0;7,9;0;1,0438914193812843;2,04408726966963;0,5700000000000001;1,3150731794571362;2,895109812075299;0;0;0;1,905148849386332;0;0;0;0;0;2,94352803278688;1,928497564420712;4,36556934426229;11,6961393442623;11,583785223873877;
1497;1.00:57:00;0;0;0;0;0;0;0;0;1,3164360252520588;0;0;0;0;0;0;0;0;23,255946398036244;0;7,9;0;1,0439187920162756;2,044103112761586;0,5700000000000001;1,3150840186539023;2,8952993356191596;0;0;0;1,9051685646061143;0;0;0;0;0;2,94352803278688;1,928673569451327;4,36556934426229;11,6961393442623;11,583882110520763;
1498;1.00:58:00;0;0;0;0;0;0;0;0;1,31660447846081;0;0;0;0;0;0;0;0;23,256697892441014;0;7,9;0;1,0440569428871047;2,0442058486965466;0,5700000000000001;1,31508669759056;2,895360923297977;0;0;0;1,9051846353759996;0;0;0;0;0;2,94352803278688;1,9287656725030116;4,36556934426229;11,6961393442623;11,584758682715231;
1499;1.00:59:00;0;0;0;0;0;0;0;0;1,3166674568672323;0;0;0;0;0;0;0;0;23,256748635746227;0;7,9;0;1,0440716541091273;2,0442633058932294;0,5700000000000001;1,3151273931029435;2,895459614035071;0;0;0;1,9053657737008647;0;0;0;0;0;2,94352803278688;1,9289413982711678;4,36556934426229;11,6961393442623;11,58568973312663;
1500;1.01:00:00;0;0;0;0;0;0;0;0;1,3166896005955466;0;0;0;0;0;0;0;0;23,257659705493598;0;7,9;0;1,0440880332511344;2,0445963656255386;0,5700000000000001;1,315134818355444;2,8956641751138297;0;0;0;1,9057261071400227;0;0;0;0;0;2,94352803278688;1,9290533347912138;4,36556934426229;11,6961393442623;11,587496722128996;
1501;1.01:01:00;0;0;0;0;0;0;0;0;1,3167049787983545;0;0;0;0;0;0;0;0;23,258740287346388;0;7,9;0;1,0441040828871844;2,0448509912966664;0,5700000000000001;1,3151507602384322;2,895993203071127;0;0;0;1,9059113811732475;0;0;0;0;0;2,94352803278688;1,9291183033195327;4,36556934426229;11,6961393442623;11,587645426907686;
1502;1.01:02:00;0;0;0;0;0;0;0;0;1,3167365053262285;0;0;0;0;0;0;0;0;23,2622239368418;0;7,9;0;1,044109517055552;2,0449940367506985;0,5700000000000001;1,3153497455820853;2,896114956743953;0;0;0;1,9060256220049165;0;0;0;0;0;2,94352803278688;1,9296286509412413;4,36556934426229;11,6961393442623;11,58782053933394;
1503;1.01:03:00;0;0;0;0;0;0;0;0;1,316764105811319;0;0;0;0;0;0;0;0;23,26369795651634;0;7,9;0;1,0441711193053358;2,0450190280997282;0,5700000000000001;1,3155154060565923;2,8962700338621468;0;0;0;1,9061456277009345;0;0;0;0;0;2,94352803278688;1,9300839706771398;4,36556934426229;11,6961393442623;11,587975022639611;
1504;1.01:04:00;0;0;0;0;0;0;0;0;1,31689961496015;0;0;0;0;0;0;0;0;23,264902205782345;0;7,9;0;1,044202559923752;2,0451313270467737;0,5700000000000001;1,3157227660414654;2,896493890368943;0;0;0;1,9061971058376976;0;0;0;0;0;2,94352803278688;1,9302228270348027;4,36556934426229;11,6961393442623;11,588015760683655;
1505;1.01:05:00;0;0;0;0;0;0;0;0;1,3169968272650938;0;0;0;0;0;0;0;0;23,265272262584435;0;7,9;0;1,0442887927011095;2,0452563033272826;0,5700000000000001;1,315748033449668;2,8966684721023848;0;0;0;1,9062152814642206;0;0;0;0;0;2,94352803278688;1,930409684858426;4,36556934426229;11,6961393442623;11,588064952274246;
1506;1.01:06:00;0;0;0;0;0;0;0;0;1,31724715816519;0;0;0;0;0;0;0;0;23,26578931541562;0;7,9;0;1,0443719378099847;2,045729363190756;0,5700000000000001;1,3157677379278903;2,896817471729227;0;0;0;1,9063874989765976;0;0;0;0;0;2,94352803278688;1,9309821378731424;4,36556934426229;11,6961393442623;11,590375298902702;
1507;1.01:07:00;0;0;0;0;0;0;0;0;1,3173158565306615;0;0;0;0;0;0;0;0;23,26789384909479;0;7,9;0;1,0444025986531402;2,0458079996980096;0,5700000000000001;1,3157703496766717;2,8969319485215417;0;0;0;1,9065174652680408;0;0;0;0;0;2,94352803278688;1,9310263381105899;4,36556934426229;11,6961393442623;11,590558281509574;
